label	x	m	y	n	a_X_to_M	a_se	a_p	b_M_to_Y_given_X	b_se	b_p	c_total	c_total_p	c_prime_direct	c_prime_p	ab_indirect	ab_indirect_p	ab_CI95_lo	ab_CI95_hi	sobel_z	sobel_p	pct_mediated
DM1 -> IFNG Hallmark -> HLA-I	DM1_use	IFNG_hallmark	HLA1_score	527	0.48722369298843854	0.05866407638341516	8.514645603591077e-16	0.99386480902314	0.022291407626696364	1.2338049424557281e-180	0.45287975982713147	3.392319454354203e-11	-0.03547433163252106	0.2957974685832563	0.4883540914596529	0.0	0.3759850377582405	0.6100253184468919	8.164862650755705	2.220446049250313e-16	107.83305742037629
DM1 -> IFNG Hallmark -> HLA-II	DM1_use	IFNG_hallmark	HLA2_score	527	0.48722369298843854	0.05866407638341516	8.514645603591077e-16	1.406317801076702	0.034938217307904015	1.3629715012436487e-162	0.9300271307075291	6.931901332712459e-22	0.27700406274170686	1.3253115544755012e-07	0.653023067965823	0.0	0.5077803924110578	0.8183241654581791	8.133971898279412	4.440892098500626e-16	70.21548580728263
DM1 -> Ayers TIS -> HLA-I	DM1_use	IFNG_ayers	HLA1_score	527	0.36224938421557457	0.09070536743863138	7.433467742145808e-05	0.6880363533820144	0.013808372707524623	3.8499899155825324e-201	0.45287975982713147	3.392319454354203e-11	0.20982560002139808	3.727810672080715e-13	0.24305415980573325	0.0	0.12123168826973299	0.364879607643791	3.9809264819649983	6.86471802446853e-05	53.66858521089778
DM1 -> Ayers TIS -> HLA-II	DM1_use	IFNG_ayers	HLA2_score	527	0.36224938421557457	0.09070536743863138	7.433467742145808e-05	0.9432131634851716	0.024419119376964536	1.4625885275710745e-155	0.9300271307075291	6.931901332712459e-22	0.6062228710824601	1.545389131727026e-35	0.323804259625069	0.0	0.1628784599635156	0.48716463382028263	3.9725156931438796	7.111754929578495e-05	34.81664662607542
