sample	IFNG_hallmark	IFNG_ayers	HLA1_recompute	HLA2_recompute
TCGA-4C-A93U-01	0.854937406688543	0.9576018564897524	1.2284966017560806	1.5758092326736266
TCGA-BJ-A0YZ-01	-0.4697450343827594	-0.8487515771444173	-0.5709975659623169	-0.8081382582979503
TCGA-BJ-A0Z0-01	-0.9587932064809154	-1.106830057181054	-0.9570102696696957	-1.3299953327748792
TCGA-BJ-A0Z2-01	-0.68523261899924	-0.31650615195694703	-0.047804940774190265	-0.7858250736761895
TCGA-BJ-A0Z3-01	0.5018930137211126	1.0083953779449386	0.6614690566510806	0.7516612254005125
TCGA-BJ-A0Z5-01	-0.23956510326058925	-0.22471863773369039	-0.023173368265864924	-0.2795004810506315
TCGA-BJ-A0Z9-01	0.6265363048227502	-0.06704389496016515	0.19770897576827656	0.21643238815101204
TCGA-BJ-A0ZA-01	-0.40641121777018485	-0.17337178408002102	-0.40402005507935707	-0.4584264116842444
TCGA-BJ-A0ZB-01	-0.21218295490091463	-0.38907525558555395	-0.18890459585363864	0.047307796993819984
TCGA-BJ-A0ZC-01	-0.4478116281397369	-0.06675647094080506	-0.20163785998154632	-0.7914711660460663
TCGA-BJ-A0ZE-01	-0.9929254248208842	-0.9131704720085096	-0.5999031639530148	-0.8949045985430955
TCGA-BJ-A0ZF-01	-0.5297575760088148	-0.6354446401501271	-0.727817004473001	-0.57115165537438
TCGA-BJ-A0ZG-01	-0.31516619910620003	0.041791098796807515	-0.3159259567516887	-0.6158269119959757
TCGA-BJ-A0ZH-01	0.15066215732206645	-0.03826761404150182	0.34394746537552723	0.14076238343907102
TCGA-BJ-A0ZJ-01	0.5472952785384941	1.1965602440776053	0.8684681251764039	0.9696047440163079
TCGA-BJ-A18Y-01	-0.48050784806572533	-0.7222579693109549	-0.4842633113825201	-0.8309756650674439
TCGA-BJ-A18Z-01	0.1772349740054443	0.07138219166123812	-0.08247384660865686	0.6841492473642862
TCGA-BJ-A190-01	-1.1485810786102748	-1.595892661352708	-1.3095781976593412	-2.093277518968768
TCGA-BJ-A191-01	-0.14140424930946335	0.3553047644603341	-0.13002921293068181	-0.5059192856149051
TCGA-BJ-A192-01	-0.3031232136332261	-0.5745524000798476	-0.33022846867183125	-0.15093487679840753
TCGA-BJ-A28R-01	0.40847184264971276	0.9000603487061345	0.9150466515025228	1.1735078758082955
TCGA-BJ-A28S-01	-0.8127275708016817	-0.9177065107351248	-0.8036571431023399	-1.110746466651708
TCGA-BJ-A28T-01	1.130446722024249	2.096060171363682	1.4716375601272658	1.5503408777041043
TCGA-BJ-A28V-01	-0.9802280470984442	-1.4153563117086565	-0.8433398211043656	-2.351457675469288
TCGA-BJ-A28W-01	1.1538578141889773	2.2952019273551105	1.738540686009522	1.9878221644761573
TCGA-BJ-A28X-01	1.0262374484337102	1.5803948437252764	0.9076646632202757	1.4433880174242735
TCGA-BJ-A28Z-01	1.2883015657135777	1.973025734396689	1.2903822553056512	1.7353551475035827
TCGA-BJ-A290-01	-0.45428046615349976	-0.5978815390097364	-1.0370349993622119	-0.9423980775976705
TCGA-BJ-A291-01	-0.20103492666744158	-0.17502620132016436	0.4259028089105385	-0.7688848146481924
TCGA-BJ-A2N7-01	-0.4905064279995697	-0.5613583703185097	-0.5583260538912848	-0.7444414286608585
TCGA-BJ-A2N8-01	-0.34592164444886403	-0.4504908141828502	-0.4582419723088804	-0.31005755657239864
TCGA-BJ-A2N9-01	0.13807190798373586	1.1136443476004847	0.8338642667869105	1.6008696808454996
TCGA-BJ-A2NA-01	0.4283147373735231	0.377316340178993	0.43606524852913536	0.32566595198346854
TCGA-BJ-A2P4-01	-0.3336750761059803	-0.2588687199405196	0.010852588852376265	-0.73058722699552
TCGA-BJ-A3EZ-01	0.09073314205116714	0.10118083242315837	0.07523190307928379	0.5734733459783765
TCGA-BJ-A3F0-01	-0.4094153899108463	-0.18058644703753096	0.050459897307156665	-1.1276511646910972
TCGA-BJ-A3PR-01	1.3856544028560893	2.322357943098869	1.3734185296900099	1.6464921256253664
TCGA-BJ-A3PT-01	0.03186681096923893	0.48219432781039223	0.035414131937753966	0.39794759281764414
TCGA-BJ-A3PU-01	0.007680367870354236	-0.10017414161187009	0.36077243565949724	0.7005428125150868
TCGA-BJ-A45C-01	-0.9305783787570254	-1.5292791485695385	-0.7771306175599385	-2.627728574793052
TCGA-BJ-A45D-01	-0.23149063063918782	-0.0750995629513067	0.04323434289334763	0.06357575220689855
TCGA-BJ-A45E-01	1.5783374630339702	2.663451618525077	1.7374866999293057	1.9864007936131423
TCGA-BJ-A45F-01	-0.46012814443660716	-0.8222328334558859	-0.3569946249266291	-0.48912479652758867
TCGA-BJ-A45G-01	-0.47237008391453555	-0.5866418349722338	-0.565935651971218	-0.5883733039483383
TCGA-BJ-A45H-01	0.15172935273399343	0.4442549083715416	0.2481539252828755	-0.0673975382691504
TCGA-BJ-A45I-01	1.0914651193980471	1.247934569657134	0.8861785965532428	1.095058084348257
TCGA-BJ-A45J-01	-0.0969874758686761	-0.7534111012208309	-0.25734636041278636	-0.3614367464003952
TCGA-BJ-A45K-01	-0.9553664044381677	-1.065549973663788	-0.6470849175303247	-2.561111248521535
TCGA-BJ-A4O8-01	0.3604236497617361	0.214131165569135	0.13377263315674529	0.5589955068147648
TCGA-BJ-A4O9-01	-0.8505817754148857	-0.6696012915851346	-0.9375756276925354	-1.0227245101316444
TCGA-CE-A13K-01	0.010900729057566921	-0.05952465612306236	-0.07134224994302385	-0.37255533304804866
TCGA-CE-A27D-01	1.1460820366421556	1.9105150106543891	1.5166662902893693	1.4003022691801685
TCGA-CE-A3MD-01	0.584083172335252	0.5304594329253074	1.1286279033361943	1.0294261349679712
TCGA-CE-A3ME-01	0.10706264343505453	0.13643689461753603	0.1205690657814316	0.3016182902084672
TCGA-CE-A481-01	0.4141689654829608	0.8928917274681906	0.24183157794252685	0.321142257835502
TCGA-CE-A482-01	0.07056252645813738	-0.42828335596387923	-0.2352812966454791	-0.026017008383749762
TCGA-CE-A483-01	-0.21709150828397933	-0.5989529010225585	-0.3005529227271983	-0.6547745751650769
TCGA-CE-A484-01	-0.567563785126585	-0.4507698074978419	-0.48822597947705243	-1.1130063633291756
TCGA-CE-A485-01	0.3626828860168915	0.34599763394781635	-0.08018673946067496	0.2540013810439257
TCGA-DE-A0XZ-01	0.4553851734230811	1.0598443037052458	0.5991731466515181	0.5256116759724042
