label	x	m	y	n	a_X_to_M	a_se	a_p	b_M_to_Y_given_X	b_se	b_p	c_total	c_total_p	c_prime_direct	c_prime_p	ab_indirect	ab_indirect_p	ab_CI95_lo	ab_CI95_hi	sobel_z	sobel_p	pct_mediated
DM1 -> mean_8g_beta -> HLA-I	DM1_use	mean_8g_beta	HLA1_score	523	0.09353222931697244	0.00680780339034965	7.086386725870271e-37	5.881473076257422	0.2870427292228299	7.135404230594636e-69	0.4574264418936637	2.4605285804619334e-11	-0.1262593109644552	0.03759970163422734	0.5836857528581186	0.0	0.48325463526543094	0.6897798281122676	11.411157633587747	0.0	127.6021015404715
DM1 -> IFNG_hallmark -> HLA-I (meth-intersect)	DM1_use	IFNG_hallmark	HLA1_score	523	0.4925490679511589	0.05890113640609903	5.652333135930051e-16	0.9911696158978748	0.022398463010071045	1.293819969796834e-178	0.4574264418936637	2.4605285804619334e-11	-0.034903579933197475	0.30727846909956363	0.49233002182686136	0.0	0.3724799981937852	0.6070435884330743	8.216875442002973	2.220446049250313e-16	107.63042464023354
DM1 -> mean_8g_beta -> HLA-II	DM1_use	mean_8g_beta	HLA2_score	523	0.09353222931697244	0.00680780339034965	7.086386725870271e-37	9.020555444918397	0.39830701241926203	1.4438740711055194e-79	0.9379814521893719	6.23333944952685e-22	0.1284225719633385	0.12786168889351465	0.8095588802260314	0.0	0.6709849870061502	0.9566562822735506	11.74646489951279	0.0	86.30862351663934
DM1 -> IFNG_hallmark -> HLA-II (meth-intersect)	DM1_use	IFNG_hallmark	HLA2_score	523	0.4925490679511589	0.05890113640609903	5.652333135930051e-16	1.411173993214644	0.03505987456383999	5.118854829385413e-162	0.9379814521893719	6.23333944952685e-22	0.2755120174751503	1.8540735222614675e-07	0.6624694347142212	0.0	0.5013270497571188	0.8206892751370549	8.18747049997222	2.220446049250313e-16	70.62713587437476
