module	n	rho_raw	p_raw	rho_partial_meth	p_partial_meth	rho_partial_IFNG	p_partial_IFNG	rho_partial_both	p_partial_both
HLA-I	523	0.32010200460497923	6.322408034421338e-14	-0.010632253317223695	0.808333776437439	0.02274862406145878	0.6037153619991957	-0.018760443818427577	0.6686166565401325
HLA-II	523	0.3940746784737293	7.079751703673509e-21	0.09208737876090184	0.0352564654052401	0.17983606804215996	3.524320600719502e-05	0.12212212392743316	0.005163918269843523
