sample_id	source	group	p_DM2	p_DM2_oof	DM_call	score_basis	n_panel_genes	p_DM2_prev_v4	abs_delta_prev_v4
TCGA-DJ-A1QN-01A	TCGA-THCA	TCGA_DM2	0.9993643586550154	0.9989993765918176	DM2	centered_panel8_log2	8		
TCGA-BJ-A2N9-01A	TCGA-THCA	TCGA_DM1	0.006808028759311847	0.00801221561010322	DM1	centered_panel8_log2	8		
TCGA-DE-A7U5-01A	TCGA-THCA	TCGA_DM2	0.9978345544794082	0.9978658194376449	DM2	centered_panel8_log2	8		
TCGA-EL-A3D6-01A	TCGA-THCA	TCGA_DM2	0.9865046558031201	0.9863250181912321	DM2	centered_panel8_log2	8		
TCGA-E8-A414-01A	TCGA-THCA	TCGA_DM2	0.9182435986141647	0.9064470587011871	DM2	centered_panel8_log2	8		
TCGA-DJ-A4UP-01A	TCGA-THCA	TCGA_DM2	0.8316113015646409	0.804156053724302	DM2	centered_panel8_log2	8		
TCGA-EL-A3CM-01A	TCGA-THCA	TCGA_DM2	0.9964580130349296	0.9970447816094731	DM2	centered_panel8_log2	8		
TCGA-EL-A3CR-01A	TCGA-THCA	TCGA_DM2	0.993071918090402	0.9906839458232075	DM2	centered_panel8_log2	8		
TCGA-BJ-A3PT-01A	TCGA-THCA	TCGA_DM1	0.2716514487979146	0.25884084386662953	DM1	centered_panel8_log2	8		
TCGA-ET-A3BW-01A	TCGA-THCA	TCGA_DM2	0.9995841702499417	0.9995283327178297	DM2	centered_panel8_log2	8		
TCGA-EM-A2CM-01A	TCGA-THCA	TCGA_DM1	0.9915327458645194	0.9973106721152766	DM2	centered_panel8_log2	8		
TCGA-DJ-A2PR-01A	TCGA-THCA	TCGA_DM2	0.9941491091902195	0.9939144295082606	DM2	centered_panel8_log2	8		
TCGA-EL-A3GZ-01A	TCGA-THCA	TCGA_DM2	0.99915831434564	0.9996893996500221	DM2	centered_panel8_log2	8		
TCGA-E8-A44M-01A	TCGA-THCA	TCGA_DM2	0.8530488666492922	0.8213482741210624	DM2	centered_panel8_log2	8		
TCGA-DJ-A3V9-01A	TCGA-THCA	TCGA_DM2	0.9508384400751195	0.9416022149398671	DM2	centered_panel8_log2	8		
TCGA-DJ-A13X-01A	TCGA-THCA	TCGA_DM2	0.9623675414259458	0.9539117480089112	DM2	centered_panel8_log2	8		
TCGA-EM-A3O6-01A	TCGA-THCA	TCGA_DM1	0.0035117921647471323	0.0013020481299116505	DM1	centered_panel8_log2	8		
TCGA-DE-A0XZ-01A	TCGA-THCA	TCGA_DM2	0.9997724955587781	0.9998586076747599	DM2	centered_panel8_log2	8		
TCGA-DJ-A3V6-01A	TCGA-THCA	TCGA_DM2	0.9948047627363127	0.9928422360600867	DM2	centered_panel8_log2	8		
TCGA-EM-A4FH-01A	TCGA-THCA	TCGA_DM1	0.001908832693080748	0.0031425114865540824	DM1	centered_panel8_log2	8		
TCGA-ET-A3DW-01A	TCGA-THCA	TCGA_DM2	0.9990791757275905	0.9996340753697464	DM2	centered_panel8_log2	8		
TCGA-ET-A39P-01A	TCGA-THCA	TCGA_DM2	0.9897967702216033	0.9946047194554406	DM2	centered_panel8_log2	8		
TCGA-BJ-A3PU-01A	TCGA-THCA	TCGA_DM2	0.9943188612347763	0.9964383195178402	DM2	centered_panel8_log2	8		
TCGA-EM-A2CN-01A	TCGA-THCA	TCGA_DM1	0.233285589843537	0.19154551322856853	DM1	centered_panel8_log2	8		
TCGA-FY-A40N-01A	TCGA-THCA	TCGA_DM1	0.6685754519338768	0.7088162406907917	DM2	centered_panel8_log2	8		
TCGA-ET-A3BU-01A	TCGA-THCA	TCGA_DM2	0.6683810640148491	0.7181751096074598	DM2	centered_panel8_log2	8		
TCGA-KS-A4IC-01A	TCGA-THCA	TCGA_DM2	0.9910586918942231	0.9920953498906706	DM2	centered_panel8_log2	8		
TCGA-EL-A3GQ-01A	TCGA-THCA	TCGA_DM2	0.8161599946697234	0.8302750048403863	DM2	centered_panel8_log2	8		
TCGA-J8-A3YD-01A	TCGA-THCA	TCGA_DM1	0.3678842943924226	0.3729773395567717	DM1	centered_panel8_log2	8		
TCGA-EM-A4FQ-01A	TCGA-THCA	TCGA_DM2	0.9962003012301044	0.9958547260392574	DM2	centered_panel8_log2	8		
TCGA-FY-A3WA-01A	TCGA-THCA	TCGA_DM1	0.004737272847128524	0.006630172535424914	DM1	centered_panel8_log2	8		
TCGA-ET-A2MX-01A	TCGA-THCA	TCGA_DM2	0.9801392700382627	0.9821581584690129	DM2	centered_panel8_log2	8		
TCGA-IM-A41Y-01A	TCGA-THCA	TCGA_DM2	0.9928931323170437	0.9961592103042796	DM2	centered_panel8_log2	8		
TCGA-EM-A2OV-01A	TCGA-THCA	TCGA_DM1	0.34433381152510983	0.28330857518322916	DM1	centered_panel8_log2	8		
TCGA-E3-A3E3-01A	TCGA-THCA	TCGA_DM2	0.9962590892733372	0.9959931357510033	DM2	centered_panel8_log2	8		
TCGA-J8-A3O0-01A	TCGA-THCA	TCGA_DM1	0.3265528947259685	0.40394424394023487	DM1	centered_panel8_log2	8		
TCGA-EL-A3CL-01A	TCGA-THCA	TCGA_DM2	0.911632720614869	0.9037763588810896	DM2	centered_panel8_log2	8		
TCGA-EL-A3T3-01A	TCGA-THCA	TCGA_DM2	0.9980242321115226	0.9986530705578334	DM2	centered_panel8_log2	8		
TCGA-ET-A25J-01A	TCGA-THCA	TCGA_DM2	0.9758323387715293	0.9697761745206238	DM2	centered_panel8_log2	8		
TCGA-EL-A3ZT-01A	TCGA-THCA	TCGA_DM2	0.9440297642991758	0.9402709732787723	DM2	centered_panel8_log2	8		
TCGA-EM-A3AI-01A	TCGA-THCA	TCGA_DM1	0.0024818492100247207	0.0034827928835636495	DM1	centered_panel8_log2	8		
TCGA-EM-A22O-01A	TCGA-THCA	TCGA_DM2	0.9972567459042047	0.9969145188246181	DM2	centered_panel8_log2	8		
TCGA-ET-A40Q-01A	TCGA-THCA	TCGA_DM2	0.9996475451037445	0.9997004372556232	DM2	centered_panel8_log2	8		
TCGA-FY-A4B0-01A	TCGA-THCA	TCGA_DM1	0.005518784104986835	0.007379027915245945	DM1	centered_panel8_log2	8		
TCGA-ET-A39K-01A	TCGA-THCA	TCGA_DM2	0.9991982329102468	0.9996797620354666	DM2	centered_panel8_log2	8		
TCGA-EM-A2CQ-01A	TCGA-THCA	TCGA_DM1	0.02922176503071105	0.04544775721120844	DM1	centered_panel8_log2	8		
TCGA-EM-A2CS-01A	TCGA-THCA	TCGA_DM2	0.4365463583115686	0.43216040528593724	DM1	centered_panel8_log2	8		
TCGA-FY-A40M-01A	TCGA-THCA	TCGA_DM2	0.9567688444192615	0.9591053417220375	DM2	centered_panel8_log2	8		
TCGA-ET-A4KN-01A	TCGA-THCA	TCGA_DM2	0.9996491424131819	0.9996055703016884	DM2	centered_panel8_log2	8		
TCGA-KS-A41I-01A	TCGA-THCA	TCGA_DM1	0.5690635434584576	0.5510028679321355	DM2	centered_panel8_log2	8		
TCGA-DJ-A4UL-01A	TCGA-THCA	TCGA_DM2	0.9985955949666403	0.9991138770403354	DM2	centered_panel8_log2	8		
TCGA-ET-A40P-01A	TCGA-THCA	TCGA_DM2	0.5017743933347051	0.4757259971139987	DM1	centered_panel8_log2	8		
TCGA-DJ-A3V5-01A	TCGA-THCA	TCGA_DM2	0.9880603990610508	0.9935835121210803	DM2	centered_panel8_log2	8		
TCGA-FE-A22Z-01A	TCGA-THCA	TCGA_DM2	0.9999558951065941	0.9999449671271864	DM2	centered_panel8_log2	8		
TCGA-FE-A237-01A	TCGA-THCA	TCGA_DM2	0.9810783486349249	0.9732907570240161	DM2	centered_panel8_log2	8		
TCGA-FK-A3SG-01A	TCGA-THCA	TCGA_DM2	0.8508983174514994	0.8328703689204227	DM2	centered_panel8_log2	8		
TCGA-GE-A2C6-01A	TCGA-THCA	TCGA_DM2	0.9997741711763459	0.9995739589804618	DM2	centered_panel8_log2	8		
TCGA-EM-A22Q-01A	TCGA-THCA	TCGA_DM1	0.009990137408013345	0.00500341804461113	DM1	centered_panel8_log2	8		
TCGA-FY-A3W9-01A	TCGA-THCA	TCGA_DM1	0.08021595076633686	0.07489244536893608	DM1	centered_panel8_log2	8		
TCGA-DE-A4MC-01A	TCGA-THCA	TCGA_DM2	0.9994799408198508	0.9992114996360257	DM2	centered_panel8_log2	8		
TCGA-EL-A4K9-01A	TCGA-THCA	TCGA_DM2	0.7511222087996556	0.7560140326834688	DM2	centered_panel8_log2	8		
TCGA-FK-A3SB-01A	TCGA-THCA	TCGA_DM2	0.9834680867356216	0.985508358151237	DM2	centered_panel8_log2	8		
TCGA-H2-A422-01A	TCGA-THCA	TCGA_DM2	0.9868452058582108	0.9807841694029316	DM2	centered_panel8_log2	8		
TCGA-EM-A3FM-01A	TCGA-THCA	TCGA_DM2	0.9995953037086899	0.9998666933069398	DM2	centered_panel8_log2	8		
TCGA-DJ-A13S-01A	TCGA-THCA	TCGA_DM1	0.26697090396684614	0.24024369638354218	DM1	centered_panel8_log2	8		
TCGA-EM-A3SY-01A	TCGA-THCA	TCGA_DM1	0.009291547827358934	0.009330326976069366	DM1	centered_panel8_log2	8		
TCGA-EM-A2P1-01A	TCGA-THCA	TCGA_DM2	0.9825299899560525	0.9827796377393949	DM2	centered_panel8_log2	8		
TCGA-EL-A3T1-01A	TCGA-THCA	TCGA_DM2	0.9999187135470247	0.999903937643017	DM2	centered_panel8_log2	8		
TCGA-DJ-A2PS-01A	TCGA-THCA	TCGA_DM2	0.9281479411424802	0.9018223089980665	DM2	centered_panel8_log2	8		
TCGA-EL-A3TB-01A	TCGA-THCA	TCGA_DM2	0.7861883986217576	0.7606668309067739	DM2	centered_panel8_log2	8		
TCGA-BJ-A45C-01A	TCGA-THCA	TCGA_DM1	0.05715892657131482	0.06094899657492984	DM1	centered_panel8_log2	8		
TCGA-DJ-A3UX-01A	TCGA-THCA	TCGA_DM2	0.9182455830845161	0.9028574878519479	DM2	centered_panel8_log2	8		
TCGA-DJ-A2PX-01A	TCGA-THCA	TCGA_DM2	0.905741605476876	0.9361216184752226	DM2	centered_panel8_log2	8		
TCGA-EL-A3ZS-01A	TCGA-THCA	TCGA_DM2	0.7900255874434535	0.7294592433036743	DM2	centered_panel8_log2	8		
GSM6590734	Lee_GSE213647	Lee_Normal	0.1815870174576692		DM1	centered_panel8_log2	8		
GSM6590735	Lee_GSE213647	Lee_Normal	0.1337034097090374		DM1	centered_panel8_log2	8		
GSM6590736	Lee_GSE213647	Lee_Normal	0.5219188621074045		DM2	centered_panel8_log2	8		
GSM6590737	Lee_GSE213647	Lee_Normal	0.29101875750648204		DM1	centered_panel8_log2	8		
GSM6590738	Lee_GSE213647	Lee_Normal	0.17757599261160364		DM1	centered_panel8_log2	8		
GSM6590739	Lee_GSE213647	Lee_Normal	0.7068945030980877		DM2	centered_panel8_log2	8		
GSM6590740	Lee_GSE213647	Lee_Normal	0.16829813689860817		DM1	centered_panel8_log2	8		
GSM6590741	Lee_GSE213647	Lee_Normal	0.19563637698128855		DM1	centered_panel8_log2	8		
GSM6590742	Lee_GSE213647	Lee_Normal	0.3394260968987247		DM1	centered_panel8_log2	8		
GSM6590743	Lee_GSE213647	Lee_Normal	0.6114177326713739		DM2	centered_panel8_log2	8		
GSM6590744	Lee_GSE213647	Lee_Normal	0.4656497342701164		DM1	centered_panel8_log2	8		
GSM6590745	Lee_GSE213647	Lee_Normal	0.11632271794518487		DM1	centered_panel8_log2	8		
GSM6590746	Lee_GSE213647	Lee_Normal	0.9098811453327906		DM2	centered_panel8_log2	8		
GSM6590747	Lee_GSE213647	Lee_Normal	0.5180197114368978		DM2	centered_panel8_log2	8		
GSM6590748	Lee_GSE213647	Lee_Normal	0.08963623798953822		DM1	centered_panel8_log2	8		
GSM6590749	Lee_GSE213647	Lee_Normal	0.502271437667529		DM2	centered_panel8_log2	8		
GSM6590750	Lee_GSE213647	Lee_Normal	0.25790070929654024		DM1	centered_panel8_log2	8		
GSM6590751	Lee_GSE213647	Lee_Normal	0.21413667176855045		DM1	centered_panel8_log2	8		
GSM6590752	Lee_GSE213647	Lee_Normal	0.3612859067284049		DM1	centered_panel8_log2	8		
GSM6590753	Lee_GSE213647	Lee_Normal	0.8599494139411218		DM2	centered_panel8_log2	8		
GSM6590754	Lee_GSE213647	Lee_Normal	0.3284584156164054		DM1	centered_panel8_log2	8		
GSM6590755	Lee_GSE213647	Lee_Normal	0.649591666942177		DM2	centered_panel8_log2	8		
GSM6590756	Lee_GSE213647	Lee_Normal	0.2587576702286523		DM1	centered_panel8_log2	8		
GSM6590757	Lee_GSE213647	Lee_Normal	0.40099198908110856		DM1	centered_panel8_log2	8		
GSM6590758	Lee_GSE213647	Lee_Normal	0.32788505305298055		DM1	centered_panel8_log2	8		
GSM6590759	Lee_GSE213647	Lee_Normal	0.8845295828302192		DM2	centered_panel8_log2	8		
GSM6590760	Lee_GSE213647	Lee_Normal	0.06427057911983212		DM1	centered_panel8_log2	8		
GSM6590761	Lee_GSE213647	Lee_Normal	0.23417513879536944		DM1	centered_panel8_log2	8		
GSM6590762	Lee_GSE213647	Lee_Normal	0.07056558861615173		DM1	centered_panel8_log2	8		
GSM6590763	Lee_GSE213647	Lee_Normal	0.5001282320455008		DM2	centered_panel8_log2	8		
GSM6590764	Lee_GSE213647	Lee_Normal	0.2854470303807206		DM1	centered_panel8_log2	8		
GSM6590765	Lee_GSE213647	Lee_Normal	0.8253200044169768		DM2	centered_panel8_log2	8		
GSM6590766	Lee_GSE213647	Lee_Normal	0.6169110671226475		DM2	centered_panel8_log2	8		
GSM6590767	Lee_GSE213647	Lee_Normal	0.9615196296071807		DM2	centered_panel8_log2	8		
GSM6590768	Lee_GSE213647	Lee_Normal	0.7349823356959216		DM2	centered_panel8_log2	8		
GSM6590769	Lee_GSE213647	Lee_Normal	0.18452046859472754		DM1	centered_panel8_log2	8		
GSM6590770	Lee_GSE213647	Lee_Normal	0.27023115616060817		DM1	centered_panel8_log2	8		
GSM6590771	Lee_GSE213647	Lee_Normal	0.526680012339865		DM2	centered_panel8_log2	8		
GSM6590772	Lee_GSE213647	Lee_Normal	0.4147186152435202		DM1	centered_panel8_log2	8		
GSM6590773	Lee_GSE213647	Lee_Normal	0.8309683414876361		DM2	centered_panel8_log2	8		
GSM6590774	Lee_GSE213647	Lee_Normal	0.08142201793446732		DM1	centered_panel8_log2	8		
GSM6590775	Lee_GSE213647	Lee_Normal	0.2406865051594886		DM1	centered_panel8_log2	8		
GSM6590776	Lee_GSE213647	Lee_Normal	0.24274587148080043		DM1	centered_panel8_log2	8		
GSM6590777	Lee_GSE213647	Lee_Normal	0.18756275310334064		DM1	centered_panel8_log2	8		
GSM6590778	Lee_GSE213647	Lee_Normal	0.1254670402444184		DM1	centered_panel8_log2	8		
GSM6590779	Lee_GSE213647	Lee_Normal	0.1804298992896098		DM1	centered_panel8_log2	8		
GSM6590780	Lee_GSE213647	Lee_Normal	0.3922048620559709		DM1	centered_panel8_log2	8		
GSM6590781	Lee_GSE213647	Lee_Normal	0.33647424461683534		DM1	centered_panel8_log2	8		
GSM6590782	Lee_GSE213647	Lee_Normal	0.28686539832336355		DM1	centered_panel8_log2	8		
GSM6590783	Lee_GSE213647	Lee_Normal	0.1990469981499535		DM1	centered_panel8_log2	8		
GSM6590784	Lee_GSE213647	Lee_Normal	0.060044931182601124		DM1	centered_panel8_log2	8		
GSM6590785	Lee_GSE213647	Lee_Normal	0.929366330932857		DM2	centered_panel8_log2	8		
GSM6590786	Lee_GSE213647	Lee_Normal	0.7928676045240775		DM2	centered_panel8_log2	8		
GSM6590787	Lee_GSE213647	Lee_Normal	0.880322346178135		DM2	centered_panel8_log2	8		
GSM6590788	Lee_GSE213647	Lee_Normal	0.9400317508817365		DM2	centered_panel8_log2	8		
GSM6590789	Lee_GSE213647	Lee_Normal	0.6127320212508943		DM2	centered_panel8_log2	8		
GSM6590790	Lee_GSE213647	Lee_Normal	0.7992677794334953		DM2	centered_panel8_log2	8		
GSM6590791	Lee_GSE213647	Lee_Normal	0.6104474762270818		DM2	centered_panel8_log2	8		
GSM6590792	Lee_GSE213647	Lee_Normal	0.8247820535047118		DM2	centered_panel8_log2	8		
GSM6590793	Lee_GSE213647	Lee_Normal	0.8681529278517549		DM2	centered_panel8_log2	8		
GSM6590794	Lee_GSE213647	Lee_Normal	0.7347426324443554		DM2	centered_panel8_log2	8		
GSM6590795	Lee_GSE213647	Lee_Normal	0.6436631929316925		DM2	centered_panel8_log2	8		
GSM6590796	Lee_GSE213647	Lee_Normal	0.7378323711820947		DM2	centered_panel8_log2	8		
GSM6590797	Lee_GSE213647	Lee_Normal	0.7168297448729133		DM2	centered_panel8_log2	8		
GSM6590798	Lee_GSE213647	Lee_Normal	0.7613478047789638		DM2	centered_panel8_log2	8		
GSM6590799	Lee_GSE213647	Lee_Normal	0.8878111777447121		DM2	centered_panel8_log2	8		
GSM6590800	Lee_GSE213647	Lee_Normal	0.9683652758565192		DM2	centered_panel8_log2	8		
GSM6590801	Lee_GSE213647	Lee_Normal	0.8246621606990285		DM2	centered_panel8_log2	8		
GSM6590802	Lee_GSE213647	Lee_Normal	0.835818635109405		DM2	centered_panel8_log2	8		
GSM6590803	Lee_GSE213647	Lee_Normal	0.6677326486671333		DM2	centered_panel8_log2	8		
GSM6590804	Lee_GSE213647	Lee_Normal	0.9307571568925153		DM2	centered_panel8_log2	8		
GSM6590805	Lee_GSE213647	Lee_Normal	0.9993444226039139		DM2	centered_panel8_log2	8		
GSM6590806	Lee_GSE213647	Lee_Normal	0.6863454540029333		DM2	centered_panel8_log2	8		
GSM6590807	Lee_GSE213647	Lee_Normal	0.9274063230789257		DM2	centered_panel8_log2	8		
GSM6590808	Lee_GSE213647	Lee_Normal	0.925913121041716		DM2	centered_panel8_log2	8		
GSM6590809	Lee_GSE213647	Lee_Normal	0.9165761730204949		DM2	centered_panel8_log2	8		
GSM6590810	Lee_GSE213647	Lee_Normal	0.9843121517562369		DM2	centered_panel8_log2	8		
GSM6590811	Lee_GSE213647	Lee_Normal	0.798446995553852		DM2	centered_panel8_log2	8		
GSM6590812	Lee_GSE213647	Lee_Normal	0.46784892165984493		DM1	centered_panel8_log2	8		
GSM6590813	Lee_GSE213647	Lee_Normal	0.9997744920558956		DM2	centered_panel8_log2	8		
GSM6590814	Lee_GSE213647	Lee_Normal	0.8430991219607801		DM2	centered_panel8_log2	8		
GSM6590815	Lee_GSE213647	Lee_Normal	0.8139909359136148		DM2	centered_panel8_log2	8		
GSM6590816	Lee_GSE213647	Lee_Normal	0.9072287932279491		DM2	centered_panel8_log2	8		
GSM6590817	Lee_GSE213647	Lee_Normal	0.7148628464199582		DM2	centered_panel8_log2	8		
GSM6590818	Lee_GSE213647	Lee_Normal	0.7921218974675405		DM2	centered_panel8_log2	8		
GSM6590819	Lee_GSE213647	Lee_Normal	0.49836952993830974		DM1	centered_panel8_log2	8		
GSM6590820	Lee_GSE213647	Lee_Normal	0.7548090672916408		DM2	centered_panel8_log2	8		
GSM6590821	Lee_GSE213647	Lee_Normal	0.8822724918904933		DM2	centered_panel8_log2	8		
GSM6590822	Lee_GSE213647	Lee_Normal	0.4429529628540431		DM1	centered_panel8_log2	8		
GSM6590823	Lee_GSE213647	Lee_Normal	0.923432158793852		DM2	centered_panel8_log2	8		
GSM6590824	Lee_GSE213647	Lee_Normal	0.38271966327509976		DM1	centered_panel8_log2	8		
GSM6590825	Lee_GSE213647	Lee_Normal	0.7226410074409731		DM2	centered_panel8_log2	8		
GSM6590826	Lee_GSE213647	Lee_Normal	0.9164164030858056		DM2	centered_panel8_log2	8		
GSM6590827	Lee_GSE213647	Lee_Normal	0.8083885802491306		DM2	centered_panel8_log2	8		
GSM6590828	Lee_GSE213647	Lee_Normal	0.9021860828676164		DM2	centered_panel8_log2	8		
GSM6590829	Lee_GSE213647	Lee_Normal	0.44875858239960476		DM1	centered_panel8_log2	8		
GSM6590830	Lee_GSE213647	Lee_Normal	0.46240573605199053		DM1	centered_panel8_log2	8		
GSM6590831	Lee_GSE213647	Lee_Normal	0.6700719015686942		DM2	centered_panel8_log2	8		
GSM6590832	Lee_GSE213647	Lee_Normal	0.3591871675807434		DM1	centered_panel8_log2	8		
GSM6590833	Lee_GSE213647	Lee_Normal	0.852333182610034		DM2	centered_panel8_log2	8		
GSM6590834	Lee_GSE213647	Lee_Normal	0.9867297330210529		DM2	centered_panel8_log2	8		
GSM6590835	Lee_GSE213647	Lee_Normal	0.9371787157779791		DM2	centered_panel8_log2	8		
GSM6590836	Lee_GSE213647	Lee_Normal	0.35475049640151307		DM1	centered_panel8_log2	8		
GSM6590837	Lee_GSE213647	Lee_Normal	0.4905392586460738		DM1	centered_panel8_log2	8		
GSM6590838	Lee_GSE213647	Lee_Normal	0.9081127047932334		DM2	centered_panel8_log2	8		
GSM6590839	Lee_GSE213647	Lee_Normal	0.9279416341843189		DM2	centered_panel8_log2	8		
GSM6590840	Lee_GSE213647	Lee_Normal	0.5547186025039818		DM2	centered_panel8_log2	8		
GSM6590841	Lee_GSE213647	Lee_Normal	0.5421305342065209		DM2	centered_panel8_log2	8		
GSM6590842	Lee_GSE213647	Lee_Normal	0.6978256962287744		DM2	centered_panel8_log2	8		
GSM6590843	Lee_GSE213647	Lee_Normal	0.416364500328824		DM1	centered_panel8_log2	8		
GSM6590844	Lee_GSE213647	Lee_Normal	0.3192597688856924		DM1	centered_panel8_log2	8		
GSM6590845	Lee_GSE213647	Lee_Normal	0.6055405327563383		DM2	centered_panel8_log2	8		
GSM6590846	Lee_GSE213647	Lee_Normal	0.458603061306793		DM1	centered_panel8_log2	8		
GSM6590847	Lee_GSE213647	Lee_Normal	0.27889518944931596		DM1	centered_panel8_log2	8		
GSM6590848	Lee_GSE213647	Lee_Normal	0.17265542572618744		DM1	centered_panel8_log2	8		
GSM6590849	Lee_GSE213647	Lee_Normal	0.5582714762273814		DM2	centered_panel8_log2	8		
GSM6590850	Lee_GSE213647	Lee_Normal	0.5804932136360169		DM2	centered_panel8_log2	8		
GSM6590851	Lee_GSE213647	Lee_Normal	0.7121564904294101		DM2	centered_panel8_log2	8		
GSM6590852	Lee_GSE213647	Lee_Normal	0.6892388742091642		DM2	centered_panel8_log2	8		
GSM6590853	Lee_GSE213647	Lee_Normal	0.6400569911597809		DM2	centered_panel8_log2	8		
GSM6590854	Lee_GSE213647	Lee_Normal	0.7577376941572861		DM2	centered_panel8_log2	8		
GSM6590855	Lee_GSE213647	Lee_Normal	0.20910069438384118		DM1	centered_panel8_log2	8		
GSM6590856	Lee_GSE213647	Lee_Normal	0.41325784388715864		DM1	centered_panel8_log2	8		
GSM6590857	Lee_GSE213647	Lee_Normal	0.047921194068062875		DM1	centered_panel8_log2	8		
GSM6590858	Lee_GSE213647	Lee_Normal	0.24831948262785677		DM1	centered_panel8_log2	8		
GSM6590859	Lee_GSE213647	Lee_Normal	0.8094753653530945		DM2	centered_panel8_log2	8		
GSM6590860	Lee_GSE213647	Lee_Normal	0.7686011873319158		DM2	centered_panel8_log2	8		
GSM6590861	Lee_GSE213647	Lee_Normal	0.5010158672071804		DM2	centered_panel8_log2	8		
GSM6590862	Lee_GSE213647	Lee_Normal	0.11253867921986557		DM1	centered_panel8_log2	8		
GSM6590863	Lee_GSE213647	Lee_Normal	0.17945430908328913		DM1	centered_panel8_log2	8		
GSM6590864	Lee_GSE213647	Lee_Normal	0.4385801501668633		DM1	centered_panel8_log2	8		
GSM6590865	Lee_GSE213647	Lee_Normal	0.6935962988808677		DM2	centered_panel8_log2	8		
GSM6590866	Lee_GSE213647	Lee_Normal	0.10067671544612156		DM1	centered_panel8_log2	8		
GSM6590867	Lee_GSE213647	Lee_Normal	0.13427786574084224		DM1	centered_panel8_log2	8		
GSM6590868	Lee_GSE213647	Lee_Normal	0.3566942932401931		DM1	centered_panel8_log2	8		
GSM6590869	Lee_GSE213647	Lee_Normal	0.43195945816318976		DM1	centered_panel8_log2	8		
GSM6590870	Lee_GSE213647	Lee_Normal	0.8298431221642061		DM2	centered_panel8_log2	8		
GSM6590871	Lee_GSE213647	Lee_Normal	0.3155736817816608		DM1	centered_panel8_log2	8		
GSM6590872	Lee_GSE213647	Lee_Normal	0.7501500473221868		DM2	centered_panel8_log2	8		
GSM6590873	Lee_GSE213647	Lee_Normal	0.7977610156935735		DM2	centered_panel8_log2	8		
GSM6590874	Lee_GSE213647	Lee_Normal	0.7752710573192437		DM2	centered_panel8_log2	8		
GSM6590875	Lee_GSE213647	Lee_Normal	0.41229696013788936		DM1	centered_panel8_log2	8		
GSM6590876	Lee_GSE213647	Lee_Normal	0.8951041218182905		DM2	centered_panel8_log2	8		
GSM6590877	Lee_GSE213647	Lee_Normal	0.908617763258177		DM2	centered_panel8_log2	8		
GSM6590878	Lee_GSE213647	Lee_Normal	0.7799462106728076		DM2	centered_panel8_log2	8		
GSM6590879	Lee_GSE213647	Lee_Normal	0.7919981020632917		DM2	centered_panel8_log2	8		
GSM6590880	Lee_GSE213647	Lee_Normal	0.9000668100345875		DM2	centered_panel8_log2	8		
GSM6590881	Lee_GSE213647	Lee_Normal	0.6021085029432082		DM2	centered_panel8_log2	8		
GSM6590882	Lee_GSE213647	Lee_Normal	0.9161708102022601		DM2	centered_panel8_log2	8		
GSM6590883	Lee_GSE213647	Lee_Normal	0.6091110103535153		DM2	centered_panel8_log2	8		
GSM6590884	Lee_GSE213647	Lee_Normal	0.76089214758367		DM2	centered_panel8_log2	8		
GSM6590885	Lee_GSE213647	Lee_Normal	0.27070048682609227		DM1	centered_panel8_log2	8		
GSM6590886	Lee_GSE213647	Lee_Normal	0.9336679753479512		DM2	centered_panel8_log2	8		
GSM6590887	Lee_GSE213647	Lee_Normal	0.5767620403638477		DM2	centered_panel8_log2	8		
GSM6590888	Lee_GSE213647	Lee_Normal	0.24924024379594586		DM1	centered_panel8_log2	8		
GSM6590889	Lee_GSE213647	Lee_Normal	0.3265989426992131		DM1	centered_panel8_log2	8		
GSM6590890	Lee_GSE213647	Lee_Normal	0.4423296621169153		DM1	centered_panel8_log2	8		
GSM6590891	Lee_GSE213647	Lee_Normal	0.6264451433342627		DM2	centered_panel8_log2	8		
GSM6590892	Lee_GSE213647	Lee_Normal	0.3962721017622423		DM1	centered_panel8_log2	8		
GSM6590893	Lee_GSE213647	Lee_Normal	0.2838949595596842		DM1	centered_panel8_log2	8		
GSM6590894	Lee_GSE213647	Lee_Normal	0.6387245736975391		DM2	centered_panel8_log2	8		
GSM6590895	Lee_GSE213647	Lee_Normal	0.7115439412313482		DM2	centered_panel8_log2	8		
GSM6590896	Lee_GSE213647	Lee_Normal	0.4442982836833223		DM1	centered_panel8_log2	8		
GSM6590897	Lee_GSE213647	Lee_Normal	0.7517521047273972		DM2	centered_panel8_log2	8		
GSM6590898	Lee_GSE213647	Lee_Normal	0.5745684104840201		DM2	centered_panel8_log2	8		
GSM6590899	Lee_GSE213647	Lee_Normal	0.5011923603415355		DM2	centered_panel8_log2	8		
GSM6590900	Lee_GSE213647	Lee_Normal	0.19095924761513677		DM1	centered_panel8_log2	8		
GSM6590901	Lee_GSE213647	Lee_Normal	0.8145475493697544		DM2	centered_panel8_log2	8		
GSM6590902	Lee_GSE213647	Lee_Normal	0.8128070282444692		DM2	centered_panel8_log2	8		
GSM6590903	Lee_GSE213647	Lee_Normal	0.8160887808285698		DM2	centered_panel8_log2	8		
GSM6590904	Lee_GSE213647	Lee_Normal	0.9256983496005768		DM2	centered_panel8_log2	8		
GSM6590905	Lee_GSE213647	Lee_Normal	0.8831674566134556		DM2	centered_panel8_log2	8		
GSM6590906	Lee_GSE213647	Lee_Normal	0.7546558508139243		DM2	centered_panel8_log2	8		
