cell_type	cohen_d	DM1_mean	DM2_mean
Epithelial cell	-3.1231930939161976	0.006377924479739428	0.1936444935974139
Malignant cell	2.425885292501434	0.809442574116846	0.6018992288411024
Endothelial cell	-0.8409786037398497	0.16679533382576717	0.20325923507426696
Myeloid cell	0.5110882826759059	0.017384167577647363	0.0011970424872167482
Fibroblast	0.0	0.0	0.0
B cell	0.0	0.0	0.0
NK cell	0.0	0.0	0.0
T cell	0.0	0.0	0.0
