metric	subA_mean	subB_mean	cohen_d	p
MAPK	-0.0926644459695791	-1.010750560458887	1.7880140709883492	4.103731750805845e-17
Panel	0.6179429245153824	0.5774005265968399	0.0742611935057566	0.422711940990912
