cohort	n_samples	mapk_n	panel_n	spearman_rho	spearman_p	pearson_r	pearson_p	mapk_mean	panel_mean
TCGA-THCA	572	9	8	-0.2910056814935736	1.2582518606102983e-12	-0.33017994020568914	5.147518709921372e-16	-1.0807205946001525e-15	1.5154932476002136e-15
GSE126698_Korean_PTC_HT	28	9	7	-0.11056376573617953	0.5754134693830784	0.002682531830886287	0.9891910318246248	1.308477136165363e-16	3.152240373489284e-16
