tcga_sample_id	B cell	Endothelial cell	Epithelial cell	Fibroblast	Malignant cell	Myeloid cell	NK cell	T cell
TCGA-DJ-A2Q6-01A	0.03453544317863254	0.09499978024231834	0.03701466868753573	0.09663310581587879	0.4571618395578213	0.27965516251781336	0.0	0.0
TCGA-FK-A3SE-01A	0.007066538382375803	0.0847607881369416	0.07963982139866352	0.06866043243643064	0.46679353113505384	0.29307888851053454	0.0	0.0
TCGA-DJ-A2QA-01A	0.0006061039192855584	0.09347858049867609	0.09911471085623878	0.07575047496782528	0.4316488024959092	0.2735914176399772	0.025809909622088067	0.0
TCGA-FY-A2QD-01A	0.0063035576449696415	0.10467358047043705	0.19546549022848755	0.06191619672502357	0.39104153967549793	0.24059963525558434	0.0	0.0
TCGA-EL-A3GR-01A	0.0055747033817016055	0.08548257491317542	0.06176593359040441	0.08220353787028208	0.4535856568384563	0.311277610429543	0.00010998297643714873	0.0
TCGA-EL-A3T7-01A	0.0	0.07888714429273361	0.03837761501603793	0.048448167059787356	0.49250078387511514	0.3237583112334701	0.01802797852285598	0.0
TCGA-EL-A3T7-11A	0.0	0.1015429708534525	0.16381326521515965	0.10290566132042558	0.3505524177963634	0.27845540284973075	0.0027302819648681066	0.0
TCGA-FE-A230-01A	0.0782696301417502	0.06414789980897766	0.059000133693221525	0.04984794429661669	0.4524829929835066	0.2962513990759273	0.0	0.0
TCGA-EM-A3FO-01A	0.0	0.06279171888807707	0.04286754773647875	0.02848166191505699	0.5521822688715552	0.2901884738561079	0.023488328732723916	0.0
TCGA-DJ-A3VB-01A	0.004104014677389025	0.07837283106063268	0.04922679120571525	0.06280635496974528	0.4866885372726107	0.31400320508791524	0.004798265725991976	0.0
TCGA-BJ-A28X-11A	0.12482405073122306	0.0874414250539506	0.10613040839468392	0.11269025883755363	0.2733682208321567	0.29272891505030524	0.0028167211001268503	0.0
TCGA-BJ-A28X-01A	0.09268383982045804	0.07337451291128305	0.04410471121158853	0.09713546589614962	0.38635013463857276	0.3048445569209964	0.0015067786009516568	0.0
TCGA-DJ-A2QB-01A	0.0	0.12119247133688893	0.13178153261964004	0.05169637486493237	0.3893960885159336	0.2965721249846248	0.00936140767798014	0.0
TCGA-DO-A1K0-01A	0.0	0.0970323861098711	0.05642840262906996	0.049297558957736985	0.49546082744220205	0.30037879741396356	0.0014020274471563659	0.0
