fusion_class	B cell	Endothelial cell	Epithelial cell	Fibroblast	Malignant cell	Myeloid cell	NK cell	T cell
ALK	0.06474944976653725	0.12093977846927288	0.06840527128085563	0.07833083799199328	0.2871041253632857	0.23293647137723675	0.03837549913389346	0.10915856661692477
BRAF	0.05311416454610626	0.12388440675292108	0.10214007179789913	0.08188219972883683	0.278680114065518	0.21674693649444807	0.03970443417129628	0.10384767244297402
NTRK	0.062406307696613476	0.1363971886556886	0.08154468283568647	0.0820178332722407	0.2804803598460009	0.2261477598659014	0.03195801732827642	0.09904785049959175
PAX8-PPARG	0.0769841964293596	0.1324817109084265	0.1019323948285188	0.0871149430825249	0.214799205334564	0.2290905350224051	0.0498174364310221	0.1077795779631789
RET	0.06293833434553787	0.1307597443674568	0.07678083911283594	0.0816965648228253	0.29859757192650954	0.22346407191746726	0.03545549861486229	0.0903073748925047
no_fusion	0.05298159528689573	0.12427855658486933	0.07507496204675082	0.07928807654937631	0.30065072952073396	0.22696829215962136	0.03437268824279766	0.1063850996089545
