	B cell	Endothelial cell	Epithelial cell	Fibroblast	Malignant cell	Myeloid cell	NK cell	T cell
GSM6590734	0.046971568742624904	0.1009476339579797	0.11542658762532527	0.07616133856221688	0.2592406946085817	0.20803304131535033	0.016904436053892687	0.1763146991340287
GSM6590735	0.05102175641027491	0.0882541435714759	0.10399201205514057	0.06828107346052092	0.27042007269535423	0.22572177454096884	0.014440563004607988	0.17786860426165646
GSM6590736	0.10342460165521912	0.13509647431259827	0.15993930567077932	0.11660995520765335	0.1923561576691715	0.18997275946417191	0.010820548692845893	0.09178019732756063
GSM6590737	0.032312862887805896	0.11243314924407345	0.13327690977004206	0.10272269660596732	0.23834701291699026	0.19698389432781785	0.023550609309485236	0.16037286493781794
GSM6590738	0.050204492400695175	0.10755207268604704	0.12189417230044344	0.08684544863086968	0.2381366132023176	0.21185066593338864	0.009941740456704196	0.1735747943895342
GSM6590739	0.037221068261924506	0.10796019450215265	0.13178853472085944	0.07906815993207895	0.2490608137520961	0.198009879182831	0.018051178415538452	0.1788401712325188
GSM6590740	0.031361370868601496	0.11725045390685276	0.11946298147301869	0.11160163904246928	0.23466778317454282	0.20547560994593758	0.017451899694252503	0.1627282618943248
GSM6590741	0.05463479801251952	0.09745172302347957	0.11080694436764577	0.07996423062723618	0.24767637568204035	0.20692779068418216	0.022358650026536177	0.18017948757636024
GSM6590742	0.09732921457471487	0.10551462552605702	0.15354766129072137	0.10176004581211101	0.2052814846806801	0.20525871907757492	0.01024178307736341	0.12106646596077734
GSM6590743	0.040871075838931216	0.09425110268756387	0.10552719616336069	0.08898200537142682	0.24733387640170226	0.2239085522221057	0.018151476567511468	0.18097471474739799
GSM6590744	0.10786607987023196	0.0958123913116665	0.10534601306400239	0.08196639288548652	0.21130219911973938	0.25441846437864324	0.0025660205121431304	0.14072243885808694
GSM6590745	0.06397570491455949	0.10452201944827644	0.16959491886430747	0.08232622677219992	0.22876828410948183	0.19450464426390357	0.005277999418911917	0.15103020220835928
GSM6590746	0.04536381206580817	0.10418718007850741	0.12563638831336096	0.10315405377681269	0.23639991246805003	0.19351753738774394	0.05820322997514608	0.1335378859345707
GSM6590747	0.050022721617551245	0.08438127248422994	0.09755602420731715	0.06828195262953733	0.2598838468664092	0.21424377007376239	0.024567349277665063	0.20106306284352762
GSM6590748	0.05579076489717647	0.1020851254333414	0.15442792750512177	0.08180276382118289	0.24038011033199375	0.19287653731452217	0.021613232216813175	0.15102353847984828
GSM6590749	0.12400344768774269	0.08634305210552118	0.11062335661447008	0.07777899013070894	0.22508966810498665	0.23035470547768722	0.0	0.14580677987888335
GSM6590750	0.04833575398970156	0.11555419385992402	0.11559543454674102	0.11569806015243898	0.23342449782720404	0.20099579258000388	0.02281863503054382	0.14757763201344276
GSM6590751	0.04760530197527874	0.10082981170306868	0.11084840320786989	0.08835406532260659	0.24341078334434535	0.2114679791645444	0.017661852842322197	0.17982180243996415
GSM6590752	0.06154183123310816	0.10738634793943758	0.13251318371927173	0.11169990803640097	0.22349276493425557	0.21078535895514805	0.0	0.15258060518237795
GSM6590753	0.06164805191018259	0.0952340775259957	0.09317261119456255	0.08492777250484117	0.2546563977424586	0.20730884824120482	0.000529299863987615	0.2025229410167669
GSM6590754	0.06057379873718111	0.105087261082406	0.12615433316107721	0.08977827716118697	0.22481418455720553	0.21411913900365695	0.01997792887915424	0.159495077418132
GSM6590755	0.026886714596447616	0.12147047984601128	0.140399816685934	0.08632495040270526	0.24675885755745072	0.2020178874469652	0.017098176689818768	0.15904311677466731
GSM6590756	0.05211823947756841	0.12391418729780723	0.14515469343758305	0.0863206465984452	0.23969352446039627	0.20833357673997316	0.003913289857128754	0.14055184213109798
GSM6590757	0.03707626296293237	0.11381396153624347	0.11589415404155853	0.0816754651163217	0.244136866444679	0.2074487067685578	0.025718946270475176	0.17423563685923193
GSM6590758	0.05366149693730204	0.10112658448428885	0.10539319640314028	0.07307052404632831	0.2444280721628311	0.2135028919645292	0.019666026625432015	0.1891512073761483
GSM6590759	0.044746261708174626	0.10947004016412647	0.10758009518154747	0.07392708977715776	0.2530910129414861	0.20301413694118373	0.021425632125267297	0.18674573116105636
GSM6590760	0.043175804967691606	0.10993855700466867	0.11051861296668153	0.08556218930183125	0.24387339061729807	0.2088738249042895	0.02370783506712692	0.17434978517041244
GSM6590761	0.08208161362949362	0.09341274455594337	0.14016550667928307	0.12247262241764528	0.2006649074370241	0.22536029009980432	0.01267620782211105	0.1231661073586952
GSM6590762	0.04899457209249714	0.10309622894638447	0.09482866539157278	0.07658373097594537	0.25786193033787347	0.21456217720665768	0.00822257405260343	0.19585012099646562
GSM6590763	0.05986856541927038	0.09408013614537808	0.10376695703483342	0.08386648073715258	0.22856495382025563	0.22920145056083996	0.022745368899724564	0.17790608738254535
GSM6590764	0.04099254842035477	0.127477721303173	0.0832144809729463	0.09355114334351064	0.26062418829925244	0.21239301696530016	0.010530808052385997	0.1712160926430767
GSM6590765	0.06533513351333099	0.15229446122882034	0.1862038613490709	0.12146913451379211	0.20215999946721197	0.16922759010840407	0.0	0.10330981981936964
GSM6590766	0.07933608529823943	0.11352137077449218	0.15735627356959506	0.10033356834630565	0.20689358715375739	0.2080206739830976	0.016736066593959653	0.11780237428055296
GSM6590767	0.10594656442549777	0.10867683171179378	0.15064648635779912	0.09658980723629082	0.2110057223389604	0.2245276265206737	0.0	0.1026069614089844
GSM6590768	0.05584188571578909	0.12159774627348277	0.11843156945233442	0.08826823630466411	0.24182257700846033	0.20374149141290604	0.008842809481532465	0.16145368435083074
GSM6590769	0.06028697304643573	0.11021074909708847	0.10333339852712176	0.07775535351978476	0.23569198246799064	0.20739055649079366	0.024075689770210747	0.18125529708057433
GSM6590770	0.056734800148912516	0.13178601118559813	0.1655413050662473	0.08398985066853772	0.22987804977312054	0.19468146858986893	0.004230362892009811	0.13315815167570505
GSM6590771	0.07040077911092314	0.11623386529874764	0.15576417676709717	0.1012970485169254	0.2056596324698249	0.20325018526355745	0.0	0.14739431257292426
GSM6590772	0.03973491356997517	0.11051451135029158	0.10637909038691694	0.07415921976280576	0.25167019929115714	0.21121935112570367	0.021708819320767656	0.18461389519238208
GSM6590773	0.03681420663563327	0.11395148211067908	0.11409333200602816	0.08520450186632732	0.24445261798069284	0.20739122093335233	0.020114741603627972	0.17797789686365895
GSM6590774	0.0627004770126767	0.1348502355909334	0.1226016350862314	0.09934248856120066	0.21891711968073502	0.20260015260759562	0.007183680452378069	0.15180421100824915
GSM6590775	0.12111123252677383	0.08959703009151337	0.10811969059359058	0.08825182602057352	0.21826291532369613	0.2107412539613809	0.0013081747410187963	0.16260787674145294
GSM6590776	0.05509169490715909	0.109760714316605	0.1069595298747399	0.10314338243078477	0.2354587825638028	0.21009416551896676	0.01214473648344328	0.16734699390449842
GSM6590777	0.046929513740230785	0.11536156105339666	0.12280077685877255	0.09940129563498355	0.22892526722488327	0.2086180649813772	0.01577191307167325	0.16219160743468267
GSM6590778	0.05235115096441907	0.08488163090428369	0.10199996267690577	0.09329748411538946	0.23389493534618436	0.24400197775934152	0.017533183588227304	0.17203967464524886
GSM6590779	0.09501316087442466	0.1820617195192046	0.25548001143241306	0.12503378114112687	0.136589832917415	0.20582149411541575	0.0	0.0
GSM6590780	0.032774090077206386	0.10604821107082286	0.11760193976699602	0.07268382568671074	0.2522314528250407	0.20979986079884663	0.015727799024980817	0.1931328207493959
GSM6590781	0.08772565886735963	0.13368033795774295	0.1913149002422034	0.0950545562981218	0.20013414644852975	0.19496512753971876	0.0	0.09712527264632374
GSM6590782	0.050273546087349234	0.1112861282337493	0.12300409010038837	0.0873520505709642	0.2400967013355806	0.21207352785816483	0.022225013749820527	0.1536889420639829
GSM6590783	0.04002913117823264	0.11581733073705221	0.1120040273154291	0.07981117563025815	0.24523399815443522	0.20982381321173654	0.011863373405657225	0.185417150367199
GSM6590784	0.04071566242810708	0.1021213226008277	0.09760024387880169	0.07697053219771549	0.2520246551409571	0.21387656848735176	0.022938169811754235	0.19375284545448493
GSM6590785	0.06916614728098497	0.10517805039634895	0.013300068783118252	0.14498635667021673	0.2522747235552948	0.2310978754467574	0.00646591046651546	0.17753086740076346
GSM6590786	0.05451037508085742	0.1587757248299739	0.17589928874468985	0.12005945844443897	0.20996295469342197	0.1833716582378604	0.0067092307106455295	0.09071130925811192
GSM6590787	0.05967595893278095	0.09535863436238096	0.09202516480433719	0.06914350967563812	0.2500946064686052	0.21833717395986604	0.013087154525849565	0.202277797270542
GSM6590788	0.08905478048072861	0.09641785272119975	0.09663886359360235	0.08275023643319367	0.2456437692576435	0.2055258604436247	0.0	0.18396863707000746
GSM6590789	0.060588993016316185	0.10440978771944415	0.12298572376612772	0.09967474464635426	0.24027100841326512	0.20772018030256725	0.0	0.16434956213592541
GSM6590790	0.08088256451404978	0.12643319042602594	0.13862729206982305	0.10255663709293293	0.21270139918896364	0.20068613080415632	0.0	0.13811278590404844
GSM6590791	0.06001635899553394	0.1132466347429916	0.1038183078872776	0.08475919304308516	0.25040112773629664	0.2035998542729326	0.010996568258615218	0.17316195506326726
GSM6590792	0.062418899796163545	0.09220639375160358	0.08721784797500157	0.06979772376442615	0.26417918216627906	0.20637084603300618	0.009725746085452201	0.2080833604280677
GSM6590793	0.0623877552286792	0.10900281018477977	0.10640455983396659	0.08681791572746901	0.25527772927297276	0.18968916062836166	0.010397723562822071	0.18002234556094912
GSM6590794	0.10596596130607541	0.07977201160018335	0.0674300590006889	0.07897286912209238	0.2293774282508951	0.23705457861006998	0.0	0.20142709210999504
GSM6590795	0.09660654359567877	0.09029881206698633	0.08916430353126772	0.09009045140103052	0.23430926105211525	0.21542474788221996	0.0	0.18410588047070145
GSM6590796	0.05582107443045195	0.0987305592993012	0.08080845106663603	0.08271740407059451	0.2528244589175711	0.20864362097966832	0.0071962521604940505	0.21325817907528286
GSM6590797	0.060945816367604974	0.09119417041813525	0.09419007873335916	0.07310941043572683	0.25615614592152597	0.20574002804302408	0.017288196214636883	0.20137615386598687
GSM6590798	0.06327909152503823	0.10567497053438016	0.08041902310190438	0.09161460702363956	0.24638061303850828	0.20792495451335447	0.00838580038771962	0.19632093987545532
GSM6590799	0.05364182201971165	0.08880601037657827	0.08514071975221435	0.0864016231282842	0.2587578138607921	0.2258571874611151	0.003981507445871867	0.1974133159554324
GSM6590800	0.06658137186513374	0.11778030153654874	0.11064252615243363	0.08277766609799234	0.2372374103431009	0.1997067647696027	0.0	0.18527395923518789
GSM6590801	0.09826478750696022	0.09590700490980794	0.08843932702587078	0.11720919622108113	0.21940263209727798	0.20383707405278212	0.0	0.17693997818621976
GSM6590802	0.05449156151743007	0.09378326214263737	0.068233031027353	0.09756339456739371	0.24558825551695004	0.22210589809738895	0.022208415711088295	0.19602618141975853
GSM6590803	0.052014167748712085	0.1183971344630007	0.1414521619146544	0.13043138044306424	0.21425643731687674	0.22849638884352688	0.0	0.11495232927016494
GSM6590804	0.04462002962250604	0.09560173269828916	0.07706853456507354	0.08553267162084582	0.25390763450197623	0.22077138848849187	0.010555832810788502	0.21194217569202886
GSM6590805	0.06787226541719998	0.08075173204713557	0.04189585407733916	0.03162994490511967	0.30172317476287347	0.23408186014664015	0.015448596860203995	0.22659657178348802
GSM6590806	0.05457193910286226	0.10075237208405065	0.08654086968403663	0.08571603123771368	0.2557747355485427	0.2012370685034894	0.014926199387211953	0.20048078445209264
