	B cell	Endothelial cell	Epithelial cell	Fibroblast	Malignant cell	Myeloid cell	NK cell	T cell
GSM6590807	0.06602207550302472	0.07815299806107844	0.08424467211155412	0.08190489645712078	0.25864458545016145	0.20755346730614607	0.011873557091240534	0.21160374801967374
GSM6590808	0.07167185788673136	0.09963718813308606	0.10177686972983004	0.09897614841889474	0.24390376220349697	0.20440716505887577	0.0	0.179627008569085
GSM6590809	0.06061731487594493	0.08204615690868196	0.08868534266122924	0.0731089504866139	0.26625164776674204	0.2108680510603014	0.012274768281063195	0.2061477679594233
GSM6590810	0.06290213582353797	0.09447530792290296	0.09437846915890613	0.08814035720012489	0.25234614865344085	0.20084620262740602	0.0	0.2069113786136812
GSM6590811	0.05542195349042063	0.08524892086751856	0.08349986072470617	0.06720029186790345	0.26766294699225096	0.2111838566424348	0.003996569032162135	0.22578560038260334
GSM6590812	0.06227540410054382	0.08997510017755937	0.09735762877495913	0.07070687345704019	0.25638843820641266	0.21610359620382408	0.005537651727224987	0.2016553073524359
GSM6590813	0.04988543277221264	0.07189886402732233	0.022961976750096553	0.0818974303726655	0.3011627023761152	0.23147943279153274	0.01250732388787095	0.22820683702218408
GSM6590814	0.057025190216000866	0.12837148372714222	0.16194538630989108	0.10962304691728389	0.21412059320353372	0.20040453753334733	0.0	0.12850976209280088
GSM6590815	0.05881008671611972	0.0948342541188698	0.09587424980985285	0.08109874561619206	0.2493358429019863	0.203562927960065	0.017282781863259274	0.19920111101365495
GSM6590816	0.05642173260370054	0.1077282477326191	0.10361439766382463	0.08105245430116159	0.24548438626533392	0.20470708033059906	0.0058966090242065575	0.19509509207855458
GSM6590817	0.0707059087262244	0.07908806301196195	0.0822130919959708	0.07861294430434536	0.2649566123828896	0.21364743795152596	0.006284336803162767	0.20449160482391915
GSM6590818	0.10059066161151903	0.08597430631501714	0.06067652919961978	0.09099293396410432	0.23704384002184542	0.2444190917412235	0.0	0.18030263714667077
GSM6590819	0.056967683075639895	0.09892026306962201	0.10528353958718338	0.09072161507773797	0.2452383823887815	0.21643434759607202	0.0038797816536640176	0.18255438755129919
GSM6590820	0.049289324872327116	0.0967483877802612	0.09726362007602778	0.08112412659877402	0.24417206741471123	0.21498857791376605	0.0034573263423178704	0.2129565690018147
GSM6590821	0.06946800111547224	0.08625503412335676	0.0907370044113327	0.07158230289214547	0.24583420629738795	0.2303155264556603	0.029917398192528928	0.17589052651211579
GSM6590822	0.06591112868156458	0.07770805263133751	0.0941644286575591	0.07354877063514195	0.25730783384444916	0.21983923094494573	0.005010034865039159	0.2065105197399628
GSM6590823	0.05712525925857161	0.12333670298884626	0.1521165525586419	0.10131140645300755	0.23737412012942152	0.20379049250247838	0.0	0.1249454661090327
GSM6590824	0.04308917103215733	0.12355608923170155	0.10557713607136912	0.09440989287802883	0.23245270833097728	0.20604572774225324	0.029086208665138502	0.16578306604837417
GSM6590825	0.03811853803361795	0.1261501161429072	0.12559516165418072	0.09016862848135272	0.23262816640200984	0.20141918851859733	0.015300680868134785	0.1706195198991995
GSM6590826	0.08850578549646379	0.10738867468568732	0.12159856841901245	0.08813789581681082	0.22335994180913787	0.20988064730641998	0.0	0.1611284864664678
GSM6590827	0.11407080603201314	0.0884887857217349	0.1349570751105042	0.11594701953052527	0.2090862961589225	0.21443457003620786	0.0	0.12301544741009207
GSM6590828	0.05876451675532503	0.08511995100370183	0.07954051279095509	0.08219251633424364	0.2468857313797619	0.22009410750999234	0.007122441224505828	0.2202802230015143
GSM6590829	0.06290511644314223	0.09066098463158595	0.1507298362154295	0.07846420913830635	0.23310949164845493	0.19843360734477497	0.001369940189571573	0.18432681438873444
GSM6590830	0.047159731543835695	0.13757996802660474	0.015737098630348466	0.19283857500934914	0.21985086268243767	0.2041858517531672	0.03845246214253013	0.14419545021172694
GSM6590831	0.06490354460033256	0.1308250714196854	0.15154945458946903	0.0796745167599056	0.2434801059198369	0.18291388529634783	0.00649690744081031	0.14015651397361245
GSM6590832	0.09929219537563827	0.09357473546132174	0.1924614383963451	0.11755188876989141	0.18935196157904244	0.20596847551296588	0.00938515564231779	0.09241414926247749
GSM6590833	0.06640592378203733	0.08819733819475904	0.08596979703042434	0.0850025083198076	0.2653596751712413	0.20608176518816607	0.004816369617694481	0.19816662269586988
GSM6590834	0.12271999302500641	0.07634812277809616	0.04243072894272048	0.08791158424012065	0.22901206325343268	0.2387092472942233	0.0	0.20286826046640036
GSM6590835	0.0668759821126917	0.09966743995512797	0.09761738521480008	0.08504772181033568	0.2670084771913368	0.20169101709671078	5.760348682472597e-06	0.1820862162703146
GSM6590836	0.04604961552287455	0.10426106865431603	0.10436813560690562	0.08463543738798833	0.2518554026127035	0.21457032480607152	0.01820234915730032	0.17605766625184013
GSM6590837	0.0790645940149497	0.10586404167540495	0.1455291329981549	0.10932518276729557	0.20549075460502686	0.21938095040544378	0.007286437211330888	0.12805890632239328
GSM6590838	0.0629733278833734	0.08181734231116498	0.0800426456134032	0.09090584708850193	0.26034993726758204	0.2227989445996721	0.005347634660709429	0.19576432057559298
GSM6590839	0.05519658180768425	0.0948435788331041	0.12636700670825787	0.05894721984333748	0.26341242490651784	0.20459795307378756	0.017695724716996625	0.17893951011031436
GSM6590840	0.0450693818279654	0.11097068161641242	0.10827143013931245	0.07499584783136982	0.25359584290380993	0.20726103029752876	0.01407882000026995	0.1857569653833311
GSM6590841	0.061624524955938946	0.11262890069976299	0.11265041361098671	0.06622196205190836	0.2542519034064186	0.20271408069114222	0.013451538853317964	0.1764566757305242
GSM6590842	0.03725764408024552	0.10666141384562543	0.1217150033118069	0.06880685654895125	0.24898044703745184	0.2042295393835526	0.0204320294018326	0.19191706639053388
GSM6590843	0.05914493128602089	0.10986593881428049	0.13614972474667375	0.06761292210809852	0.23790530879158558	0.19192945164993083	0.03710018633699236	0.16029153626641757
GSM6590844	0.06168272611168404	0.11026664880653259	0.12374796415720157	0.07904176344753543	0.24736224245253707	0.192476648557353	0.01842004654963827	0.16700195991751807
GSM6590845	0.09875561256674432	0.10458821629882722	0.13717366464946087	0.06906905707066954	0.22852413607290242	0.1998198545360446	0.004867737617980971	0.15720172118737014
GSM6590846	0.04304409424650769	0.10457508262225705	0.12692295401048503	0.06457020615208099	0.25511854145119417	0.2047949446303154	0.01391519255900332	0.1870589843281563
GSM6590847	0.03811134106309507	0.1060089345774823	0.14833523846358374	0.06868797913392587	0.2567277313238938	0.20170410659688473	0.01955749230350161	0.1608671765376329
GSM6590848	0.035463034467547803	0.11459205692180517	0.11487137362136014	0.07739611908106346	0.24878380403941747	0.20708938520785772	0.021141631252663703	0.18066259540828455
GSM6590849	0.06367788568887638	0.13470561168859535	0.16311990688768885	0.08190494504878372	0.23178678867585226	0.20212886385956277	0.006577298250084571	0.11609869990055618
GSM6590850	0.05683995038237363	0.11227134212156155	0.15793219154464463	0.11154889710928842	0.24076140205214772	0.20796344454676566	0.010105432475359678	0.10257733976785871
GSM6590851	0.04001353722725857	0.09918497717381503	0.1025137599485013	0.074388599326935	0.2565829644839597	0.21069730132150968	0.017696138000923112	0.19892272251709758
GSM6590852	0.12004638960552792	0.07998864436903964	0.09220468086681229	0.0934191725772872	0.22422425565115964	0.21787004936425902	0.0008551645381795095	0.17139164302773466
GSM6590853	0.04287974453186545	0.12871931327145392	0.1008094281755375	0.15001738314935847	0.23282011348847065	0.20193398225189202	0.015948967679013583	0.1268710674524084
GSM6590854	0.026246825201342198	0.12613275826517956	0.12489929255466534	0.10476735590963082	0.2358436290095306	0.20709018537080875	0.013425514834748619	0.16159443885409408
GSM6590855	0.11741566673173086	0.09063934716456896	0.09585532895031723	0.08112980196958929	0.216355146978562	0.21982231835299196	0.001500150185441094	0.17728223966679857
GSM6590856	0.07957852425539819	0.12136941986712839	0.13875292080810242	0.0952028070966053	0.22370900457252269	0.19080033817038997	0.006607161369385924	0.14397982386046723
GSM6590857	0.05685675949716333	0.10456838944944673	0.13828124503184575	0.0853557441056933	0.23971365375435064	0.19332586535989663	0.015750811722611318	0.1661475310789922
GSM6590858	0.05995626522625696	0.10121118878450466	0.11410163246640999	0.08490101119061344	0.2481275624407694	0.20511705146459608	0.019727731263168072	0.16685755716368145
GSM6590859	0.048014331947040405	0.0955578272044538	0.11042797336208708	0.06898401794559667	0.25588750802242916	0.22014475353303217	0.019016348118881164	0.18196723986647956
GSM6590860	0.04561964149599224	0.09995648835026837	0.10240492445497067	0.07781244696020914	0.2606413081369678	0.20941911334251714	0.020711732832249006	0.18343434442682555
GSM6590861	0.05761029674266832	0.10279896722089273	0.11924418113967274	0.06786626399968143	0.2661402615890147	0.19152483015433416	0.014512716461133321	0.18030248269260246
GSM6590862	0.04020028566736603	0.10614201610148392	0.125644804686987	0.08751109875951417	0.24686674535397454	0.2071488640651576	0.012644314361999897	0.1738418710035168
GSM6590863	0.038233976781275374	0.10912733597290167	0.10791173038106637	0.07841672287270549	0.258938990722905	0.20437057488478547	0.021626706190108085	0.18137396219425259
GSM6590864	0.04888547181785529	0.103333985349949	0.11119496811008392	0.08906462793466621	0.24390046787527953	0.21115519792624543	0.02061502502012398	0.17185025596579667
GSM6590865	0.05814920997826186	0.12229920062695983	0.13052634942979272	0.08473666867001853	0.23490989381353547	0.20489556704559098	0.002326108771887186	0.16215700166395342
GSM6590866	0.09786070876304076	0.11045840516665828	0.13315115970855101	0.08492539852174136	0.22131039528713375	0.20389831704797134	0.0	0.14839561550490332
GSM6590867	0.037708773643687764	0.11097108629858024	0.12480940672443605	0.07676464562737917	0.25407155282066507	0.2033079355311151	0.012001017427657829	0.18036558192647884
GSM6590868	0.03448339084086385	0.11361577025963439	0.14448785374866713	0.07553362899615627	0.24971214609768239	0.19390200148649792	0.010596209269165423	0.17766899930133265
GSM6590869	0.03205372870205127	0.1003358824038405	0.12281030780813158	0.07118158245628067	0.24612982639036254	0.2258791657380697	0.01604021900911249	0.18556928749215135
GSM6590870	0.05135134809506216	0.15942702875068662	0.1734955078255327	0.08978824929943921	0.2224671446316468	0.18139298825422295	0.013342721235967948	0.10873501190744175
GSM6590871	0.05812656012637114	0.10722712770071598	0.11349379813591093	0.08840447334892566	0.23899065989095267	0.203944527343217	0.012850890418311074	0.17696196303559555
GSM6590872	0.05507444756311515	0.10366182868750104	0.012074635026503092	0.18400212550870823	0.2219419430051533	0.23896125242095667	0.0	0.18428376778806263
GSM6590873	0.056771895539098165	0.13147580329484546	0.14804773700108081	0.07918967034296555	0.22774701886090956	0.2008083420558372	0.011927518576286817	0.1440320143289764
GSM6590874	0.05986395983418589	0.12288460351369213	0.12412056654399034	0.0881856227291863	0.23043288539638174	0.20503536408164408	0.011122309797164935	0.15835468810375447
GSM6590875	0.06318079202448144	0.1116211588737952	0.1167447696555425	0.07152279977569302	0.24169482368421522	0.20137863535815204	0.01918650558528912	0.17467051504283143
GSM6590876	0.06011440735295153	0.10138508127709585	0.04909034145618243	0.1421519880844583	0.24858135911083434	0.23350826865457439	0.0	0.16516855406390313
GSM6590877	0.06627894209534223	0.09624042939227619	0.08308317502602229	0.07961400618562442	0.24987867283121185	0.2103457826190473	0.005968251024243373	0.20859074082623247
GSM6590878	0.0660949505010103	0.10183052787191461	0.09292256447051458	0.08691374762324394	0.2544936521722536	0.19905893135545388	0.0034849648386389514	0.19520066116697019
GSM6590879	0.06453150214282374	0.09745873211763044	0.08941989976107857	0.08850510427344345	0.24291092667666656	0.20690370910276748	0.0013341886942662804	0.20893593723132342
GSM6590880	0.059958195692535035	0.0902202306682804	0.08118862307542946	0.09078916574895197	0.25513885256779273	0.20734235179616536	0.003962496696105143	0.21140008375473984
GSM6590881	0.08232825545221231	0.13860187382024985	0.18346700046663947	0.10142651844060342	0.2027692106175778	0.19026996800129448	0.0	0.10113717320142267
GSM6590882	0.09854765789361226	0.07921035565587367	0.10549676218510319	0.09797493327916623	0.21677290033593583	0.2579534503269672	0.017854662049884375	0.12618927827345722
GSM6590883	0.08514048920992241	0.11429376479431841	0.16867258298755136	0.10395602757879073	0.20183603508763764	0.20975488904965872	0.00588841306468637	0.11045779822743437
GSM6590884	0.03398774314897995	0.11483785289805688	0.11426483620321344	0.08359668926466876	0.25094267981648616	0.20727693089560345	0.013966835940184334	0.18112643183280705
GSM6590885	0.05676585225536197	0.13575429256214394	0.13968205433671513	0.09999324865927282	0.23100891919175143	0.1848679638233931	0.00930602874596192	0.14262164042539965
GSM6590886	0.09872623125325364	0.0931666259602589	0.10462574352018804	0.08364856078811596	0.22252512126400859	0.2181487407457226	0.01977232150438884	0.1593866549640634
GSM6590887	0.059321402191974446	0.12022639653952605	0.1267565621951391	0.08090534009090802	0.2373572428767893	0.18873766783624663	0.008913315128055398	0.1777820731413611
GSM6590888	0.06911640150756307	0.10955695094352416	0.13950916826843762	0.06673603849525139	0.2394850800578747	0.21978421429464856	0.0021467235565540144	0.15366542287614657
GSM6590889	0.036697958189210046	0.11445944746078673	0.09233794651773498	0.10520258268430845	0.23218668336897938	0.2252777554757681	0.02264646995759519	0.1711911563456172
GSM6590890	0.049452885983966986	0.10711395761830587	0.11001141664067302	0.07951116268480583	0.2450903027406694	0.20298976909534194	0.020707289803773687	0.1851232154324633
GSM6590891	0.11712331610987355	0.07636333993934011	0.0997019586851364	0.07810455853789938	0.22190932867496044	0.2170657367453015	0.0026438522099794548	0.1870879090975091
GSM6590892	0.07608583485147873	0.11710792754519622	0.14061134037032058	0.08204829102993155	0.2334440684060119	0.19548208747145293	0.0	0.1552204503256082
GSM6590893	0.0561488527059743	0.10569907538979939	0.11575960015671678	0.060093964801120454	0.2583244628174405	0.1964501868551438	0.010538764748405144	0.19698509252539959
GSM6590894	0.09954413985137994	0.10530124203042292	0.08075071572251256	0.12729879075966047	0.21399972476587165	0.2190525359723241	0.0	0.15405285089782836
GSM6590895	0.04672458057221913	0.08927481519736906	0.0969329238662291	0.0872792368224463	0.24838509860890134	0.22368151350608528	0.016668910981762042	0.19105292044498776
GSM6590896	0.04263078968859785	0.09533373857822368	0.09811680982601079	0.07547696896755691	0.2529433940225594	0.2157042833605628	0.027268388484386386	0.19252562707210222
GSM6590897	0.11624401807571215	0.1135210316153909	0.17556863184952112	0.10399448139652721	0.18315693898437224	0.21307101934089484	0.0	0.09444387873758157
GSM6590898	0.03192533748005844	0.12051205150766879	0.01947721699467301	0.16850912528742407	0.2355188776053014	0.22167777427250535	0.006346633729109301	0.1960329831232596
GSM6590899	0.06165524393839745	0.09933930651203236	0.14581754885049833	0.061593779732422166	0.24284485893919663	0.201730826586452	0.012622819263045596	0.17439561617795543
GSM6590900	0.05189359199004713	0.10181490633151631	0.09048942914294521	0.0704359213120734	0.2665324744577781	0.2162615949457666	0.023632542562086363	0.1789395392577868
GSM6590901	0.0626212219588655	0.08844014317545305	0.09095323838360926	0.08487367452783158	0.26196663004871223	0.21216838127727505	0.002183140965872051	0.19679356966238135
GSM6590902	0.052150319915453096	0.08175204689595737	0.07585994241790808	0.0816844471066094	0.25808094980370855	0.22647183642490087	0.010465153621896406	0.2135353038135663
GSM6590903	0.04333433825647658	0.08271727241988112	0.020629417489638233	0.1525464428154107	0.23011719359675278	0.2695248257506857	0.00726199711827019	0.19386851255288484
GSM6590904	0.0639504101532484	0.09713891487728325	0.1097574818057576	0.10594436489207411	0.23641925357478547	0.19531791694011164	0.0	0.19147165775673952
GSM6590905	0.06513571934245739	0.082844701279085	0.08759100193748737	0.08431338727976456	0.25624196931333804	0.2149948314623254	0.0009520168966132982	0.20792637248892898
GSM6590906	0.08902427566594773	0.08402505657562984	0.09111724849753214	0.08110482782833485	0.23467932425033408	0.22451540162496642	0.0	0.19553386555725494
GSM6590907	0.06745311039894776	0.09018631008053041	0.10489593100454025	0.0696428440958509	0.2613701672420456	0.19845217171142476	0.008583084959774627	0.1994163805068858
GSM6590908	0.11321988687525432	0.09853863622583595	0.11587505318689927	0.09276812399112268	0.20956919511666117	0.2207813782034598	0.0	0.14924772640076667
GSM6590909	0.045690240062721606	0.11110095002379029	0.11767709947319603	0.08185571159749279	0.2358754442868098	0.20701717742669465	0.028723964499614944	0.17205941262967986
GSM6590910	0.08967693054666283	0.09596526095942304	0.08773465073059802	0.07611284184502383	0.23472755839036336	0.2110303708051991	0.0	0.20475238672272977
GSM6590911	0.037334496841095674	0.10489464930882524	0.13995017762203077	0.07640801654534263	0.2502423936197327	0.19879440195661055	0.016728759750752123	0.17564710435561043
