cell_type	DM1_mean	DM2_mean	delta_DM1_minus_DM2	cohen_d	MW_p	n_DM1	n_DM2
Epithelial cell	0.07481001748005993	0.1545275290072092	-0.07971751152714927	-2.7647793212757885	3.336760059478884e-22	96	61
Endothelial cell	0.09106878640223293	0.11644973175068539	-0.025380945348452463	-1.7274660979006329	3.5202608717769313e-15	96	61
Malignant cell	0.4176688031983781	0.3596101052607287	0.05805869793764945	1.1009465883362546	1.1677048369255106e-09	96	61
Myeloid cell	0.29577895152815586	0.2713494915947138	0.024429459933442088	1.0765524816272174	1.5975561600548924e-09	96	61
B cell	0.03664562357279278	0.015557500568076858	0.021088123004715922	0.6244548584913086	0.00014781285139161816	96	61
NK cell	0.01022201977742117	0.005377883946306511	0.004844135831114658	0.548966383781157	0.0008125730849961036	96	61
Fibroblast	0.07380579804095926	0.07712775787227957	-0.0033219598313203175	-0.16558782777068276	0.3500093469338684	96	61
T cell	0.0	0.0	0.0	0.0	1.0	96	61
