sample	mapk	panel	hist	hist_short
GSM2024824	-0.5558632857594773	-0.585830151277381	Anaplastic thyroid tumor	ATC
GSM2024825	-1.05231579647867	-0.996587980621846	Anaplastic thyroid tumor	ATC
GSM2024826	1.2233208808565708	-0.6041796508655808	Anaplastic thyroid tumor	ATC
GSM2024827	0.3474531338098808	1.088960585686716	Poorly-differentiated thyroid tumor	PDTC
GSM2024828	0.7956949607285231	1.298839200326869	Poorly-differentiated thyroid tumor	PDTC
GSM2024829	-0.061590713489982	0.9542235035256761	Poorly-differentiated thyroid tumor	PDTC
GSM2024830	-1.8503172066889888	0.9512933719575004	Poorly-differentiated thyroid tumor	PDTC
GSM2024831	-0.4060856069916764	-1.4936526128275038	Anaplastic thyroid tumor	ATC
GSM2024832	-0.1789336293051307	1.1944780161377202	Poorly-differentiated thyroid tumor	PDTC
GSM2024833	0.5568381230365786	1.220713582596081	Poorly-differentiated thyroid tumor	PDTC
GSM2024834	0.6402710675654831	-1.129904240935559	Anaplastic thyroid tumor	ATC
GSM2024835	1.4522911565676844	-0.20139215503657146	Poorly-differentiated thyroid tumor	PDTC
GSM2024836	2.0946309638159493	-0.4637720108725055	Anaplastic thyroid tumor	ATC
GSM2024837	-0.6453764999448597	-0.6813860946022021	Anaplastic thyroid tumor	ATC
GSM2024838	1.1324586024741172	-1.3896669611752226	Anaplastic thyroid tumor	ATC
GSM2024839	-0.25636318005309006	-0.37358986171787284	Anaplastic thyroid tumor	ATC
GSM2024840	0.18266213278143925	-1.0070003979504378	Anaplastic thyroid tumor	ATC
GSM2024841	-0.7174939831165863	1.2837159082427647	Poorly-differentiated thyroid tumor	PDTC
GSM2024842	0.762298451679305	0.9369825269588035	Poorly-differentiated thyroid tumor	PDTC
GSM2024843	-0.9599892821543466	1.4368727341875889	Poorly-differentiated thyroid tumor	PDTC
GSM2024844	-0.6739003359794693	0.8039469580019909	Poorly-differentiated thyroid tumor	PDTC
GSM2024845	0.8134592567294201	-0.714792293532847	Anaplastic thyroid tumor	ATC
GSM2024846	-1.2886927302834108	0.5770978734698575	Anaplastic thyroid tumor	ATC
GSM2024847	0.00690191317656929	-0.4912927332792049	Anaplastic thyroid tumor	ATC
GSM2024848	0.05355063017520066	-0.8362545967673084	Anaplastic thyroid tumor	ATC
GSM2024849	0.7689350010573311	0.38620533788250355	Poorly-differentiated thyroid tumor	PDTC
GSM2024850	-0.07169664342145311	0.8406006730401864	Poorly-differentiated thyroid tumor	PDTC
GSM2024851	-1.3974930106155448	-1.3786996703399634	Anaplastic thyroid tumor	ATC
GSM2024852	-0.8450346099261248	-1.293306154186433	Anaplastic thyroid tumor	ATC
GSM2024853	1.3063674975033215	-0.6558000149342117	Anaplastic thyroid tumor	ATC
GSM2024854	1.028309075630869	1.005283750522289	Poorly-differentiated thyroid tumor	PDTC
GSM2024855	1.592065233590254	0.5749766982784175	Poorly-differentiated thyroid tumor	PDTC
GSM2024856	-0.18236603325494027	1.5429911348914325	Poorly-differentiated thyroid tumor	PDTC
GSM2024857	-2.3395333018683715	-1.2872063598981083	Anaplastic thyroid tumor	ATC
GSM2024858	-0.44343831222580604	-0.7967554489815222	Anaplastic thyroid tumor	ATC
GSM2024859	-0.7939536184488563	0.9922844086888557	Poorly-differentiated thyroid tumor	PDTC
GSM2024860	-0.03707030117163923	-0.7083968745929952	Anaplastic thyroid tumor	ATC
