	B cell	Endothelial cell	Epithelial cell	Fibroblast	Malignant cell	Myeloid cell	NK cell	T cell
GSM2024824	0.048164002288247694	0.05535808243640373	0.0242284711397182	0.09526385236829431	0.2833955786370494	0.24541347171134217	0.007119263261361483	0.24105727815758304
GSM2024825	0.03316202630821624	0.05594600340872253	0.024795837866594922	0.10115678053137112	0.2649717303726372	0.25683535400977225	0.02612907240476345	0.23700319509792236
GSM2024826	0.047316849499810396	0.0585459218551731	0.02682436663271094	0.09705642986833343	0.268955114384333	0.2535334207530171	0.014018098072441207	0.23374979893418082
GSM2024827	0.05380202381650438	0.06589438585243917	0.08381831563621625	0.06214096651353845	0.27066558371848526	0.21962731214863607	0.017014725874040355	0.22703668644014008
GSM2024828	0.06264643588335443	0.06168011644149818	0.07804766225910043	0.016843723422920724	0.3039824143138136	0.23143844328077623	0.018690942457555846	0.22667026194098053
GSM2024829	0.05137387225961397	0.07602958194470379	0.06373943423129005	0.09847820376096382	0.2585535964332709	0.2256981332380953	0.01085837204745344	0.21526880608460885
GSM2024830	0.06172247169133798	0.06305199088344929	0.06187759757816242	0.05833982746531199	0.3024637876624269	0.22436091373535894	0.01154923368071003	0.21663417730324255
GSM2024831	0.04266941337292218	0.05784617284359553	0.020500865923569436	0.09640855889466284	0.2618338859838797	0.25742460382166255	0.02138291769868252	0.24193358146102537
GSM2024832	0.06480092551938886	0.07507785277732493	0.06511760323927657	0.052001472858934715	0.27847452961429325	0.21757256712752568	0.019624746350982204	0.22733030251227382
GSM2024833	0.05013642700336599	0.07319498695772213	0.03508478498730912	0.056807633408553326	0.3104853441072697	0.2233742087902076	0.01574877690288685	0.2351678378426853
GSM2024834	0.039792135222164765	0.05173600289925286	0.03131950680782741	0.09487286822219435	0.27630274219529755	0.24834563270823204	0.015799003950604774	0.24183210799442617
GSM2024835	0.06848857574211838	0.05507869224931012	0.03747251955396238	0.0513663232157319	0.32768036590759114	0.22922829622690846	0.02224362223238489	0.20844160487199256
GSM2024836	0.04268756719871818	0.05948662171746124	0.026103767115204665	0.09444775089696719	0.2697923809512427	0.24762641560043344	0.03256856643577964	0.22728693008419298
GSM2024837	0.04743399813694265	0.07280714240071981	0.0308171481441852	0.06478287450899789	0.30407849957066907	0.24731141496221895	0.022341156597221117	0.21042776567904528
GSM2024838	0.052820893674542256	0.05706392865186	0.02264602265383121	0.10488868301854117	0.26379769249529395	0.24486856012647187	0.012318344432219972	0.24159587494723958
GSM2024839	0.06080128424789407	0.05454526564789242	0.030328739929608915	0.09837021126747439	0.2700989753585614	0.24568240955625947	0.016569104541272747	0.22360400945103656
GSM2024840	0.04223293973620946	0.050258794117171206	0.021693715548948656	0.0918410097780076	0.262802031687476	0.2588425499100601	0.01830111280140925	0.2540278464207177
GSM2024841	0.05527169886598783	0.08278824183029738	0.06598527397165116	0.07689937853214387	0.26317003438263326	0.21894512747138853	0.014397684564463237	0.22254256038143486
GSM2024842	0.05328215016656831	0.08005984019815178	0.0605621059633051	0.04109600572400216	0.29490853497889286	0.22599824577030447	0.013216631348916983	0.2308764858498584
GSM2024843	0.05821161232855566	0.07379705474322536	0.07525977442782497	0.03990407614404562	0.28054695571445554	0.2259507462193865	0.017622444844590916	0.2287073355779154
GSM2024844	0.061535264072907034	0.07796755509624194	0.06665539327585955	0.03574794005841564	0.29120132510330715	0.22227467853269378	0.014456846222647975	0.2301609976379268
GSM2024845	0.056644628291355366	0.05561977853556348	0.028973260962163246	0.09665597360385703	0.2641921359003683	0.24360282131116745	0.018884648728374732	0.23542675266715046
GSM2024846	0.0622974506999857	0.057365847127351655	0.07339399304259293	0.09479380378356825	0.2625192031843231	0.24021684398830556	0.009592391183340498	0.19982046699053227
GSM2024847	0.07621367067243022	0.048942876360254434	0.0383546820695772	0.12218873766600444	0.26118045255358274	0.25112701508563284	0.011731813935646833	0.1902607516568714
GSM2024848	0.048722950042157584	0.06194864896825378	0.026213548108729643	0.11983736994398603	0.27208848143421055	0.25775266443475725	0.004949172697495563	0.20848716437040965
GSM2024849	0.0487811967393883	0.052379402289470404	0.03524819017256687	0.08005127491200689	0.3142423143406966	0.24398100816734425	0.014205467624610559	0.21111114575391607
GSM2024850	0.059333937101060906	0.08109232125507668	0.0706340738720921	0.03628289580787682	0.281200061798356	0.2246647341528944	0.02032797636485447	0.2264639996477887
GSM2024851	0.043715678378717364	0.05253397037284554	0.023601477070519124	0.08404947733324414	0.2656810137025558	0.25862528292630516	0.02306493438663348	0.2487281658291795
GSM2024852	0.020419492105228438	0.031022215883747206	0.03130970634437347	0.12949739366481777	0.2769267242878453	0.26952517387253616	0.0265326602421978	0.21476663359925371
GSM2024853	0.034688725301116996	0.050887093312953324	0.024107259150420585	0.11969158415629626	0.30328171835614737	0.2362487035105843	0.025142647878195732	0.20595226833428545
GSM2024854	0.0542347022229629	0.07394388978655471	0.05323654994534533	0.05417065998023236	0.2872038172832048	0.22884742248378184	0.01961858970816247	0.22874436858975547
GSM2024855	0.06268555495325569	0.06038209394055531	0.05026242485617359	0.049740540184878376	0.30321446441322836	0.23267865895326623	0.015452328644963114	0.22558393405367927
GSM2024856	0.04646896531191323	0.07778193850604674	0.07363022997804312	0.0701830124492164	0.267670705358064	0.2213810018793733	0.012707969076003318	0.23017617744133992
GSM2024857	0.06052193330537015	0.06224309094675355	0.02042963994546871	0.062266337906642794	0.26728759744138014	0.2566179591026881	0.02666173705546165	0.2439717042962349
GSM2024858	0.04350371558764805	0.05326844305882884	0.026008599600316918	0.11096089774602416	0.25819281446376996	0.2604306459791096	0.026774114486182537	0.2208607690781199
GSM2024859	0.04646298902960141	0.08163041100425912	0.07246701501972344	0.038733566136872496	0.28352998993078027	0.22708557701989018	0.01633905675635825	0.233751395102515
