sample_id	stage	mode	covariate	anti_pocket_n	d_anti_vs_rest	mean_anti	mean_rest
GSM7980864_PTC-1	PTC	raw	Epithelial_score	59	0.19325321530793113	0.5645761059249862	0.5054883925251162
GSM7980864_PTC-1	PTC	raw	log1p_total_counts	59	0.18388313546462523	8.458113978656337	8.316874615134632
GSM7980864_PTC-1	PTC	raw	log1p_n_genes	59	0.2223197146430121	7.600252399503542	7.465782206200032
GSM7980864_PTC-1	PTC	raw	pct_counts_mt	59	-0.23945285982942066	7.395481612783722	8.749643063330947
GSM7980864_PTC-1	PTC	raw	CAF_ECM_score	59	0.6000156931763897	0.3151164209683252	6.598115573096812e-05
GSM7980864_PTC-1	PTC	raw	EMT_score	59	0.34898665236026055	0.16407749383962886	0.05796829722191039
GSM7980864_PTC-1	PTC	raw	Hypoxia_score	59	0.16148713033168552	0.10998588150083008	0.05703989361932348
GSM7980864_PTC-1	PTC	raw	Proliferation_score	59	0.0850655877225418	0.026413948527710923	-0.0034690626225574984
GSM7980864_PTC-1	PTC	raw	MAPK_detect	59	1.0282567697395568	4.203389830508475	2.6044776119402986
GSM7980864_PTC-1	PTC	raw	Panel_detect	59	-1.0634268748112303	1.5254237288135593	3.138059701492537
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	Epithelial_score	69	0.22198208568305725	0.5722706287127474	0.5044320844212046
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	log1p_total_counts	69	0.27439513277539607	8.521884570944215	8.31140139055546
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	log1p_n_genes	69	0.2797913714077832	7.631542685430243	7.462483023844121
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	pct_counts_mt	69	-0.2076888760113788	7.575927829444229	8.750670206038947
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	CAF_ECM_score	69	-0.20741005024907702	-0.0865404750186734	0.02319575650881662
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	EMT_score	69	0.15240487753637802	0.10711719675822204	0.06066996250669371
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	Hypoxia_score	69	0.13772583971369057	0.10220683476739172	0.05704676211818618
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	Proliferation_score	69	0.05281540074172814	0.015513345329225927	-0.0030422156270840705
GSM7980864_PTC-1	PTC	full_spatial_detection_resid	MAPK_detect	69	0.19892337607407135	2.9855072463768115	2.6685499058380415
