analysis	stat	p	n_pos	n_neg
DM1_multi_fusion_logrank	0.7318031226775914	0.9473498102224046		
DM1_fusion_pos_vs_neg_logrank	0.09356088086966793	0.7596981221126096	62.0	353.0
