	B cell	Endothelial cell	Epithelial cell	Fibroblast	Malignant cell	Myeloid cell	NK cell	T cell
TCGA-DJ-A2Q6-01A	0.0	0.21247691185283693	0.0	0.0	0.7875230881471631	0.0	0.0	0.0
TCGA-FK-A3SE-01A	0.0	0.1568275427086626	0.0	0.0	0.8431724572913375	0.0	0.0	0.0
TCGA-DJ-A2QA-01A	0.0	0.182613248882352	0.0	0.0	0.8173867511176479	0.0	0.0	0.0
TCGA-FY-A2QD-01A	0.0	0.10567276825899997	0.3833785986679966	0.0	0.5109486330730033	0.0	0.0	0.0
TCGA-EL-A3GR-01A	0.0	0.18984597900096387	0.0	0.0	0.8101540209990361	0.0	0.0	0.0
TCGA-EL-A3T7-01A	0.0	0.13899575691777366	0.0	0.0	0.8610042430822263	0.0	0.0	0.0
TCGA-EL-A3T7-11A	0.0	0.18317005476630996	0.3554156568150982	0.0	0.46141428841859194	0.0	0.0	0.0
TCGA-FE-A230-01A	0.0	0.11911838869549515	0.0	0.0	0.8534544189511771	0.02742719235332775	0.0	0.0
TCGA-EM-A3FO-01A	0.0	0.07452765787905595	0.0	0.0	0.9254723421209441	0.0	0.0	0.0
TCGA-DJ-A3VB-01A	0.0	0.14129631283497213	0.0	0.0	0.8483095892482225	0.01039409791680544	0.0	0.0
TCGA-BJ-A28X-11A	0.0	0.22628028265439723	0.1605255621621706	0.0	0.48137647902891273	0.1318176761545195	0.0	0.0
TCGA-BJ-A28X-01A	0.0	0.18261616519151458	0.0	0.0	0.7274970251496233	0.08988680965886206	0.0	0.0
TCGA-DJ-A2QB-01A	0.0	0.22406120952805864	0.0910954638359322	0.0	0.6848433266360092	0.0	0.0	0.0
TCGA-DO-A1K0-01A	0.0	0.14743399466809748	0.0	0.0	0.8525660053319025	0.0	0.0	0.0
TCGA-EL-A4KD-01A	0.0	0.2706860398466392	0.0	0.0	0.7293139601533608	0.0	0.0	0.0
TCGA-BJ-A192-01A	0.0	0.18264072939622708	0.12121314213900015	0.0	0.6961461284647728	0.0	0.0	0.0
TCGA-L6-A4EU-01A	0.0	0.1376362307054497	0.0	0.0	0.8333633809010259	0.029000388393524427	0.0	0.0
TCGA-DJ-A3V0-01A	0.0	0.19988815582671557	0.0	0.0	0.8001118441732844	0.0	0.0	0.0
TCGA-EM-A2P2-01A	0.0	0.19258339754389314	0.0	0.0	0.8074166024561069	0.0	0.0	0.0
TCGA-BJ-A45G-01A	0.0	0.18610204569400735	0.12627667025935363	0.0	0.687621284046639	0.0	0.0	0.0
TCGA-FY-A3R7-01A	0.0	0.20872023052742705	0.0	0.0	0.791279769472573	0.0	0.0	0.0
TCGA-DJ-A3VG-01A	0.0	0.21390366494783997	0.12823804667750763	0.0	0.6578582883746523	0.0	0.0	0.0
TCGA-ET-A25O-01A	0.0	0.08740778434162942	0.0	0.0	0.9125922156583706	0.0	0.0	0.0
TCGA-DJ-A3UR-01A	0.0	0.18585434682140903	0.0	0.0	0.8141456531785909	0.0	0.0	0.0
TCGA-E8-A415-01A	0.0	0.14753790415433643	0.0	0.0	0.8524620958456637	0.0	0.0	0.0
TCGA-DJ-A4UR-01A	0.0	0.24651297138946476	0.023537409049345766	0.0	0.7299496195611895	0.0	0.0	0.0
TCGA-DJ-A13L-01A	0.0	0.14785452565598903	0.0	0.0	0.7647125733705683	0.08743290097344275	0.0	0.0
TCGA-BJ-A45I-01A	0.0	0.19793409761119382	0.0	0.0	0.7825543380027067	0.019511564386099505	0.0	0.0
TCGA-ET-A40S-01A	0.0	0.1470436630355255	0.0	0.0	0.8013993179726594	0.051557018991815154	0.0	0.0
TCGA-EL-A3CZ-01A	0.0	0.18178735698931317	0.1075677090922293	0.0	0.7106449339184575	0.0	0.0	0.0
TCGA-EM-A2P3-01A	0.0	0.15749901680937275	0.0	0.0	0.8425009831906273	0.0	0.0	0.0
TCGA-BJ-A2N7-11A	0.0	0.17766455279239657	0.30732075888255	0.0	0.5150146883250534	0.0	0.0	0.0
TCGA-BJ-A2N7-01A	0.0	0.1675028326430719	0.08510703390211984	0.0	0.7473901334548082	0.0	0.0	0.0
TCGA-EL-A3GW-01A	0.0	0.17500981411335553	0.0	0.0	0.8249901858866444	0.0	0.0	0.0
TCGA-DJ-A13P-01A	0.0	0.179508556347103	0.0	0.0	0.8204914436528971	0.0	0.0	0.0
TCGA-ET-A39O-01A	0.0	0.11937421426772697	0.0	0.0	0.844716420038291	0.03590936569398213	0.0	0.0
TCGA-IM-A3ED-01A	0.0	0.16408348304681614	0.0	0.0	0.8359165169531839	0.0	0.0	0.0
TCGA-ET-A39L-01A	0.0	0.24281126061927416	0.0	0.0	0.7571887393807258	0.0	0.0	0.0
TCGA-FY-A3YR-01A	0.0	0.15003621196347364	0.0	0.0	0.8499637880365264	0.0	0.0	0.0
TCGA-KS-A4IB-01A	0.0	0.1155007877745528	0.0	0.0	0.8844992122254473	0.0	0.0	0.0
TCGA-EM-A3ST-11A	0.0	0.16267863893466603	0.3951478348866994	0.0	0.44217352617863454	0.0	0.0	0.0
TCGA-EM-A3ST-01A	0.0	0.16355076664393792	0.0	0.0	0.8364492333560621	0.0	0.0	0.0
TCGA-E8-A413-01A	0.0	0.21409627380902907	0.0	0.0	0.7820376113993828	0.0038661147915881166	0.0	0.0
TCGA-EL-A3TA-01A	0.0	0.24039137618221149	0.0	0.0	0.7596086238177886	0.0	0.0	0.0
TCGA-EL-A3TA-11A	0.0	0.14884122585004525	0.3638818031885982	0.0	0.48727697096135664	0.0	0.0	0.0
TCGA-DJ-A2PW-01A	0.0	0.15098865465167444	0.0	0.0	0.8490113453483256	0.0	0.0	0.0
TCGA-DJ-A2PO-01A	0.0	0.18987522937922982	0.0	0.0	0.806075398754613	0.004049371866157196	0.0	0.0
TCGA-ET-A3BT-01A	0.0	0.13435415915742085	0.0	0.0	0.8656458408425791	0.0	0.0	0.0
TCGA-EM-A2CJ-01A	0.0	0.1669172190586712	0.36215385396261696	0.0	0.4709289269787118	0.0	0.0	0.0
TCGA-DJ-A3VD-01A	0.0	0.18196666160123656	0.0	0.0	0.7236338063229591	0.09439953207580427	0.0	0.0
TCGA-DJ-A1QE-01A	0.0	0.13416758636497786	0.0	0.0	0.8658324136350222	0.0	0.0	0.0
TCGA-BJ-A0ZB-01A	0.0	0.13081378261615745	0.0	0.0	0.8691862173838426	0.0	0.0	0.0
TCGA-IM-A3U3-01A	0.0	0.14193734327096671	0.0	0.0	0.8580626567290333	0.0	0.0	0.0
TCGA-BJ-A45F-01A	0.0	0.24052809520924698	0.09229771844000834	0.0	0.6671741863507448	0.0	0.0	0.0
TCGA-EL-A4KG-01A	0.0	0.12857203314003537	0.0	0.0	0.844638367866326	0.02678959899363862	0.0	0.0
TCGA-ET-A39S-01A	0.0	0.18548608350475132	0.0	0.0	0.8145139164952486	0.0	0.0	0.0
TCGA-E8-A436-01A	0.0	0.13087113502172804	0.0	0.0	0.842034280262951	0.027094584715320995	0.0	0.0
TCGA-EM-A22K-01A	0.0	0.20578595062231064	0.0	0.0	0.7942140493776895	0.0	0.0	0.0
TCGA-E3-A3DY-01A	0.0	0.1268549375256466	0.0	0.0	0.8731450624743534	0.0	0.0	0.0
TCGA-KS-A4I7-01A	0.0	0.1463677367559387	0.0	0.0	0.8536322632440614	0.0	0.0	0.0
TCGA-4C-A93U-01A	0.0	0.21547284275482514	0.0	0.0	0.750859637951507	0.03366751929366793	0.0	0.0
TCGA-ET-A25G-01A	0.0	0.09345432121953134	0.0	0.0	0.9065456787804687	0.0	0.0	0.0
