driver	n	mapk_mean	panel_mean	tds16_mean	tds8only_mean
BRAF_V600E	344	0.14830065832874983	-0.26745888006121077	-0.26875845165672313	-0.2700580232522354
RAS_mut	61	-0.11253516809071706	0.6024145551800341	0.5540980373319961	0.505781519483958
RET_fusion	43	0.5096058578657775	0.10079593902630363	0.037923813545410724	-0.0249483119354822
NTRK_fusion	10	0.5950167689633933	0.24181237279303466	0.2866759369995765	0.33153950120611825
driver_neg	103	-0.5171608980978745	0.30891257831865326	0.3129338843804981	0.31695519044234266
