sample_id	stage	subset	mode	ring	rho_MAPK_spot_vs_panel_lag	p_MAPK_spot_vs_panel_lag	n_MAPK_spot_vs_panel_lag	rho_panel_spot_vs_MAPK_lag	p_panel_spot_vs_MAPK_lag	n_panel_spot_vs_MAPK_lag	n_MAPK_genes	n_panel_genes
GSM7980870_LPTC-3	LPTC	all_spots	raw	same_spot	0.5605264817568307	2.2047968082336428e-275	3336	0.5605264817568307	2.2047968082336428e-275	3336	9	8
GSM7980870_LPTC-3	LPTC	all_spots	raw	knn_1_6	0.5457908756553397	2.30613038714071e-258	3336	0.6447963572214939	0.0	3336	9	8
GSM7980870_LPTC-3	LPTC	all_spots	raw	knn_7_18	0.5334667314410899	9.10902072341886e-245	3336	0.656521513717917	0.0	3336	9	8
GSM7980870_LPTC-3	LPTC	all_spots	raw	knn_19_36	0.4920224123130023	5.94844669844943e-203	3336	0.6312794140372799	0.0	3336	9	8
GSM7980870_LPTC-3	LPTC	all_spots	full_spatial_detection_resid	same_spot	-0.002689685742908648	0.8765901425414695	3336	-0.002689685742908648	0.8765901425414695	3336	9	8
GSM7980870_LPTC-3	LPTC	all_spots	full_spatial_detection_resid	knn_1_6	-0.0030709545678391068	0.8592676484342643	3336	0.008731534203362463	0.614164702396384	3336	9	8
GSM7980870_LPTC-3	LPTC	all_spots	full_spatial_detection_resid	knn_7_18	0.006119579554520068	0.7238438810084287	3336	0.005202222774669658	0.7639025601482845	3336	9	8
GSM7980870_LPTC-3	LPTC	all_spots	full_spatial_detection_resid	knn_19_36	-0.005526001258860203	0.7496853789585683	3336	-0.02472091308844198	0.15343109760190216	3336	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	raw	same_spot	0.45473311635485747	6.701876319026815e-86	1668	0.45473311635485747	6.701876319026815e-86	1668	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	raw	knn_1_6	0.4428654672639618	4.608654052439218e-81	1668	0.5994299386499078	2.799269331254749e-163	1668	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	raw	knn_7_18	0.427114604809788	6.222899246730496e-75	1668	0.6115896077274117	1.062617987498105e-171	1668	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	raw	knn_19_36	0.3776518689415435	1.1101957687133784e-57	1668	0.602515841557371	2.209883170652296e-165	1668	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	full_spatial_detection_resid	same_spot	-0.056541857915040176	0.020924098453671963	1668	-0.056541857915040176	0.020924098453671963	1668	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	-0.005508389638545775	0.8221332678926592	1668	-0.011667738998118108	0.6339440647256372	1668	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.008196805842436483	0.7379859324992922	1668	0.0017355047208937372	0.9435354937943046	1668	9	8
GSM7980870_LPTC-3	LPTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	-0.02186947983111802	0.37206498897238155	1668	-0.04389951136764642	0.07306462238143124	1668	9	8
GSM7980871_LPTC-4	LPTC	all_spots	raw	same_spot	0.44208419397369747	1.7699638239118592e-224	4707	0.44208419397369747	1.7699638239118592e-224	4707	9	8
GSM7980871_LPTC-4	LPTC	all_spots	raw	knn_1_6	0.4037900240132775	4.111780738565726e-184	4707	0.48112726320145144	2.4115193979046426e-271	4707	9	8
GSM7980871_LPTC-4	LPTC	all_spots	raw	knn_7_18	0.3892827453038096	3.792187398392595e-170	4707	0.4679064742388301	8.705885988442184e-255	4707	9	8
GSM7980871_LPTC-4	LPTC	all_spots	raw	knn_19_36	0.36302221503704124	1.3354707121824978e-146	4707	0.44312633790306194	1.187976722481854e-225	4707	9	8
GSM7980871_LPTC-4	LPTC	all_spots	full_spatial_detection_resid	same_spot	0.006032235141477658	0.6790565463697312	4707	0.006032235141477658	0.6790565463697312	4707	9	8
GSM7980871_LPTC-4	LPTC	all_spots	full_spatial_detection_resid	knn_1_6	-0.022340910292375307	0.12538924616342215	4707	-0.015929137594127053	0.27455249131635234	4707	9	8
GSM7980871_LPTC-4	LPTC	all_spots	full_spatial_detection_resid	knn_7_18	-0.033210121617932464	0.022697436729954088	4707	-0.01307412534923881	0.36983408654588484	4707	9	8
GSM7980871_LPTC-4	LPTC	all_spots	full_spatial_detection_resid	knn_19_36	-0.026494962103229533	0.06912659318182304	4707	-0.022634315788525112	0.12050149470381132	4707	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	raw	same_spot	0.16419999660476747	1.0844685939907541e-15	2354	0.16419999660476745	1.0844685939907764e-15	2354	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	raw	knn_1_6	0.11777345531209088	9.980675017220561e-09	2354	0.20146612307504544	5.564802555544138e-23	2354	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	raw	knn_7_18	0.1122919085844628	4.692804936846723e-08	2354	0.16778981953566469	2.5128403269053257e-16	2354	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	raw	knn_19_36	0.0814250438449117	7.651751443392833e-05	2354	0.18541882655900227	1.1886766304356977e-19	2354	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	full_spatial_detection_resid	same_spot	-0.037933211414071716	0.06574919665327178	2354	-0.037933211414071716	0.06574919665327178	2354	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	-0.027262118694882875	0.18608567918293387	2354	-6.651985614164037e-05	0.9974262692783018	2354	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	-0.03973167572520203	0.05392480490143935	2354	0.0011106521172399204	0.9570482540364056	2354	9	8
GSM7980871_LPTC-4	LPTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	-0.018896306486103166	0.3594536882334896	2354	-0.012612458094973331	0.5407819075604714	2354	9	8
GSM7980872_ATC-1	ATC	all_spots	raw	same_spot	0.19658631288506995	2.7154914713133407e-42	4715	0.19658631288506995	2.7154914713133407e-42	4715	9	8
GSM7980872_ATC-1	ATC	all_spots	raw	knn_1_6	0.12991742588088978	3.351238711388302e-19	4715	0.2336481773143111	1.7478928121135402e-59	4715	9	8
GSM7980872_ATC-1	ATC	all_spots	raw	knn_7_18	0.10042031611236509	4.809303700811888e-12	4715	0.24261558256575994	3.9134805208366626e-64	4715	9	8
GSM7980872_ATC-1	ATC	all_spots	raw	knn_19_36	0.05234874264388772	0.00032304362994657685	4715	0.227440217472929	2.2286177083786646e-56	4715	9	8
GSM7980872_ATC-1	ATC	all_spots	full_spatial_detection_resid	same_spot	0.07245503934214366	6.344810227645259e-07	4715	0.07245503934214366	6.344810227645259e-07	4715	9	8
GSM7980872_ATC-1	ATC	all_spots	full_spatial_detection_resid	knn_1_6	0.06356887068411142	1.2523346049611777e-05	4715	0.056186432568293955	0.0001133332074244095	4715	9	8
GSM7980872_ATC-1	ATC	all_spots	full_spatial_detection_resid	knn_7_18	0.05627700999757012	0.00011047693759812348	4715	0.049417370091611165	0.0006876401233750411	4715	9	8
GSM7980872_ATC-1	ATC	all_spots	full_spatial_detection_resid	knn_19_36	0.009320591324728318	0.5222697325671671	4715	0.011662552954682201	0.4233435067513062	4715	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	raw	same_spot	0.11462894106915486	2.3811017351914922e-08	2358	0.11462894106915486	2.3811017351914922e-08	2358	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	raw	knn_1_6	0.08094198467538137	8.324699823051762e-05	2358	0.13554463211663886	3.8698857007952216e-11	2358	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	raw	knn_7_18	0.06063555686156923	0.0032236445121761586	2358	0.12869797889997553	3.55839546052248e-10	2358	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	raw	knn_19_36	0.04243909775466711	0.03933681832411864	2358	0.12953529412091488	2.7294252278632847e-10	2358	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	full_spatial_detection_resid	same_spot	0.033494964644800104	0.1039318049438863	2358	0.033494964644800104	0.1039318049438863	2358	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.03897623621161903	0.05844143747998505	2358	0.04120997086169686	0.04540167482499062	2358	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.044485895838137966	0.03076296789055068	2358	0.017138989461930022	0.4054788598773671	2358	9	8
GSM7980872_ATC-1	ATC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.005407614638188942	0.7929727155997285	2358	0.012399340395158815	0.5473029830574158	2358	9	8
GSM7980873_ATC-2	ATC	all_spots	raw	same_spot	0.07767627545292467	0.000161685227094417	2354	0.07767627545292466	0.00016168522709441744	2354	9	8
GSM7980873_ATC-2	ATC	all_spots	raw	knn_1_6	0.11902600227022479	6.9370035167987055e-09	2354	0.06602147430528814	0.0013504927398843274	2354	9	8
GSM7980873_ATC-2	ATC	all_spots	raw	knn_7_18	0.1259383562358032	8.707470506282604e-10	2354	0.060203170243050205	0.003477481746060834	2354	9	8
GSM7980873_ATC-2	ATC	all_spots	raw	knn_19_36	0.17431906578616338	1.6173790960012255e-17	2354	0.08049460590725055	9.240647012752156e-05	2354	9	8
GSM7980873_ATC-2	ATC	all_spots	full_spatial_detection_resid	same_spot	0.028485722141454735	0.1670891404377773	2354	0.028485722141454735	0.1670891404377773	2354	9	8
GSM7980873_ATC-2	ATC	all_spots	full_spatial_detection_resid	knn_1_6	-0.017265057850741224	0.4024328301889013	2354	-0.05779441114305495	0.005032802487818182	2354	9	8
GSM7980873_ATC-2	ATC	all_spots	full_spatial_detection_resid	knn_7_18	-0.00974477829967272	0.6365288241535239	2354	-0.04085331889689118	0.047490717920182224	2354	9	8
GSM7980873_ATC-2	ATC	all_spots	full_spatial_detection_resid	knn_19_36	-0.04152980982376871	0.04393149458040405	2354	-0.054227767166049115	0.008499291369348128	2354	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	raw	same_spot	0.04184969559577464	0.1513273607735439	1177	0.04184969559577464	0.1513273607735439	1177	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	raw	knn_1_6	0.057190050107830556	0.04981318966692151	1177	0.014025542430803362	0.6307348956182672	1177	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	raw	knn_7_18	0.044260376624463506	0.12911773488768555	1177	0.0004838163122359232	0.9867709936593542	1177	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	raw	knn_19_36	0.11182951291940378	0.00012076304742502828	1177	0.05249642208849039	0.07180612790067642	1177	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	full_spatial_detection_resid	same_spot	-0.04484261230777809	0.1241528665882607	1177	-0.04484261230777809	0.1241528665882607	1177	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	full_spatial_detection_resid	knn_1_6	-0.03019107168726016	0.3007092904647298	1177	-0.09115040370013044	0.0017460883615303914	1177	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	full_spatial_detection_resid	knn_7_18	-0.0075607759537209334	0.7955434956729017	1177	-0.09756060727248118	0.000803763638074794	1177	9	8
GSM7980873_ATC-2	ATC	epithelial_top50	full_spatial_detection_resid	knn_19_36	-0.032472301465934175	0.26564351316288115	1177	-0.09629335634070868	0.0009404642713721179	1177	9	8
GSM7980874_ATC-3	ATC	all_spots	raw	same_spot	0.013264581312614748	0.5935730788610821	1621	0.013264581312614748	0.5935730788610821	1621	9	8
GSM7980874_ATC-3	ATC	all_spots	raw	knn_1_6	-0.01999085713057775	0.4212097210217144	1621	-0.02953462599132344	0.23465436773698248	1621	9	8
GSM7980874_ATC-3	ATC	all_spots	raw	knn_7_18	0.04592677107338102	0.06451033337690282	1621	0.03421975327783458	0.16848626780420448	1621	9	8
GSM7980874_ATC-3	ATC	all_spots	raw	knn_19_36	0.028517749042439484	0.2511671269420783	1621	0.03604080255595171	0.14694315503991506	1621	9	8
GSM7980874_ATC-3	ATC	all_spots	full_spatial_detection_resid	same_spot	-0.025962976176077804	0.29617003740934	1621	-0.025962976176077804	0.29617003740934	1621	9	8
GSM7980874_ATC-3	ATC	all_spots	full_spatial_detection_resid	knn_1_6	0.053490109053837595	0.031280958764803066	1621	0.012819085101953833	0.6060356642038137	1621	9	8
GSM7980874_ATC-3	ATC	all_spots	full_spatial_detection_resid	knn_7_18	0.017573222983258197	0.479544318392957	1621	0.01603707864848824	0.5187829630389661	1621	9	8
GSM7980874_ATC-3	ATC	all_spots	full_spatial_detection_resid	knn_19_36	-0.006863796197761395	0.782442230187682	1621	0.002354917956558265	0.924521455435405	1621	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	raw	same_spot	0.02226063712000776	0.5267072273240678	811	0.022260637120007757	0.5267072273240679	811	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	raw	knn_1_6	0.0005539393418044941	0.9874332087134912	811	-0.06298051110517518	0.07304069602856995	811	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	raw	knn_7_18	0.0753871863405645	0.031823154338594443	811	0.023473916057045862	0.5044192664254928	811	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	raw	knn_19_36	-0.019979713957917478	0.5699245370041122	811	0.026890875071156176	0.44441618259439686	811	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	full_spatial_detection_resid	same_spot	-0.025226435184341558	0.4731235661374804	811	-0.025226435184341558	0.4731235661374804	811	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.03958618619956262	0.2601484027062779	811	0.0817809129216927	0.01984464317452341	811	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.011617849893286774	0.7411319765669565	811	0.05466511259274557	0.11982262697526756	811	9	8
GSM7980874_ATC-3	ATC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.0031711611753280186	0.9281525540606494	811	0.027019086898333464	0.4422467852336715	811	9	8
GSM7980875_ATC-4	ATC	all_spots	raw	same_spot	0.1864653430989433	1.1588088399303846e-21	2586	0.18646534309894328	1.158808839930398e-21	2586	9	8
GSM7980875_ATC-4	ATC	all_spots	raw	knn_1_6	0.16743154853767137	1.0276664111401864e-17	2586	0.24451556541171204	1.631722146316392e-36	2586	9	8
GSM7980875_ATC-4	ATC	all_spots	raw	knn_7_18	0.1538325691651582	3.66494067134804e-15	2586	0.23749423437690284	1.7428242078315093e-34	2586	9	8
GSM7980875_ATC-4	ATC	all_spots	raw	knn_19_36	0.12997510196211137	3.254863623844398e-11	2586	0.22065681753352098	6.938291296082372e-30	2586	9	8
GSM7980875_ATC-4	ATC	all_spots	full_spatial_detection_resid	same_spot	0.058331747443495646	0.0030030926788953876	2586	0.058331747443495646	0.0030030926788953876	2586	9	8
GSM7980875_ATC-4	ATC	all_spots	full_spatial_detection_resid	knn_1_6	0.08623886609792838	1.1254827427353868e-05	2586	0.06398635425633474	0.001131355205323847	2586	9	8
GSM7980875_ATC-4	ATC	all_spots	full_spatial_detection_resid	knn_7_18	0.09278048156842583	2.289222800289465e-06	2586	0.0665964793282033	0.0007021515202567767	2586	9	8
GSM7980875_ATC-4	ATC	all_spots	full_spatial_detection_resid	knn_19_36	0.07293251984219327	0.00020565361291770357	2586	0.06338204041173148	0.0012604571243169794	2586	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	raw	same_spot	0.017389845110459944	0.5321339149466293	1293	0.017389845110459944	0.5321339149466293	1293	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	raw	knn_1_6	0.023929113616478766	0.38993162928325076	1293	0.07379758286248929	0.00793812787452975	1293	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	raw	knn_7_18	-0.008582547257301978	0.7578380252257928	1293	0.047967817397023466	0.08467789713197478	1293	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	raw	knn_19_36	-0.020047470550765285	0.47137212108844073	1293	0.10198967117251191	0.00023933358416836062	1293	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	full_spatial_detection_resid	same_spot	0.04750392999125989	0.0877341923319715	1293	0.04750392999125989	0.0877341923319715	1293	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.11865616487010429	1.888611173328615e-05	1293	0.10608008181474018	0.00013261104726783126	1293	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.09855308175253358	0.00038667144958392114	1293	0.09685713277301346	0.00048728014125833785	1293	9	8
GSM7980875_ATC-4	ATC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.07570418123580568	0.006459999419175519	1293	0.10786396716245845	0.00010182665329535919	1293	9	8
