sample_id	stage	mapk_gene	panel_gene	rho	p	n
GSM7980864_PTC-1	PTC	ETV4	TSHR	0.11783706200430105	7.116235690409605e-05	1131
GSM7980864_PTC-1	PTC	ETV5	DIO1	0.2479802353716377	2.6065736393887284e-17	1131
GSM7980864_PTC-1	PTC	ETV5	FOXE1	0.19845330361444924	1.6533854911096837e-11	1131
GSM7980864_PTC-1	PTC	ETV5	NKX2-1	0.08627268906493096	0.003689145910779261	1131
GSM7980864_PTC-1	PTC	ETV5	PAX8	-0.034149723421778036	0.2511619481533576	1131
GSM7980864_PTC-1	PTC	ETV5	SLC5A5	0.32735114713460417	1.1732655028070682e-29	1131
GSM7980864_PTC-1	PTC	ETV5	TG	-0.03805968323210781	0.2008941441041172	1131
GSM7980864_PTC-1	PTC	ETV5	TPO	0.07758782019002357	0.00904481917122399	1131
GSM7980864_PTC-1	PTC	ETV5	TSHR	0.06984253509203611	0.018818843266815106	1131
GSM7980864_PTC-1	PTC	PHLDA1	DIO1	0.032038838816886045	0.2816759554572293	1131
GSM7980864_PTC-1	PTC	PHLDA1	FOXE1	-0.048401018805195685	0.10375908158273793	1131
GSM7980864_PTC-1	PTC	PHLDA1	NKX2-1	0.02436866932651343	0.4129335816488773	1131
GSM7980864_PTC-1	PTC	PHLDA1	PAX8	-0.003038781335529956	0.9186911991478555	1131
GSM7980864_PTC-1	PTC	PHLDA1	SLC5A5	-0.0011237978371582212	0.9698854731984338	1131
GSM7980864_PTC-1	PTC	PHLDA1	TG	-0.03019639131548779	0.3102853600472717	1131
GSM7980864_PTC-1	PTC	PHLDA1	TPO	0.012718774414542434	0.6691746324934038	1131
GSM7980864_PTC-1	PTC	PHLDA1	TSHR	-0.039549852136883924	0.18380694205208703	1131
GSM7980864_PTC-1	PTC	CCND1	DIO1	-0.1260657130512456	2.1194667992492986e-05	1131
GSM7980864_PTC-1	PTC	CCND1	FOXE1	-0.004864565049859063	0.8701900730354752	1131
GSM7980864_PTC-1	PTC	CCND1	NKX2-1	0.021527920801474244	0.46951118609966885	1131
GSM7980864_PTC-1	PTC	CCND1	PAX8	-0.09391824027754288	0.001566888511619404	1131
GSM7980864_PTC-1	PTC	CCND1	SLC5A5	-0.056664606572466365	0.056770486462974924	1131
GSM7980864_PTC-1	PTC	CCND1	TG	-0.15046102453010649	3.706882562807195e-07	1131
GSM7980864_PTC-1	PTC	CCND1	TPO	-0.2001922763803136	1.0908219063206632e-11	1131
GSM7980864_PTC-1	PTC	CCND1	TSHR	-0.0557776186510992	0.060764365590869875	1131
GSM7980865_PTC-2	PTC	DUSP4	DIO1	0.4718115990761516	2.308705510500404e-137	2474
GSM7980865_PTC-2	PTC	DUSP4	FOXE1	0.07434473069048717	0.00021465824488009803	2474
GSM7980865_PTC-2	PTC	DUSP4	NKX2-1	-0.02385033559027487	0.23567418016388733	2474
GSM7980865_PTC-2	PTC	DUSP4	PAX8	0.021403364365326066	0.2872504801661692	2474
GSM7980865_PTC-2	PTC	DUSP4	SLC5A5	-0.009169330030838035	0.6484940070085063	2474
GSM7980865_PTC-2	PTC	DUSP4	TG	-0.10083605806431563	5.013478509404884e-07	2474
GSM7980865_PTC-2	PTC	DUSP4	TPO	0.015394115440906964	0.4440624263124771	2474
GSM7980865_PTC-2	PTC	DUSP4	TSHR	-0.0517924389610483	0.009979231975787971	2474
GSM7980865_PTC-2	PTC	DUSP5	DIO1	0.02412979420285815	0.23022957381875533	2474
GSM7980865_PTC-2	PTC	DUSP5	FOXE1	-0.007618446191752532	0.7048732759006389	2474
GSM7980865_PTC-2	PTC	DUSP5	NKX2-1	0.015135617630899741	0.4517516472205568	2474
GSM7980865_PTC-2	PTC	DUSP5	PAX8	-0.012322129536709896	0.540135656058657	2474
GSM7980865_PTC-2	PTC	DUSP5	SLC5A5	0.02527197250552903	0.20890715173965604	2474
GSM7980865_PTC-2	PTC	DUSP5	TG	-0.01775262336182685	0.37743798309142235	2474
GSM7980865_PTC-2	PTC	DUSP5	TPO	-0.023464985697471644	0.24333023532036613	2474
GSM7980865_PTC-2	PTC	DUSP5	TSHR	-0.011197490948345856	0.57773817616331	2474
GSM7980865_PTC-2	PTC	DUSP6	DIO1	0.022298030061971164	0.26757421131012776	2474
GSM7980865_PTC-2	PTC	DUSP6	FOXE1	-0.0026065146313088436	0.8968979623835035	2474
GSM7980865_PTC-2	PTC	DUSP6	NKX2-1	0.025236945379863183	0.20953903374892868	2474
GSM7980865_PTC-2	PTC	DUSP6	PAX8	0.024417351055196615	0.22472112074988984	2474
GSM7980865_PTC-2	PTC	DUSP6	SLC5A5	-0.030282249390896014	0.13211785038677057	2474
GSM7980865_PTC-2	PTC	DUSP6	TG	-0.034726267619146926	0.08418403108019028	2474
GSM7980865_PTC-2	PTC	DUSP6	TPO	-0.0032128040627661916	0.8730997995178642	2474
GSM7980865_PTC-2	PTC	DUSP6	TSHR	-0.012808703860342888	0.5242548809650238	2474
GSM7980865_PTC-2	PTC	SPRY2	DIO1	0.4283932935614982	5.4565434370289865e-111	2474
GSM7980865_PTC-2	PTC	SPRY2	FOXE1	0.053012887832673126	0.008355730932468641	2474
GSM7980865_PTC-2	PTC	SPRY2	NKX2-1	-0.01695119480190323	0.39935409151385587	2474
GSM7980865_PTC-2	PTC	SPRY2	PAX8	0.004478908653030397	0.8237951507723186	2474
GSM7980865_PTC-2	PTC	SPRY2	SLC5A5	-0.23113461507848615	2.328533449293234e-31	2474
GSM7980865_PTC-2	PTC	SPRY2	TG	-0.08152119993502151	4.91741512413901e-05	2474
GSM7980865_PTC-2	PTC	SPRY2	TPO	0.04452887738369323	0.026772740926926733	2474
GSM7980865_PTC-2	PTC	SPRY2	TSHR	-0.06854954584448969	0.0006451212680151691	2474
GSM7980865_PTC-2	PTC	SPRY4	DIO1	0.3685289370962253	1.9256823470534092e-80	2474
GSM7980865_PTC-2	PTC	SPRY4	FOXE1	0.028071257971977168	0.162770296802339	2474
GSM7980865_PTC-2	PTC	SPRY4	NKX2-1	-0.0603494231168113	0.002673679768057074	2474
GSM7980865_PTC-2	PTC	SPRY4	PAX8	-0.009092525529361057	0.6512424523640378	2474
GSM7980865_PTC-2	PTC	SPRY4	SLC5A5	-0.3162629769631369	1.3621244074388378e-58	2474
GSM7980865_PTC-2	PTC	SPRY4	TG	-0.0699176522775809	0.0005011174207340815	2474
GSM7980865_PTC-2	PTC	SPRY4	TPO	-0.004148881807056545	0.8365884785706597	2474
GSM7980865_PTC-2	PTC	SPRY4	TSHR	-0.07029780595176442	0.0004667834818582064	2474
GSM7980865_PTC-2	PTC	ETV4	DIO1	0.014152094773179203	0.4816849821851986	2474
GSM7980865_PTC-2	PTC	ETV4	FOXE1	-0.007962502907246477	0.6922115525688655	2474
GSM7980865_PTC-2	PTC	ETV4	NKX2-1	-0.009991865207616501	0.6193654848348175	2474
GSM7980865_PTC-2	PTC	ETV4	PAX8	0.020154838320345113	0.3163034526462847	2474
GSM7980865_PTC-2	PTC	ETV4	SLC5A5	-0.05084103328316906	0.011433716256900695	2474
GSM7980865_PTC-2	PTC	ETV4	TG	0.07125968410624262	0.00038945697218197977	2474
GSM7980865_PTC-2	PTC	ETV4	TPO	0.04683515050911224	0.019824674530064115	2474
GSM7980865_PTC-2	PTC	ETV4	TSHR	0.005178641263124907	0.7968285924878554	2474
GSM7980865_PTC-2	PTC	ETV5	DIO1	-0.0061110498763783175	0.7612736442492399	2474
GSM7980865_PTC-2	PTC	ETV5	FOXE1	0.011251500874197214	0.5759045331946739	2474
GSM7980865_PTC-2	PTC	ETV5	NKX2-1	-0.01355176867024302	0.5004727783423195	2474
GSM7980865_PTC-2	PTC	ETV5	PAX8	0.022820445376836942	0.25652301655687726	2474
GSM7980865_PTC-2	PTC	ETV5	SLC5A5	0.010832673924909194	0.5901950901478912	2474
GSM7980865_PTC-2	PTC	ETV5	TG	0.052774359446639954	0.008653100702151065	2474
GSM7980865_PTC-2	PTC	ETV5	TPO	0.01940855053940238	0.33455927113065975	2474
GSM7980865_PTC-2	PTC	ETV5	TSHR	0.02244556320581924	0.2644206633745094	2474
GSM7980865_PTC-2	PTC	PHLDA1	DIO1	-0.1174466422017647	4.655196526680766e-09	2474
GSM7980865_PTC-2	PTC	PHLDA1	FOXE1	-0.02323660329084799	0.24794927899499666	2474
GSM7980865_PTC-2	PTC	PHLDA1	NKX2-1	-0.017586358630436612	0.3819227368826645	2474
GSM7980865_PTC-2	PTC	PHLDA1	PAX8	-0.020244094885749412	0.3141646353411187	2474
GSM7980865_PTC-2	PTC	PHLDA1	SLC5A5	0.06030075363892064	0.00269507240545126	2474
GSM7980865_PTC-2	PTC	PHLDA1	TG	-0.06911408167420309	0.0005815764088758836	2474
GSM7980865_PTC-2	PTC	PHLDA1	TPO	-0.08710695823063802	1.4332802556335636e-05	2474
GSM7980865_PTC-2	PTC	PHLDA1	TSHR	-0.03902333754560275	0.05228829589941964	2474
GSM7980865_PTC-2	PTC	CCND1	DIO1	0.10495175008486597	1.676447459590897e-07	2474
GSM7980865_PTC-2	PTC	CCND1	FOXE1	0.026320478606048775	0.19062656445596393	2474
GSM7980865_PTC-2	PTC	CCND1	NKX2-1	-0.030794764391713296	0.12569533398347044	2474
GSM7980865_PTC-2	PTC	CCND1	PAX8	0.04334206247739668	0.031104891457152787	2474
GSM7980865_PTC-2	PTC	CCND1	SLC5A5	-0.006574660036039703	0.7437757514399141	2474
GSM7980865_PTC-2	PTC	CCND1	TG	-0.1143506960001806	1.1732463638446211e-08	2474
GSM7980865_PTC-2	PTC	CCND1	TPO	-0.04071450185310434	0.04287477642574183	2474
GSM7980865_PTC-2	PTC	CCND1	TSHR	-0.07569424025575032	0.00016424162754396718	2474
GSM7980866_PTC-3	PTC	DUSP4	DIO1	-0.1305686267588358	4.73466222938714e-10	2258
GSM7980866_PTC-3	PTC	DUSP4	FOXE1	0.1348877898727521	1.2303815204850886e-10	2258
GSM7980866_PTC-3	PTC	DUSP4	NKX2-1	0.04926781565742574	0.019219082452883948	2258
GSM7980866_PTC-3	PTC	DUSP4	PAX8	0.008775470585897786	0.6768440168405384	2258
GSM7980866_PTC-3	PTC	DUSP4	SLC5A5	0.027777097173009586	0.18701958474049066	2258
GSM7980866_PTC-3	PTC	DUSP4	TG	0.01227928178245945	0.5597647780479524	2258
GSM7980866_PTC-3	PTC	DUSP4	TPO	-0.1013539062576559	1.3934310404366557e-06	2258
GSM7980866_PTC-3	PTC	DUSP4	TSHR	-0.008474922191239891	0.6873167329912129	2258
GSM7980866_PTC-3	PTC	DUSP5	DIO1	-0.09799383274256379	3.0836948222875214e-06	2258
GSM7980866_PTC-3	PTC	DUSP5	FOXE1	0.04619983507268734	0.02814211173034458	2258
GSM7980866_PTC-3	PTC	DUSP5	NKX2-1	-0.01910462700481559	0.3641943766180918	2258
GSM7980866_PTC-3	PTC	DUSP5	PAX8	0.00566482597139681	0.7879014645171675	2258
GSM7980866_PTC-3	PTC	DUSP5	SLC5A5	0.0755427196493002	0.00032712192711730533	2258
GSM7980866_PTC-3	PTC	DUSP5	TG	-0.010678134548564922	0.6120555054744058	2258
GSM7980866_PTC-3	PTC	DUSP5	TPO	-0.051393259006893975	0.014590451372530957	2258
GSM7980866_PTC-3	PTC	DUSP5	TSHR	0.0030173004370972123	0.8860546174030147	2258
GSM7980866_PTC-3	PTC	DUSP6	DIO1	-0.04814671094042421	0.022142441622810267	2258
GSM7980866_PTC-3	PTC	DUSP6	FOXE1	0.010217337802494427	0.6274950840714735	2258
GSM7980866_PTC-3	PTC	DUSP6	NKX2-1	0.03324988706282218	0.11421136476938858	2258
GSM7980866_PTC-3	PTC	DUSP6	PAX8	-0.004988495145771051	0.81272225952611	2258
GSM7980866_PTC-3	PTC	DUSP6	SLC5A5	-0.007372143900939058	0.7262460970519377	2258
GSM7980866_PTC-3	PTC	DUSP6	TG	0.004209086248091071	0.8415593752497158	2258
GSM7980866_PTC-3	PTC	DUSP6	TPO	-0.07774768626530669	0.00021730513489725512	2258
GSM7980866_PTC-3	PTC	DUSP6	TSHR	0.04585914615407066	0.029324698455619025	2258
GSM7980866_PTC-3	PTC	SPRY2	DIO1	0.4729515765935798	3.263768601173359e-126	2258
GSM7980866_PTC-3	PTC	SPRY2	FOXE1	0.06635714393071611	0.0016054319371556329	2258
GSM7980866_PTC-3	PTC	SPRY2	NKX2-1	-0.005259627655551229	0.8027478065272392	2258
GSM7980866_PTC-3	PTC	SPRY2	PAX8	0.037900259010561446	0.07176437267545957	2258
GSM7980866_PTC-3	PTC	SPRY2	SLC5A5	-0.2353010668990098	8.858903575427566e-30	2258
GSM7980866_PTC-3	PTC	SPRY2	TG	-0.0010869081384562622	0.9588318248130707	2258
GSM7980866_PTC-3	PTC	SPRY2	TPO	0.3264853359721387	3.11607272709468e-57	2258
GSM7980866_PTC-3	PTC	SPRY2	TSHR	0.014777012595956226	0.48278534119629596	2258
GSM7980866_PTC-3	PTC	SPRY4	DIO1	0.038901240265005035	0.06457321974871497	2258
GSM7980866_PTC-3	PTC	SPRY4	FOXE1	0.03488135701763296	0.09750060858189308	2258
GSM7980866_PTC-3	PTC	SPRY4	NKX2-1	0.023793694792893633	0.25840348300724875	2258
GSM7980866_PTC-3	PTC	SPRY4	PAX8	-0.009784510173001078	0.642147662562066	2258
GSM7980866_PTC-3	PTC	SPRY4	SLC5A5	0.17748863401025117	1.9479779023964472e-17	2258
GSM7980866_PTC-3	PTC	SPRY4	TG	-0.07626778717912594	0.00028628750432096913	2258
GSM7980866_PTC-3	PTC	SPRY4	TPO	0.021185132980383263	0.3143003823615587	2258
GSM7980866_PTC-3	PTC	SPRY4	TSHR	-0.008836264040049228	0.6747331387719636	2258
GSM7980866_PTC-3	PTC	ETV4	DIO1	-0.03541909306870198	0.09244185242827697	2258
GSM7980866_PTC-3	PTC	ETV4	FOXE1	0.07626112662477391	0.0002866398666459594	2258
GSM7980866_PTC-3	PTC	ETV4	NKX2-1	-0.015153145253256216	0.47171213640717846	2258
GSM7980866_PTC-3	PTC	ETV4	PAX8	0.011481364048530803	0.5855526222880264	2258
GSM7980866_PTC-3	PTC	ETV4	SLC5A5	0.01720009308369657	0.41396897063919097	2258
GSM7980866_PTC-3	PTC	ETV4	TG	-0.006954280108421881	0.7411903710299421	2258
GSM7980866_PTC-3	PTC	ETV4	TPO	-0.06141020845518716	0.003508685162775673	2258
GSM7980866_PTC-3	PTC	ETV4	TSHR	0.001344402668089032	0.9490908263270511	2258
GSM7980866_PTC-3	PTC	ETV5	DIO1	-0.1395403403116644	2.7444265979576515e-11	2258
GSM7980866_PTC-3	PTC	ETV5	FOXE1	0.06906227856962954	0.001024051313437335	2258
GSM7980866_PTC-3	PTC	ETV5	NKX2-1	0.0365076486259616	0.08284656029117497	2258
GSM7980866_PTC-3	PTC	ETV5	PAX8	-0.00782482811265559	0.7101733770138489	2258
GSM7980866_PTC-3	PTC	ETV5	SLC5A5	0.0590472251382951	0.00500477800497824	2258
GSM7980866_PTC-3	PTC	ETV5	TG	-0.018048102564181625	0.39132762099174245	2258
GSM7980866_PTC-3	PTC	ETV5	TPO	-0.11847065746121979	1.639230879898065e-08	2258
GSM7980866_PTC-3	PTC	ETV5	TSHR	0.008415451466896387	0.689396215163053	2258
GSM7980866_PTC-3	PTC	PHLDA1	DIO1	0.07354435217201868	0.00046961768431211004	2258
GSM7980866_PTC-3	PTC	PHLDA1	FOXE1	-0.018165430470124196	0.3882552917348133	2258
GSM7980866_PTC-3	PTC	PHLDA1	NKX2-1	-0.014611892346102091	0.48769062822281833	2258
GSM7980866_PTC-3	PTC	PHLDA1	PAX8	-0.025239754302073033	0.23057459242680714	2258
GSM7980866_PTC-3	PTC	PHLDA1	SLC5A5	-0.12943442295160865	6.696528472500182e-10	2258
GSM7980866_PTC-3	PTC	PHLDA1	TG	-0.011189616132807835	0.5951173296841704	2258
GSM7980866_PTC-3	PTC	PHLDA1	TPO	0.0787977169260325	0.00017818041906391189	2258
GSM7980866_PTC-3	PTC	PHLDA1	TSHR	-0.04147159509476522	0.04879013598775946	2258
GSM7980866_PTC-3	PTC	CCND1	DIO1	-0.07300660778222746	0.0005168444029623961	2258
GSM7980866_PTC-3	PTC	CCND1	FOXE1	0.05131137588197499	0.014748701278689855	2258
GSM7980866_PTC-3	PTC	CCND1	NKX2-1	-0.022797133061212584	0.278886303629235	2258
GSM7980866_PTC-3	PTC	CCND1	PAX8	-0.0530848240478725	0.011639515117376976	2258
GSM7980866_PTC-3	PTC	CCND1	SLC5A5	0.0026267376210414323	0.9007218565651646	2258
GSM7980866_PTC-3	PTC	CCND1	TG	-0.07426742049319854	0.0004124379399865364	2258
GSM7980866_PTC-3	PTC	CCND1	TPO	-0.09554899861330125	5.409843945752382e-06	2258
GSM7980866_PTC-3	PTC	CCND1	TSHR	-0.01780657251818824	0.3976985488506557	2258
GSM7980867_PTC-4	PTC	DUSP4	DIO1	-0.02013136825804219	0.33994782319679584	2249
GSM7980867_PTC-4	PTC	DUSP4	FOXE1	0.1645581940464379	4.0555338271733054e-15	2249
GSM7980867_PTC-4	PTC	DUSP4	NKX2-1	-0.06958354391855719	0.000959734195180233	2249
GSM7980867_PTC-4	PTC	DUSP4	PAX8	0.002221287225586487	0.9161512096970429	2249
GSM7980867_PTC-4	PTC	DUSP4	SLC5A5	-0.23317494054296964	3.781308055251013e-29	2249
GSM7980867_PTC-4	PTC	DUSP4	TG	0.10721509652108463	3.461780361998048e-07	2249
GSM7980867_PTC-4	PTC	DUSP4	TPO	-0.1150413496020638	4.4796704572941515e-08	2249
GSM7980867_PTC-4	PTC	DUSP4	TSHR	0.01092212645451491	0.6046715864906931	2249
GSM7980867_PTC-4	PTC	DUSP5	DIO1	-0.030747706506701014	0.1449228057072718	2249
GSM7980867_PTC-4	PTC	DUSP5	FOXE1	0.01365053349135796	0.5176138217535626	2249
GSM7980867_PTC-4	PTC	DUSP5	NKX2-1	0.04159714690646746	0.048558897118765224	2249
GSM7980867_PTC-4	PTC	DUSP5	PAX8	0.02405700490583135	0.25411923549060905	2249
GSM7980867_PTC-4	PTC	DUSP5	SLC5A5	-0.011227139305883675	0.5946204562206394	2249
GSM7980867_PTC-4	PTC	DUSP5	TG	0.03014759584726466	0.15293577482762394	2249
GSM7980867_PTC-4	PTC	DUSP5	TPO	-0.015295460167613706	0.468448792135918	2249
GSM7980867_PTC-4	PTC	DUSP5	TSHR	0.0034647269090730716	0.8695587067789163	2249
GSM7980867_PTC-4	PTC	DUSP6	DIO1	-0.011297076280640347	0.5923266088196757	2249
GSM7980867_PTC-4	PTC	DUSP6	FOXE1	-0.0347164591934098	0.09977176732157238	2249
GSM7980867_PTC-4	PTC	DUSP6	NKX2-1	0.03211810494924065	0.12783304442401744	2249
GSM7980867_PTC-4	PTC	DUSP6	PAX8	0.01442321696159147	0.4941921027735344	2249
GSM7980867_PTC-4	PTC	DUSP6	SLC5A5	-0.06379627692708556	0.002471147832848143	2249
GSM7980867_PTC-4	PTC	DUSP6	TG	-0.029435887941760854	0.16287031419044634	2249
GSM7980867_PTC-4	PTC	DUSP6	TPO	-0.02214588901248848	0.29381782399939965	2249
GSM7980867_PTC-4	PTC	DUSP6	TSHR	0.049815383349499746	0.01814825258465964	2249
GSM7980867_PTC-4	PTC	SPRY2	DIO1	0.007188265036206945	0.7333230743507744	2249
GSM7980867_PTC-4	PTC	SPRY2	FOXE1	0.15490039965040478	1.5076907167082166e-13	2249
GSM7980867_PTC-4	PTC	SPRY2	NKX2-1	-0.08752203562727495	3.234684746475154e-05	2249
GSM7980867_PTC-4	PTC	SPRY2	PAX8	-5.0088954785229434e-05	0.9981057607122339	2249
GSM7980867_PTC-4	PTC	SPRY2	SLC5A5	-0.20863389290719428	1.540970926184431e-23	2249
GSM7980867_PTC-4	PTC	SPRY2	TG	0.06923300879209793	0.0010183864747172796	2249
GSM7980867_PTC-4	PTC	SPRY2	TPO	-0.015876839950482804	0.4517106900804221	2249
GSM7980867_PTC-4	PTC	SPRY2	TSHR	0.018492456644761582	0.38072204002815474	2249
GSM7980867_PTC-4	PTC	SPRY4	DIO1	-0.28579281051232996	1.5596009632427399e-43	2249
GSM7980867_PTC-4	PTC	SPRY4	FOXE1	0.10906800702777088	2.1601620757495803e-07	2249
GSM7980867_PTC-4	PTC	SPRY4	NKX2-1	-0.05463288336400467	0.009559068420249235	2249
GSM7980867_PTC-4	PTC	SPRY4	PAX8	0.023284110454784967	0.269700464106933	2249
GSM7980867_PTC-4	PTC	SPRY4	SLC5A5	-0.23659263138961986	5.524509712114138e-30	2249
GSM7980867_PTC-4	PTC	SPRY4	TG	0.13532783306354162	1.1649485726638502e-10	2249
GSM7980867_PTC-4	PTC	SPRY4	TPO	0.13389234493042115	1.8313893335464792e-10	2249
GSM7980867_PTC-4	PTC	SPRY4	TSHR	-0.027612253132669483	0.19053616169778942	2249
GSM7980867_PTC-4	PTC	ETV4	DIO1	-0.027263205420941006	0.19620432678544872	2249
GSM7980867_PTC-4	PTC	ETV4	FOXE1	0.06448772540003281	0.0022153924982986043	2249
GSM7980867_PTC-4	PTC	ETV4	NKX2-1	-0.035605493307424886	0.09138474118668792	2249
GSM7980867_PTC-4	PTC	ETV4	PAX8	0.0015243511416962964	0.9424028703879643	2249
GSM7980867_PTC-4	PTC	ETV4	SLC5A5	-0.09149593835562608	1.3878515316892288e-05	2249
GSM7980867_PTC-4	PTC	ETV4	TG	0.02374298528356085	0.2603725376259769	2249
GSM7980867_PTC-4	PTC	ETV4	TPO	-0.05314458673342099	0.011712530546667913	2249
GSM7980867_PTC-4	PTC	ETV4	TSHR	-0.04266764667254248	0.043047294245792005	2249
GSM7980867_PTC-4	PTC	ETV5	DIO1	-0.020498609900169155	0.33120977480973235	2249
GSM7980867_PTC-4	PTC	ETV5	FOXE1	0.0392041286835272	0.06304375211638848	2249
GSM7980867_PTC-4	PTC	ETV5	NKX2-1	0.003959678401946931	0.8511285801741182	2249
GSM7980867_PTC-4	PTC	ETV5	PAX8	0.016574689581292754	0.43207326572814253	2249
GSM7980867_PTC-4	PTC	ETV5	SLC5A5	-0.05860730932477173	0.0054322815497255175	2249
GSM7980867_PTC-4	PTC	ETV5	TG	0.06456881165584599	0.0021870444346931248	2249
GSM7980867_PTC-4	PTC	ETV5	TPO	-0.055766028607943316	0.008163894452770853	2249
GSM7980867_PTC-4	PTC	ETV5	TSHR	0.03619144715431717	0.08617348543747314	2249
GSM7980867_PTC-4	PTC	PHLDA1	DIO1	-0.009285260300215146	0.6598607973713208	2249
GSM7980867_PTC-4	PTC	PHLDA1	FOXE1	0.030664822694362118	0.1460099802109347	2249
GSM7980867_PTC-4	PTC	PHLDA1	NKX2-1	-0.015853121487499122	0.4523868709791075	2249
GSM7980867_PTC-4	PTC	PHLDA1	PAX8	-0.025277977242554615	0.23080091981187298	2249
GSM7980867_PTC-4	PTC	PHLDA1	SLC5A5	-0.013796425668558637	0.5131479710280675	2249
