n_spots	anti_pocket_n	anti_pocket_frac	anti_expected_frac	anti_enrichment_vs_independence	anti_fisher_or	anti_fisher_p	anti_knn6_cluster_ratio	concord_high_high_n	concord_high_high_frac	concord_expected_frac	concord_enrichment_vs_independence	concord_fisher_or	concord_fisher_p	low_low_n	sample_id	stage	subset	mode
3395	170	0.050073637702503684	0.06253682427376307	0.8007064363118254	0.6884203357185152	9.84164385227207e-05	2.79979815455594	262	0.07717231222385862	0.06253682427376307	1.2340299194923425	1.4895652249621991	8.712736006308965e-06	618	GSM7980860_N-1	PT	all_spots	raw
3395	229	0.0674521354933726	0.06253682427376307	1.0785986700906351	1.1473829344432882	0.13110414470578002	1.9098129326290498	240	0.07069219440353461	0.06253682427376307	1.130409086557871	1.2534478714196737	0.011871005762073401	282	GSM7980860_N-1	PT	all_spots	full_spatial_detection_resid
1698	71	0.04181389870435807	0.06264731874678309	0.6674491349480969	0.5206757317501357	2.997123112410046e-06	1.8774239640743007	131	0.07714958775029446	0.06264731874678309	1.2314906574394464	1.483745198759776	0.0018784537868309467	299	GSM7980860_N-1	PT	epithelial_top50	raw
1698	132	0.07773851590106007	0.06264731874678309	1.240891349480969	1.506831762746217	0.0012014281234141954	1.6972853535353534	106	0.0624263839811543	0.06264731874678309	0.9964733564013841	0.9937402344709663	1.0	130	GSM7980860_N-1	PT	epithelial_top50	full_spatial_detection_resid
3780	174	0.046031746031746035	0.0625	0.7365079365079366	0.6041575194174023	4.276966010243355e-08	1.8519619500594529	260	0.06878306878306878	0.0625	1.1005291005291005	1.1913261228621663	0.04149790676510571	618	GSM7980861_N-2	PT	all_spots	raw
3780	245	0.06481481481481481	0.0625	1.037037037037037	1.0675	0.4609457253340022	1.0810495626822156	225	0.05952380952380952	0.0625	0.9523809523809523	0.91796875	0.3401639339027184	276	GSM7980861_N-2	PT	all_spots	full_spatial_detection_resid
1890	109	0.05767195767195767	0.0626323451191176	0.920801505392685	0.8662676609105181	0.26996671088990354	0.9642290049400141	118	0.06243386243386243	0.0626323451191176	0.9968309874893287	0.9943741321166435	1.0	219	GSM7980861_N-2	PT	epithelial_top50	raw
1890	132	0.06984126984126984	0.0626323451191176	1.1150990707507746	1.2214549238482642	0.09812880276725613	1.306993006993007	102	0.05396825396825397	0.0626323451191176	0.8616674637619622	0.7751469402285656	0.04970346058930959	116	GSM7980861_N-2	PT	epithelial_top50	full_spatial_detection_resid
4538	235	0.05178492728074041	0.06255510248795684	0.8278289895010577	0.726179012345679	0.00010351657172051593	1.1093345405160706	337	0.0742617893345086	0.06255510248795684	1.1871419977100275	1.3785795943492818	3.218126846770894e-05	541	GSM7980862_N-3	PT	all_spots	raw
4538	314	0.06919347730277656	0.06255510248795684	1.1061204370354558	1.2028170393195665	0.01761670761208549	1.0355896790944865	266	0.05861613045394447	0.06255510248795684	0.937031962584176	0.892583171005918	0.16601996706515443	294	GSM7980862_N-3	PT	all_spots	full_spatial_detection_resid
2269	127	0.05597179374173645	0.06266538030258562	0.8931852559016069	0.822805312601231	0.09344732353380686	1.2291905511811023	167	0.07360070515645659	0.06266538030258562	1.1745034467367585	1.3501159818657844	0.006123312039753562	233	GSM7980862_N-3	PT	epithelial_top50	raw
2269	144	0.06346408109299251	0.06266538030258562	1.0127454870065464	1.0228729085083659	0.8667532407134391	0.8544258607198749	125	0.05509034817100044	0.06266538030258562	0.8791193463598492	0.8012779682953799	0.057221584467388314	141	GSM7980862_N-3	PT	epithelial_top50	full_spatial_detection_resid
3027	164	0.054179055170135444	0.06254130183267453	0.8662924112946709	0.7821094329857329	0.015338531063284908	2.0633179654967284	200	0.06607201850016518	0.06254130183267453	1.0564541601154525	1.104274308700431	0.3089494549007349	317	GSM7980863_N-4	PT	all_spots	raw
3027	216	0.07135777998017839	0.06254130183267453	1.1409704929246887	1.2760104004018027	0.010245903248042913	0.9948131001371742	170	0.056161215725140406	0.06254130183267453	0.8979860360981347	0.8303416732207483	0.06551292704097222	199	GSM7980863_N-4	PT	all_spots	full_spatial_detection_resid
1514	87	0.05746367239101717	0.06266523456109337	0.9169944514449219	0.8601637267780071	0.3045031726401146	1.5365124977193942	98	0.06472919418758256	0.06266523456109337	1.0329362786391074	1.0599156545636454	0.6813958831308775	119	GSM7980863_N-4	PT	epithelial_top50	raw
1514	100	0.06605019815059446	0.06266523456109337	1.054016610856232	1.099677547821842	0.4938061548098699	0.7775986394557822	97	0.06406869220607662	0.06266523456109337	1.0223961125305452	1.0404531965192898	0.7843109040414009	104	GSM7980863_N-4	PT	epithelial_top50	full_spatial_detection_resid
2262	116	0.05128205128205128	0.06261057052239709	0.8190637915319209	0.7137580246913581	0.00422836649517724	2.2693965517241375	138	0.0610079575596817	0.06261057052239709	0.9744034761328025	0.9552362651759979	0.6953284624752379	180	GSM7980864_PTC-1	PTC	all_spots	raw
2262	129	0.05702917771883289	0.06261057052239709	0.9108554233415327	0.8504574040812907	0.16161440606776623	1.8350459707950244	177	0.07824933687002653	0.06261057052239709	1.249778371561638	1.528796399706584	0.00010691391939614632	180	GSM7980864_PTC-1	PTC	all_spots	full_spatial_detection_resid
1131	59	0.052166224580017684	0.06261057052239709	0.833185581041092	0.7337372448979592	0.06822842493454728	1.9277793737431774	58	0.05128205128205128	0.06261057052239709	0.8190637915319209	0.7137580246913581	0.04741033236211341	92	GSM7980864_PTC-1	PTC	epithelial_top50	raw
1131	69	0.0610079575596817	0.06261057052239709	0.9744034761328025	0.9552362651759979	0.8123278633550328	1.4983970136144047	84	0.07427055702917772	0.06261057052239709	1.1862303187703682	1.3766319032347667	0.03947074768269953	77	GSM7980864_PTC-1	PTC	epithelial_top50	full_spatial_detection_resid
4947	189	0.03820497271073378	0.06252527039294917	0.6110325068668886	0.4580862857642329	4.518988351430766e-21	2.400492707371014	347	0.0701435213260562	0.06252527039294917	1.1218427507027002	1.2353743214240627	0.005006234022474751	598	GSM7980865_PTC-2	PTC	all_spots	raw
4947	320	0.06468566808166566	0.06252527039294917	1.0345523925788591	1.0628751238272829	0.4260396212076608	1.3285400390625	300	0.06064281382656155	0.06252527039294917	0.9698928680426803	0.9475277600917572	0.4951199973721281	326	GSM7980865_PTC-2	PTC	all_spots	full_spatial_detection_resid
2474	114	0.046079223928860144	0.0626010917748301	0.736077001573751	0.6034702480149005	8.40602466923994e-06	3.0344045955596957	170	0.068714632174616	0.0626010917748301	1.0976586865573479	1.1856091983670716	0.10810054377411063	253	GSM7980865_PTC-2	PTC	epithelial_top50	raw
2474	173	0.06992724333063864	0.0626010917748301	1.1170291339671834	1.225426813328239	0.053850138817966006	1.229793298446033	141	0.05699272433306386	0.0626010917748301	0.9104110282622709	0.8497619089301658	0.14793657076152122	143	GSM7980865_PTC-2	PTC	epithelial_top50	full_spatial_detection_resid
4516	196	0.043401240035429584	0.0625	0.6944198405668733	0.552544604239686	2.4335490796937065e-12	1.351884631403582	301	0.06665190434012401	0.0625	1.0664304694419842	1.1235078414898831	0.14205128419445695	488	GSM7980866_PTC-3	PTC	all_spots	raw
4516	256	0.0566873339238264	0.0625	0.9069973427812223	0.8444554662006039	0.03903924409120754	1.4700520833333333	300	0.06643046944198405	0.0625	1.0628875110717448	1.1166388501268114	0.16488525819067545	338	GSM7980866_PTC-3	PTC	all_spots	full_spatial_detection_resid
2258	132	0.05845881310894597	0.0626107664824841	0.9336862714386401	0.8870920427331737	0.31280938809229575	0.9109868213383838	142	0.06288751107174491	0.0626107664824841	1.0044200798809615	1.007885809455147	0.9552944325617954	157	GSM7980866_PTC-3	PTC	epithelial_top50	raw
2258	132	0.05845881310894597	0.0626107664824841	0.9336862714386401	0.8870920427331737	0.31280938809229575	1.664551282051282	133	0.05890168290522586	0.0626107664824841	0.9407596522828723	0.8986679098079561	0.36964105086871946	154	GSM7980866_PTC-3	PTC	epithelial_top50	full_spatial_detection_resid
4498	84	0.018674966651845263	0.06255559261455267	0.2985339259259259	0.1807616817126073	2.0184441629765663e-65	2.2311507936507935	355	0.0789239662072032	0.06255559261455267	1.2616612345679012	1.5585511890706696	9.61678270723212e-09	673	GSM7980867_PTC-4	PTC	all_spots	raw
4498	228	0.050689195197865716	0.06255559261455267	0.8103063703703703	0.7016178044242607	1.742948154559388e-05	1.615163640094388	332	0.07381058248110271	0.06255559261455267	1.1799198024691357	1.3621075965772387	6.970023643976718e-05	365	GSM7980867_PTC-4	PTC	all_spots	full_spatial_detection_resid
2249	98	0.04357492218763895	0.0626668519836196	0.6953424467376937	0.553395768296913	9.397992508977356e-07	0.9936671575846833	138	0.06136060471320587	0.0626668519836196	0.9791556903040994	0.9634214532871972	0.7788425597864734	218	GSM7980867_PTC-4	PTC	epithelial_top50	raw
2249	126	0.05602489995553579	0.0626668519836196	0.8940117172341777	0.8240813954097261	0.103164249491394	1.2637238095238097	154	0.06847487772343264	0.0626668519836196	1.0926809877306616	1.175614684273767	0.1444086072189672	153	GSM7980867_PTC-4	PTC	epithelial_top50	full_spatial_detection_resid
1520	74	0.04868421052631579	0.0625	0.7789473684210526	0.6591054722542612	0.004033525594612958	1.9892865838811786	112	0.07368421052631578	0.0625	1.1789473684210525	1.3597683225662731	0.023866704727114246	162	GSM7980868_LPTC-1	LPTC	all_spots	raw
1520	99	0.06513157894736842	0.0625	1.0421052631578946	1.07700003799344	0.5847910828396174	1.292385130768969	95	0.0625	0.0625	1.0	1.0	1.0	99	GSM7980868_LPTC-1	LPTC	all_spots	full_spatial_detection_resid
760	49	0.06447368421052632	0.0625	1.0315789473684212	1.0573411800211256	0.7723018057005626	3.5544217687074826	47	0.06184210526315789	0.0625	0.9894736842105263	0.9814171842143871	1.0	66	GSM7980868_LPTC-1	LPTC	epithelial_top50	raw
760	54	0.07105263157894737	0.0625	1.1368421052631579	1.2670847750865053	0.21001009377270027	1.7505715592135347	43	0.056578947368421055	0.0625	0.9052631578947369	0.8417326114119117	0.4390897638325323	45	GSM7980868_LPTC-1	LPTC	epithelial_top50	full_spatial_detection_resid
4071	71	0.017440432326209777	0.06253070875767458	0.2789098776058453	0.16673115457137472	3.3304484448450837e-63	3.903292997421147	617	0.15155981331368215	0.06253070875767458	2.4237661194761486	10.175832239849255	2.5207849429581847e-184	385	GSM7980869_LPTC-2	LPTC	all_spots	raw
4071	247	0.06067305330385655	0.06253070875767458	0.9702921094175182	0.9482084849463613	0.5585378768477101	1.367921126391188	279	0.06853352984524687	0.06253070875767458	1.0959979697469133	1.1821665894554503	0.044823902530540055	303	GSM7980869_LPTC-2	LPTC	all_spots	full_spatial_detection_resid
2036	37	0.018172888015717092	0.0625	0.2907662082514735	0.17521455759839127	3.766868835307579e-31	2.088988988988989	215	0.1055992141453831	0.0625	1.6895874263261297	3.06695127030404	1.885399909150504e-23	284	GSM7980869_LPTC-2	LPTC	epithelial_top50	raw
2036	126	0.0618860510805501	0.0625	0.9901768172888016	0.9826503691483343	0.9060095593466462	1.3118108892302438	123	0.06041257367387033	0.0625	0.9666011787819253	0.9419246154259174	0.6366908808836242	124	GSM7980869_LPTC-2	LPTC	epithelial_top50	full_spatial_detection_resid
3336	55	0.016486810551558755	0.0625	0.2637889688249401	0.15616116907064617	1.870585409254706e-54	2.757024793388429	423	0.12679856115107913	0.0625	2.028776978417266	5.236134050828494	2.3304912212300344e-80	431	GSM7980870_LPTC-3	LPTC	all_spots	raw
3336	219	0.06564748201438848	0.0625	1.0503597122302157	1.0926115407495538	0.33259674147706175	1.4375013031421366	226	0.06774580335731414	0.0625	1.0839328537170263	1.1579271987534625	0.10638327820796742	205	GSM7980870_LPTC-3	LPTC	all_spots	full_spatial_detection_resid
1668	33	0.019784172661870502	0.0625	0.31654676258992803	0.19403076171875	8.266142319062714e-24	3.043597262952102	157	0.09412470023980815	0.0625	1.5059952038369304	2.3015828402366862	2.8547056184613427e-11	241	GSM7980870_LPTC-3	LPTC	epithelial_top50	raw
1668	110	0.06594724220623502	0.0625	1.0551558752997603	1.1017623529162113	0.47269349275886313	1.6369307756463716	104	0.06235011990407674	0.0625	0.9976019184652278	0.995743551531607	1.0	93	GSM7980870_LPTC-3	LPTC	epithelial_top50	full_spatial_detection_resid
4707	100	0.021244954323348206	0.0625265590138297	0.33977488380016596	0.21147846118167576	1.1112659627802023e-59	2.3535	393	0.08349267049075844	0.0625265590138297	1.3353152933346522	1.7557430497709288	6.825734844037544e-14	734	GSM7980871_LPTC-4	LPTC	all_spots	raw
4707	304	0.06458466114297855	0.0625265590138297	1.0329156467525047	1.059831078465719	0.4603322420137798	1.3157624220914126	292	0.06203526662417676	0.0625265590138297	0.9921426606964846	0.9861023333014141	0.8765051308532954	304	GSM7980871_LPTC-4	LPTC	all_spots	full_spatial_detection_resid
2354	114	0.048428207306711976	0.06260624732464275	0.7735363382441534	0.6517894736842105	0.00022739172701204593	2.1650292397660817	162	0.06881903143585387	0.06260624732464275	1.099235849083797	1.188818015784653	0.11132861201006045	231	GSM7980871_LPTC-4	LPTC	epithelial_top50	raw
2354	159	0.0675446049277825	0.06260624732464275	1.0788796296563192	1.1479989183342347	0.2066420727986925	1.0666494175092216	136	0.05777400169923534	0.06260624732464275	0.9228152807123234	0.8695135203621673	0.22689614885599615	135	GSM7980871_LPTC-4	LPTC	epithelial_top50	full_spatial_detection_resid
4715	575	0.12195121951219512	0.14934237766924674	0.8165881742038708	0.5501217526470857	1.7465218822716873e-18	1.1004637681159422	335	0.07104984093319194	0.06257954746083493	1.135352424490735	1.2640357273058695	0.002157774064071335	947	GSM7980872_ATC-1	ATC	all_spots	raw
4715	308	0.06532343584305408	0.0625265139460376	1.0447317740987498	1.081961032952345	0.31275639440091574	1.6319063782537806	324	0.0687168610816543	0.0625265139460376	1.099003554571412	1.1882548476454293	0.024336195886099053	356	GSM7980872_ATC-1	ATC	all_spots	full_spatial_detection_resid
2358	255	0.10814249363867684	0.11629872787924961	0.9298682419893604	0.8390331339734147	0.07014603142524942	1.1306120504882116	154	0.06530958439355386	0.06260606701528948	1.0431829933927033	1.0790758353673933	0.510145746490938	384	GSM7980872_ATC-1	ATC	epithelial_top50	raw
