cohort	n	mapk_n	panel_n	spearman_rho	spearman_p	pearson_r	pearson_p
Lee_GSE213647	632	9	8	-0.39514366562373815	4.754681324840331e-25	-0.239021608729192	1.1617336145987992e-09
