cell_type	LR-clip	NNLS	Ridge-NNLS	nu-SVR
Malignant cell	0.0	1.0804852511105325	1.0874804902875856	1.3455914657075871
Myeloid cell	0.0	1.1303568457978006	1.142968977645715	0.9220554396853643
T cell	0.0	0.0	0.0	-0.8427290655344793
Epithelial cell	-1.115139706921077	-2.3254411589490593	-2.3261668828467457	-1.2484548480889088
Endothelial cell	0.33751747594885434	-1.9812256477480383	-1.9637756322398336	-0.3906742408192106
