cohort	sample_id	group	p_DM2_centered	DM_call_centered	panel_z_mean	histology	tumor_normal	tissue_type	cell_type	cell_subtype	sample_alias	read_count	base_count	source
TCGA-THCA	TCGA-EL-A3MY-01A	TCGA_DM2	0.996814768754644	DM2	-1.0498677091337614	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A45H-01A	TCGA_DM2	0.8636021747212485	DM2	1.0069090625496817	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3V2-01A	TCGA_DM2	0.9966019014385553	DM2	-0.24550621081558988	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FK-A3S3-01A	TCGA_DM2	0.9728711391063529	DM2	-0.0854884571495139	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39T-01A	TCGA_DM2	0.9886124550785963	DM2	-0.2784232060965574	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2Q7-01A	TCGA_DM2	0.9664485112137515	DM2	-0.15915562824865048	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DE-A69K-01A	TCGA_DM2	0.9646342078674601	DM2	-0.02965154248598162	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A25M-01A	TCGA_DM2	0.9911980453783018	DM2	-0.3387892137708326	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A4V5-01A	TCGA_DM2	0.7213276884775724	DM2	0.21655113588608887	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DE-A4M9-01A	TCGA_DM1	0.055147078392931564	DM1	0.9111928531459026	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A0Z9-01A	TCGA_DM2	0.9998997142989883	DM2	-1.1858248285090558	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39N-01A	TCGA_DM1	0.08354167517583298	DM1	0.29662336111798243	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A0ZH-01A	TCGA_DM2	0.9879622547741265	DM2	-0.33965561286681356	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A416-01A	TCGA_DM1	0.35742664726885026	DM1	1.0442419307138349	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-KS-A4ID-01A	TCGA_DM2	0.16433569485737284	DM1	0.35685288474218624	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A13U-01A	TCGA_DM2	0.9541624440418943	DM2	-0.1328883126023355	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3T2-01A	TCGA_DM1	0.04735746299190102	DM1	0.6274548253523784	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A40K-01A	TCGA_DM2	0.9865166634782115	DM2	0.1628897132372981	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DE-A4MA-01A	TCGA_DM2	0.999096236543382	DM2	-0.7988915791280643	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2Q0-01A	TCGA_DM1	0.3065669684954908	DM1	-1.2147001488117024	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3T6-01A	TCGA_DM2	0.9844910874731314	DM2	-0.18823058651565563	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-KS-A41F-01A	TCGA_DM2	0.9997048787974484	DM2	-0.8419195626381305	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3T8-01A	TCGA_DM2	0.8657990518999246	DM2	-0.023458237328916637	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3O8-01A	TCGA_DM1	0.1391670349284861	DM1	0.7625254411838254	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-L6-A4EP-01A	TCGA_DM2	0.9950898942525823	DM2	0.1438040519392047	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-J8-A3YG-01A	TCGA_DM2	0.9732618799263538	DM2	0.10536331778919075	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DE-A69J-01A	TCGA_DM2	0.9979989623664347	DM2	-0.39413416416005975	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A419-01A	TCGA_DM2	0.9902019541971899	DM2	-0.5806291093350742	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2Q2-01A	TCGA_DM1	0.8838094105831004	DM2	1.287537511288477	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A0ZG-01A	TCGA_DM1	0.00332115291003172	DM1	0.9808131791790097	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2OW-01A	TCGA_DM1	0.0428200782772623	DM1	0.6485008346521272	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A3F0-01A	TCGA_DM1	0.040830512455872395	DM1	1.5422611077003971	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3CY-01A	TCGA_DM2	0.7818218834012454	DM2	-0.8252699415328179	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3AQ-01A	TCGA_DM2	0.9875050921637312	DM2	-0.1969154742666671	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-J8-A4HW-01A	TCGA_DM2	0.5599643231085233	DM2	0.6250054517082011	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-L6-A4ET-01A	TCGA_DM2	0.9996231880232102	DM2	-0.280981760568846	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3V4-01A	TCGA_DM2	0.39131859360994053	DM1	0.07915335220229704	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A291-01A	TCGA_DM1	0.9922370789194482	DM2	0.5590348958355937	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-J8-A3NZ-01A	TCGA_DM2	0.9995481985626472	DM2	-0.681092957568534	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3UU-01A	TCGA_DM2	0.9493167373750577	DM2	0.5269936734193886	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A4K4-01A	TCGA_DM2	0.9996861773667128	DM2	-1.0770717010558213	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-J8-A3YF-01A	TCGA_DM2	0.9951345914246631	DM2	-0.3712900830488066	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A25I-01A	TCGA_DM1	0.030359887807676816	DM1	0.6093122256845958	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3VI-01A	TCGA_DM2	0.9940239203744216	DM2	-0.3419721704755207	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-CE-A3MD-01A	TCGA_DM2	0.9302770852417959	DM2	0.11497838407074457	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2Q5-01A	TCGA_DM2	0.998967186002304	DM2	-0.29578227325993456	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A22P-01A	TCGA_DM2	0.9866940766207011	DM2	-0.3025335548288612	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A4KI-01A	TCGA_DM1	0.10956755897571184	DM1	0.31292987940987727	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3ZN-01A	TCGA_DM2	0.8540928716121314	DM2	0.04550913367882272	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A1QN-01A	TCGA_DM2	0.9993643586550154	DM2	-0.3356429706784729	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A2N9-01A	TCGA_DM1	0.0068080287593118415	DM1	0.6065226635096628	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DE-A7U5-01A	TCGA_DM2	0.9978345544794082	DM2	-0.7772997597007019	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3D6-01A	TCGA_DM2	0.9865046558031201	DM2	-0.8105292550151318	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A414-01A	TCGA_DM2	0.9182435986141647	DM2	0.15641090897914148	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A4UP-01A	TCGA_DM2	0.8316113015646405	DM2	0.4032807109999849	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3CM-01A	TCGA_DM2	0.9964580130349296	DM2	-0.7230417445412228	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3CR-01A	TCGA_DM2	0.993071918090402	DM2	-0.28328808329980915	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A3PT-01A	TCGA_DM1	0.2716514487979145	DM1	0.7696128351000819	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A3BW-01A	TCGA_DM2	0.9995841702499417	DM2	0.2890425951622441	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2CM-01A	TCGA_DM1	0.9915327458645194	DM2	-0.35967805511860074	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2PR-01A	TCGA_DM2	0.9941491091902195	DM2	-0.10028467929498251	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3GZ-01A	TCGA_DM2	0.99915831434564	DM2	-0.05458749994036115	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A44M-01A	TCGA_DM2	0.8530488666492922	DM2	0.3487171965282351	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3V9-01A	TCGA_DM2	0.9508384400751193	DM2	0.3674844363336292	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A13X-01A	TCGA_DM2	0.9623675414259458	DM2	0.2875917976702421	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3O6-01A	TCGA_DM1	0.0035117921647471167	DM1	0.9528503798544268	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DE-A0XZ-01A	TCGA_DM2	0.9997724955587781	DM2	-0.3986248283704572	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3V6-01A	TCGA_DM2	0.9948047627363127	DM2	-0.5694522952557232	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A4FH-01A	TCGA_DM1	0.0019088326930807498	DM1	1.1591400122439968	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A3DW-01A	TCGA_DM2	0.9990791757275905	DM2	-0.3759299428790893	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39P-01A	TCGA_DM2	0.9897967702216033	DM2	-0.25810469903417427	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A3PU-01A	TCGA_DM2	0.9943188612347763	DM2	-0.8449553858173745	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2CN-01A	TCGA_DM1	0.23328558984353673	DM1	0.8699355147725769	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A40N-01A	TCGA_DM1	0.6685754519338759	DM2	1.0741598302278343	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A3BU-01A	TCGA_DM2	0.6683810640148499	DM2	0.4331520688360975	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-KS-A4IC-01A	TCGA_DM2	0.9910586918942231	DM2	-0.09471309062409025	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3GQ-01A	TCGA_DM2	0.8161599946697241	DM2	0.38880501228967257	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-J8-A3YD-01A	TCGA_DM1	0.3678842943924227	DM1	1.2719371519467915	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A4FQ-01A	TCGA_DM2	0.9962003012301044	DM2	-0.36984990879851437	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A3WA-01A	TCGA_DM1	0.004737272847128532	DM1	0.9265839731636918	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A2MX-01A	TCGA_DM2	0.9801392700382627	DM2	-1.085130837788878	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-IM-A41Y-01A	TCGA_DM2	0.9928931323170437	DM2	-0.7258552450513824	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2OV-01A	TCGA_DM1	0.34433381152510995	DM1	0.6500598031745577	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E3-A3E3-01A	TCGA_DM2	0.9962590892733372	DM2	-0.28309530072877176	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-J8-A3O0-01A	TCGA_DM1	0.3265528947259688	DM1	0.6225039371245266	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3CL-01A	TCGA_DM2	0.9116327206148692	DM2	-0.060762396920689646	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3T3-01A	TCGA_DM2	0.9980242321115226	DM2	-0.3246538587659896	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A25J-01A	TCGA_DM2	0.9758323387715293	DM2	-0.2790105374876958	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3ZT-01A	TCGA_DM2	0.9440297642991761	DM2	-0.03331769177399874	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3AI-01A	TCGA_DM1	0.0024818492100247185	DM1	1.2415071295011542	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A22O-01A	TCGA_DM2	0.9972567459042047	DM2	-0.6297876174030062	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A40Q-01A	TCGA_DM2	0.9996475451037445	DM2	-0.9052077202177653	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A4B0-01A	TCGA_DM1	0.00551878410498685	DM1	0.7580179165965825	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39K-01A	TCGA_DM2	0.9991982329102468	DM2	-0.5868591514224417	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2CQ-01A	TCGA_DM1	0.02922176503071101	DM1	0.6131134794117379	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2CS-01A	TCGA_DM2	0.4365463583115686	DM1	0.5360285645480583	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A40M-01A	TCGA_DM2	0.9567688444192617	DM2	-0.2827744159631251	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A4KN-01A	TCGA_DM2	0.9996491424131819	DM2	-1.9376527755273525	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-KS-A41I-01A	TCGA_DM1	0.569063543458457	DM2	-0.561973566799285	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A4UL-01A	TCGA_DM2	0.9985955949666403	DM2	-0.18019070206298995	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A40P-01A	TCGA_DM2	0.5017743933347052	DM2	0.22909176691952193	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3V5-01A	TCGA_DM2	0.9880603990610508	DM2	-0.2800554640632057	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FE-A22Z-01A	TCGA_DM2	0.9999558951065941	DM2	-0.6933927544544966	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FE-A237-01A	TCGA_DM2	0.9810783486349249	DM2	-0.39394092017498683	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FK-A3SG-01A	TCGA_DM2	0.850898317451499	DM2	-0.17740844614801757	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-GE-A2C6-01A	TCGA_DM2	0.9997741711763459	DM2	-0.47279156497487895	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A22Q-01A	TCGA_DM1	0.009990137408013364	DM1	0.41955022235103806	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A3W9-01A	TCGA_DM1	0.08021595076633682	DM1	1.4965509002047543	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DE-A4MC-01A	TCGA_DM2	0.9994799408198508	DM2	-0.6311010935683826	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A4K9-01A	TCGA_DM2	0.7511222087996562	DM2	0.033692607157428854	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FK-A3SB-01A	TCGA_DM2	0.9834680867356216	DM2	-0.1412453291140316	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-H2-A422-01A	TCGA_DM2	0.9868452058582108	DM2	-0.039587546223760095	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3FM-01A	TCGA_DM2	0.9995953037086899	DM2	-0.824760557976191	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A13S-01A	TCGA_DM1	0.26697090396684586	DM1	0.562286776858695	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3SY-01A	TCGA_DM1	0.009291547827358916	DM1	-1.1305031842106357	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2P1-01A	TCGA_DM2	0.9825299899560525	DM2	-0.8372930413356984	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3T1-01A	TCGA_DM2	0.9999187135470247	DM2	-1.142620603917908	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2PS-01A	TCGA_DM2	0.9281479411424807	DM2	0.2550980340490941	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3TB-01A	TCGA_DM2	0.7861883986217576	DM2	0.43381207997921345	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A45C-01A	TCGA_DM1	0.05715892657131495	DM1	1.0509434271893658	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3UX-01A	TCGA_DM2	0.9182455830845161	DM2	0.7229335545205641	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2PX-01A	TCGA_DM2	0.905741605476876	DM2	-0.054738491342930476	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3ZS-01A	TCGA_DM2	0.7900255874434534	DM2	0.35959056638935794	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
