cohort	group	n	mean_p_DM2_centered	median_p_DM2_centered	sd_p_DM2_centered	q25_p_DM2_centered	q75_p_DM2_centered	dm2_call_fraction	mean_panel_z	median_panel_z
K2_PRJEB11591	K2_normal	81	0.8890198088548079	0.9113116195894243	0.09440409044433701	0.8245697424737025	0.9702540262241731	1.0	-0.06922993053461679	-0.10363850702286304
K2_PRJEB11591	K2_tumor	179	0.9068069465795586	0.997840628239963	0.20331113143866275	0.9553732848360021	0.999969643530644	0.9217877094972067	0.03132751046538603	0.0649821686848179
Lee_GSE213647	Lee_PTC_tumor	352	0.8680753662947027	0.9847811971248351	0.23249648939792655	0.8497266544362516	0.9987064965624685	0.9005681818181818	-0.2840779940841107	-0.3376024955290723
Lee_GSE213647	Lee_normal	263	0.5958060780716351	0.6387245736975392	0.26818196804711564	0.35794073041046787	0.8312498671422598	0.6349809885931559	0.44579437381119363	0.5912761989222072
Lee_GSE213647	Lee_other	17	0.9481134032668908	0.9720646249805164	0.0794585552744785	0.9362633134410064	0.995990127797815	1.0	-1.014615670278648	-0.7900174921155365
TCGA-THCA	TCGA_DM1	140	0.21117788829301917	0.0818788129710849	0.2630869475700122	0.022854987763913197	0.29416487153766024	0.15	0.6883119026936305	0.767566651244112
TCGA-THCA	TCGA_DM2	360	0.9178794943617444	0.9885950333415062	0.16564055953591167	0.9269346000948725	0.9978673820999021	0.9583333333333334	-0.2676768510475229	-0.28319169201429045
