sample_id	stage	subset	kind	rho_mapk_panel	rho_mapk_dm1_like	p	n	n_MAPK_genes	n_panel_genes
GSM7980860_N-1	PT	all	raw	0.19941166059148166	-0.19941166059148166	8.655739598619269e-32	3395	9	8
GSM7980860_N-1	PT	all	basic_resid	-0.014566860231843937	0.014566860231843937	0.3961627501236242	3395	9	8
GSM7980860_N-1	PT	all	full_resid	-0.002050989052487646	0.002050989052487646	0.9049106627712781	3395	9	8
GSM7980860_N-1	PT	all	spatial_poly_resid	0.002605471134511587	-0.002605471134511587	0.8793790940787506	3395	9	8
GSM7980860_N-1	PT	all	local_knn30_resid	0.03465102142252366	-0.03465102142252366	0.043501675939111424	3395	9	8
GSM7980860_N-1	PT	epithelial_enriched_top50	raw	0.21004020821197517	-0.21004020821197517	2.201637374241952e-18	1698	9	8
GSM7980860_N-1	PT	epithelial_enriched_top50	basic_resid	0.028792312324898664	-0.028792312324898664	0.2356969257164647	1698	9	8
GSM7980860_N-1	PT	epithelial_enriched_top50	full_resid	0.029282905795206173	-0.029282905795206173	0.227807952988714	1698	9	8
GSM7980860_N-1	PT	epithelial_enriched_top50	spatial_poly_resid	0.02534016910710276	-0.02534016910710276	0.29667707207641236	1698	9	8
GSM7980860_N-1	PT	epithelial_enriched_top50	local_knn30_resid	0.061729756012522514	-0.061729756012522514	0.010951618336259218	1698	9	8
GSM7980860_N-1	PT	epithelial_enriched_top75	raw	0.2265453360551266	-0.2265453360551266	2.4176655650932275e-11	849	9	8
GSM7980860_N-1	PT	epithelial_enriched_top75	basic_resid	0.05183937752712926	-0.05183937752712926	0.13123114228331348	849	9	8
GSM7980860_N-1	PT	epithelial_enriched_top75	full_resid	0.04417849425255801	-0.04417849425255801	0.19844764912849142	849	9	8
GSM7980860_N-1	PT	epithelial_enriched_top75	spatial_poly_resid	0.03863134012855759	-0.03863134012855759	0.2608492935536086	849	9	8
GSM7980860_N-1	PT	epithelial_enriched_top75	local_knn30_resid	0.09249945185070624	-0.09249945185070624	0.006996188866071179	849	9	8
GSM7980860_N-1	PT	epithelial_iqr_25_75	raw	0.16178178444032973	-0.16178178444032973	2.0300954556186956e-11	1697	9	8
GSM7980860_N-1	PT	epithelial_iqr_25_75	basic_resid	-0.0299958737182361	0.0299958737182361	0.21681665501175312	1697	9	8
GSM7980860_N-1	PT	epithelial_iqr_25_75	full_resid	-0.02051009106755221	0.02051009106755221	0.3984612980406483	1697	9	8
GSM7980860_N-1	PT	epithelial_iqr_25_75	spatial_poly_resid	-0.012908327162883341	0.012908327162883341	0.5951523847946891	1697	9	8
GSM7980860_N-1	PT	epithelial_iqr_25_75	local_knn30_resid	0.012574185984428747	-0.012574185984428747	0.6047177723648415	1697	9	8
GSM7980861_N-2	PT	all	raw	0.21591222285944897	-0.21591222285944897	4.0914165507311967e-41	3780	9	8
GSM7980861_N-2	PT	all	basic_resid	-0.03887888438014732	0.03887888438014732	0.01682759092056853	3780	9	8
GSM7980861_N-2	PT	all	full_resid	-0.030343576198391693	0.030343576198391693	0.062127139435314796	3780	9	8
GSM7980861_N-2	PT	all	spatial_poly_resid	-0.03610288274080207	0.03610288274080207	0.026442112872187503	3780	9	8
GSM7980861_N-2	PT	all	local_knn30_resid	0.06348416070732933	-0.06348416070732933	9.392833560917569e-05	3780	9	8
GSM7980861_N-2	PT	epithelial_enriched_top50	raw	0.11130460767223016	-0.11130460767223016	1.2299631747965999e-06	1890	9	8
GSM7980861_N-2	PT	epithelial_enriched_top50	basic_resid	-0.024452367134974756	0.024452367134974756	0.28800832060323345	1890	9	8
GSM7980861_N-2	PT	epithelial_enriched_top50	full_resid	-0.019278024684761738	0.019278024684761738	0.4022448718921344	1890	9	8
GSM7980861_N-2	PT	epithelial_enriched_top50	spatial_poly_resid	-0.029033931972512347	0.029033931972512347	0.20707265278930423	1890	9	8
GSM7980861_N-2	PT	epithelial_enriched_top50	local_knn30_resid	0.042977780325684674	-0.042977780325684674	0.061755292710897726	1890	9	8
GSM7980861_N-2	PT	epithelial_enriched_top75	raw	0.09255822451198596	-0.09255822451198596	0.004404089377629481	945	9	8
GSM7980861_N-2	PT	epithelial_enriched_top75	basic_resid	-0.018084954505924157	0.018084954505924157	0.5787192297904461	945	9	8
GSM7980861_N-2	PT	epithelial_enriched_top75	full_resid	-0.013403916409434738	0.013403916409434738	0.6806905955816851	945	9	8
GSM7980861_N-2	PT	epithelial_enriched_top75	spatial_poly_resid	-0.02363932983759551	0.02363932983759551	0.4679413043959601	945	9	8
GSM7980861_N-2	PT	epithelial_enriched_top75	local_knn30_resid	0.027862725557359753	-0.027862725557359753	0.3922432096880784	945	9	8
GSM7980861_N-2	PT	epithelial_iqr_25_75	raw	0.11767267844449143	-0.11767267844449143	2.894881271772571e-07	1890	9	8
GSM7980861_N-2	PT	epithelial_iqr_25_75	basic_resid	-0.04247707598107461	0.04247707598107461	0.06485366303201202	1890	9	8
GSM7980861_N-2	PT	epithelial_iqr_25_75	full_resid	-0.03731382300470112	0.03731382300470112	0.10487241277928479	1890	9	8
GSM7980861_N-2	PT	epithelial_iqr_25_75	spatial_poly_resid	-0.04028388590893718	0.04028388590893718	0.07997020655808833	1890	9	8
GSM7980861_N-2	PT	epithelial_iqr_25_75	local_knn30_resid	0.04121655723328309	-0.04121655723328309	0.07322435665811325	1890	9	8
GSM7980862_N-3	PT	all	raw	0.1357667904033854	-0.1357667904033854	4.079958414676815e-20	4538	9	8
GSM7980862_N-3	PT	all	basic_resid	-0.00372203328932593	0.00372203328932593	0.8020728345554459	4538	9	8
GSM7980862_N-3	PT	all	full_resid	0.005209074669201456	-0.005209074669201456	0.7257283786050001	4538	9	8
GSM7980862_N-3	PT	all	spatial_poly_resid	0.004106319454168761	-0.004106319454168761	0.7821288465617576	4538	9	8
GSM7980862_N-3	PT	all	local_knn30_resid	0.09327284100586153	-0.09327284100586153	3.068233466079423e-10	4538	9	8
GSM7980862_N-3	PT	epithelial_enriched_top50	raw	0.11773947710384063	-0.11773947710384063	1.856280435559378e-08	2269	9	8
GSM7980862_N-3	PT	epithelial_enriched_top50	basic_resid	0.0016116382619121123	-0.0016116382619121123	0.9388410762324707	2269	9	8
GSM7980862_N-3	PT	epithelial_enriched_top50	full_resid	0.010562077745315526	-0.010562077745315526	0.6150690159317381	2269	9	8
GSM7980862_N-3	PT	epithelial_enriched_top50	spatial_poly_resid	0.012419237932233432	-0.012419237932233432	0.55433613594867	2269	9	8
GSM7980862_N-3	PT	epithelial_enriched_top50	local_knn30_resid	0.08809907080255233	-0.08809907080255233	2.641308210760075e-05	2269	9	8
GSM7980862_N-3	PT	epithelial_enriched_top75	raw	0.09642056044399207	-0.09642056044399207	0.0011444018309051617	1135	9	8
GSM7980862_N-3	PT	epithelial_enriched_top75	basic_resid	-0.026625563463994938	0.026625563463994938	0.37015698297930627	1135	9	8
GSM7980862_N-3	PT	epithelial_enriched_top75	full_resid	-0.020411972569632186	0.020411972569632186	0.4920900913357112	1135	9	8
GSM7980862_N-3	PT	epithelial_enriched_top75	spatial_poly_resid	-0.024513109001537373	0.024513109001537373	0.40934049058729216	1135	9	8
GSM7980862_N-3	PT	epithelial_enriched_top75	local_knn30_resid	0.0652957147052976	-0.0652957147052976	0.027826706350582205	1135	9	8
GSM7980862_N-3	PT	epithelial_iqr_25_75	raw	0.1035245046130188	-0.1035245046130188	7.781713677892296e-07	2268	9	8
GSM7980862_N-3	PT	epithelial_iqr_25_75	basic_resid	0.0030998221571653045	-0.0030998221571653045	0.8827031067396605	2268	9	8
GSM7980862_N-3	PT	epithelial_iqr_25_75	full_resid	0.0116702341911102	-0.0116702341911102	0.578559414200637	2268	9	8
GSM7980862_N-3	PT	epithelial_iqr_25_75	spatial_poly_resid	0.011791173412208974	-0.011791173412208974	0.574629052907658	2268	9	8
GSM7980862_N-3	PT	epithelial_iqr_25_75	local_knn30_resid	0.08401719538378012	-0.08401719538378012	6.17364292036375e-05	2268	9	8
GSM7980863_N-4	PT	all	raw	0.09373347669176728	-0.09373347669176728	2.387831177223866e-07	3027	9	8
GSM7980863_N-4	PT	all	basic_resid	-0.017469495750530473	0.017469495750530473	0.3366446029313332	3027	9	8
GSM7980863_N-4	PT	all	full_resid	-0.005391273758729606	0.005391273758729606	0.7668500182052694	3027	9	8
GSM7980863_N-4	PT	all	spatial_poly_resid	-0.0023338153184632553	0.0023338153184632553	0.8978724653084602	3027	9	8
GSM7980863_N-4	PT	all	local_knn30_resid	0.10535843084140432	-0.10535843084140432	6.231919073542906e-09	3027	9	8
GSM7980863_N-4	PT	epithelial_enriched_top50	raw	0.08201922930832989	-0.08201922930832989	0.0014025411779453772	1514	9	8
GSM7980863_N-4	PT	epithelial_enriched_top50	basic_resid	0.00562005309136997	-0.00562005309136997	0.8270409324670062	1514	9	8
GSM7980863_N-4	PT	epithelial_enriched_top50	full_resid	0.009162881414684567	-0.009162881414684567	0.7216592489081384	1514	9	8
GSM7980863_N-4	PT	epithelial_enriched_top50	spatial_poly_resid	0.016256757326481203	-0.016256757326481203	0.5273396810365173	1514	9	8
GSM7980863_N-4	PT	epithelial_enriched_top50	local_knn30_resid	0.08534117484194965	-0.08534117484194965	0.0008874862182951809	1514	9	8
GSM7980863_N-4	PT	epithelial_enriched_top75	raw	0.07112722883102626	-0.07112722883102626	0.05044010869268115	757	9	8
GSM7980863_N-4	PT	epithelial_enriched_top75	basic_resid	-0.013135765315073305	0.013135765315073305	0.7182258206223254	757	9	8
GSM7980863_N-4	PT	epithelial_enriched_top75	full_resid	-0.017329069074781038	0.017329069074781038	0.6340505133294502	757	9	8
GSM7980863_N-4	PT	epithelial_enriched_top75	spatial_poly_resid	-0.009703047139044671	0.009703047139044671	0.7898301434492575	757	9	8
GSM7980863_N-4	PT	epithelial_enriched_top75	local_knn30_resid	0.06370465124294816	-0.06370465124294816	0.07983755078215195	757	9	8
GSM7980863_N-4	PT	epithelial_iqr_25_75	raw	0.05863053251598018	-0.05863053251598018	0.022569366217653916	1513	9	8
GSM7980863_N-4	PT	epithelial_iqr_25_75	basic_resid	-0.002827545655183887	0.002827545655183887	0.9124940652694122	1513	9	8
GSM7980863_N-4	PT	epithelial_iqr_25_75	full_resid	-0.0009158948337324034	0.0009158948337324034	0.9716041789689741	1513	9	8
GSM7980863_N-4	PT	epithelial_iqr_25_75	spatial_poly_resid	0.0026343301682261867	-0.0026343301682261867	0.9184520247629151	1513	9	8
GSM7980863_N-4	PT	epithelial_iqr_25_75	local_knn30_resid	0.08515003080180612	-0.08515003080180612	0.0009151482239943339	1513	9	8
GSM7980864_PTC-1	PTC	all	raw	0.11081732504074486	-0.11081732504074486	1.264664187551131e-07	2262	9	8
GSM7980864_PTC-1	PTC	all	basic_resid	-0.09500559051221132	0.09500559051221132	6.00379622465758e-06	2262	9	8
GSM7980864_PTC-1	PTC	all	full_resid	-0.09323003248486329	0.09323003248486329	8.942094553373112e-06	2262	9	8
GSM7980864_PTC-1	PTC	all	spatial_poly_resid	0.0007383431277668723	-0.0007383431277668723	0.9720027493906308	2262	9	8
GSM7980864_PTC-1	PTC	all	local_knn30_resid	0.09123059340700668	-0.09123059340700668	1.3887158604717151e-05	2262	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top50	raw	0.012272399959190577	-0.012272399959190577	0.6801311512278478	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top50	basic_resid	-0.1369969251207046	0.1369969251207046	3.764525333738322e-06	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top50	full_resid	-0.1276608165355199	0.1276608165355199	1.661130783244183e-05	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top50	spatial_poly_resid	-0.016233415115008747	0.016233415115008747	0.5855007356486035	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top50	local_knn30_resid	0.09698271818467076	-0.09698271818467076	0.001092107557867313	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top75	raw	0.002836898692465554	-0.002836898692465554	0.9463087334941029	566	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top75	basic_resid	-0.16354624918369876	0.16354624918369876	9.28193984751011e-05	566	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top75	full_resid	-0.153654704947741	0.153654704947741	0.0002432231666847424	566	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top75	spatial_poly_resid	-0.042074933103420545	0.042074933103420545	0.3176861905492896	566	9	8
GSM7980864_PTC-1	PTC	epithelial_enriched_top75	local_knn30_resid	0.11426648870596462	-0.11426648870596462	0.006500708600096453	566	9	8
GSM7980864_PTC-1	PTC	epithelial_iqr_25_75	raw	0.03496354348816432	-0.03496354348816432	0.24024513202462797	1130	9	8
GSM7980864_PTC-1	PTC	epithelial_iqr_25_75	basic_resid	-0.1283000068466479	0.1283000068466479	1.5185382048175237e-05	1130	9	8
GSM7980864_PTC-1	PTC	epithelial_iqr_25_75	full_resid	-0.10944652991487179	0.10944652991487179	0.0002277141031296434	1130	9	8
GSM7980864_PTC-1	PTC	epithelial_iqr_25_75	spatial_poly_resid	0.006873747583739358	-0.006873747583739358	0.817461426898526	1130	9	8
GSM7980864_PTC-1	PTC	epithelial_iqr_25_75	local_knn30_resid	0.07568015162940375	-0.07568015162940375	0.010932195561503662	1130	9	8
GSM7980865_PTC-2	PTC	all	raw	0.2613755856093537	-0.2613755856093537	4.484430838210531e-78	4947	9	8
GSM7980865_PTC-2	PTC	all	basic_resid	0.023123601074435368	-0.023123601074435368	0.10390650168019899	4947	9	8
GSM7980865_PTC-2	PTC	all	full_resid	0.015036959626122132	-0.015036959626122132	0.2903218833773751	4947	9	8
GSM7980865_PTC-2	PTC	all	spatial_poly_resid	0.017193641864860897	-0.017193641864860897	0.22662555421660954	4947	9	8
GSM7980865_PTC-2	PTC	all	local_knn30_resid	0.15265339133259567	-0.15265339133259567	3.5375174032117654e-27	4947	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top50	raw	0.15532110754671385	-0.15532110754671385	7.920009594311099e-15	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top50	basic_resid	0.019536233129612363	-0.019536233129612363	0.3313886667953971	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top50	full_resid	0.02328685929148941	-0.02328685929148941	0.24692762358393605	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top50	spatial_poly_resid	0.020560375566071685	-0.020560375566071685	0.3066624322478492	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top50	local_knn30_resid	0.13402970151668545	-0.13402970151668545	2.1804819654976002e-11	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top75	raw	0.16552794139726543	-0.16552794139726543	4.731715479943451e-09	1237	9	8
