sample_id	stage	subset	adjustment	rho_linear_resid_spearman	p_linear_resid_spearman	n_linear	rho_rank_partial_spearman	p_rank_partial_spearman	n_rank	n_MAPK_genes	n_panel_genes
GSM7980860_N-1	PT	epithelial_top50	epithelial_qc_microenv_spatial_detection	0.03834722859367454	0.11420222645290554	1698	0.02290079666690166	0.3456311899581198	1698	9	8
GSM7980861_N-2	PT	all_spots	raw	0.21591222285944897	4.0914165507311967e-41	3780	0.215912222859449	4.091416550731012e-41	3780	9	8
GSM7980861_N-2	PT	all_spots	epithelial	0.15277529872537224	3.544748423044691e-21	3780	0.15818259272398666	1.3218655650664344e-22	3780	9	8
GSM7980861_N-2	PT	all_spots	qc	-0.03898450830802033	0.01653206936347049	3780	-0.008733420727254356	0.5914208036345439	3780	9	8
GSM7980861_N-2	PT	all_spots	microenv	0.15763076332840542	1.8590996089402244e-22	3780	0.14444384204966623	4.47496625939671e-19	3780	9	8
GSM7980861_N-2	PT	all_spots	spatial	0.14735284642401594	8.527364454556427e-20	3780	0.1639597987910471	3.4548734059576766e-24	3780	9	8
GSM7980861_N-2	PT	all_spots	detection	0.06094990775334008	0.00017715146926639862	3780	0.04927987208663916	0.002440281046851568	3780	9	8
GSM7980861_N-2	PT	all_spots	epithelial_qc	-0.03916984125617716	0.01602453243620152	3780	-0.011304124214064145	0.48718744210959747	3780	9	8
GSM7980861_N-2	PT	all_spots	epithelial_qc_microenv	-0.0311454459474542	0.055529974607506576	3780	-0.004813721993348086	0.7673372564241959	3780	9	8
GSM7980861_N-2	PT	all_spots	epithelial_qc_microenv_spatial	-0.03552172817940102	0.028969357057019758	3780	-0.005301957339557741	0.7445243386220974	3780	9	8
GSM7980861_N-2	PT	all_spots	epithelial_qc_microenv_spatial_detection	0.007894109571099412	0.6275413264062469	3780	-0.028000346850585934	0.0852005441530106	3780	9	8
GSM7980861_N-2	PT	epithelial_top50	raw	0.11130460767223016	1.2299631747965999e-06	1890	0.12925869208047572	1.706796251916153e-08	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	epithelial	0.14726905065381127	1.2489207908635638e-10	1890	0.14329395187678642	3.9050237619015235e-10	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	qc	-0.03018575486343037	0.18961120036046827	1890	-0.014480056356550449	0.5292676378111559	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	microenv	0.11555820722569116	4.7201512584823633e-07	1890	0.1064888909289608	3.490052292193517e-06	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	spatial	0.1041366425805659	5.717009080285172e-06	1890	0.11861418561075282	2.3221861916148243e-07	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	detection	0.012429886638871119	0.5891681577926913	1890	0.021957104793437324	0.34005857353518876	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	epithelial_qc	-0.029527953012660473	0.19944563069861707	1890	-0.016285504934635608	0.47920817359290013	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	epithelial_qc_microenv	-0.023938360513186686	0.29826559688376775	1890	-0.009007189250618712	0.6955543642227742	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	epithelial_qc_microenv_spatial	-0.03040244485305219	0.18645108369269042	1890	-0.010095026541478258	0.6609562339892521	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	epithelial_qc_microenv_spatial_detection	-0.05638177779045096	0.014227116935794192	1890	-0.059695699497089534	0.009436636890462183	1890	9	8
GSM7980862_N-3	PT	all_spots	raw	0.1357667904033854	4.079958414676815e-20	4538	0.1357667904033854	4.079958414676676e-20	4538	9	8
GSM7980862_N-3	PT	all_spots	epithelial	0.11399611626346044	1.3362263788821818e-14	4538	0.11731967855735922	2.219558194317742e-15	4538	9	8
GSM7980862_N-3	PT	all_spots	qc	-0.008258189334547143	0.5780970368690205	4538	-0.002493172843667748	0.8666574019725816	4538	9	8
GSM7980862_N-3	PT	all_spots	microenv	0.12892981818089555	2.7983740260117355e-18	4538	0.11739844077845175	2.1257891774100063e-15	4538	9	8
GSM7980862_N-3	PT	all_spots	spatial	0.1295465328099046	1.928438878789636e-18	4538	0.1259615524425374	1.6379113506021118e-17	4538	9	8
GSM7980862_N-3	PT	all_spots	detection	0.08887176504698999	2.0094942118627927e-09	4538	0.10261516845905168	4.2373388290480926e-12	4538	9	8
GSM7980862_N-3	PT	all_spots	epithelial_qc	-0.007992230358281269	0.5904014906231309	4538	-0.0027057811134744373	0.8554067851563785	4538	9	8
GSM7980862_N-3	PT	all_spots	epithelial_qc_microenv	-0.0013863410327967713	0.9256138047513053	4538	0.0030203590241395144	0.8388146401835871	4538	9	8
GSM7980862_N-3	PT	all_spots	epithelial_qc_microenv_spatial	-0.0010668523718036548	0.9427225630661626	4538	0.005137220272318081	0.7293621483097138	4538	9	8
GSM7980862_N-3	PT	all_spots	epithelial_qc_microenv_spatial_detection	-0.020422671637949294	0.1689668303452524	4538	-0.012349224767237413	0.4055759869104223	4538	9	8
GSM7980862_N-3	PT	epithelial_top50	raw	0.11773947710384063	1.856280435559378e-08	2269	0.12267658912303495	4.559092894750154e-09	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	epithelial	0.13733598849730277	5.0514823440540575e-11	2269	0.13037428963921552	4.562692422490961e-10	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	qc	-0.005802871579679466	0.7823452127397101	2269	-0.0011656230712818226	0.9557459156768688	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	microenv	0.10527319167932067	5.013576890212599e-07	2269	0.10197561544331989	1.1300431091448231e-06	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	spatial	0.11484303759132276	4.1211678713035606e-08	2269	0.11403214804241109	5.134438154569087e-08	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	detection	0.08939880709782952	2.002433779658718e-05	2269	0.1043241773809595	6.350672515276304e-07	2269	9	8
