sample_id	stage	iteration	rho_random_raw	p_random_raw	n_raw	rho_random_full_resid	p_random_full_resid	n_full	observed_raw_rho	observed_full_resid_rho
GSM7980864_PTC-1	PTC	0	0.11599293555835412	9.23830576958006e-05	1131	0.022382966341555545	0.4520458371527485	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	1	0.11633607773332301	8.802943659316209e-05	1131	-0.024917048099287305	0.4024957525468632	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	2	0.19936309596978072	1.3307070113302834e-11	1131	0.047019458973532276	0.11401388693969088	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	3	0.1661673438058945	1.8962662143262988e-08	1131	0.009622063816249438	0.7465112402948119	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	4	0.16049977431036336	5.733727020861918e-08	1131	0.0034705716607956335	0.9071867017670445	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	5	0.13524373286043498	5.012860422513836e-06	1131	-0.00687146895057043	0.8174413955010391	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	6	0.11751733103276672	7.447665135003014e-05	1131	-0.021864049874241908	0.46260126885640485	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	7	0.16546990219784039	2.1773663755450996e-08	1131	0.02810027104159784	0.3450862464889372	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	8	0.13220611447486072	8.164878638863804e-06	1131	0.047744279796348446	0.1085386533416424	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	9	0.13257473165436873	7.699896725130572e-06	1131	-0.01100120163406307	0.7116982402523392	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	10	0.07676157415271119	0.009809459481913078	1131	-0.014651765419995865	0.622559969412271	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	11	0.0912593214585074	0.0021255779591116282	1131	-0.025173134591060797	0.39767601218233256	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	12	0.17999691611699709	1.0840025446836643e-09	1131	0.010737732976788563	0.7183052322475091	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	13	0.07267159274124155	0.014505275700107288	1131	-0.0006972994462629363	0.9813116687930213	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	14	0.10765756864995517	0.0002866182415053054	1131	-0.013376666368338706	0.6531542808128011	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	15	0.14482935193664928	1.002822251052303e-06	1131	0.007584602727104648	0.7988818967717378	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	16	0.12945926082382744	1.2577143677955038e-05	1131	-0.025212343013895973	0.3969411594044126	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	17	0.16585790771295983	2.016346471214407e-08	1131	-0.0058051441749364194	0.8453813963102736	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	18	0.049508098805874805	0.09608169609572464	1131	-0.026542484818659593	0.372498566144774	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	19	0.169979431153288	8.816626573193506e-09	1131	0.031651333190058493	0.2875395711753502	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	20	0.10247300218174783	0.0005575193139354435	1131	-0.014529719146757696	0.6254613865735977	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	21	0.09357678582408858	0.001630166045013395	1131	-0.0348821669525666	0.2411333143354051	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	22	0.1758674432367753	2.610121661035268e-09	1131	0.03222445465911275	0.2788961716880469	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	23	0.07290256802217143	0.014194982387448258	1131	-0.054127936909525255	0.0688104510399293	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	24	0.19067951782532452	1.0134517336220723e-10	1131	0.04771125082665738	0.10878354917236117	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	25	0.1419994058227069	1.6306265919353828e-06	1131	-0.0010304756528301936	0.9723851948205703	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	26	0.16511431366547136	2.335831721121218e-08	1131	0.0487175644029657	0.10151578586956592	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	27	0.11229073999793353	0.00015421976361364701	1131	-0.009788071299774563	0.7422916847552139	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	28	0.12800900387203534	1.5744798410675613e-05	1131	-0.01968058779953655	0.5084859290965824	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	29	0.11650144780518226	8.60011178166538e-05	1131	-0.015647121872004364	0.5991186361411988	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	30	0.14811702964799922	5.634549244583813e-07	1131	0.040692503527057666	0.17145108144704782	1131	0.012272399959190577	-0.13718512057357268
GSM7980864_PTC-1	PTC	31	0.12857377635964531	1.4430125193140156e-05	1131	-0.0359553015685111	0.22695391410949575	1131	0.012272399959190577	-0.13718512057357268
