sample_id	stage	mapk_gene	panel_gene	rho_full_resid_epi50	p	n
GSM7980864_PTC-1	PTC	DUSP4	DIO1	0.14968731552362405	4.2593481574262047e-07	1131
GSM7980864_PTC-1	PTC	DUSP4	FOXE1	-0.008601350869930142	0.7726182138980551	1131
GSM7980864_PTC-1	PTC	DUSP4	NKX2-1	-0.01530299683570526	0.6071778418998974	1131
GSM7980864_PTC-1	PTC	DUSP4	PAX8	-0.059093289254893155	0.04693719192240196	1131
GSM7980864_PTC-1	PTC	DUSP4	SLC5A5	0.12233356389467458	3.7061724670536255e-05	1131
GSM7980864_PTC-1	PTC	DUSP4	TG	-0.05191614888517273	0.0809493230103163	1131
GSM7980864_PTC-1	PTC	DUSP4	TPO	0.020966627386357576	0.48117585586858364	1131
GSM7980864_PTC-1	PTC	DUSP4	TSHR	-0.056822618092460045	0.05608241252979854	1131
GSM7980864_PTC-1	PTC	DUSP5	DIO1	-0.02346242141829979	0.4305298521122058	1131
GSM7980864_PTC-1	PTC	DUSP5	FOXE1	0.042148092377930706	0.15662421966912138	1131
GSM7980864_PTC-1	PTC	DUSP5	NKX2-1	0.012133708767598894	0.6835493207913693	1131
GSM7980864_PTC-1	PTC	DUSP5	PAX8	-0.07387527109758617	0.012951512285854156	1131
GSM7980864_PTC-1	PTC	DUSP5	SLC5A5	0.08858271795242285	0.002867126102889299	1131
GSM7980864_PTC-1	PTC	DUSP5	TG	-0.22786257360703305	8.704000373168401e-15	1131
GSM7980864_PTC-1	PTC	DUSP5	TPO	-0.17826614995931928	1.5706400058401096e-09	1131
GSM7980864_PTC-1	PTC	DUSP5	TSHR	-0.07891054665101425	0.007930953736222544	1131
GSM7980864_PTC-1	PTC	DUSP6	DIO1	-0.17556969373883705	2.7786269709655695e-09	1131
GSM7980864_PTC-1	PTC	DUSP6	FOXE1	-0.02928850108281438	0.32506423729892037	1131
GSM7980864_PTC-1	PTC	DUSP6	NKX2-1	0.08945631014650446	0.002602529894243119	1131
GSM7980864_PTC-1	PTC	DUSP6	PAX8	-0.021559050315098197	0.468868861357036	1131
GSM7980864_PTC-1	PTC	DUSP6	SLC5A5	-0.07076025438776425	0.017310568370073595	1131
GSM7980864_PTC-1	PTC	DUSP6	TG	-0.126376261676367	2.0217274623468493e-05	1131
GSM7980864_PTC-1	PTC	DUSP6	TPO	-0.21914946172815833	9.145106123334647e-14	1131
GSM7980864_PTC-1	PTC	DUSP6	TSHR	-0.002082044392030148	0.9442394120851293	1131
GSM7980864_PTC-1	PTC	SPRY2	DIO1	0.4769724710753899	2.5914147130263255e-65	1131
GSM7980864_PTC-1	PTC	SPRY2	FOXE1	0.1571918424914626	1.0745902179030153e-07	1131
GSM7980864_PTC-1	PTC	SPRY2	NKX2-1	0.04206700468137123	0.15742378204089738	1131
GSM7980864_PTC-1	PTC	SPRY2	PAX8	-0.054754981365008844	0.06565473797484594	1131
GSM7980864_PTC-1	PTC	SPRY2	SLC5A5	0.4593015907405415	4.21704085134894e-60	1131
GSM7980864_PTC-1	PTC	SPRY2	TG	0.01365469199241578	0.6464312427418135	1131
GSM7980864_PTC-1	PTC	SPRY2	TPO	0.14730707311819272	6.502013640801227e-07	1131
GSM7980864_PTC-1	PTC	SPRY2	TSHR	0.002341374059883297	0.9373076349566509	1131
GSM7980864_PTC-1	PTC	SPRY4	DIO1	0.16806398064777756	1.29827803493801e-08	1131
GSM7980864_PTC-1	PTC	SPRY4	FOXE1	-0.13107164242316513	9.770065447861724e-06	1131
GSM7980864_PTC-1	PTC	SPRY4	NKX2-1	0.018480314045614978	0.5346883946310145	1131
GSM7980864_PTC-1	PTC	SPRY4	PAX8	-0.02588443526807173	0.38447225640612587	1131
GSM7980864_PTC-1	PTC	SPRY4	SLC5A5	0.0381575674288241	0.19973739489017017	1131
GSM7980864_PTC-1	PTC	SPRY4	TG	0.03404777488675219	0.2525805438379997	1131
GSM7980864_PTC-1	PTC	SPRY4	TPO	0.07857831602519658	0.008198536162870832	1131
GSM7980864_PTC-1	PTC	SPRY4	TSHR	-0.020287136377544843	0.49550515072498624	1131
GSM7980864_PTC-1	PTC	ETV4	DIO1	0.04488563159361129	0.13139838218277755	1131
GSM7980864_PTC-1	PTC	ETV4	FOXE1	0.154784866693436	1.6834993769283442e-07	1131
GSM7980864_PTC-1	PTC	ETV4	NKX2-1	0.07576474050485552	0.010808159122265437	1131
GSM7980864_PTC-1	PTC	ETV4	PAX8	0.07920322877670964	0.007701724943082745	1131
GSM7980864_PTC-1	PTC	ETV4	SLC5A5	-0.0312620939985234	0.2935116630900889	1131
GSM7980864_PTC-1	PTC	ETV4	TG	0.13749678067080326	3.4671105475257708e-06	1131
GSM7980864_PTC-1	PTC	ETV4	TPO	0.048912818533183626	0.10015140437599977	1131
GSM7980864_PTC-1	PTC	ETV4	TSHR	0.10873406395758886	0.00024870723906929125	1131
GSM7980864_PTC-1	PTC	ETV5	DIO1	0.26441746461101834	1.5095600734401133e-19	1131
GSM7980864_PTC-1	PTC	ETV5	FOXE1	0.19304948381659284	5.877536816826505e-11	1131
GSM7980864_PTC-1	PTC	ETV5	NKX2-1	0.10783201310077244	0.00028012832183523293	1131
GSM7980864_PTC-1	PTC	ETV5	PAX8	-0.01047331873876449	0.7249571510153633	1131
GSM7980864_PTC-1	PTC	ETV5	SLC5A5	0.3632115505508713	1.3461159076171273e-36	1131
GSM7980864_PTC-1	PTC	ETV5	TG	-0.0164818540151059	0.5797738405581375	1131
GSM7980864_PTC-1	PTC	ETV5	TPO	0.09734715661794963	0.0010455047955955441	1131
GSM7980864_PTC-1	PTC	ETV5	TSHR	0.08330359868955778	0.005058190726403051	1131
GSM7980864_PTC-1	PTC	PHLDA1	DIO1	0.02849841859914203	0.33829159166923367	1131
GSM7980864_PTC-1	PTC	PHLDA1	FOXE1	-0.051629828693117	0.08264052084425005	1131
GSM7980864_PTC-1	PTC	PHLDA1	NKX2-1	0.02569544353667771	0.38795408701384926	1131
GSM7980864_PTC-1	PTC	PHLDA1	PAX8	0.003730340940751652	0.9002746841068291	1131
GSM7980864_PTC-1	PTC	PHLDA1	SLC5A5	0.002062253552833039	0.9447685931113091	1131
GSM7980864_PTC-1	PTC	PHLDA1	TG	-0.02117350220631361	0.4768583903298869	1131
GSM7980864_PTC-1	PTC	PHLDA1	TPO	0.015976225445694093	0.5914568366565879	1131
GSM7980864_PTC-1	PTC	PHLDA1	TSHR	-0.039105951742369395	0.18878058088057195	1131
