gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	significant
ENSG00000230882.1	96.1612	-2.33493	0.168973	-13.8184	1.97386e-43	1.2487e-41	AC005077.4	True
ENSG00000230886.3	0.0707301	-0.0996881	1.58303	-0.0629728	0.949788		HMGB1P25	False
ENSG00000230889.2	0.212237	0.073929	0.690963	0.106994	0.914794	0.945313	SHC1P1	False
ENSG00000230891.7	0.0628847	0.0697613	2.27194	0.0307055	0.975504		LINC00692	False
ENSG00000230894.2	0.510238	0.199519	0.38409	0.519458	0.603441	0.707314	AL133284.1	False
ENSG00000230896.1	242.901	-0.199003	0.0627804	-3.16982	0.00152532	0.00371629	AL604028.1	False
ENSG00000230897.1	21.295	-0.133239	0.127204	-1.04744	0.294894	0.405544	RPS18P12	False
ENSG00000230898.1	0.218225	-0.172629	0.579499	-0.297893	0.765785	0.83871	AL596087.3	False
ENSG00000230899.1	0.50973	-0.828752	0.324185	-2.55642	0.0105756	0.0219361	MAGEA8-AS1	False
ENSG00000230902.1	0.290538	0.158012	0.478218	0.330418	0.741084	0.820443	FAM204CP	False
ENSG00000230904.1	0.00278044	-0.00850911	3.91584	-0.002173	0.998266		XKRYP2	False
ENSG00000230908.2	0.10492	-0.0810117	1.15699	-0.0700194	0.944178		AL591074.1	False
ENSG00000230910.4	104.645	-1.08403	0.199894	-5.42306	5.85877e-08	2.59532e-07	AL391807.1	True
ENSG00000230911.1	2.15283	-0.181052	0.184477	-0.98143	0.326381	0.439633	PPIHP1	False
ENSG00000230912.1	6.19756	-0.0395084	0.146474	-0.269729	0.787369	0.855536	AL021707.4	False
ENSG00000230913.1	0.602319	0.100861	0.312725	0.322522	0.747057	0.82486	NPM1P51	False
ENSG00000230914.3	0.714046	-0.34205	0.30255	-1.13056	0.258241	0.363608	AC004840.1	False
ENSG00000230916.2	19.7417	-0.574598	0.227461	-2.52614	0.0115324	0.023758	MTCO1P53	False
ENSG00000230918.2	76.5548	1.20233	0.178245	6.74537	1.52632e-11	9.71228e-11	DPP4-DT	True
ENSG00000230920.1	0						AL513422.1	False
ENSG00000230921.1	0.0289032	0.0801185	2.52493	0.0317309	0.974687		HAO2-IT1	False
ENSG00000230922.1	1.71779	-0.836347	0.266231	-3.14144	0.0016812	0.00406999	AL079301.1	False
ENSG00000230923.2	0.356975	0.285943	0.557446	0.512953	0.607984	0.71146	LINC00309	False
ENSG00000230926.1	0.0425552	0.0899665	2.88937	0.0311371	0.97516		AC239367.2	False
ENSG00000230927.3	3.72162	-0.719233	0.165395	-4.34857	1.37029e-05	4.52808e-05	TMBIM7P	False
ENSG00000230928.1	7.74933	-0.0523062	0.19237	-0.271904	0.785696	0.854251	AL139241.1	False
ENSG00000230929.5	4.46952	0.161246	0.136995	1.17702	0.239187	0.341231	AC099513.1	False
ENSG00000230931.2	0.0102649	-0.157752	3.91327	-0.0403122	0.967844		GXYLT1P1	False
ENSG00000230932.2	0.0384098	-0.088821	2.31888	-0.0383035	0.969446		AL355306.1	False
ENSG00000230934.1	0						BX276092.4	False
ENSG00000230935.1	0.317447	0.0879951	0.410246	0.214493	0.830162	0.885609	RPS3P1	False
ENSG00000230936.1	0.115437	0.167219	0.924902	0.180797	0.856527		AC073347.1	False
ENSG00000230937.12	56.4846	2.35738	0.33317	7.07562	1.48778e-12	1.03549e-11	MIR205HG	True
ENSG00000230941.1	0.0160254	0.0210339	3.91573	0.00537163	0.995714		AC002386.1	False
ENSG00000230942.1	0.294524	0.0968582	0.612068	0.158247	0.874262	0.917003	HMGN1P5	False
ENSG00000230943.3	8.57758	0.0800461	0.240572	0.332732	0.739336	0.81914	LINC02541	False
ENSG00000230944.1	0.0446305	0.0505769	3.90038	0.0129672	0.989654		AC026202.1	False
ENSG00000230945.1	0.113455	0.147014	1.10683	0.132824	0.894332		LINC01507	False
ENSG00000230946.3	1.07274	0.126614	0.253598	0.499269	0.61759	0.719566	HNRNPA1P68	False
ENSG00000230947.2	1.19317	0.0214503	0.260501	0.0823428	0.934374	0.958248	AP000356.1	False
ENSG00000230948.1	1.00425	-1.36028	0.29828	-4.56042	5.10521e-06	1.79614e-05	AURKBP1	True
ENSG00000230950.1	0.23255	-0.0452328	0.753962	-0.0599935	0.952161	0.969752	MTND2P21	False
ENSG00000230951.1	0.172644	-0.208275	0.86418	-0.241009	0.809548		GPS2P2	False
ENSG00000230952.1	0.0922069	-0.310508	1.26221	-0.246004	0.805679		AC099344.1	False
ENSG00000230953.2	39.2143	-0.299236	0.17685	-1.69204	0.0906386	0.14923	AC099677.1	False
ENSG00000230955.1	0						AL929472.2	False
ENSG00000230956.2	0.278828	0.234007	0.45067	0.519244	0.603591	0.707387	CAPZA1P1	False
ENSG00000230958.1	0.137026	0.156353	0.81753	0.19125	0.84833		AC093166.2	False
ENSG00000230960.1	0.0761861	-0.0406019	1.31877	-0.0307876	0.975439		AL109910.1	False
ENSG00000230962.2	0.0443673	-0.0991786	1.75154	-0.0566237	0.954845		LINC01520	False
ENSG00000230964.1	0.800532	-1.81835	0.303754	-5.98628	2.14693e-09	1.1119e-08	AC233266.1	True
ENSG00000230965.1	2.4894	-0.49938	0.283181	-1.76347	0.0778213	0.130605	SNX18P13	False
ENSG00000230967.2	0.166069	0.137676	1.57016	0.0876828	0.930129		AL133387.2	False
ENSG00000230968.1	0.00885309	-0.117852	3.91413	-0.0301094	0.97598		AC084149.1	False
ENSG00000230969.2	0.177283	0.343676	0.751352	0.45741	0.647376		LINC02090	False
ENSG00000230970.4	4.04479	-2.58999	0.212155	-12.208	2.81599e-34	1.04782e-32	HHATL-AS1	True
ENSG00000230972.1	0.0181801	-0.0287141	3.75025	-0.00765658	0.993891		AP001116.1	False
ENSG00000230973.1	0.00809397	-0.0484092	3.91492	-0.0123653	0.990134		AL049734.2	False
ENSG00000230975.1	0.0752031	0.0397085	1.90232	0.0208737	0.983346		AC012355.1	False
ENSG00000230977.1	0						AC023274.1	False
ENSG00000230978.2	1.10689	1.75679	0.458074	3.83516	0.000125482	0.000364391	LINC00160	True
ENSG00000230979.3	33.886	-0.0658297	0.115988	-0.567557	0.570336	0.677377	AC079250.1	False
ENSG00000230980.1	0.846915	0.0581547	0.273255	0.212822	0.831466	0.88653	RPL36AP39	False
ENSG00000230982.1	34.5439	0.162564	0.0771198	2.10794	0.0350364	0.0644879	DSTNP1	False
ENSG00000230986.1	0.276864	-0.275405	0.459448	-0.599425	0.548889	0.658288	DDX3P2	False
ENSG00000230987.2	0.680874	-0.336982	0.301155	-1.11897	0.263155	0.369448	AL359976.1	False
ENSG00000230988.3	0.423289	0.179537	0.394665	0.45491	0.649174	0.746352	RPL23AP11	False
ENSG00000230989.7	6642.68	-0.38013	0.0479655	-7.92507	2.28016e-15	2.0547e-14	HSBP1	False
ENSG00000230990.2	0.874824	-0.573891	0.280457	-2.04627	0.0407297	0.0737077	AL049649.1	False
ENSG00000230991.2	0.154486	0.136657	0.993093	0.137608	0.89055		AC092625.1	False
ENSG00000230992.3	1.61773	0.0558281	0.222599	0.250801	0.801968	0.865916	FAM201B	False
ENSG00000230993.1	4.44862	-0.0119059	0.12993	-0.0916332	0.926989	0.953538	RPL12P15	False
ENSG00000230994.1	0.0154432	-0.138057	3.9132	-0.0352798	0.971857		FGFR3P1	False
ENSG00000230997.5	0.0583959	0.0790991	1.37119	0.0576864	0.953998		RAB42P1	False
ENSG00000230999.1	0.282746	-0.261995	0.453856	-0.577265	0.56376	0.671484	MTND5P8	False
ENSG00000231001.2	0.020897	-0.118364	2.77283	-0.0426869	0.965951		CCNB1IP1P3	False
ENSG00000231004.2	0.00752782	0.0111862	3.91577	0.00285671	0.997721		CECR9	False
ENSG00000231005.1	0.116841	-0.0219253	0.822512	-0.0266565	0.978734		RPL39P39	False
ENSG00000231006.1	16.4183	0.191982	0.142204	1.35004	0.177002	0.264786	RPL7P32	False
ENSG00000231007.5	4.65376	-1.25923	0.225219	-5.59114	2.25582e-08	1.04524e-07	CDC20P1	True
ENSG00000231009.1	0.0261073	-0.0188662	3.91481	-0.00481918	0.996155		CUBNP1	False
ENSG00000231010.1	12.7218	-0.0390585	0.106616	-0.366346	0.714107	0.799592	AL121672.1	False
ENSG00000231011.1	0.325671	-1.79918	0.528654	-3.40331	0.000665738	0.00172538	AC092832.1	True
ENSG00000231013.2	60.5191	-0.470882	0.241313	-1.95133	0.0510173	0.0899026	SCTR-AS1	False
ENSG00000231015.1	0.0969381	0.0894569	2.55304	0.0350393	0.972048		AL049594.1	False
ENSG00000231017.1	0.582662	0.772103	0.390797	1.97571	0.0481874	0.0855256	RPS27P10	False
ENSG00000231018.1	0.039703	-0.198165	2.17183	-0.0912434	0.927299		EIF4A1P3	False
ENSG00000231019.1	0.0601048	0.188443	1.59989	0.117785	0.906238		LINC00373	False
ENSG00000231020.1	0.14179	-0.782223	0.997369	-0.784286	0.432872		AL591043.1	False
ENSG00000231022.1	0.102207	-0.0312637	0.937456	-0.0333495	0.973396		RPS3AP9	False
ENSG00000231023.7	0.416073	-0.7544	0.543466	-1.38813	0.165098	0.249498	LINC00326	False
ENSG00000231024.1	3.29228	-0.805598	0.158875	-5.07063	3.96494e-07	1.60147e-06	AC092431.1	False
ENSG00000231026.1	0						XKRYP4	False
ENSG00000231028.9	261.544	-0.575774	0.079302	-7.26052	3.85613e-13	2.82998e-12	LINC00271	False
ENSG00000231029.2	0.296767	-0.196422	0.422344	-0.465077	0.641877	0.74035	AL031733.1	False
ENSG00000231031.6	0.686893	-0.36403	0.463754	-0.784964	0.432475	0.549515	LINC01804	False
ENSG00000231032.1	0.0126699	-0.0287139	3.87596	-0.0074082	0.994089		CEP19P1	False
ENSG00000231034.1	0.0306491	0.0801184	2.34843	0.0341157	0.972785		AL118520.1	False
ENSG00000231035.1	0.535393	-0.755476	0.401103	-1.8835	0.0596329	0.103128	RPL7L1P9	False
ENSG00000231039.2	0.146913	0.246001	0.976197	0.252	0.801041		AL355303.1	False
ENSG00000231040.2	0.0693233	-0.109536	1.51957	-0.0720836	0.942535		LINC01911	False
ENSG00000231043.3	19.3616	0.0244361	0.107639	0.227019	0.820409	0.878752	AC007238.1	False
ENSG00000231046.1	0.0537003	-0.089331	1.66321	-0.0537101	0.957166		AL360227.1	False
ENSG00000231047.1	1.20962	1.84516	0.399887	4.61421	3.94596e-06	1.4097e-05	GCNT1P3	True
ENSG00000231049.2	1.66027	-0.203864	0.211648	-0.96322	0.335437	0.449055	OR52B5P	False
ENSG00000231050.1	29.0325	-0.431501	0.1231	-3.50529	0.000456118	0.0012171	AL109917.1	False
ENSG00000231051.3	0						USP17L28	False
ENSG00000231052.1	0.112095	-0.312569	0.997446	-0.313369	0.754		AL353614.1	False
ENSG00000231053.1	0.0248329	0.0505761	3.28354	0.0154029	0.987711		TRAPPC2LP1	False
ENSG00000231054.1	0.0504939	-0.551442	2.45229	-0.224869	0.822082		AC093833.1	False
ENSG00000231056.1	0.0747312	0.018994	1.36484	0.0139166	0.988896		LINC02522	False
ENSG00000231057.4	1.88295	-0.647349	0.236219	-2.74047	0.00613522	0.0133447	AC096637.2	False
ENSG00000231058.1	0.0734352	0.108642	1.41598	0.076726	0.938842		MSANTD2P1	False
ENSG00000231060.1	0.0293875	0.0604233	2.71873	0.0222249	0.982269		FARSBP1	False
ENSG00000231061.1	0.0904301	0.167729	1.10205	0.152197	0.879032		LINC00395	False
ENSG00000231062.1	5.64614	-0.54031	0.182775	-2.95615	0.00311505	0.00717809	AC103563.2	False
ENSG00000231063.1	2.05028	-0.270873	0.190789	-1.41975	0.155681	0.237269	RPL6P6	False
ENSG00000231064.7	43.8528	-0.0318869	0.0969155	-0.329017	0.742142	0.821041	THBS3-AS1	False
ENSG00000231066.3	3.92375	0.135037	0.139342	0.969105	0.332493	0.445928	NPM1P9	False
ENSG00000231068.1	0.00472104	0.00133856	3.9158	0.000341834	0.999727		KRTAP21-3	False
ENSG00000231069.1	0.842446	-1.32924	0.286414	-4.64097	3.4678e-06	1.24739e-05	BX842568.2	True
ENSG00000231070.1	0.00301338	-0.0582569	3.91495	-0.0148806	0.988127		OR52Y1P	False
ENSG00000231071.1	0.00947501	-0.0981569	3.91406	-0.025078	0.979993		IDI1P3	False
ENSG00000231072.1	0.871109	-0.413155	0.284973	-1.4498	0.147114	0.226076	GAPDHP64	False
ENSG00000231073.1	4.25602	-0.214768	0.143152	-1.50028	0.133542	0.207787	AL590133.1	False
ENSG00000231074.9	1585.55	-0.189204	0.0425801	-4.44348	8.85167e-06	3.00585e-05	HCG18	False
ENSG00000231078.1	0.0164157	0.00133856	3.9158	0.000341834	0.999727		AL157414.2	False
ENSG00000231079.7	0.863451	-2.58869	0.348344	-7.43142	1.07435e-13	8.34826e-13	KIF5C-AS1	True
ENSG00000231080.1	0.130333	0.0174657	0.901638	0.0193711	0.984545		AL592161.1	False
ENSG00000231081.1	0.0280349	-0.148417	2.35498	-0.0630224	0.949749		AL078587.1	False
ENSG00000231082.1	0.14713	-0.57118	0.803526	-0.710842	0.477182		LINC02655	False
ENSG00000231083.1	1.25248	1.10511	0.316343	3.4934	0.000476912	0.0012683	AC011747.1	True
ENSG00000231084.2	34.3688	0.0421261	0.0610706	0.689793	0.490324	0.604845	RPL22P24	False
ENSG00000231086.1	4.34819	-1.17995	0.15329	-7.69753	1.38722e-14	1.1722e-13	TSSK1A	True
ENSG00000231087.2	0.152463	-0.0229441	0.70706	-0.03245	0.974113		FDPSP7	False
ENSG00000231090.2	0.607309	-0.263425	0.391559	-0.672759	0.5011	0.614662	MIR4422HG	False
ENSG00000231092.1	0.0779703	-0.0105493	1.3141	-0.00802776	0.993595		AC012513.1	False
ENSG00000231093.1	0.279928	-0.619977	0.563811	-1.09962	0.271499	0.379163	AL391256.1	False
ENSG00000231095.1	0.250268	-0.0855214	0.502815	-0.170085	0.864943	0.910243	GYG1P3	False
ENSG00000231096.1	0.216362	0.103694	0.618495	0.167656	0.866854	0.911519	NDUFB4P3	False
ENSG00000231098.1	0.145428	-0.68273	0.875799	-0.779551	0.435655		AC008154.2	False
ENSG00000231099.1	0.0448171	0.040218	2.16523	0.0185745	0.985181		BMS1P19	False
ENSG00000231100.1	0.0962774	-0.248932	1.79518	-0.138667	0.889714		AL606752.1	False
ENSG00000231102.1	0.352352	-0.482681	0.37674	-1.2812	0.200122	0.293747	AL035588.1	False
ENSG00000231103.2	0.136265	-0.229746	1.17826	-0.194987	0.845403		PRAMEF30P	False
ENSG00000231104.8	4.26602	-0.747979	0.202711	-3.68989	0.000224355	0.000627896	AC022395.1	False
ENSG00000231105.2	14.9496	0.293628	0.128593	2.28339	0.0224073	0.0432498	ECE1-AS1	False
ENSG00000231106.2	5.19305	1.46462	0.342143	4.28073	1.86277e-05	6.04347e-05	LINC01436	True
ENSG00000231107.2	88.9922	-1.36384	0.143287	-9.51828	1.76061e-21	2.65826e-20	LINC01508	True
ENSG00000231108.2	0.145509	-0.529652	0.857303	-0.617811	0.5367		PRELID3BP11	False
ENSG00000231110.1	0						FO393408.1	False
ENSG00000231112.1	0.0348707	-0.0592782	1.8549	-0.0319577	0.974506		MTHFD2P3	False
ENSG00000231113.2	87.0963	-0.238964	0.0752593	-3.17521	0.0014973	0.00365399	AL035587.1	False
ENSG00000231114.1	0.118927	-0.0120776	0.898425	-0.013443	0.989274		AC078842.2	False
ENSG00000231119.2	185.949	-0.502258	0.108066	-4.6477	3.35655e-06	1.21019e-05	AL031666.1	False
ENSG00000231120.3	2.56977	-0.0329374	0.175691	-0.187474	0.851289	0.900455	BTF3P10	False
ENSG00000231122.5	0.250034	-0.763209	0.505815	-1.50887	0.131332	0.204887	FAM25E	False
ENSG00000231123.1	22.5383	-0.631096	0.185191	-3.4078	0.000654883	0.0016991	SPATA20P1	False
ENSG00000231124.1	0.0326779	-0.138569	2.0666	-0.0670517	0.946541		UBE2V1P11	False
ENSG00000231125.2	21.509	-0.518182	0.0824183	-6.28722	3.23208e-10	1.8252e-09	AF129075.1	False
ENSG00000231128.6	1.12779	0.462147	0.286002	1.61588	0.106119	0.170878	AL137856.1	False
ENSG00000231130.1	2.5905	-0.279712	0.176684	-1.58312	0.113394	0.180822	HLA-T	False
ENSG00000231131.8	6.00684	1.28971	0.244458	5.27582	1.32166e-07	5.6336e-07	LNCAROD	True
ENSG00000231132.1	0.113367	-0.749323	1.06792	-0.701664	0.482889		AC022537.1	False
ENSG00000231133.8	3.22282	-0.86896	0.223962	-3.87995	0.000104476	0.000306776	HAR1B	False
ENSG00000231134.1	0.522093	-1.3421	0.369188	-3.63528	0.000277683	0.000766182	TCF7L1-IT1	True
ENSG00000231136.1	0.00934366	-0.108005	3.91409	-0.0275938	0.977986		AP000705.1	False
ENSG00000231137.1	0.517161	-0.773927	0.403935	-1.91597	0.0553688	0.0966538	RBM22P5	False
ENSG00000231138.1	0.0753478	0.0594037	1.58403	0.0375017	0.970085		AC009987.1	False
ENSG00000231139.1	0.124246	-0.00222983	0.823971	-0.00270621	0.997841		AC104843.2	False
ENSG00000231140.3	0.0381661	-0.00953007	2.0567	-0.00463366	0.996303		BX005214.2	False
ENSG00000231141.1	0						TTTY3	False
ENSG00000231143.1	0.0561158	0.069761	1.92067	0.0363212	0.971026		AL157378.1	False
ENSG00000231144.1	0.10801	0.088947	1.71384	0.0518993	0.958609		EEF1A1P40	False
ENSG00000231147.2	0.607256	0.299708	0.383092	0.782339	0.434015	0.550916	ARHGAP42P2	False
ENSG00000231148.1	0.220663	0.0505343	0.563925	0.0896118	0.928596	0.954602	HMGB1P7	False
ENSG00000231149.2	0.36091	0.147546	0.460957	0.320086	0.748903	0.826219	AL354979.1	False
ENSG00000231150.5	0.671236	1.52613	0.504922	3.0225	0.00250698	0.00588183	DNAH8-AS1	True
ENSG00000231152.1	0.029976	-0.16811	3.59424	-0.0467721	0.962695		MTND2P15	False
ENSG00000231153.1	0.0371979	0.0899661	2.32676	0.0386659	0.969157		AC002429.1	False
ENSG00000231154.1	35.2177	-0.783556	0.119576	-6.55282	5.64624e-11	3.41743e-10	MORF4L2-AS1	False
ENSG00000231156.1	1.58377	-0.913698	0.311857	-2.92987	0.00339107	0.00775999	AC093702.1	False
ENSG00000231158.1	1.51436	0.261193	0.244512	1.06822	0.285419	0.39517	PTP4A1P1	False
ENSG00000231159.1	0						OFD1P8Y	False
ENSG00000231160.10	510.416	0.0114599	0.124316	0.0921833	0.926552	0.953175	KLF3-AS1	False
ENSG00000231162.4	0.395339	-1.85294	0.345408	-5.36449	8.1179e-08	3.54157e-07	COX11P1	True
ENSG00000231163.6	0.0705217	0.139205	2.12932	0.0653751	0.947875		CSMD2-AS1	False
ENSG00000231164.1	0.815226	0.0294811	0.276232	0.106726	0.915007	0.945436	RPL7P56	False
ENSG00000231165.3	0.346689	-0.586627	0.431288	-1.36017	0.173775	0.260665	TRBV26OR9-2	False
ENSG00000231166.2	0.0120137	0.0111862	3.91577	0.00285671	0.997721		TUBB4BP6	False
ENSG00000231167.3	16.021	-0.0976164	0.0904932	-1.07871	0.280715	0.389795	YBX1P2	False
ENSG00000231169.4	2.37018	0.321976	0.185792	1.73299	0.0830975	0.13834	EEF1B2P1	False
ENSG00000231170.7	60.9553	-1.12785	0.128754	-8.75974	1.95703e-18	2.308e-17	AC002451.1	True
ENSG00000231171.4	1.03521	-0.0248639	0.440788	-0.0564078	0.955017	0.971384	LINC01098	False
ENSG00000231172.2	1.9958	2.8734	0.37995	7.56257	3.95178e-14	3.18752e-13	AC007099.1	True
ENSG00000231173.1	0.715934	0.114521	0.52407	0.218521	0.827023	0.883219	AC116609.2	False
ENSG00000231175.1	0.0176463	0.0505762	3.37156	0.0150008	0.988032		LINC01720	False
ENSG00000231177.4	49.8445	-0.460691	0.0886335	-5.19771	2.01763e-07	8.42293e-07	LINC00852	False
ENSG00000231178.3	0.209704	-0.627997	0.597329	-1.05134	0.293102	0.403685	AL357832.1	False
ENSG00000231181.1	4.93352	-0.617306	0.16749	-3.68562	0.000228146	0.000637663	AL954705.1	False
ENSG00000231183.4	0.0067623	0.00133856	3.9158	0.000341834	0.999727		AC007003.1	False
ENSG00000231184.3	0.315134	-0.270501	0.390486	-0.692728	0.48848	0.603161	CCNQP3	False
ENSG00000231185.7	86.4674	-0.385267	0.0546088	-7.05504	1.72551e-12	1.19353e-11	SPRY4-AS1	False
ENSG00000231187.3	3.00333	-0.883489	0.193339	-4.56963	4.88581e-06	1.72452e-05	AL356056.2	False
ENSG00000231188.1	0.163991	0.25483	0.784922	0.324657	0.745441		AL139819.1	False
ENSG00000231189.1	0.0437957	-0.109026	1.93513	-0.0563406	0.95507		AC013448.1	False
ENSG00000231192.2	0.0931574	-0.328224	1.44451	-0.227221	0.820252		OR5H1	False
ENSG00000231193.1	2.04506	-0.828952	0.208203	-3.98146	6.84934e-05	0.000206768	AL157884.2	False
ENSG00000231194.1	0.790894	0.499661	0.318574	1.56843	0.11678	0.185422	FARP1-AS1	False
ENSG00000231195.1	0.115968	0.266206	1.02716	0.259167	0.795506		IFNA11P	False
ENSG00000231198.1	0.00823784	-0.0484092	3.91492	-0.0123653	0.990134		AC004987.1	False
ENSG00000231199.2	0.106695	-0.0209064	1.22576	-0.0170559	0.986392		MTND5P19	False
ENSG00000231201.1	1.98967	1.34701	0.286128	4.70771	2.50519e-06	9.18015e-06	AF127577.2	True
ENSG00000231202.1	0.142051	0.195744	0.775158	0.252521	0.800638		TRGVB	False
ENSG00000231203.1	2.59257	0.399567	0.197404	2.02411	0.0429593	0.0772879	KRT8P10	False
ENSG00000231204.7	0.147316	0.186405	1.00296	0.185856	0.852558		AC011752.1	False
ENSG00000231205.11	564.572	-0.389299	0.155911	-2.49694	0.0125271	0.0255953	ZNF826P	False
ENSG00000231206.2	1.58473	0.0670824	0.199731	0.335863	0.736974	0.8174	HNRNPA1P25	False
ENSG00000231207.1	0.606349	-1.3005	0.277239	-4.69091	2.71994e-06	9.92107e-06	FO393419.1	True
ENSG00000231208.4	0.821323	-0.281356	0.265233	-1.06079	0.288786	0.399064	ZBTB46-AS1	False
ENSG00000231210.3	32.9842	4.84961	0.241834	20.0535	1.88116e-89	9.24477e-87	COMETT	True
ENSG00000231211.2	0.0188279	-0.00901971	3.04446	-0.00296266	0.997636		RPL17P49	False
ENSG00000231212.1	0.220739	0.213295	0.579215	0.368249	0.712688	0.798487	AL590399.3	False
ENSG00000231213.6	0.066127	-0.209032	1.40869	-0.148387	0.882037		PLSCR5	False
ENSG00000231216.1	0.0473244	0.0106758	3.13271	0.00340784	0.997281		GS1-600G8.3	False
ENSG00000231219.1	0.00495033	0.00133856	3.9158	0.000341834	0.999727		PRAMEF32P	False
ENSG00000231221.1	0.291453	0.000689318	0.624161	0.00110439	0.999119	0.999344	LINC01593	False
ENSG00000231222.1	0.0617234	0.0594038	1.59275	0.0372964	0.970249		ARF4P4	False
ENSG00000231226.1	2.95443	1.09865	0.236665	4.6422	3.44725e-06	1.24078e-05	TRIM31-AS1	True
ENSG00000231227.1	0.347888	-1.66029	1.47766	-1.1236	0.261184	0.367064	AC006450.1	False
ENSG00000231228.4	0.0770514	-0.219389	1.2271	-0.178786	0.858106		ARPP19P1	False
ENSG00000231231.5	65.5568	-1.96914	0.167959	-11.7239	9.61281e-32	3.00525e-30	LINC01423	True
ENSG00000231232.4	0.0181621	-0.247401	3.75066	-0.0659618	0.947408		AC023141.6	False
ENSG00000231233.1	14.8112	0.0325861	0.0980111	0.332474	0.739531	0.819289	CFAP58-DT	False
ENSG00000231234.2	0.0732076	-0.533751	1.30208	-0.409921	0.681864		SKP1P1	False
ENSG00000231235.1	0.080853	0.128338	1.1994	0.107002	0.914788		CTNNBL1P1	False
ENSG00000231236.2	0.931555	0.186017	0.314503	0.591462	0.554211	0.663013	AP001605.1	False
ENSG00000231237.1	0.0237545	-0.12821	3.29176	-0.0389489	0.968931		OR6K1P	False
ENSG00000231238.2	0.112536	0.346007	1.42341	0.243084	0.807941		LINC00349	False
ENSG00000231240.1	1.28746	-0.813488	0.390378	-2.08385	0.0371742	0.0679662	KLF2P1	False
ENSG00000231241.1	0.459933	0.0991646	0.392783	0.252467	0.80068	0.864966	RPS3AP3	False
ENSG00000231243.1	0.00289681	-0.00850911	3.91584	-0.002173	0.998266		AC116038.1	False
ENSG00000231244.1	0.372185	-0.234367	0.362384	-0.646736	0.517803	0.630215	PSMC1P3	False
ENSG00000231245.2	14.5444	0.154196	0.50732	0.303943	0.761172	0.835158	C1DP1	False
ENSG00000231246.2	32.8634	0.682429	0.229793	2.96976	0.00298033	0.00689762	LINC02884	False
ENSG00000231248.3	0.0515604	0.0894565	1.92949	0.0463628	0.963021		FAM242D	False
ENSG00000231249.1	24.4792	-2.24527	0.187899	-11.9494	6.54256e-33	2.2137e-31	ITPR1-DT	True
ENSG00000231251.1	0.0071861	0.0111862	3.91577	0.00285671	0.997721		AL021921.1	False
ENSG00000231252.3	2.46676	0.407742	0.29972	1.36041	0.173701	0.260583	AC099792.1	False
ENSG00000231253.2	0.284682	0.0648711	0.498272	0.130192	0.896414	0.932489	LINC01640	False
ENSG00000231254.2	1.99816	-1.63173	0.227756	-7.16435	7.8155e-13	5.57531e-12	PCED1CP	True
ENSG00000231255.1	1.33343	-1.0706	0.315297	-3.39553	0.000684949	0.00177095	AC005009.1	True
ENSG00000231256.8	1.94411	-0.348305	0.188769	-1.84514	0.0650176	0.111422	CFAP97D1	False
ENSG00000231258.2	6.44843	-1.08598	0.175362	-6.19282	5.90988e-10	3.25172e-09	ZSWIM5P2	True
ENSG00000231259.5	0						ANAPC1P2	False
ENSG00000231261.1	1.08293	-0.555935	0.22539	-2.46655	0.0136422	0.0276369	HMGN2P10	False
ENSG00000231264.1	0.0438904	-0.0193776	2.30597	-0.00840321	0.993295		ARAFP1	False
ENSG00000231265.1	0.397425	0.334297	0.47369	0.705731	0.480356	0.595483	TRERNA1	False
ENSG00000231266.1	0.0310635	0.0308815	3.9157	0.0078866	0.993707		AC010745.3	False
ENSG00000231270.1	0.286959	-0.942933	0.494547	-1.90666	0.0565649	0.0985318	COBLP1	False
ENSG00000231271.1	7.4505	-0.39587	0.25422	-1.55719	0.119425	0.188864	AP000350.3	False
ENSG00000231272.1	0.139781	-0.0918782	0.938549	-0.0978939	0.922017		AL122008.1	False
ENSG00000231274.5	6.68623	0.55865	0.214444	2.60511	0.0091845	0.019294	SBK3	False
ENSG00000231276.2	0.0443519	-0.0991786	1.75156	-0.0566229	0.954846		E2F4P1	False
ENSG00000231278.1	0.0452199	0.0500657	2.16551	0.0231196	0.981555		OR9S24P	False
ENSG00000231280.1	0.123794	0.0288417	1.35029	0.0213596	0.982959		SALL4P6	False
ENSG00000231290.6	8.65435	0.622193	0.184999	3.36321	0.000770406	0.00197467	APCDD1L-DT	False
ENSG00000231291.3	0.132163	0.46418	1.61263	0.28784	0.773469		AC106799.1	False
ENSG00000231292.6	90.3839	3.36828	0.380348	8.85577	8.31056e-19	1.01622e-17	IGKV1OR2-108	True
ENSG00000231293.1	0.0629472	0.0298607	1.81928	0.0164134	0.986905		RPL36AP6	False
ENSG00000231295.1	0.378387	0.572901	0.599471	0.955677	0.339235	0.453181	AC004888.1	False
ENSG00000231296.1	0.18607	0.064165	0.611192	0.104984	0.916389		AL050341.1	False
ENSG00000231297.3	0.0955554	-0.219389	1.34865	-0.162673	0.870776		AL627443.1	False
ENSG00000231298.7	4.54347	2.50406	0.355119	7.0513	1.77248e-12	1.22475e-11	MANCR	True
ENSG00000231299.1	0.0970575	-0.438478	1.26775	-0.345872	0.729439		SEPTIN14P24	False
ENSG00000231300.1	0.012369	0.0210339	3.91573	0.00537163	0.995714		EZH2P1	False
ENSG00000231301.1	0.259196	0.120695	0.484472	0.249127	0.803263	0.866826	RPL13AP	False
