territory_label_set	scope	condition	axis	n_high	n_low	delta_high_low	cohen_d	mw_p
arm_level_expression_cnv	pooled_cancer_spots	PTC_LPTC_ATC	log_total_counts	14335	13190	1.6849827142746436	1.2648522506051216	0.0
arm_level_expression_cnv	pooled_cancer_spots	PTC_LPTC_ATC	n_genes_by_counts	14335	13190	1405.7043006706467	0.95073320301105	0.0
arm_level_expression_cnv	pooled_cancer_spots	PTC_LPTC_ATC	pct_mito	14335	13190	-0.21253344301852728	-0.06186298178218601	6.712176504242142e-52
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	log_total_counts	746	698	2.1159032891579947	4.832060837923627	5.77952576575917e-237
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	n_genes_by_counts	746	698	2315.3359925332434	4.047437316291436	4.3549396845962833e-237
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	pct_mito	746	698	-13.498903263968458	-2.376661093489407	2.7757377328271387e-207
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	log_total_counts	2326	860	2.152167959389355	5.07037841574709	0.0
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	n_genes_by_counts	2326	860	2685.5352436561416	3.9954248808337423	0.0
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	pct_mito	2326	860	-0.1371537403865024	-0.10485355634297634	0.07268953843498749
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	log_total_counts	2217	470	1.8497751064307009	4.5100962309606665	2.778637906512441e-245
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	n_genes_by_counts	2217	470	2202.3149012946383	4.298813261159511	1.2254291514550535e-254
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	pct_mito	2217	470	3.1915192949858047	1.6913083789441734	2.5616220001312743e-157
arm_level_expression_cnv	GSM7980867_PTC-4	PTC	log_total_counts	1193	1082	1.9657299104551855	3.2796803057552206	0.0
arm_level_expression_cnv	GSM7980867_PTC-4	PTC	n_genes_by_counts	1193	1082	1101.0328099991789	2.9450057772545364	0.0
arm_level_expression_cnv	GSM7980867_PTC-4	PTC	pct_mito	1193	1082	0.3014927692877736	0.2434095990359894	8.262274580108828e-08
arm_level_expression_cnv	GSM7980868_LPTC-1	LPTC	log_total_counts	613	269	1.593677785949648	3.1977488771559184	3.6654819230785153e-121
arm_level_expression_cnv	GSM7980868_LPTC-1	LPTC	n_genes_by_counts	613	269	2803.410868602825	2.8580718176641047	2.1180523865919295e-123
arm_level_expression_cnv	GSM7980868_LPTC-1	LPTC	pct_mito	613	269	-2.371053572287572	-1.8552877160355992	4.7730475522546e-66
arm_level_expression_cnv	GSM7980869_LPTC-2	LPTC	log_total_counts	1154	1331	2.7376351764235265	4.593936127665693	0.0
arm_level_expression_cnv	GSM7980869_LPTC-2	LPTC	n_genes_by_counts	1154	1331	3190.468900515243	3.591221325427653	0.0
arm_level_expression_cnv	GSM7980869_LPTC-2	LPTC	pct_mito	1154	1331	-1.8102508786434095	-0.9772075610618208	9.428305767482928e-95
arm_level_expression_cnv	GSM7980870_LPTC-3	LPTC	log_total_counts	1080	2138	2.0608683871326754	2.4560705778659964	0.0
arm_level_expression_cnv	GSM7980870_LPTC-3	LPTC	n_genes_by_counts	1080	2138	713.9053883865156	2.6926868120615337	0.0
arm_level_expression_cnv	GSM7980870_LPTC-3	LPTC	pct_mito	1080	2138	-0.29148973879088813	-0.24851758851735317	1.4194125434464012e-05
arm_level_expression_cnv	GSM7980871_LPTC-4	LPTC	log_total_counts	1008	3112	-1.2034939592097729	-3.0019864328292214	0.0
arm_level_expression_cnv	GSM7980871_LPTC-4	LPTC	n_genes_by_counts	1008	3112	-2265.139720284	-2.8329017489119224	0.0
arm_level_expression_cnv	GSM7980871_LPTC-4	LPTC	pct_mito	1008	3112	-0.29507014340762927	-0.43168250741341047	1.4009785106021613e-37
arm_level_expression_cnv	GSM7980872_ATC-1	ATC	log_total_counts	2105	951	2.4978764085656318	4.171932093749849	0.0
arm_level_expression_cnv	GSM7980872_ATC-1	ATC	n_genes_by_counts	2105	951	2874.975543683234	2.8367025811979594	0.0
arm_level_expression_cnv	GSM7980872_ATC-1	ATC	pct_mito	2105	951	-0.6836205746067556	-0.7408194915321361	3.7300273015169534e-64
arm_level_expression_cnv	GSM7980873_ATC-2	ATC	log_total_counts	886	1332	3.494869387307049	6.469479425640798	0.0
arm_level_expression_cnv	GSM7980873_ATC-2	ATC	n_genes_by_counts	886	1332	3379.3124919501897	5.688407633018638	0.0
arm_level_expression_cnv	GSM7980873_ATC-2	ATC	pct_mito	886	1332	-1.1619172078676292	-1.0517813513852714	4.6011389177076e-183
arm_level_expression_cnv	GSM7980874_ATC-3	ATC	log_total_counts	65	589	-1.7940439576293006	-4.4191642182116935	3.122807899012907e-39
arm_level_expression_cnv	GSM7980874_ATC-3	ATC	n_genes_by_counts	65	589	-2522.962361238083	-3.7921928278085675	1.5452205303405805e-39
arm_level_expression_cnv	GSM7980874_ATC-3	ATC	pct_mito	65	589	-0.022114533358718602	-0.040817976381021644	0.9922728924753792
arm_level_expression_cnv	GSM7980875_ATC-4	ATC	log_total_counts	942	358	1.9152358747590172	4.005192353545337	4.7105806812013965e-170
arm_level_expression_cnv	GSM7980875_ATC-4	ATC	n_genes_by_counts	942	358	1970.4560841665775	3.2446898608997254	4.665996660277715e-171
arm_level_expression_cnv	GSM7980875_ATC-4	ATC	pct_mito	942	358	-0.7558183576662905	-0.7450105085248387	7.406565597622969e-29
gene_bin_infercnv_lite	pooled_cancer_spots	PTC_LPTC_ATC	log_total_counts	13726	13662	1.7116087489281524	1.2846563490829666	0.0
gene_bin_infercnv_lite	pooled_cancer_spots	PTC_LPTC_ATC	n_genes_by_counts	13726	13662	1473.0435581330516	0.998653664850005	0.0
gene_bin_infercnv_lite	pooled_cancer_spots	PTC_LPTC_ATC	pct_mito	13726	13662	-0.17092327556444742	-0.049630828628432905	2.2200992965906142e-51
gene_bin_infercnv_lite	GSM7980864_PTC-1	PTC	log_total_counts	736	680	2.1657183984416415	5.167017325847769	2.2888930638270808e-232
gene_bin_infercnv_lite	GSM7980864_PTC-1	PTC	n_genes_by_counts	736	680	2373.508743606138	4.327690015301328	2.0061667282103436e-232
gene_bin_infercnv_lite	GSM7980864_PTC-1	PTC	pct_mito	736	680	-13.738719991169841	-2.441296802945176	5.4495246869539176e-207
gene_bin_infercnv_lite	GSM7980865_PTC-2	PTC	log_total_counts	2436	871	2.147144288052984	5.185843067077687	0.0
gene_bin_infercnv_lite	GSM7980865_PTC-2	PTC	n_genes_by_counts	2436	871	2676.2488811154535	4.078369015836801	0.0
gene_bin_infercnv_lite	GSM7980865_PTC-2	PTC	pct_mito	2436	871	-0.12030212276604724	-0.0923228666444282	0.10066456695659856
gene_bin_infercnv_lite	GSM7980866_PTC-3	PTC	log_total_counts	2096	514	1.8440195940402626	4.558755718121461	3.1571823395093716e-262
gene_bin_infercnv_lite	GSM7980866_PTC-3	PTC	n_genes_by_counts	2096	514	2250.2893411946416	4.800620032739546	3.911517844820673e-271
gene_bin_infercnv_lite	GSM7980866_PTC-3	PTC	pct_mito	2096	514	3.223706495077509	1.710165219941011	8.363663113540228e-166
gene_bin_infercnv_lite	GSM7980867_PTC-4	PTC	log_total_counts	1176	1085	1.9586812805389142	3.4936088702785812	0.0
gene_bin_infercnv_lite	GSM7980867_PTC-4	PTC	n_genes_by_counts	1176	1085	1073.0859501865261	3.3074774605301536	0.0
