territory_label_set	axis	n	raw_delta_high_low	raw_cohen_d	residual_beta_high	residual_pearson_r	residual_p
arm_level_expression_cnv	TACSTD2_z	43180	0.4088838723729957	0.17882742023415368	-0.35691380947598106	-0.0863713884790201	2.7505128249153566e-72
arm_level_expression_cnv	TROP2_raw	43180	2.1010237299443393	0.4116692969310883	-0.37681710364694904	-0.04689536531766071	1.8475216480096563e-22
arm_level_expression_cnv	Macrophage_TAM_z	43180	0.2561961585004576	0.2314223061550925	0.1806370141636661	0.07595496009767314	2.843730055928166e-56
arm_level_expression_cnv	TLS_B_z	43180	0.12473605028510026	0.13326044932898326	0.04056848730979842	0.020835665020589696	1.4914067110320363e-05
arm_level_expression_cnv	Tcell_cytotoxic_z	43180	0.32335620392794606	0.24122234192408662	0.1926552438993988	0.08648500054576722	1.791965175964312e-72
arm_level_expression_cnv	RAI_thyroid_z	43180	0.20605441361617283	0.23805336262522803	-0.058027369275051144	-0.05507472976745207	2.27726648830093e-30
arm_level_expression_cnv	EMT_stress_z	43180	0.16819264197849437	0.308236401914132	-0.04299075657886206	-0.042792378995722184	5.790226234148409e-19
arm_level_expression_cnv	DM1_like_score	2400	-0.07347516028238567	-0.16953554620174097	0.0919422121341528	0.09788238327200771	1.553094503941794e-06
arm_level_expression_cnv	RAI_8_score	2400	0.07347516028238567	0.16953554620174097	-0.0919422121341528	-0.09788238327200771	1.553094503941794e-06
arm_level_expression_cnv	n_fib	2400	7.756693218276354	0.2274405052228665	-2.465927027074197	-0.03656455522764004	0.0733003979849403
gene_bin_infercnv_lite	TACSTD2_z	43180	0.4929567112550508	0.21591980600370825	-0.36559839890506896	-0.08671439105148998	7.531141626952246e-73
gene_bin_infercnv_lite	TROP2_raw	43180	2.3623825964482297	0.46494696993968676	-0.34774359362074037	-0.042416887576626344	1.1667144430949728e-18
gene_bin_infercnv_lite	Macrophage_TAM_z	43180	0.26271014915157187	0.2373459912066848	0.20705059947729437	0.0853308811282889	1.3557279582772025e-70
gene_bin_infercnv_lite	TLS_B_z	43180	0.13451480557510226	0.14374627721613922	0.05029775455033129	0.025319055073683996	1.4254358301012647e-07
gene_bin_infercnv_lite	Tcell_cytotoxic_z	43180	0.3929231327468662	0.2939617599558831	0.20978074618201034	0.09230089829717199	2.497210011991597e-82
gene_bin_infercnv_lite	RAI_thyroid_z	43180	0.22050126437204898	0.25493545743575086	-0.06413548140798736	-0.0596620533296798	2.354586469780532e-35
gene_bin_infercnv_lite	EMT_stress_z	43180	0.1627946184153911	0.29808002907449194	-0.03740084682069813	-0.03648825737435597	3.337919887402981e-14
gene_bin_infercnv_lite	DM1_like_score	2400	-0.082832011532367	-0.19127182929559242	0.09162385958940203	0.09510869898683225	3.0486915513250193e-06
gene_bin_infercnv_lite	RAI_8_score	2400	0.082832011532367	0.19127182929559242	-0.09162385958940203	-0.09510869898683225	3.0486915513250193e-06
gene_bin_infercnv_lite	n_fib	2400	7.594022173818203	0.22258182778037233	-3.212643921240481	-0.0464477562256063	0.022875429314147076
