cancer	dial_linear_mean	dial_nonlinear_mean	dial_linearity_gap	label	n_linear	n_nonlinear	semi_synthetic
COAD	0.0	0.0	0.0	classifier_agnostic	2	3	False
LGG	0.0	0.0	0.0	classifier_agnostic	2	3	False
LUAD	0.0	0.0	0.0	classifier_agnostic	2	3	False
SKCM	0.0	0.0	0.0	classifier_agnostic	2	3	False
THCA	0.0	0.0	0.0	classifier_agnostic	2	3	False
