gene	wilcoxon_z	pval	padj	delta_mean_scaled	mean_ATC_scaled	mean_PTC_scaled	pct_in_ATC	pct_in_PTC
COL12A1	59.702442	0.0	0.0	1.9963176575846284	1.7942111106884397	-0.20210654689618857	0.5893271461716937	0.016123419556895953
PDGFRB	59.544876	0.0	0.0	1.8557476300597753	1.6227748130276722	-0.23297281703210307	0.579217765992708	0.0026679039554576033
LAMA4	58.997494	0.0	0.0	1.8053682458243239	1.5887277257745909	-0.21664052004973292	0.5798806761683792	0.010555619997680083
COL4A1	58.833443	0.0	0.0	1.744278856075638	1.5449654879990802	-0.19931336807655772	0.5977792509115015	0.0492982252638905
LOX	58.23611	0.0	0.0	1.9048482034775618	1.843971940400206	-0.06087626307735576	0.6294332117998012	0.08838881800255191
TSHZ2	58.08596	0.0	0.0	1.226027101659548	0.8593278597831508	-0.36669924187639735	0.5702684786211468	0.012875536480686695
NUPR1	57.08606	0.0	0.0	1.5176109703029657	1.4337213488053397	-0.083889621497626	0.6529665230361286	0.1654100452383714
DCN	56.897224	0.0	0.0	1.3901328266261443	1.1829946171886778	-0.20713820943746644	0.5628107391448459	0.01623941538104628
TNFAIP6	56.10103	0.0	0.0	1.8238132483773142	1.5856450314832238	-0.23816821689409035	0.5444149817699702	0.0012759540656536365
COL4A2	56.08853	0.0	0.0	1.7673865620973002	1.6429688170486467	-0.12441774504865336	0.608882996353994	0.12237559447859878
THY1	55.2783	0.0	0.0	2.047941261457049	1.8932944094573856	-0.15464685199966346	0.5770633079217766	0.07968913119127712
TSPAN8	55.251945	0.0	0.0	2.1950057236442326	1.9697870929132801	-0.22521863073095255	0.5359628770301624	0.0009279665932026447
TFPI	54.880875	0.0	0.0	1.7380125336168257	1.5268768620169522	-0.21113567159987356	0.5401060656281074	0.010439624173529753
ASPN	54.739517	0.0	0.0	2.2481873616667927	2.0148688824009153	-0.23331847926587745	0.5316539608882996	0.0023199164830066117
COL18A1	54.30931	0.0	0.0	1.5828561876841625	1.4775731036650759	-0.10528308401908666	0.6193238316208154	0.16030622897575686
FBN1	54.18367	0.0	0.0	1.652324694497032	1.8601417835071232	0.20781708901009133	0.707988067616838	0.2879016355411205
CDH11	54.102676	0.0	0.0	1.9737341123122427	1.9281243397809298	-0.045609772531312924	0.5964534305601591	0.11669179909523257
IGFBP7	53.601166	0.0	0.0	1.4160380296093256	1.5476811123097594	0.13164308270043376	0.7192575406032483	0.3562231759656652
THBS2	53.32867	0.0	0.0	1.8436626584994356	1.6300182540357737	-0.21364440446366179	0.5178985747431223	0.001391949889803967
AEBP1	52.74926	0.0	0.0	1.4636929849492026	1.516189862557755	0.052496877608552345	0.6531322505800464	0.19962881336271895
MFAP5	52.315002	0.0	0.0	1.9790629899748506	1.775549702685975	-0.20351328728887563	0.5099436526350679	0.0041758496694119015
NDUFA4L2	51.955097	0.0	0.0	2.0201533576468282	1.7994162884447638	-0.2207370692020646	0.5074577394763009	0.006727757800719174
MMP14	51.93489	0.0	0.0	1.5159301918407377	1.374239459968866	-0.14169073187187173	0.5964534305601591	0.13130727293817424
LINC00662	51.877945	0.0	0.0	1.798883229605694	1.6556461800967024	-0.14323704950899158	0.5732515744116672	0.1198236863472915
FBXO17	51.4856	0.0	0.0	2.2626263235355766	2.045053064891092	-0.21757325864448468	0.4995028173682466	0.0010439624173529754
PDGFRA	50.56204	0.0	0.0	1.860971956865972	1.6657884227172919	-0.19518353414868006	0.494199535962877	0.005567799559215868
NOTCH3	50.54886	0.0	0.0	1.841968124966148	1.7455633187532371	-0.0964048062129109	0.5425919787868744	0.08247303097088504
DST	50.208668	0.0	0.0	1.3056926955852854	1.6531869413696199	0.3474942457843343	0.7828969174676831	0.45249971001043965
MEG3	50.18837	0.0	0.0	1.873861401764266	1.6661254869432167	-0.20773591482104944	0.48873052701358966	0.002551908131307273
STMN1	49.599804	0.0	0.0	0.9633408011941004	0.8381314613417128	-0.12520933985238758	0.6832946635730859	0.3606310172833778
SERPINF1	49.526047	0.0	0.0	1.2291487186700267	0.8989909375860096	-0.33015778108401717	0.49055352999668544	0.014035494722190001
JAG1	49.4783	0.0	0.0	1.6359058813291716	1.545069342297015	-0.09083653903215669	0.571760026516407	0.1482426632641225
SPON2	48.81085	0.0	0.0	1.2647047854499214	0.9284240268735718	-0.3362807585763495	0.4819356977129599	0.013455515601438348
INHBA	48.664543	0.0	0.0	1.5543283972744764	1.4677369181777298	-0.08659147909674654	0.537122969837587	0.08235703514673472
ENC1	48.239243	0.0	0.0	1.5008700430148845	1.248877941218041	-0.25199210179684345	0.4940338084189592	0.03932258438696207
PDLIM3	47.91518	0.0	0.0	1.8265099279523522	1.643530614916504	-0.18297931303584816	0.4777925091150149	0.018559331864052894
TPM2	47.68058	0.0	0.0	1.2837064116377714	1.1260859186292205	-0.157620493008551	0.5072920119323832	0.060549820206472565
AKAP12	47.430393	0.0	0.0	1.4026134310779288	1.4806355568844507	0.07802212580652192	0.58584686774942	0.15021459227467812
MDM2	47.097565	0.0	0.0	1.463567169694502	1.3987474678508327	-0.06481970184366945	0.6234670202187603	0.3374318524533117
PLPP1	46.562138	0.0	0.0	1.298616649412597	1.1901961477580383	-0.1084205016545588	0.5464037122969838	0.13675907667323978
LUM	46.34976	0.0	0.0	1.2043101862934757	1.0178149701592811	-0.18649521613419467	0.4600596619158104	0.013223523953137688
SHOX2	46.07964	0.0	0.0	1.9666788371605146	1.7769331891801556	-0.18974564798035906	0.4469671859463043	0.0005799791207516529
MATN2	45.96994	0.0	0.0	2.052639665187412	2.019802639084112	-0.032837026103299846	0.5372886973815048	0.18617329776128058
GATAD1	45.71439	0.0	0.0	1.565742951831278	1.6641427809782143	0.09839982914693636	0.6723566456745111	0.47071105440204153
GPNMB	45.440006	0.0	0.0	0.9105364114989056	0.6807795430028127	-0.2297568684960929	0.49486244613854824	0.070873448555852
OGN	44.738297	0.0	0.0	1.9798882385201948	1.7730457991326973	-0.20684243938749747	0.4342061650646337	0.0010439624173529754
RAB3IP	44.487698	0.0	0.0	1.5771974704675384	1.578907462402284	0.0017099919347457232	0.5578389128273119	0.2127363414917063
ELN	43.869404	0.0	0.0	1.7576358989670446	1.5636282969899649	-0.1940076019770798	0.428239973483593	0.0041758496694119015
FXYD1	43.71545	0.0	0.0	1.6871858009786198	1.4385661350575736	-0.24861966592104615	0.43238316208153793	0.013339519777288018
TCF4	43.590492	0.0	0.0	0.7856745583672944	0.6130148878632324	-0.172659670504062	0.5840238647663242	0.19614893863820904
PRSS35	43.524933	0.0	0.0	2.014445322852108	1.821845904494339	-0.19259941835776903	0.4219423268147166	0.00011599582415033058
TKTL1	43.19788	0.0	0.0	2.0000837265073947	1.8027012735986978	-0.19738245290869677	0.41862777593636064	0.0
NNMT	42.67574	0.0	0.0	1.3583622047035988	1.1518675985238396	-0.20649460617975926	0.423268147166059	0.011135599118431736
C1QTNF3	42.440174	0.0	0.0	1.8900198725807822	1.705998293115025	-0.18402157946575715	0.4197878687437852	0.012875536480686695
DKK3	41.96855	0.0	0.0	1.2249666650283029	1.063164199775728	-0.16180246525257486	0.4280742459396752	0.024127131423268763
COL5A3	41.425884	0.0	0.0	1.5590913001544147	1.3731876503084692	-0.18590364984594548	0.4020550215445807	0.0006959749449019835
ACTA2	40.92693	0.0	0.0	1.0864477505746515	1.0002986742785214	-0.08614907629613014	0.5177328471992045	0.15195452963693307
PTPRB	40.761326	0.0	0.0	1.315763555987028	1.1545651589301276	-0.16119839705690034	0.4017235664567451	0.006843753624869504
SLC29A1	40.380684	0.0	0.0	1.5642857923825628	1.4706957012308979	-0.093590091151665	0.47066622472654956	0.11297993272242199
KCNQ1OT1	40.14477	0.0	0.0	1.1277048857872467	1.4714401999828788	0.3437353141956321	0.7104739807756049	0.5362486950469784
CCDC102B	40.085464	0.0	0.0	1.3754839601786906	1.2294582003492276	-0.1460257598294629	0.41034139874047065	0.02551908131307273
PPP1R14A	40.01872	0.0	0.0	1.5299263049374097	1.324796843551825	-0.20512946138558483	0.3931057341730196	0.006843753624869504
TCEAL9	39.964153	0.0	0.0	1.0433873302584864	1.5682707672373757	0.5248834369788892	0.7557176002651641	0.5863588910799211
PLAUR	39.571297	0.0	0.0	0.6157580799080921	0.3618431488184559	-0.25391493108963614	0.5127610208816705	0.1577543208444496
COL16A1	39.309143	0.0	0.0	1.4369765711617162	1.5367226849440667	0.09974611378235064	0.5077891945641365	0.15995824150330587
MGP	39.05204	0.0	0.0	1.5175321708745528	1.6859206719177862	0.16838850104323339	0.557673185283394	0.35633917178981556
LTBP4	38.473885	0.0	0.0	1.3309072898760745	1.7765240934305822	0.44561680355450756	0.6904209479615512	0.5817190581139079
ADAMTS1	38.357346	0.0	0.0	1.1833800985559964	1.219440876000027	0.036060777444030745	0.464534305601591	0.10138035030738893
LHFPL6	38.11265	0.0	0.0	1.020833347785232	0.8273578462915049	-0.19347550149372716	0.3821677162744448	0.014499478018791324
DAB2	38.101177	0.0	0.0	0.7112140513291634	0.36672721960129034	-0.34448683172787303	0.3949287371561154	0.0295789351583343
IFI27	37.476063	2.260931305977673e-307	2.7077021628475124e-306	1.114140214162596	0.8419325659473674	-0.2722076482152287	0.41448458733841564	0.07435332328036191
C11orf96	37.020245	5.4105098707483926e-300	6.441083179462372e-299	1.1179629175138193	1.1493737997894973	0.03141088227567795	0.4481272787537289	0.09430460503421877
CCDC144A	36.65435	3.900904778609881e-294	4.5624617293682814e-293	1.1495176003224203	0.9733778501760999	-0.1761397501463204	0.3859794497845542	0.033058809882844216
FTL	36.432194	1.3168636120988193e-290	1.5312367582544411e-289	0.43253558096539585	0.32693517265714606	-0.10560040830824981	0.7068279748094133	0.4978540772532189
IL13RA2	34.717335	4.314066223603077e-264	4.958696808739169e-263	1.4619806465857184	1.316016187968799	-0.1459644586169192	0.33675836924096786	0.00034798747245099175
SFRP4	33.831097	6.88458177439822e-251	7.735485139773281e-250	1.1171581844474985	0.9904592829045273	-0.1266989015429711	0.339907192575406	0.013339519777288018
MFAP4	33.824764	8.530084624788904e-251	9.530820809820005e-250	1.2451098455736949	1.1515372350774387	-0.09357261049625612	0.3480278422273782	0.020531260874608513
PTCH1	33.638027	4.665945997400251e-248	5.1557414335914377e-247	1.5183783898019432	1.4764184987594808	-0.04195989104246241	0.39459728206827976	0.09047674283725786
C1R	33.425076	5.927187468919967e-245	6.513392822988976e-244	1.1219958642828398	0.9724051137985692	-0.14959075048427053	0.3493536625787206	0.030158914279085954
AKR1B1	33.306156	3.144629785156152e-243	3.4367538635586363e-242	0.938971120446763	0.6943471140071201	-0.24462400643964283	0.47265495525356316	0.18976916830994084
SERPINE1	33.214325	6.687033209902723e-242	7.268514358589917e-241	1.217851233114338	1.0866159417999366	-0.13123529131440156	0.3622804110043089	0.04825426284653753
AKR1C3	32.966873	2.4246748228835705e-238	2.621270078793049e-237	0.8816206059057208	0.6956546011212237	-0.1859660047844971	0.3329466357308585	0.013223523953137688
SULF1	32.890556	2.999413798858124e-237	3.2251761278044346e-236	1.162348864920265	1.338789551733448	0.17644068681318306	0.4781239642028505	0.1869852685303329
TMEM158	32.78747	8.883564084006265e-236	9.501138057760711e-235	1.449574756290238	1.272762123948947	-0.17681263234129094	0.3263175339741465	0.011599582415033059
ESM1	31.763664	2.0565432808088798e-221	2.1647824008514524e-220	1.4361813591802317	1.3365226970708457	-0.09965866210938594	0.3352668213457077	0.03363878900359587
ADAMTS6	31.011133	3.815526671097496e-211	3.933532650615975e-210	0.7683143753624432	0.5319295033670468	-0.2363848719953964	0.308584686774942	0.008583690987124463
PPP1R9A	30.553627	5.0607695825959085e-205	5.1905329052265725e-204	1.4634977375407727	1.8338222424863022	0.37032450494552954	0.5210473980775605	0.4258206704558636
CNKSR3	30.541037	7.437489276564239e-205	7.589274772004325e-204	1.1852761910372693	1.1580425985595988	-0.027233592477670435	0.3501823002983096	0.06031782855817191
TFPI2	30.051325	2.098024607526317e-198	2.1299742208389003e-197	1.4788859510996764	1.3358720006310245	-0.14301395046865195	0.2963208485250249	0.006147778679967521
HAS2	30.036022	3.324222337505436e-198	3.357800340914582e-197	1.0839946051428717	1.047151816018053	-0.036842789124818635	0.3279748094133245	0.0364226887832038
PTN	29.750854	1.690557909891728e-194	1.690557909891728e-193	1.3192712534444397	1.225924875675962	-0.09334637776847787	0.31769970169042094	0.034334763948497854
CHN1	29.655146	2.911066574839184e-193	2.8965836565564017e-192	0.5001042522967702	0.25134168563617065	-0.24876256666059957	0.304441498176997	0.018095348567451573
PAPPA	29.094696	4.189824552668202e-186	4.087633709920197e-185	1.2764868174154331	1.2775394579382342	0.0010526405228010703	0.33559827643354323	0.05996984108572091
GAS1	28.238682	1.9602544759550224e-175	1.8939656772512294e-174	1.0107902974466383	0.8695106468167346	-0.1412796506299037	0.27908518395757376	0.005451803735065538
CRISPLD2	27.737335	2.4772259900540843e-169	2.370551186654626e-168	0.98369464963756	0.8568288658388474	-0.12686578379871255	0.2921776599270799	0.026099060433824383
TAGLN	27.671349	1.545053781205269e-168	1.4714797916240658e-167	0.7582892635385332	0.7113519701534823	-0.04693729338505097	0.3500165727543918	0.08688087228859762
RND3	27.648235	2.9304645601113613e-168	2.7776915261719067e-167	0.7546229432344551	1.1312394706243063	0.3766165273898512	0.5394431554524362	0.2825658276302053
MT1E	27.226952	3.1160461335308234e-163	2.8986475660751846e-162	0.5366947293246227	0.5343628429753746	-0.002331886349248088	0.5493868080875042	0.37489850365386845
LAYN	26.674345	9.343030634335533e-157	8.571587737922508e-156	0.5240632045033085	0.3013429876832344	-0.2227202168200741	0.29499502817368245	0.03851061361790976
MCAM	26.59605	7.5409527988158e-156	6.886714884763287e-155	0.6001643427276289	0.45761157241243566	-0.14255277031519317	0.30543586344050383	0.05103816262614546
ZDBF2	26.549828	2.58002060296017e-155	2.3348602741720997e-154	0.6909880525011227	0.6484333500600109	-0.042554702441111765	0.36907524030493866	0.12388354019255307
LGR5	26.258501	5.716131063223373e-152	5.1496676245255616e-151	1.3317674570230524	1.1974418434520198	-0.1343256135710328	0.2545575074577395	0.00011599582415033058
G0S2	25.494963	2.241877257538576e-143	1.992779784478734e-142	0.6719455539831035	0.6871183682126568	0.015172814229553284	0.4255883327809082	0.1956849553416077
FILIP1	24.685276	1.5393253052544317e-134	1.3385437436995059e-133	0.8882628736449109	0.925055867511023	0.03679299386611214	0.31322505800464034	0.07806518965317248
DLK1	24.52326	8.344337601060092e-133	7.224534719532547e-132	1.19679152144815	1.0684096149843276	-0.12838190646382228	0.23765329797812396	0.0
HMCN2	24.270771	3.991472524135589e-130	3.44092458977206e-129	1.1891272844977385	1.066983918398045	-0.12214336609969359	0.23748757043420615	0.0024359123071569424
CTSL	24.1254	1.353443176694864e-128	1.1567890399101402e-127	0.5974689142218708	0.7860874206530916	0.18861850643122083	0.6307590321511435	0.5132815218652128
ANGPTL4	23.967592	6.057683159847315e-127	5.111968911263557e-126	0.7540840069616566	0.9674015480630013	0.21331754110134474	0.39990056347364933	0.1763136527085025
DPT	23.819157	2.1148891341220846e-125	1.7772177597664576e-124	0.9784694535742784	0.8509346126826423	-0.1275348408916361	0.2321842890288366	0.001391949889803967
C1S	23.581238	6.004750934061806e-123	5.024896179131218e-122	0.9355803440236359	0.7936966962149689	-0.14188364780866702	0.24312230692741132	0.016819394501797934
HILPDA	23.44216	1.5891963940927836e-121	1.324330328410653e-120	0.6899166004318926	0.6801156031612736	-0.00980099727061905	0.31620815379516076	0.09070873448555852
MME	23.349478	1.3950762614571386e-120	1.1577396360640155e-119	1.0530973376384432	0.9166682903243024	-0.13642904731414068	0.23583029499502817	0.011019603294281406
NPPC	23.027733	2.459189587642285e-117	2.0157291701985944e-116	1.225453636497178	1.098233478082254	-0.12722015841492396	0.22588664235996023	0.0030158914279085954
IGF1	22.935484	2.0570574282303052e-116	1.679230553657392e-115	0.8188162609544809	0.7857187030518888	-0.03309755790259203	0.27659927079880675	0.05776592042686463
MDK	22.867577	9.770927161285331e-116	7.943843220557179e-115	0.4438765950563437	1.7057309626074006	1.261854367551057	0.8195227046735167	0.8313420716854193
MMP1	22.409187	3.2023253124360473e-111	2.5825204132548767e-110	1.0991266272260798	0.9629640294990942	-0.1361625977269856	0.21726881007623466	0.00011599582415033058
SLC9A3R2	21.738117	8.9493830953679e-105	7.15950647629432e-104	0.6130293420496664	0.8649323532909677	0.25190301124130127	0.4565793834935366	0.27351815334647955
IFIT3	21.33673	5.1794476345686455e-101	4.1106727258481315e-100	0.3975522582396812	0.2002102974783832	-0.19734196076129804	0.29930394431554525	0.0970885048138267
RAMP2	21.233612	4.672853812931436e-100	3.693955583345009e-99	0.41281119559245694	0.3240953278426339	-0.08871586774982304	0.2273781902552204	0.020415265050458185
PLIN2	21.047163	2.4278475263368845e-98	1.9116909656195942e-97	0.43743488882119824	0.05711341040578991	-0.3803214784154083	0.29880676168379183	0.17909755248811043
EMP1	20.931728	2.7532884194627956e-97	2.1594418976178788e-96	0.6242403836395163	1.1798312057077438	0.5555908220682275	0.6557838912827312	0.5531840853729266
RARRES2	20.246479	3.8156067272879044e-91	2.912676891059469e-90	0.7340990485318215	1.1793548750643563	0.44525582653253487	0.4854159761352337	0.3854541236515485
HBA1	20.011892	4.338594593975685e-89	3.2993114783085055e-88	0.762352217559155	0.7234307865574966	-0.038921431001658444	0.2121312562147829	0.01751536944669992
SYNM	20.002254	5.263898811131295e-89	3.98780212964492e-88	0.5661543061276326	0.45179499631694203	-0.11435930981069062	0.21478289691746769	0.020995244171209838
SERPINE2	19.96162	1.1879748383171674e-88	8.96584783635598e-88	0.5172496245326114	1.0276422655876918	0.5103926410550804	0.5464037122969838	0.3507713722305997
CD68	19.908075	3.46371983595672e-88	2.604300628538887e-87	0.24497846002279766	-0.13756785180388081	-0.3825463118266785	0.22439509446470005	0.04535436724277926
TNFAIP8L1	19.23793	1.781818345793981e-82	1.3247720043077923e-81	0.47675810292963927	0.3313741412246488	-0.1453839617049905	0.2121312562147829	0.024939102192321077
IGFBP3	19.23485	1.8909027011100318e-82	1.4006686674889123e-81	0.5635156924114575	0.5937492466656219	0.03023355425416437	0.2504143188597945	0.06217376174457719
PLAT	19.15672	8.507021177537198e-82	6.2782444114665665e-81	0.5385563999662879	0.5327089044625793	-0.005847495503708519	0.24411667219091812	0.057881916251014964
CENPF	19.06655	4.788885003595486e-81	3.508340661974715e-80	0.3598100767743985	0.06674587260095459	-0.2930642041734439	0.1953927742790852	0.010439624173529753
SPAG17	18.921122	7.641186182532753e-80	5.577508162432665e-79	0.9173469312388429	0.921404123501257	0.0040571922624140925	0.2149486244613855	0.032246839113791906
MT2A	18.75692	1.699674454501848e-78	1.2361268760013439e-77	0.4093794694701729	0.06206872904559936	-0.34731074042457355	0.4300629764666888	0.28488574411321194
SPARCL1	18.74418	2.159721120620365e-78	1.5650153047973657e-77	0.3402860232326097	0.218072262702667	-0.12221376052994269	0.2119655286708651	0.030390905927386615
ZFAND2A	18.50345	1.9367242768304486e-76	1.398356878577941e-75	0.19761590371196336	-0.039699326319094494	-0.23731523003105784	0.349850845210474	0.182809418860921
IFI44L	18.26192	1.663357647330015e-74	1.1966601779352624e-73	0.24748748047326188	-0.12782382195962685	-0.37531130243288874	0.22389791183294663	0.07133743185245331
ADAMTS4	18.248028	2.1451806118435405e-74	1.537763879457735e-73	0.6679668685671077	0.5406325056764804	-0.12733436289062736	0.17898574743122306	0.0020879248347059507
AKR1C1	18.116257	2.3719227088744243e-73	1.682214687144982e-72	0.9207183755879231	0.8065246202035355	-0.11419375538438754	0.18031156778256546	0.005103816262614546
PTX3	18.042578	9.023564310445358e-73	6.354622753834759e-72	0.7941423737817114	0.6670121984357474	-0.12713017534596396	0.17882001988730528	0.0041758496694119015
CSTA	17.68462	5.509079849442002e-70	3.8525033912181835e-69	0.2748010138884478	-0.05728732167507475	-0.3320883355635225	0.18180311567782564	0.01009163670107876
CALCRL	17.623543	1.6250152131697203e-69	1.128482786923417e-68	0.4293551442185474	0.3167281788218943	-0.11262696539665314	0.18279748094133244	0.011599582415033059
ASPM	17.599869	2.4689148931343176e-69	1.7085916215462407e-68	0.4304611468692232	0.22686309959011738	-0.2035980472791058	0.1751740139211137	0.004523837141862893
PDPN	17.190184	3.14530165883178e-66	2.169173557815021e-65	1.069667293788116	0.930694236122047	-0.13897305766606896	0.1750082863771959	0.009511657580327109
ABCC9	16.666143	2.3102561132155596e-62	1.587804888807945e-61	0.749148575508076	0.6432953456806554	-0.10585322982742061	0.16224726549552534	0.0006959749449019835
CXCL12	16.553946	1.4994650606758031e-61	1.0270308634765776e-60	0.6381137154763069	0.6350686070701917	-0.003045108406115114	0.22124627113026185	0.06437768240343347
PGAP1	16.498915	3.735508854625182e-61	2.5498353956485887e-60	0.2839382990048941	0.21162884200817322	-0.07230945699672084	0.26847862114683463	0.10683215404245447
TYMS	16.436705	1.0444749557255529e-60	7.081186140512224e-60	0.30847021040625516	0.1898145918015817	-0.11865561860467347	0.2345044746436858	0.07504929822526389
FBLN5	16.409817	1.6269518322876668e-60	1.0992917785727478e-59	0.4014450062830721	0.30073954553970544	-0.10070546074336668	0.18114020550215446	0.021227235819510498
SPANXB1	16.34884	4.4333469307382614e-60	2.9754006246565515e-59	1.0230943854719798	0.9137357111493478	-0.10935867432263198	0.158435531985416	0.0
ABI3BP	16.320284	7.080588523467921e-60	4.7203923489786145e-59	0.7094070651343611	0.7140656566272189	0.004658591492857697	0.19406695392774279	0.036190697134903145
SFRP1	15.839125	1.6713187619494691e-56	1.106833617185079e-55	0.7462259717522325	0.6502425774458499	-0.09598339430638259	0.1556181637388134	0.0020879248347059507
EMCN	15.774288	4.676429858569414e-56	3.086752381894003e-55	0.4885291214609849	0.38661491000906445	-0.10191421145192048	0.15976135233675837	0.006727757800719174
AC003092.1	15.483302	4.497821917156439e-54	2.94939142108619e-53	1.0453360251495696	0.9368024354543132	-0.10853358969525642	0.150149154789526	0.00011599582415033058
MT1M	15.444262	8.246719349067526e-54	5.390012646449364e-53	0.38060016461341095	0.2948183620730092	-0.08578180254040176	0.1718594630427577	0.02157522329196149
TXN	15.337686	4.281883121170635e-53	2.7895004046714237e-52	0.31332586435079496	0.45831653978441217	0.1449906754336172	0.6387139542591979	0.6129219348103468
TRIML2	15.004648	6.845301716504237e-51	4.445001114613141e-50	0.9265858566400937	0.8272513865854147	-0.09933447005467902	0.14550878355982763	0.00011599582415033058
CXCL6	14.784607	1.8413021980845672e-49	1.1841171691862169e-48	0.7020465519018015	0.589434370890318	-0.11261218101148351	0.14352005303281407	0.00023199164830066117
SPP1	14.771304	2.2433037327336948e-49	1.43801521329083e-48	0.14499498218614518	-0.08100387769208758	-0.22599885987823276	0.18511766655618164	0.042338475814870664
CCL26	14.745933	3.2677379648323022e-49	2.0880114791260718e-48	0.7675482126315153	0.672078477895608	-0.09546973473590722	0.14302287040106065	0.00011599582415033058
CXCL1	14.53212	7.583670723273261e-48	4.830363518008446e-47	0.8313959003932891	0.7072425934052912	-0.124153306987998	0.15048060987736162	0.010555619997680083
STC1	14.50681	1.0970485745218973e-47	6.965387774742206e-47	0.6439952053508521	0.5500345096919129	-0.0939606956589392	0.15909844216108718	0.01995128175385686
ENG	14.457938	2.2338974234608423e-47	1.4138591287726849e-46	0.16793015538991363	0.1773981384257395	0.009467983035825887	0.3606231355651309	0.20113675907667325
