predictor	n_samples	univariate_spearman_rho_with_HLA2	univariate_spearman_p	multivariable_standardized_beta	full_model_R2	drop_one_R2	partial_R2_loss_if_removed	boundary
Immune_proxy	497	0.8581690297244017	1.9163076623127994e-145	0.616852389747956	0.8263491977506258	0.7764909862453206	0.04985821150530512	TCGA HLA-II expression-module dominance; not allele genotype
IFNG_hallmark	497	0.8727427722182297	2.8873827066593703e-156	0.36464186273218974	0.8263491977506258	0.8063038843003681	0.020045313450257618	TCGA HLA-II expression-module dominance; not allele genotype
Purity_proxy	497	-0.7577323638684028	8.187926438972241e-94	0.09965032384024278	0.8263491977506258	0.8244734914578229	0.00187570629280287	TCGA HLA-II expression-module dominance; not allele genotype
TLS_score	497	0.7598425649037336	1.2606545780780157e-94	-0.05399820394333424	0.8263491977506258	0.8246496499635133	0.0016995477871124542	TCGA HLA-II expression-module dominance; not allele genotype
DM1_use	497	0.4011352412962032	1.2284717388740277e-20	0.08797878650928531	0.8263491977506258	0.8247252785857958	0.0016239191648299567	TCGA HLA-II expression-module dominance; not allele genotype
RAI_module	497	-0.47748774027765506	1.1444250293368953e-29	-0.08776288361950922	0.8263491977506258	0.8248595769614243	0.0014896207892014512	TCGA HLA-II expression-module dominance; not allele genotype
