cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell,T cell
THBS1,LRP1,0.0,0.378,0.0,0.954,0.006,0.0,0.008,0.264,0.0,0.348,0.042,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.408,0.0,1.0,0.004,0.0,0.0,0.19,0.0,0.052,0.0,0.0,0.0,0.122,0.0,0.03,0.0,0.0
VWF,LRP1,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1.0,0.008,0.0,0.0,0.532,0.0,0.998,0.132,0.0,0.0,0.146,0.0,0.082,0.0,0.0
CGA,RAMP2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.024,0.936,0.0,,,,,,
CCL11,ACKR4,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.002,,,
CCL7,ACKR4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
CCL8,ACKR4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
S100A9,CD68,0.0,,0.0,0.004,0.0,0.022,,,,,,,0.15,,0.0,0.998,0.0,0.382,0.064,,0.0,1.0,0.0,0.29,0.0,,0.0,0.0,0.0,0.0,0.414,,0.052,0.974,0.0,0.536
S100A8,CD68,0.006,,0.0,0.172,0.0,0.116,,,,,,,0.06,,0.0,1.0,0.0,0.274,0.056,,0.0,1.0,0.0,0.27,0.0,,0.0,0.0,0.0,0.0,,,,,,
PTH2,RAMP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,FLT4,,,,,,,,,,,,,,,,,,,,,,,,,0.124,0.02,0.0,0.056,0.648,0.432,,,,,,
THBS2,NOTCH3,0.0,0.112,0.0,0.002,0.446,0.0,0.16,0.258,0.092,0.38,0.536,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.326,0.0,1.0,1.0,0.026,0.0,0.072,0.0,0.006,0.192,0.0,0.0,0.068,0.0,0.006,0.086,0.0
SCGB3A1,NOTCH3,,,,,,,,,,,,,0.002,0.254,0.0,1.0,0.998,0.008,0.002,0.228,0.0,1.0,0.986,0.006,0.02,0.272,0.0,1.0,0.992,0.012,,,,,,
CXCL8,KDR,,,,,,,0.174,0.0,0.076,0.084,0.148,0.168,,,,,,,0.996,0.0,0.148,0.094,0.876,0.894,0.0,0.0,0.0,0.0,0.0,0.006,,,,,,
CXCL9,FCGR2A,,,,,,,,,,,,,,,,,,,,,,,,,0.424,,0.0,0.01,0.0,0.002,,,,,,
VEGFD,FLT1,,,,,,,,,,,,,0.962,0.0,0.106,0.0,0.422,0.958,,,,,,,0.978,0.0,0.218,0.084,0.484,0.97,,,,,,
TNF,ICOS,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.002,,0.044,,,,,,,
IL6,F3,1.0,,1.0,0.014,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.01,1.0,1.0,0.93,,0.99,0.0,0.888,0.968
CXCL12,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL3,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTN,PTPRB,0.986,0.0,0.138,0.98,0.996,0.0,,,,,,,0.038,0.0,0.0,0.0,0.244,0.0,0.898,0.0,0.0,1.0,0.976,0.0,0.946,0.0,0.198,0.91,0.982,0.0,0.468,0.0,0.048,0.292,0.702,0.0
CCL8,ACKR1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.002,0.3,0.0,,,,,,
EDN1,ADGRL4,0.566,0.0,0.17,0.764,0.894,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.0,0.024,0.198,0.758,0.686,0.452,0.0,0.036,0.99,0.894,0.804,,,,,,,0.018,0.0,0.002,0.008,0.11,0.164
MDK,TSPAN1,1.0,0.998,1.0,1.0,1.0,1.0,1.0,0.954,1.0,0.826,0.988,1.0,1.0,0.806,1.0,0.0,0.872,1.0,1.0,0.926,1.0,0.0,0.998,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0
CCL1,ACKR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,ITGA6,0.002,0.0,0.0,0.0,0.0,0.022,0.328,0.006,0.32,0.102,0.112,0.488,0.66,0.008,0.926,0.0,0.008,0.744,1.0,0.03,1.0,0.91,0.574,1.0,1.0,0.036,1.0,0.494,0.572,1.0,0.078,0.002,0.098,0.0,0.0,0.238
CCL18,ACKR1,0.0,0.0,0.034,1.0,1.0,0.108,,,,,,,0.0,0.0,0.0,1.0,1.0,0.018,0.0,0.0,0.0,1.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,1.0,0.114
CXCL3,ACKR1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.958,0.0,0.0,0.0,0.0,0.0,0.24,0.0,,,,,,
CXCL5,ACKR1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.958,0.0,0.0,0.0,0.0,0.0,0.072,0.0,,,,,,
CXCL9,ACKR1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.108,0.636,0.0,,,,,,
CXCL10,ACKR1,0.0,0.0,0.0,1.0,0.794,0.0,,,,,,,0.0,0.0,0.0,1.0,0.942,0.0,,,,,,,0.0,0.0,0.0,1.0,0.906,0.0,,,,,,
CXCL13,ACKR1,0.0,0.0,0.0,1.0,0.82,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.942,0.0,,,,,,
CCL7,ACKR1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.106,0.652,0.0,,,,,,
SPP1,ITGB6,1.0,0.916,1.0,0.6,0.932,,,,,,,,1.0,0.954,1.0,0.998,0.98,,1.0,0.888,1.0,0.0,0.874,,0.0,0.0,0.0,0.0,0.0,,1.0,0.946,1.0,0.772,0.946,
ANGPTL4,CDH5,1.0,0.002,0.984,1.0,1.0,0.154,0.688,0.014,0.484,0.686,0.784,0.224,1.0,0.0,0.986,1.0,1.0,0.056,0.424,0.0,0.0,0.0,0.902,0.0,0.986,0.0,0.812,0.996,0.998,0.1,0.73,0.0,0.306,0.746,0.89,0.024
ANGPTL4,CDH11,1.0,0.878,0.004,1.0,0.858,0.322,0.812,0.652,0.122,0.716,0.454,0.286,1.0,0.804,0.0,1.0,0.78,0.242,0.972,0.428,0.0,0.956,0.022,0.002,1.0,0.786,0.002,1.0,0.676,0.246,0.926,0.57,0.0,0.792,0.228,0.054
SLC1A2,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A6,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOE,TYROBP,1.0,1.0,0.824,1.0,0.0,0.988,0.706,0.828,0.32,0.844,0.0,0.514,0.0,0.298,0.0,0.0,0.0,0.0,0.078,0.752,0.0,1.0,0.0,0.004,0.0,0.012,0.0,0.0,0.0,0.0,0.956,0.986,0.282,0.996,0.0,0.684
CCL20,ACKR4,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.082,,,,,,,,,
FAM3D,FPR2,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,
HLA-G,KLRD1,,0.76,,,1.0,,,0.176,,,0.458,,,0.874,,,1.0,,,0.008,,,0.01,,,0.098,,,0.974,,,,,,,
FGFR4,MCAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAIR2,FGFR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,DLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFSF9,FCRL1,,,,,,0.998,,,,,,0.222,,,,,,1.0,,,,,,0.0,,,,,,0.888,,,,,,
DCN,LRP1,0.0,0.002,0.0,0.0,0.0,0.0,0.008,0.102,0.0,0.084,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.102,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,MPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPO,MPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPLN1,IL1RL1,,,,,,,,,,,,,1.0,,1.0,0.0,0.996,1.0,,,,,,,,,,,,,,,,,,
SEMA3G,FCGR2A,0.944,,0.0,0.992,0.0,0.016,0.0,,0.0,0.0,0.0,0.0,0.538,,0.0,0.008,0.0,0.0,0.962,,0.0,1.0,0.0,0.014,,,,,,,0.0,,0.0,0.0,0.0,0.0
VCAM1,VCAM1,0.384,,0.0,0.7,0.044,0.246,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.7,,0.0,1.0,0.086,0.368,0.044,,0.0,0.086,0.038,0.06,0.246,,0.0,0.368,0.06,0.248
CCL5,ACKR4,,,0.0,,,,,,0.114,,,,,,0.0,,,,,,0.012,,,,,,0.0,,,,,,0.56,,,
FLT4,FCRL1,,,,,,0.03,,,,,,0.016,,,,,,0.0,,,,,,0.014,,,,,,0.368,,,,,,0.256
CRLF1,LIFR,1.0,0.994,1.0,1.0,,,0.994,0.944,0.994,0.994,,,1.0,0.616,1.0,1.0,,,0.0,0.0,0.0,0.0,,,0.996,0.292,0.996,0.998,,,1.0,1.0,1.0,1.0,,
PCSK9,CD36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBS1,GP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFNB2,FCRL1,,,,,,1.0,,,,,,0.0,,,,,,0.976,,,,,,0.0,,,,,,0.366,,,,,,0.006
VCAN,LDLR,0.06,0.002,0.024,0.0,0.002,0.058,0.388,0.016,0.36,0.182,0.246,0.326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM5,CEACAM6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEACAM6,CEACAM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN1,ITGA6,1.0,0.06,1.0,0.984,0.95,1.0,0.972,0.244,0.992,0.822,0.83,0.982,0.948,0.016,0.998,0.0,0.05,0.91,1.0,0.03,1.0,0.0,0.438,1.0,1.0,0.04,0.998,0.672,0.654,0.996,0.984,0.032,0.988,0.482,0.54,0.97
CCL3L1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTSG,CXCL12,0.0,0.018,0.0,0.018,0.23,0.0,,,,,,,0.0,0.034,0.0,1.0,0.612,0.0,,,,,,,,,,,,,,,,,,
KDR,FLT1,1.0,0.0,0.95,0.996,0.898,1.0,0.002,0.0,0.0,0.0,0.0,0.002,0.948,0.0,0.19,0.144,0.428,0.948,0.994,0.0,0.298,0.2,0.54,0.978,0.994,0.0,0.77,0.878,0.778,0.996,0.996,0.0,0.82,0.902,0.814,0.982
KDR,CDH5,0.974,0.0,0.248,1.0,0.998,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.468,0.0,0.0,0.316,0.904,0.0,0.622,0.0,0.0,0.998,0.962,0.0,0.864,0.0,0.154,0.936,0.978,0.002,0.868,0.002,0.242,0.936,0.99,0.008
CXCL8,MMP9,,,,,,,0.062,,0.084,0.102,0.0,,,,,,,,0.09,,0.258,1.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,
CCL22,CCR7,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,0.106,,,,0.0,,0.0,,,,0.032,,0.336,,,
FLT4,KDR,0.928,0.0,0.156,0.24,0.754,0.786,0.04,0.0,0.024,0.026,0.038,0.04,0.538,0.0,0.0,0.0,0.32,0.41,0.998,0.0,0.25,0.98,0.916,0.924,0.996,0.002,0.57,0.776,0.926,0.948,0.978,0.0,0.398,0.538,0.842,0.852
KDR,FLT4,0.928,0.04,0.538,0.998,0.996,0.978,0.0,0.0,0.0,0.0,0.002,0.0,0.156,0.024,0.0,0.25,0.57,0.398,0.24,0.026,0.0,0.98,0.776,0.538,0.754,0.038,0.32,0.916,0.926,0.842,0.786,0.04,0.41,0.924,0.948,0.852
THBS1,MMP2,0.742,0.186,0.0,0.904,0.084,0.0,0.324,0.162,0.0,0.32,0.124,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.924,0.208,0.0,1.0,0.11,0.0,0.098,0.082,0.0,0.03,0.002,0.0,0.036,0.068,0.0,0.022,0.002,0.0
NPPA,MME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THBS1,MMP9,0.222,,0.376,0.542,0.0,,0.198,,0.226,0.256,0.002,,0.0,,0.0,0.0,0.0,,0.414,,0.952,1.0,0.0,,0.0,,0.008,0.008,0.0,,0.002,,0.006,0.006,0.0,
SFTPA1,SFTPA2,,,,,,,,,,,,,,,,,,,,,,0.0,0.332,,,,,0.538,0.506,,,,,,,
KDR,PLCG2,0.696,0.144,0.994,0.998,0.314,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.066,0.15,0.236,0.008,0.0,0.014,0.072,0.252,0.964,0.006,0.002,0.458,0.134,0.836,0.912,0.184,0.046,0.522,0.152,0.852,0.924,0.286,0.078
IFNG,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS3,F2RL3,,,,,,,,,,,,,,,0.0,0.012,,,,,,,,,,,,,,,,,,,,
CSF1,TNF,,,,,0.216,,,,,,0.05,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.034,
KDR,HSP90AA1,1.0,0.798,1.0,0.514,0.234,1.0,0.426,0.052,0.076,0.0,0.0,0.122,1.0,0.744,1.0,0.0,0.048,1.0,1.0,0.758,1.0,0.0,0.068,1.0,1.0,0.78,1.0,0.276,0.188,1.0,1.0,0.802,1.0,0.378,0.234,1.0
THBS1,ELANE,,,0.35,,0.368,,,,0.222,,0.226,,,,0.0,,0.0,,,,1.0,,1.0,,,,0.006,,0.008,,,,0.006,,0.006,
AREG,MMP9,0.096,,0.312,0.864,0.0,,,,,,,,,,,,,,0.092,,0.286,1.0,0.0,,0.094,,0.226,0.59,0.0,,,,,,,
IL1RN,IL2RA,0.18,,0.248,0.5,0.012,0.134,,,,,,,1.0,,1.0,1.0,0.406,0.962,0.028,,0.014,1.0,0.0,0.052,0.0,,0.0,0.0,0.0,0.0,,,,,,
CCL1,ACKR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTSG,F2RL3,,,0.0,0.0,,,,,,,,,,,0.0,0.098,,,,,,,,,,,,,,,,,,,,
PRSS2,F2RL3,,,,,,,,,,,,,,,0.02,0.504,,,,,0.0,0.068,,,,,0.686,0.968,,,,,0.7,0.936,,
PRSS1,F2RL3,,,,,,,,,,,,,,,,,,,,,0.0,0.958,,,,,,,,,,,,,,
THBS4,CD36,0.0,0.014,0.0,0.0,0.0,0.008,0.098,0.086,0.12,0.138,0.012,0.118,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.056,0.386,1.0,0.0,0.268,0.042,0.058,0.312,0.552,0.0,0.286,0.0,0.014,0.006,0.016,0.0,0.006
MDK,PTPRB,1.0,0.002,1.0,1.0,1.0,1.0,0.9,0.008,0.856,0.886,0.92,0.598,0.0,0.0,0.0,0.0,0.0,0.0,0.722,0.0,0.0,0.042,0.892,0.0,1.0,0.0,1.0,1.0,1.0,0.974,1.0,0.002,1.0,1.0,1.0,0.996
CSF2,CSF2,0.998,,1.0,0.994,0.906,,,,,,,,1.0,,1.0,1.0,0.906,,0.994,,1.0,0.0,0.37,,0.906,,0.906,0.37,0.412,,,,,,,
IFNG,IFNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,IL13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,IL1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,IL1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,
IL1RN,IL1B,,,,,0.304,,,,,,,,,,,,1.0,,,,,,0.132,,,,,,0.0,,,,,,,
IL2,IL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL22,IL22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL6,0.14,,,,0.042,0.0,,,,,,,,,,,,,,,,,,,0.042,,,,0.072,0.0,0.0,,,,0.0,0.002
CLU,TYROBP,1.0,1.0,1.0,1.0,0.0,1.0,0.956,0.99,0.694,0.99,0.0,0.894,1.0,1.0,0.082,1.0,0.0,0.936,0.004,0.628,0.0,0.0,0.0,0.0,1.0,1.0,0.964,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ICOS,CD40LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CXCR6,,,,,,,,,,,,,0.042,,0.0,,,,,,,,,,,,,,,,0.032,,0.008,,,
VEGFA,MMP9,1.0,,1.0,1.0,0.0,,0.902,,0.928,0.936,0.034,,1.0,,1.0,1.0,0.0,,0.006,,0.0,0.0,0.0,,0.988,,0.998,1.0,0.0,,1.0,,1.0,1.0,0.002,
OSM,CXCL10,0.0,,0.006,,0.022,,,,,,,,,,,,,,,,,,,,0.0,,0.004,,0.018,,,,,,,
THBS1,VCAM1,0.42,,0.0,0.614,0.116,0.314,0.226,,0.044,0.262,0.164,0.21,0.0,,0.0,0.0,0.0,0.0,0.88,,0.0,1.0,0.154,0.464,0.006,,0.0,0.008,0.004,0.008,0.006,,0.0,0.006,0.002,0.004
IFNG,TYMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF1,VEGFA,1.0,0.926,1.0,0.028,0.994,1.0,1.0,0.66,0.926,0.038,0.416,0.994,1.0,0.822,1.0,0.0,0.912,1.0,1.0,0.936,1.0,0.0,1.0,1.0,1.0,0.582,0.832,0.0,0.204,0.99,1.0,0.85,1.0,0.014,0.904,1.0
VEGFA,CSF1,1.0,1.0,1.0,1.0,1.0,1.0,0.926,0.66,0.822,0.936,0.582,0.85,1.0,0.926,1.0,1.0,0.832,1.0,0.028,0.038,0.0,0.0,0.0,0.014,0.994,0.416,0.912,1.0,0.204,0.904,1.0,0.994,1.0,1.0,0.99,1.0
CSF2,FLT1,1.0,0.002,0.936,0.998,0.818,1.0,,,,,,,1.0,0.0,0.916,1.0,0.818,1.0,0.992,0.0,0.232,0.002,0.5,0.976,0.938,0.0,0.35,0.406,0.496,0.962,,,,,,
IFNG,CD74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,1.0,0.024,0.724,,,,,,,
CXCL1,CXCR6,0.328,,0.088,,,,,,,,,,0.102,,0.006,,,,0.122,,0.002,,,,0.004,,0.0,,,,,,,,,
VWF,THBS1,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.834,0.304,0.0,1.0,0.024,0.022,0.874,0.412,0.006,0.966,0.226,0.102,0.024,0.072,0.0,0.032,0.004,0.0
XCL2,CCR7,0.0,,0.006,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
XCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,PLAU,1.0,0.842,1.0,0.986,0.006,0.996,,,,,,,1.0,0.842,1.0,0.998,0.01,0.992,1.0,0.776,0.994,0.0,0.002,0.962,1.0,0.77,0.98,0.314,0.002,0.968,,,,,,
STC1,TNF,,,,,0.06,,,,,,0.0,,,,,,0.028,,,,,,0.03,,,,,,,,,,,,,
CSF2,CD1A,,,,0.998,0.992,,,,,,,,,,,1.0,1.0,,,,,0.0,0.148,,,,,0.404,0.402,,,,,,,
CSF2,MMP9,0.604,,0.93,1.0,0.0,,,,,,,,0.574,,0.94,1.0,0.0,,0.07,,0.198,1.0,0.0,,0.144,,0.358,0.596,0.0,,,,,,,
IFNG,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL8,CCR6,,,,,,,0.08,,,0.084,0.062,,,,,,,,0.034,,,0.172,0.002,,0.0,,,0.0,0.0,,,,,,,
CTSG,THBD,0.0,0.0,0.0,0.0,0.0,0.026,,,,,,,0.014,0.0,0.0,0.596,0.0,0.146,,,,,,,,,,,,,,,,,,
CCL2,TNF,,,,,0.924,,,,,,0.058,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,,0.0,
IL13,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.93,1.0,0.0,1.0,1.0,,,,,,
PPBP,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CXCR6,,,,,,,0.082,,0.072,,,,1.0,,1.0,,,,0.01,,0.0,,,,0.124,,0.098,,,,0.988,,0.982,,,
CXCL13,CCR6,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.02,,,0.05,0.002,,,,,,,
IL2,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,VEGFA,1.0,0.93,1.0,0.0,0.998,1.0,,,,,,,,,,,,,,,,,,,1.0,0.92,1.0,0.0,0.996,1.0,1.0,0.872,1.0,0.0,0.956,1.0
CCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR7,1.0,,1.0,,,,0.998,,0.998,,,,1.0,,1.0,,,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,
CXCL11,CCR6,0.008,,,0.008,0.0,,,,,,,,,,,,,,,,,,,,0.018,,,0.08,0.002,,,,,,,
CXCL11,CXCR6,0.008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.038,,0.006,,,,,,,,,
CXCL12,CCR6,0.0,,,0.0,0.0,,0.034,,,0.034,0.022,,0.0,,,0.0,0.0,,1.0,,,1.0,0.164,,0.568,,,0.708,0.304,,0.0,,,0.0,0.0,
CXCL9,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,PIK3C2G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,PLAUR,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.918,0.07,0.0,0.39,,,,,,
CCL7,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
XCL1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,0.184,0.046,0.0,0.328,0.0,0.038,,,,,,
CSF2,CDH11,1.0,0.57,0.0,1.0,0.16,0.02,,,,,,,0.998,0.566,0.0,1.0,0.142,0.016,0.996,0.456,0.0,1.0,0.03,0.002,0.96,0.452,0.0,0.748,0.054,0.006,,,,,,
ADIPOQ,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CDK6,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,0.05,0.018,0.182,0.572,,,,,,
CCL4,CCR7,0.0,,0.0,,,,,,,,,,0.0,,0.004,,,,0.0,,0.064,,,,0.0,,0.0,,,,,,,,,
CXCL1,CCR7,0.0,,0.234,,,,,,,,,,0.0,,0.014,,,,0.0,,0.02,,,,0.0,,0.0,,,,,,,,,
CCL13,CCR6,0.0,,,0.0,0.0,,0.252,,,0.282,0.204,,0.0,,,0.002,0.0,,0.382,,,1.0,0.014,,0.0,,,0.0,0.0,,0.926,,,0.976,0.686,
CXCL8,CCR7,,,,,,,0.05,,0.078,,,,,,,,,,0.0,,0.008,,,,0.0,,0.0,,,,,,,,,
IFNG,PIGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALCA,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CCR7,,,,,,,0.05,,0.076,,,,1.0,,1.0,,,,0.0,,0.0,,,,0.01,,0.11,,,,0.81,,0.984,,,
CXCL12,MMP13,,,0.0,,0.0,,,,0.032,,0.032,,,,0.0,,0.0,,,,1.0,,1.0,,,,0.524,,0.528,,,,0.0,,0.0,
CXCL12,CXCR6,0.0,,0.0,,,,0.034,,0.032,,,,0.0,,0.0,,,,1.0,,1.0,,,,0.656,,0.558,,,,0.0,,0.0,,,
PPBP,CXCR6,,,,,,,,,,,,,,,,,,,0.108,,0.002,,,,0.0,,0.0,,,,,,,,,
IL22,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,MMP9,0.0,,0.0,0.0,0.0,,0.11,,0.122,0.14,0.0,,0.0,,0.0,0.0,0.0,,0.192,,0.646,1.0,0.0,,0.0,,0.002,0.002,0.0,,0.494,,0.714,0.874,0.0,
RELN,ITGB6,1.0,0.87,1.0,0.0,0.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,CTSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL17,CCR6,0.0,,,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,,0.6,,,1.0,0.024,,0.0,,,0.0,0.0,,0.844,,,0.916,0.654,
IFNG,CTSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL13,CXCR6,0.0,,0.0,,,,0.264,,0.246,,,,0.01,,0.0,,,,0.96,,0.274,,,,0.0,,0.0,,,,0.944,,0.91,,,
IFNG,CD40LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,1.0,0.0,0.736,,,,,,,
IL1A,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,NOTCH3,0.002,0.22,0.0,1.0,0.98,0.006,,,,,,,,,,,,,,,,,,,0.002,0.216,0.0,0.726,0.972,0.006,0.0,0.162,0.0,0.008,0.808,0.0
