author_celltype	n_cells	HT13_median	HT13_mean	HT13_q25	HT13_q75	HT13_iqr	FA12_median	FA12_mean	FA12_q25	FA12_q75	FA12_iqr	MAPK9_median	MAPK9_mean	MAPK9_q25	MAPK9_q75	MAPK9_iqr
Myeloid cell	5064	1.7587438423835366	1.6259821481271093	1.3921691677636843	1.9669459237458804	0.5747767559821961	0.07787347965896513	0.08947610422587608	0.0	0.13533345646358239	0.13533345646358239	0.16206618950000742	0.17607829210007236	0.07334884922008537	0.2567349301398881	0.18338608091980269
B cell	344	1.5397531507909084	1.396121139800594	1.1720402298439156	1.7582645737736247	0.586224343929709	0.0	0.04321543849021591	0.0	0.08767188543759592	0.08767188543759592	0.0	0.08513486852959594	0.0	0.1602229597080215	0.1602229597080215
T cell	13819	0.5627864741475983	0.6120538113594245	0.28870827459255755	0.9007801044401191	0.6120718298475616	0.0	0.04976346144491161	0.0	0.10000848086431668	0.10000848086431668	0.2430158117834259	0.25703211834966927	0.10462257003941453	0.3961205367650059	0.29149796672559136
NK cell	733	0.24813980068272434	0.2954649650790554	0.12387681570815466	0.41120023221933977	0.2873234165111851	0.0	0.055677887389816605	0.0	0.10662186913401989	0.10662186913401989	0.15260644181888086	0.17597038118785277	0.0	0.28432498435738635	0.28432498435738635
Endothelial cell	143	0.08154020797953902	0.15310055390018626	0.0	0.2114876515609366	0.2114876515609366	0.1106327620348163	0.11453176494149288	0.0	0.1836878447451144	0.1836878447451144	0.38161949463235395	0.3820295632177363	0.24888518914204977	0.5082792197584798	0.25939403061643
Malignant cell	7028	0.030409280989148406	0.08788061323581317	0.0	0.09391810042589949	0.09391810042589949	0.11302550045847778	0.11844530015985923	0.04810818620408723	0.17675672862952535	0.1286485424254381	0.23488892126976957	0.2711639167919729	0.11310178534606978	0.40621380227708276	0.29311201693101296
Fibroblast	623	0.0	0.0363820068016614	0.0	0.04899245277110912	0.04899245277110912	0.06941710180096333	0.07908002535736246	0.0	0.12020475801519656	0.12020475801519656	0.31089999863702666	0.31434849816065197	0.18047641417724763	0.45660774030906165	0.276131326131814
