author_celltype	braf_vs_ras	n_cells	HT13_median	HT13_mean	HT13_q25	HT13_q75	HT13_iqr	FA12_median	FA12_mean	FA12_q25	FA12_q75	FA12_iqr	MAPK9_median	MAPK9_mean	MAPK9_q25	MAPK9_q75	MAPK9_iqr
B cell	BRAF	74	1.6082870725641203	1.5334909944972013	1.3971429318341348	1.7649367791073014	0.36779384727316655	0.0	0.04354531478981561	0.0	0.08728825032737514	0.08728825032737514	0.0	0.06410949621501136	0.0	0.11547013358950742	0.11547013358950742
Endothelial cell	BRAF	45	0.2517124511220868	0.32903684341056655	0.17486452397864055	0.44279077775135833	0.2679262537727178	0.08704241257644936	0.09047951624452229	0.0	0.1467070687309504	0.1467070687309504	0.32847882627374453	0.3161883039134822	0.19053822057119432	0.4589383268518365	0.26840010628064215
Fibroblast	BRAF	35	0.07312709903878359	0.0809158603840737	0.0	0.1400417602938046	0.1400417602938046	0.06916694629472689	0.07524043789489342	0.0	0.12704908661557088	0.12704908661557088	0.2546679181534161	0.22264145078897574	0.0	0.37292929883244147	0.37292929883244147
Malignant cell	BRAF	1132	0.21226001034515826	0.31374462891105626	0.09919617009281251	0.5120734508470477	0.4128772807542352	0.07602503258215128	0.07948262152971979	0.03672298208464631	0.11499199041450386	0.07826900832985756	0.5062995383412132	0.5108097443137377	0.3611111410705872	0.6673247595649883	0.30621361849440104
Myeloid cell	BRAF	3000	1.9101977118101536	1.8300950723122649	1.7314391461909366	2.0304550169169184	0.2990158707259818	0.07611215703708141	0.08820192115542098	0.037202455237727514	0.12970711669814333	0.09250466146041582	0.16493665912058786	0.17941244394298406	0.08148199344326261	0.2571422497819476	0.17566025633868498
NK cell	BRAF	234	0.2818909470816601	0.31142277774976324	0.16599663834895995	0.4369076051983754	0.27091096684941546	0.0	0.04849717228968337	0.0	0.1016883908457479	0.1016883908457479	0.15205819504927104	0.19565763991162755	0.0	0.3040388286320988	0.3040388286320988
T cell	BRAF	1781	0.4076868104455773	0.4511536105984814	0.23687407156967402	0.6239116834098576	0.3870376118401836	0.0	0.04941098472707131	0.0	0.09480718779324367	0.09480718779324367	0.1943379488095657	0.22455816461323058	0.0	0.3537253566276523	0.3537253566276523
