sample	lineage	DM1_like	HT13_score
TCGA-OR-A5K1-01	adrenocortical cancer	1.6924313008145295	0.5365278049337106
TCGA-OR-A5K2-01	adrenocortical cancer	1.4709722990244911	-0.22310013716850094
TCGA-OR-A5K3-01	adrenocortical cancer	1.4183849056624789	0.3223370823749185
TCGA-OR-A5K4-01	adrenocortical cancer	1.4792332293652883	-0.47829257350703147
TCGA-OR-A5K5-01	adrenocortical cancer	1.4637057474252495	-0.6571593379905353
TCGA-OR-A5K6-01	adrenocortical cancer	1.5337854090220144	-0.0018876332477590694
TCGA-OR-A5K8-01	adrenocortical cancer	1.5884438334086268	-0.2965446743945642
TCGA-OR-A5K9-01	adrenocortical cancer	1.5426563706919951	-1.023071370575754
TCGA-OR-A5KO-01	adrenocortical cancer	1.528547906117887	-1.3084065817302521
TCGA-OR-A5KT-01	adrenocortical cancer	1.632950420734344	1.0605508318936334
TCGA-OR-A5KU-01	adrenocortical cancer	1.3905844361359518	-0.7175289580753788
TCGA-OR-A5KV-01	adrenocortical cancer	1.314621909963185	-0.8300078453988425
TCGA-OR-A5KW-01	adrenocortical cancer	1.4382465309501875	-0.6762824435377314
TCGA-OR-A5KX-01	adrenocortical cancer	1.6682282812613225	-0.16939848699776283
TCGA-OR-A5KY-01	adrenocortical cancer	1.5691616540733422	0.037675239518158855
TCGA-OR-A5KZ-01	adrenocortical cancer	1.5612416731640617	-0.021938664615958333
TCGA-OR-A5L3-01	adrenocortical cancer	1.487344518499976	-0.7267395705542851
TCGA-OR-A5L4-01	adrenocortical cancer	1.5974684474766017	0.051825610460253774
TCGA-OR-A5L5-01	adrenocortical cancer	1.57879299365439	1.201726492614913
TCGA-OR-A5L6-01	adrenocortical cancer	1.5685468118792163	0.04833222222214642
TCGA-OR-A5L8-01	adrenocortical cancer	1.3796132059629642	-0.9064509574184417
TCGA-OR-A5L9-01	adrenocortical cancer	1.6109741300696174	1.0770094489074749
TCGA-OR-A5LA-01	adrenocortical cancer	1.5326097586033425	0.7049193040403492
TCGA-OR-A5LB-01	adrenocortical cancer	1.5664498390594508	-0.9264913904113338
TCGA-OR-A5LC-01	adrenocortical cancer	1.56012151744903	-0.826108948227109
TCGA-OR-A5LD-01	adrenocortical cancer	1.3741948582001258	-0.6259811632368861
TCGA-OR-A5LE-01	adrenocortical cancer	1.1886390236326256	-1.2531819286684782
TCGA-OR-A5LG-01	adrenocortical cancer	1.6275238232642106	-0.34658254349834583
TCGA-OR-A5LH-01	adrenocortical cancer	1.4627423397237318	0.70596785178496
TCGA-OR-A5LJ-01	adrenocortical cancer	1.40596899329902	0.39217760001231505
TCGA-OR-A5LK-01	adrenocortical cancer	1.56433841833621	1.3884911296513838
TCGA-OR-A5LL-01	adrenocortical cancer	1.5601567735988016	-0.07322582949171452
TCGA-OR-A5LM-01	adrenocortical cancer	1.2968646516865985	0.14637830187213677
