AUROC	AUPRC	Brier	ECE	n	n_pos	held_out_source
0.5907201766348464	0.9284927430714662	0.43814030289649963	0.5851284852330471	589	531	CEDAR
0.5908608990670059	0.31529673861677976	0.22711609303951263	0.13807808051451181	537	144	NEPdb
0.6709649790635707	0.10303836541480722	0.2815227508544922	0.44928724335983766	605	37	TESLA_mmc4
0.47957516339869277	0.01517083546841589	0.24494820833206177	0.43889059996412644	310	4	TESLA_mmc7_validation
