target	mode	neighbor_autocorr_pooled	neighbor_autocorr_weighted_sample	block_variance_fraction	target_sd
null_random_matched_149	raw_smoothed	0.9215111449680767	0.9051085684917315	0.23887357894613867	0.18967759771773116
null_random_matched_150	raw_smoothed	0.9204554795849544	0.8964161640313361	0.2979339942646771	0.1892639991933962
null_random_matched_151	raw_smoothed	0.9159774830165456	0.8931501099233087	0.30011916049236637	0.17719906150717316
null_random_matched_152	raw_smoothed	0.9228484472824279	0.9038027846782978	0.25848776763573106	0.19365131710227668
null_random_matched_153	raw_smoothed	0.919209774962671	0.9040011561197818	0.28290829403044654	0.1761630143372933
null_random_matched_154	raw_smoothed	0.9316596270988491	0.9136527032815189	0.28145140479275865	0.18494889097238834
null_random_matched_155	raw_smoothed	0.9162157836344172	0.8947519599411143	0.24440196342342158	0.19243606512861916
null_random_matched_156	raw_smoothed	0.910759322069277	0.8875196153696129	0.24880712364290883	0.177514772771425
null_random_matched_157	raw_smoothed	0.9250877998350182	0.9065979543974012	0.25679381671312324	0.1889517020999902
null_random_matched_158	raw_smoothed	0.9185574664939504	0.8990528381361522	0.2033321009241192	0.1823354482686387
null_random_matched_159	raw_smoothed	0.9118728704224696	0.8912436019005309	0.26432683233200943	0.17915606119301916
null_random_matched_160	raw_smoothed	0.919506553097914	0.8904877838409314	0.25951855739661506	0.1784643074758826
null_random_matched_161	raw_smoothed	0.9307298948084918	0.9092536007585019	0.2976246397501601	0.19320677310089523
null_random_matched_162	raw_smoothed	0.9178735530410197	0.8951519352488202	0.237484798996135	0.1821977755583162
null_random_matched_163	raw_smoothed	0.9233357122308595	0.9040574728765778	0.22045075829988162	0.17060706871042844
null_random_matched_164	raw_smoothed	0.9171108142164657	0.8969973569552314	0.23351114428129782	0.18666318951175545
null_random_matched_165	raw_smoothed	0.9209799175037185	0.9090881162115741	0.2728868887468245	0.1790942789065775
null_random_matched_166	raw_smoothed	0.9250250187691506	0.9064685791333983	0.2566475357286298	0.19902784572067556
null_random_matched_167	raw_smoothed	0.9227291482969058	0.9039554162715493	0.26588942910880803	0.17324004669576987
null_random_matched_168	raw_smoothed	0.9198021471807208	0.8952540481649269	0.2818822284142969	0.19589267330998067
null_random_matched_169	raw_smoothed	0.9253515910039668	0.9062696502350945	0.27770771585482035	0.19325973366191906
null_random_matched_170	raw_smoothed	0.9238035794907882	0.9080075276019522	0.23130067103256194	0.18924873511092735
null_random_matched_171	raw_smoothed	0.927545479056974	0.9062430822069959	0.2557552765199512	0.20938829828644492
null_random_matched_172	raw_smoothed	0.9269105590146587	0.9080549800720652	0.327957996845356	0.20221689631964065
null_random_matched_173	raw_smoothed	0.9156409044414761	0.8877338438803909	0.25029860719290525	0.17597167900144983
null_random_matched_174	raw_smoothed	0.9275049528649749	0.903615538110929	0.29229799594066064	0.1898751140818995
null_random_matched_175	raw_smoothed	0.9222837173132448	0.8951866052346423	0.2684457604167818	0.19214792941808362
null_random_matched_176	raw_smoothed	0.9217927392580502	0.9064444132007428	0.22995692021971872	0.18833444457883275
null_random_matched_177	raw_smoothed	0.9259169785670712	0.9090472824444135	0.2722857793884593	0.1905485494705206
null_random_matched_178	raw_smoothed	0.931983270140615	0.9142929464142818	0.3377475950604921	0.1875341272046074
null_random_matched_179	raw_smoothed	0.9342755848608175	0.9160789281263405	0.3041671886023882	0.19735097505829965
null_random_matched_180	raw_smoothed	0.9173487920212414	0.9038286729423131	0.23864364973750413	0.17570300860667604
null_random_matched_181	raw_smoothed	0.9119854123333	0.8909693249391932	0.23917098323699143	0.16936117754833246
null_random_matched_182	raw_smoothed	0.9336607650468606	0.9200771984536089	0.3303152868222676	0.21709976118461027
null_random_matched_183	raw_smoothed	0.9349236541895563	0.9106186503085096	0.313559670695747	0.22790280968493215
null_random_matched_184	raw_smoothed	0.9314523255694089	0.9119878398189664	0.2725225062788719	0.196257207369945
