target	mode	n	pooled_rho	pooled_p	sample_centered_rho	sample_centered_p	median_sample_rho	samples_rho_gt_0_2	class
null_random_matched_172	raw_smoothed	3200	0.3107533106398787	1.3581201873560858e-72	0.3709811153395021	5.699339820222497e-105	0.3642290215673751	12	random_matched
null_random_matched_173	raw_smoothed	3200	0.2696034885478635	2.0543562017160314e-54	0.30047805459205423	9.086309853622e-68	0.29023780650785524	11	random_matched
null_random_matched_174	raw_smoothed	3200	0.29378466222960664	9.950469172163364e-65	0.3627472810750634	4.106565033741676e-100	0.35828602348452143	14	random_matched
null_random_matched_175	raw_smoothed	3200	0.3398879082497184	2.3348642502646685e-87	0.40562802719699	5.0663188432447956e-127	0.3857056516281183	12	random_matched
null_random_matched_176	raw_smoothed	3200	0.2765102653109275	2.960539868605152e-57	0.3457875474836534	1.504761064415815e-90	0.397187168451444	12	random_matched
null_random_matched_177	raw_smoothed	3200	0.28642419910224765	1.7661631076654103e-61	0.33437552195395714	1.938274851361908e-84	0.32934495746001485	13	random_matched
null_random_matched_178	raw_smoothed	3200	0.3372377411741163	6.013739549707994e-86	0.3785427296232525	1.4727237692925773e-109	0.38427795623076294	14	random_matched
null_random_matched_179	raw_smoothed	3200	0.34527832523173635	2.8550488374327466e-90	0.41199362584196764	2.2820888373664405e-131	0.3818889178734355	15	random_matched
null_random_matched_180	raw_smoothed	3200	0.34695982438602885	3.4290604369558634e-91	0.3967405437360703	4.134489229166068e-121	0.40473843144234045	14	random_matched
null_random_matched_181	raw_smoothed	3200	0.24898855342342108	2.028038131885538e-46	0.3083800577062112	1.8398165055856127e-71	0.2505248722803205	10	random_matched
null_random_matched_182	raw_smoothed	3200	0.2783443723300948	5.0453565620227274e-58	0.3527469525358269	2.1078133585645397e-94	0.36101192232674373	12	random_matched
null_random_matched_183	raw_smoothed	3200	0.3299237648366203	3.9951929876582656e-82	0.40992659998357434	6.026364736275812e-130	0.4042237473566521	14	random_matched
null_random_matched_184	raw_smoothed	3200	0.2852407416468339	5.76009630025307e-61	0.3364377626507344	1.593372035680949e-85	0.2753583873110117	11	random_matched
null_random_matched_185	raw_smoothed	3200	0.3112861105580449	7.540485317818137e-73	0.34071808378578644	8.383875719098088e-88	0.280168357443169	13	random_matched
null_random_matched_186	raw_smoothed	3200	0.3182318988260779	3.1440460830361405e-76	0.3548682197985106	1.3480474484412512e-95	0.3500870056566757	14	random_matched
null_random_matched_187	raw_smoothed	3200	0.2702839128374694	1.0875188208112995e-54	0.3123671639812673	2.276583187550788e-73	0.28330790360615415	12	random_matched
null_random_matched_188	raw_smoothed	3200	0.332865981448792	1.1924171343644955e-83	0.3971437583373791	2.2496405938064094e-121	0.38856627252381704	14	random_matched
null_random_matched_189	raw_smoothed	3200	0.28687422352917225	1.1249964621524465e-61	0.33910045547730117	6.150750050594109e-87	0.38486186833746994	13	random_matched
null_random_matched_190	raw_smoothed	3200	0.17223719768349427	9.915964433510079e-23	0.2241341300310859	1.0089307855949497e-37	0.18844257283413274	8	random_matched
null_random_matched_191	raw_smoothed	3200	0.33265636886539607	1.5333390190782313e-83	0.37912463488630804	6.456297447322754e-110	0.4079392737349031	14	random_matched
null_random_matched_192	raw_smoothed	3200	0.2608140430443888	6.44886289380726e-51	0.3300969871808235	3.252463510649703e-82	0.2791374732966056	12	random_matched
null_random_matched_193	raw_smoothed	3200	0.352518751309966	2.8297477847617427e-94	0.3800414131353991	1.7549269256489544e-110	0.38900772649518894	14	random_matched
null_random_matched_194	raw_smoothed	3200	0.10162708952597972	8.333400543613746e-09	0.1528301561754283	3.526369680658559e-18	0.11788913672179935	5	random_matched
null_random_matched_195	raw_smoothed	3200	0.25396567723500346	2.772256444547197e-48	0.31547231564611006	7.098736023130527e-75	0.34576659111652697	11	random_matched
null_random_matched_196	raw_smoothed	3200	0.30160003743511454	2.7600922726883834e-68	0.3775168527743072	6.276585345775169e-109	0.36280777136755726	12	random_matched
null_random_matched_197	raw_smoothed	3200	0.2669803149972401	2.3450893003500456e-53	0.3408168325542436	7.420675157619126e-88	0.26049625923958675	11	random_matched
null_random_matched_198	raw_smoothed	3200	0.20781589890913665	1.4824746661141299e-32	0.2316669216989059	2.983274049530698e-40	0.19896128437707222	8	random_matched
null_random_matched_199	raw_smoothed	3200	0.2167336776049197	2.510133114562726e-35	0.2832294801494155	4.2387964895123844e-60	0.25580263081829996	9	random_matched
null_random_matched_200	raw_smoothed	3200	0.3172037629562627	1.0081159357534419e-75	0.38431193241343553	3.845274505192999e-113	0.38822322895587974	14	random_matched
null_random_matched_201	raw_smoothed	3200	0.3190975914208923	1.174543158268245e-76	0.385493485374414	6.952033303471543e-114	0.3624580340780189	13	random_matched
null_random_matched_202	raw_smoothed	3200	0.27498925574010386	1.2711737539097418e-56	0.33879655762665245	8.931954161080719e-87	0.2982820375190198	13	random_matched
null_random_matched_203	raw_smoothed	3200	0.3298165390793736	4.5373431200408217e-82	0.35784719497374057	2.736618146103608e-97	0.316472575442213	13	random_matched
null_random_matched_204	raw_smoothed	3200	0.38224193306371035	7.566924724842926e-112	0.46493071204508196	2.242505522327353e-171	0.49309370632155836	14	random_matched
null_random_matched_205	raw_smoothed	3200	0.22766920290518716	6.735541988119452e-39	0.2594158629704734	2.257194927249997e-50	0.25812326969760113	10	random_matched
null_random_matched_206	raw_smoothed	3200	0.2259281458841079	2.569394121114451e-38	0.24210522846711297	6.564835673005179e-44	0.21359094342825286	9	random_matched
null_random_matched_207	raw_smoothed	3200	0.30090754951734267	5.762010758176753e-68	0.3479027893884932	1.0387744925279132e-91	0.3419813881550997	13	random_matched
null_random_matched_208	raw_smoothed	3200	0.19658973514745373	3.0335373392566624e-29	0.23078468752136555	5.9656638270547785e-40	0.18979044489668012	8	random_matched
null_random_matched_209	raw_smoothed	3200	0.16452381501520916	7.452919303634764e-21	0.24482106781499768	6.858528025660406e-45	0.2623466711839447	11	random_matched
null_random_matched_210	raw_smoothed	3200	0.24447140648508686	9.187932877209447e-45	0.2912265375342239	1.3743598555895202e-63	0.25090698769128494	9	random_matched
null_random_matched_211	raw_smoothed	3200	0.2520568227912	1.4545486746490738e-47	0.3112868040277351	7.534706771249296e-73	0.26778041042934964	10	random_matched
null_random_matched_212	raw_smoothed	3200	0.3005158700709596	8.729398093143985e-68	0.3731586908167663	2.8002855345261913e-106	0.34628559325446173	13	random_matched
null_random_matched_213	raw_smoothed	3200	0.29132960445008405	1.2370487155966905e-63	0.3467428110592216	4.5111261161258986e-91	0.36885145081446924	13	random_matched
null_random_matched_214	raw_smoothed	3200	0.14963460348826726	1.7505888493645395e-17	0.19462062044507014	1.1027741364680282e-28	0.1782224198961555	7	random_matched
null_random_matched_215	raw_smoothed	3200	0.2272307611278866	9.446251703303481e-39	0.24650281866438703	1.6696757373294034e-45	0.2680759097828102	9	random_matched
null_random_matched_216	raw_smoothed	3200	0.23637419308146385	7.037494098790269e-42	0.2882944305836955	2.6953832742375763e-62	0.30367544136706015	11	random_matched
null_random_matched_217	raw_smoothed	3200	0.23417050349256383	4.1088688827187124e-41	0.2611626716320041	4.713032775713291e-51	0.21351009678011984	8	random_matched
null_random_matched_218	raw_smoothed	3200	0.2844820063435858	1.2253806488414101e-60	0.3216519328646298	6.307285800375108e-78	0.2851725958258427	12	random_matched
null_random_matched_219	raw_smoothed	3200	0.24561028853720118	3.538857612602462e-45	0.2692790375761864	2.7804491926845544e-54	0.23357311813552267	9	random_matched
null_random_matched_220	raw_smoothed	3200	0.32589884455207974	4.578843617911722e-80	0.40827134374175933	8.153488626714176e-129	0.4105599897814961	15	random_matched
null_random_matched_221	raw_smoothed	3200	0.30583106348584344	2.943073917218733e-70	0.35160006786695563	9.2392118096281e-94	0.3034377554679804	15	random_matched
null_random_matched_222	raw_smoothed	3200	0.2401354213783476	3.319823197579043e-43	0.26736790593561294	1.6392883427325323e-53	0.2982886336253483	12	random_matched
null_random_matched_223	raw_smoothed	3200	0.14188746072212102	7.380181670672751e-16	0.18622099721384341	2.3249116140732126e-26	0.18359927119204567	7	random_matched
null_random_matched_224	raw_smoothed	3200	0.4167734202627948	1.0767622811862302e-134	0.47792371260046856	2.510970401260017e-182	0.47751485427439533	14	random_matched
null_random_matched_225	raw_smoothed	3200	0.3156879743643226	5.570674374755373e-75	0.3949650620241873	5.968816523180372e-120	0.38534736248768087	14	random_matched
null_random_matched_226	raw_smoothed	3200	0.2905476157555702	2.7463076270834387e-63	0.34791098074006177	1.0280352374430652e-91	0.29002489334655523	12	random_matched
null_random_matched_227	raw_smoothed	3200	0.1596452358280706	1.0303474759410056e-19	0.2144287340671135	1.3429290387325633e-34	0.1664572032281334	7	random_matched
null_random_matched_228	raw_smoothed	3200	0.2546067608332433	1.5837408938635233e-48	0.30012990885612495	1.3136714824489004e-67	0.3009790558712683	13	random_matched
null_random_matched_229	raw_smoothed	3200	0.33804702860196106	2.2375249793319836e-86	0.39195482982089447	5.314984574221069e-118	0.4563791724670502	13	random_matched
null_random_matched_230	raw_smoothed	3200	0.16061033769361507	6.167968138661259e-20	0.21135160138725542	1.2225927623093225e-33	0.1124452844959915	6	random_matched
null_random_matched_231	raw_smoothed	3200	0.3130058512176198	1.1193693199367556e-73	0.3685727478039141	1.5539206480123396e-103	0.3328165506076866	14	random_matched
null_random_matched_232	raw_smoothed	3200	0.3131108109676705	9.959413967080301e-74	0.35723808280547675	6.091992028903398e-97	0.36920292999085225	15	random_matched
null_random_matched_233	raw_smoothed	3200	0.28858605329236753	2.0079682823792164e-62	0.34557663435173663	1.9621621903631037e-90	0.34846046955369486	12	random_matched
null_random_matched_234	raw_smoothed	3200	0.3870066868076664	7.696869158731425e-115	0.4302466480065748	2.2939301531378545e-144	0.45563483634567115	15	random_matched
null_random_matched_235	raw_smoothed	3200	0.21528605147793	7.213220232945484e-35	0.2593383254240502	2.419049332010422e-50	0.21916465439616556	9	random_matched
null_random_matched_236	raw_smoothed	3200	0.21017676118553255	2.815539960195739e-33	0.2814402877979144	2.4679477525954306e-59	0.2838908227945498	11	random_matched
null_random_matched_237	raw_smoothed	3200	0.2660625994412267	5.46164622029918e-53	0.2964986744965028	5.959443535113115e-66	0.2756169976133404	12	random_matched
null_random_matched_238	raw_smoothed	3200	0.286003674513005	2.6899532027079524e-61	0.3309598899739789	1.1651306658497949e-82	0.3956918432038075	12	random_matched
null_random_matched_239	raw_smoothed	3200	0.31000091011948033	3.1110067855326143e-72	0.36090481391342566	4.797929830793211e-99	0.36023724204240004	13	random_matched
null_random_matched_240	raw_smoothed	3200	0.18025260232267495	8.953652008944044e-25	0.25015564063511503	7.475725495180038e-47	0.17731264834592325	7	random_matched
null_random_matched_241	raw_smoothed	3200	0.40801552686886267	1.2178997110583053e-128	0.4878454773256726	5.1634321697671524e-191	0.48006343875266855	15	random_matched
null_random_matched_242	raw_smoothed	3200	0.276243890187771	3.823764246978636e-57	0.3204366844234163	2.544555357119355e-77	0.3302340399012341	12	random_matched
null_random_matched_243	raw_smoothed	3200	0.3167257719437343	1.730159674840355e-75	0.3616383197448852	1.8066963193707157e-99	0.3955116567124377	13	random_matched
null_random_matched_244	raw_smoothed	3200	0.35450660970297115	2.1573251378615563e-95	0.44090142245361363	2.4813839846023015e-152	0.43321584310788536	16	random_matched
null_random_matched_245	raw_smoothed	3200	0.27430784079292814	2.4344862433544184e-56	0.3048121627884848	8.845611110219038e-70	0.3267328782972866	13	random_matched
null_random_matched_246	raw_smoothed	3200	0.3373284540627365	5.3836888763507215e-86	0.381494833942093	2.2062111451532087e-111	0.37525782246036143	15	random_matched
null_random_matched_247	raw_smoothed	3200	0.2354766867658817	1.4470134593412607e-41	0.25732233026081003	1.4522482459312999e-49	0.26184563398740623	9	random_matched
null_random_matched_248	raw_smoothed	3200	0.19939988705355247	4.694456326563074e-30	0.2307289579331219	6.23200678525104e-40	0.2416202650516288	9	random_matched
null_random_matched_249	raw_smoothed	3200	0.15899388957226274	1.4541125904215655e-19	0.21035114368225405	2.4884328411171354e-33	0.22327994683239022	9	random_matched
null_random_matched_250	raw_smoothed	3200	0.34946776729664614	1.4183887357727205e-92	0.4312242925469966	4.3803026513200416e-145	0.4189245342219222	15	random_matched
actual_DM1_RAI	coord_qc_residual_target	3200	0.16226610948908535	2.538640899186362e-20	0.21304098479404143	3.6518265095456342e-34	0.18957623940598517	7	actual_dm1
loo_drop_DIO1	coord_qc_residual_target	3200	0.16376950036811527	1.124625760828372e-20	0.21580179475603462	4.956629134671028e-35	0.2021180529513238	8	panel_loo
loo_drop_FOXE1	coord_qc_residual_target	3200	0.16981611997716012	3.933475942173744e-22	0.2210361269322389	1.0410765600917483e-36	0.18652141303532588	8	panel_loo
loo_drop_NKX2-1	coord_qc_residual_target	3200	0.1545689304998955	1.4533868101715061e-18	0.1923418686369012	4.827070205264516e-28	0.14239930998274958	5	panel_loo
loo_drop_PAX8	coord_qc_residual_target	3200	0.14202432124260947	6.920257443398254e-16	0.18290999405859315	1.7894973453410206e-25	0.17201830045751146	6	panel_loo
loo_drop_SLC5A5	coord_qc_residual_target	3200	0.16836208040645315	8.911600995733804e-22	0.2150706318428351	8.434575594020019e-35	0.211657541438536	9	panel_loo
loo_drop_TG	coord_qc_residual_target	3200	0.15570554242729906	8.097226659303852e-19	0.20769736757298507	1.610558052511162e-32	0.2000630015750394	8	panel_loo
loo_drop_TPO	coord_qc_residual_target	3200	0.15242363036363574	4.3319743599781075e-18	0.20553951262592893	7.215997778882755e-32	0.18912097802445063	7	panel_loo
loo_drop_TSHR	coord_qc_residual_target	3200	0.1639351591977694	1.0276366102847666e-20	0.2152627307385479	7.336469294582268e-35	0.19119552988824723	6	panel_loo
null_random_matched_001	coord_qc_residual_target	3200	0.1297700257343775	1.716387421863993e-13	0.1591980477732468	1.305481062960069e-19	0.1361036525913148	5	random_matched
null_random_matched_002	coord_qc_residual_target	3200	0.05063571222028439	0.004168679955613179	0.05628892786024685	0.0014452198127236592	0.06347933698342459	2	random_matched
null_random_matched_003	coord_qc_residual_target	3200	0.054848736562515356	0.0019102830633244384	0.06903632095081258	9.290101174355959e-05	0.061420535513387844	4	random_matched
null_random_matched_004	coord_qc_residual_target	3200	0.15553116887511412	8.860016715083872e-19	0.17195741999095895	1.1639671547600434e-22	0.15350933773344333	6	random_matched
null_random_matched_005	coord_qc_residual_target	3200	0.09480966404391249	7.73273693859361e-08	0.10862517698976334	7.246822054644372e-10	0.0767779194479862	6	random_matched
null_random_matched_006	coord_qc_residual_target	3200	0.011520400661171937	0.5147500558919824	0.009913076529597315	0.5750954986310085	0.0028583214580364517	1	random_matched
null_random_matched_007	coord_qc_residual_target	3200	0.10527942446576409	2.3758403050528787e-09	0.13376325317512236	3.00735451774911e-14	0.15859446486162154	4	random_matched
null_random_matched_008	coord_qc_residual_target	3200	0.09229989499998972	1.691450258222906e-07	0.10178296880204772	7.905747634157221e-09	0.16427360684017103	5	random_matched
null_random_matched_009	coord_qc_residual_target	3200	0.05859302403252186	0.0009129097520312094	0.09100517807667752	2.513103857339309e-07	0.11375084377109429	1	random_matched
null_random_matched_010	coord_qc_residual_target	3200	0.0589891507801905	0.0008422175913771477	0.0817404517080519	3.658765893590171e-06	0.046251406285157136	2	random_matched
null_random_matched_011	coord_qc_residual_target	3200	0.0611349313852472	0.0005397752411412359	0.07944633405237635	6.810684651000147e-06	0.07388209705242632	3	random_matched
null_random_matched_012	coord_qc_residual_target	3200	0.11083207527656984	3.246295640224083e-10	0.11452460688716862	8.174918214220578e-11	0.11143328583214582	4	random_matched
null_random_matched_013	coord_qc_residual_target	3200	0.0522739430931585	0.003097146471813432	0.059421938175970516	0.0007708053360310584	0.08018225455636391	1	random_matched
null_random_matched_014	coord_qc_residual_target	3200	0.13082887752235128	1.0871167766469916e-13	0.1703278148513491	2.9446241926808225e-22	0.13965049126228157	5	random_matched
null_random_matched_015	coord_qc_residual_target	3200	0.04861933775579469	0.005943589083169796	0.07062745819115801	6.36844928227323e-05	0.047074926873171836	1	random_matched
null_random_matched_016	coord_qc_residual_target	3200	0.07532520449953167	1.9951500570036535e-05	0.08003276306472294	5.819583269514995e-06	0.07608715217880448	4	random_matched
null_random_matched_017	coord_qc_residual_target	3200	0.10718077389460681	1.2153392251150412e-09	0.12402908498819189	1.91409139563696e-12	0.1215540388509713	5	random_matched
null_random_matched_018	coord_qc_residual_target	3200	0.15136713038253222	7.375246984402757e-18	0.18079571382282358	6.455927109472847e-25	0.18602565064126605	7	random_matched
null_random_matched_019	coord_qc_residual_target	3200	-0.010905065152860218	0.5374583750520369	0.002840856356528941	0.8723764431111128	0.0025553138828470707	0	random_matched
null_random_matched_020	coord_qc_residual_target	3200	0.10690772186598844	1.3391128961139467e-09	0.13704124238684007	6.918941742753998e-15	0.12817595439885998	4	random_matched
null_random_matched_021	coord_qc_residual_target	3200	0.031797119926476554	0.07210276216594805	0.039287213187227846	0.026255605241277416	0.08983499587489688	2	random_matched
null_random_matched_022	coord_qc_residual_target	3200	0.14248497509618893	5.570105824617628e-16	0.17680822197834195	6.956617942891022e-24	0.09482937073426836	7	random_matched
null_random_matched_023	coord_qc_residual_target	3200	0.08432118145226379	1.7830954887092013e-06	0.11864652525844971	1.6639220334152206e-11	0.15260406510162758	2	random_matched
null_random_matched_024	coord_qc_residual_target	3200	0.04677757524683351	0.008131648724152759	0.0629483920115617	0.00036658286650821924	0.04555388884722119	1	random_matched
null_random_matched_025	coord_qc_residual_target	3200	0.11005475732956613	4.315305840307428e-10	0.12137748756127806	5.620632033620742e-12	0.10758268956723921	5	random_matched
null_random_matched_026	coord_qc_residual_target	3200	0.07488810936407317	2.229115894445849e-05	0.08677316863019223	8.833563727474373e-07	0.10659041476036901	3	random_matched
null_random_matched_027	coord_qc_residual_target	3200	0.12900703945381242	2.379769747097401e-13	0.1546581797761894	1.3883598510035392e-18	0.16107552688817223	6	random_matched
null_random_matched_028	coord_qc_residual_target	3200	0.12931336284798464	2.0876497370324086e-13	0.17376172827262967	4.1207539291969494e-23	0.16846921173029328	7	random_matched
null_random_matched_029	coord_qc_residual_target	3200	0.1108189077948152	3.2620401235732407e-10	0.12922648478774265	2.1667191264355733e-13	0.13312982824570616	4	random_matched
null_random_matched_030	coord_qc_residual_target	3200	0.13635919092863188	9.4210470291069e-15	0.155307846099399	9.941287709231146e-19	0.14618615465386636	5	random_matched
null_random_matched_031	coord_qc_residual_target	3200	0.036821784967947746	0.03726515285919419	0.04034750491674852	0.02246354139033223	0.03426610665266632	2	random_matched
null_random_matched_032	coord_qc_residual_target	3200	0.07350136948255559	3.156506708453205e-05	0.08719725192355975	7.808019077399233e-07	0.12009825245631142	2	random_matched
null_random_matched_033	coord_qc_residual_target	3200	0.09121693298016921	2.3563819230248191e-07	0.12510752320385968	1.226930502428165e-12	0.12683042076051904	7	random_matched
null_random_matched_034	coord_qc_residual_target	3200	0.0380413281203117	0.031406759468428205	0.03637567628180432	0.039628933194564404	0.014508362709067728	1	random_matched
null_random_matched_035	coord_qc_residual_target	3200	0.09690246216975666	3.964658465975652e-08	0.11564234723069794	5.338151933533668e-11	0.10618915472886824	4	random_matched
null_random_matched_036	coord_qc_residual_target	3200	0.05521649550454056	0.0017799846488162942	0.06630385352088412	0.0001744677899989065	0.10233405835145878	0	random_matched
null_random_matched_037	coord_qc_residual_target	3200	0.10495561339898567	2.6600587746333473e-09	0.11763254932935051	2.4742213570394277e-11	0.10194479861996553	5	random_matched
null_random_matched_038	coord_qc_residual_target	3200	0.14012009815625956	1.6845609002500046e-15	0.1757568672614128	1.2900361384708254e-23	0.15436135903397585	5	random_matched
null_random_matched_039	coord_qc_residual_target	3200	-0.02217956137007435	0.20972224545376805	-0.011316081305281375	0.5222346129821739	0.010315757893947352	0	random_matched
null_random_matched_040	coord_qc_residual_target	3200	0.05645658803286992	0.0013984661045673965	0.07767465516842335	1.0881487233289518e-05	0.09781744543613591	2	random_matched
null_random_matched_041	coord_qc_residual_target	3200	0.08629821020978613	1.0136015124673112e-06	0.09331260786744215	1.236362155193203e-07	0.07950198754968876	3	random_matched
null_random_matched_042	coord_qc_residual_target	3200	0.05726377561169682	0.0011922737676650153	0.0702539376468689	6.963622523576565e-05	0.043273831845796154	4	random_matched
null_random_matched_043	coord_qc_residual_target	3200	0.0188208295967607	0.2871723467552532	0.03194696173798454	0.0707703566845852	0.02599939998499963	1	random_matched
null_random_matched_044	coord_qc_residual_target	3200	0.10880607788633573	6.789184446584525e-10	0.12759526392531872	4.3343894680082377e-13	0.16671941798544965	6	random_matched
null_random_matched_045	coord_qc_residual_target	3200	0.09407946866010436	9.730417733012833e-08	0.12417466593502595	1.802963670515514e-12	0.10186979674491864	3	random_matched
null_random_matched_046	coord_qc_residual_target	3200	0.11669002482324459	3.5669164861308786e-11	0.13118944738178193	9.297532713544911e-14	0.09612315307882698	5	random_matched
null_random_matched_047	coord_qc_residual_target	3200	0.013501390356581088	0.44517099999792387	0.03439861676256022	0.05169136957290376	0.03777619440486013	2	random_matched
null_random_matched_048	coord_qc_residual_target	3200	0.08480208494160985	1.5559582243045391e-06	0.10262541810306816	5.9388744260999595e-09	0.11452636315907899	5	random_matched
null_random_matched_049	coord_qc_residual_target	3200	0.0937303436260101	1.0853917593395219e-07	0.12378740478880905	2.1135779089738676e-12	0.10598439960999026	4	random_matched
null_random_matched_050	coord_qc_residual_target	3200	0.020827480063184158	0.2388573547033642	0.024064792389139878	0.17352144722753382	0.027255681392034804	1	random_matched
null_random_matched_051	coord_qc_residual_target	3200	0.11879521313918096	1.5694356216045744e-11	0.15023142629213146	1.3012513722441372e-17	0.13059701492537312	6	random_matched
null_random_matched_052	coord_qc_residual_target	3200	0.04003597180527068	0.023524971811554874	0.05690015924317961	0.0012814122213906049	0.010556513912847822	4	random_matched
null_random_matched_053	coord_qc_residual_target	3200	0.07418419144865149	2.6616054315266413e-05	0.08409559366167906	1.9003111412294571e-06	0.12291007275181882	4	random_matched
null_random_matched_054	coord_qc_residual_target	3200	-0.0134274845888743	0.4476667188474708	-0.006083686385125623	0.7308357581619409	-0.003918847971199282	1	random_matched
null_random_matched_055	coord_qc_residual_target	3200	0.045193092792294214	0.010563540889914139	0.06587286055887309	0.0001922974091753052	0.03744318607965199	3	random_matched
null_random_matched_056	coord_qc_residual_target	3200	0.09378363501305027	1.0674653169981178e-07	0.11052844939242669	3.6289222525812555e-10	0.0642953573839346	4	random_matched
null_random_matched_057	coord_qc_residual_target	3200	0.002321884504090283	0.8955423558670939	0.008829470344674836	0.617578719979857	0.008476711917797947	0	random_matched
null_random_matched_058	coord_qc_residual_target	3200	0.003989114891515125	0.8215349822791856	0.015993137059876664	0.36577653925561854	0.04593939848496213	0	random_matched
null_random_matched_059	coord_qc_residual_target	3200	0.15590790624513998	7.292991729108558e-19	0.18329489570750931	1.414347218956441e-25	0.22817370434260859	9	random_matched
null_random_matched_060	coord_qc_residual_target	3200	0.08478805759648998	1.5621708439561042e-06	0.10833504414893008	8.04428996998149e-10	0.07959798994974875	4	random_matched
null_random_matched_061	coord_qc_residual_target	3200	0.13897586318123661	2.858350051626808e-15	0.1639639323939387	1.0116545712974193e-20	0.17133128328208208	6	random_matched
null_random_matched_062	coord_qc_residual_target	3200	0.09601319809699199	5.275073607498928e-08	0.10764363966246479	1.0305256229797935e-09	0.16403810095252386	7	random_matched
null_random_matched_063	coord_qc_residual_target	3200	0.10869304742870577	7.071705120550804e-10	0.1282360401109414	3.3044217138543797e-13	0.1116882922073052	3	random_matched
null_random_matched_064	coord_qc_residual_target	3200	0.07306181524041162	3.5200617791530276e-05	0.0929883057117486	1.3673759041406339e-07	0.1027203180079502	3	random_matched
null_random_matched_065	coord_qc_residual_target	3200	0.06449993928222063	0.00026117642212195486	0.06704115779210523	0.00014751911723832293	0.05133053326333159	4	random_matched
null_random_matched_066	coord_qc_residual_target	3200	0.11117311583721833	2.863390472828842e-10	0.15217019296095632	4.923461832422424e-18	0.15116627915697894	4	random_matched
null_random_matched_067	coord_qc_residual_target	3200	0.060147892836708274	0.0006635047884982445	0.06792226432346331	0.0001204525126129316	0.07232655816395411	2	random_matched
null_random_matched_068	coord_qc_residual_target	3200	0.12143560927105557	5.4908332464867965e-12	0.14233601292343875	5.975549354776531e-16	0.1509847746193655	5	random_matched
null_random_matched_069	coord_qc_residual_target	3200	0.07796627409338613	1.0080588586636419e-05	0.08339114217686934	2.3159024456099637e-06	0.0813905347633691	3	random_matched
null_random_matched_070	coord_qc_residual_target	3200	0.07251597541103115	4.0269730922655677e-05	0.08056238286742019	5.044367049697059e-06	0.05773944348608716	3	random_matched
null_random_matched_071	coord_qc_residual_target	3200	0.11344370114196298	1.2296857249579422e-10	0.13442500079833988	2.2418668594448853e-14	0.1276066901672542	5	random_matched
null_random_matched_072	coord_qc_residual_target	3200	0.0793980418113322	6.899129443359297e-06	0.10374017419337636	4.053048949906242e-09	0.0567156678916973	4	random_matched
null_random_matched_073	coord_qc_residual_target	3200	0.07373350366049838	2.9791934233255084e-05	0.08274806838360042	2.7703780674324628e-06	0.07240831020775519	2	random_matched
null_random_matched_074	coord_qc_residual_target	3200	0.051354615122521	0.003662708482292597	0.06487819346955014	0.0002401887966056896	0.06560489012225307	1	random_matched
null_random_matched_075	coord_qc_residual_target	3200	0.12225692673407486	3.942189502888885e-12	0.15178867473522212	5.9671657835688876e-18	0.1230930773269332	5	random_matched
null_random_matched_076	coord_qc_residual_target	3200	0.10065027386721422	1.1572380165936421e-08	0.11457343343002278	8.024813149741964e-11	0.1485742143553589	5	random_matched
null_random_matched_077	coord_qc_residual_target	3200	0.13573288190750799	1.2491345322078964e-14	0.1698770977663181	3.8002495937368315e-22	0.1776981924548114	6	random_matched
null_random_matched_078	coord_qc_residual_target	3200	0.07822064515810322	9.428227133260991e-06	0.09560504168506265	6.008763332150153e-08	0.11558163954098853	3	random_matched
null_random_matched_079	coord_qc_residual_target	3200	0.12253503833349982	3.522023439195317e-12	0.16416926249211544	9.045202564196034e-21	0.15513537838445962	5	random_matched
null_random_matched_080	coord_qc_residual_target	3200	0.12467267880104284	1.4685829418633081e-12	0.1553449945405268	9.752797214001358e-19	0.1256806420160504	4	random_matched
null_random_matched_081	coord_qc_residual_target	3200	0.07585532986342229	1.7426963334451335e-05	0.10597163168668276	1.8638854379302537e-09	0.0672249306232656	4	random_matched
null_random_matched_082	coord_qc_residual_target	3200	0.06822610480723679	0.00011225811830376963	0.08893732094114461	4.6778242227347636e-07	0.04708467711692793	4	random_matched
null_random_matched_083	coord_qc_residual_target	3200	0.09205462629927989	1.823942636800679e-07	0.11233199449042913	1.8639489843594774e-10	0.14068026700667519	6	random_matched
null_random_matched_084	coord_qc_residual_target	3200	0.033804484136180084	0.055867250782742225	0.05560708587471541	0.0016505784115262985	0.06037800945023627	2	random_matched
null_random_matched_085	coord_qc_residual_target	3200	0.11616663500162448	4.3647708767428925e-11	0.13228858530650245	5.757109791658712e-14	0.13044626115652894	5	random_matched
null_random_matched_086	coord_qc_residual_target	3200	0.11960585262264184	1.139641710792823e-11	0.13862684801043437	3.355664655066084e-15	0.1432633315832896	5	random_matched
null_random_matched_087	coord_qc_residual_target	3200	0.07652997707812274	1.4652098229187001e-05	0.08647512380128161	9.630627971865615e-07	0.10480162004050103	3	random_matched
null_random_matched_088	coord_qc_residual_target	3200	0.06668941434955217	0.0001598458458218384	0.07638152979800095	1.5223915525789974e-05	0.044677116927923206	4	random_matched
null_random_matched_089	coord_qc_residual_target	3200	0.06359071360749155	0.0003188641766152475	0.09149168935465714	2.167048029230941e-07	0.06533938348458712	4	random_matched
null_random_matched_090	coord_qc_residual_target	3200	0.04578098701474482	0.0095945290720116	0.06704934846673323	0.00014724303070629504	0.06845421135528389	3	random_matched
