gene	total_counts	detected_spots	n_spots	detect_frac	mean_count	log1p_mean_count
CUZD1	15.0	15	3200	0.0046875	0.0046875	0.004676547883901846
FAM24B	219.0	178	3200	0.055625	0.0684375	0.06619730085148337
FAM24A	0.0	0	3200	0.0	0.0	0.0
C10orf88	137.0	126	3200	0.039375	0.0428125	0.0419213899635561
PSTK	147.0	131	3200	0.0409375	0.0459375	0.04491361242350869
IKZF5	302.0	268	3200	0.08375	0.094375	0.09018342405797924
ACADSB	187.0	175	3200	0.0546875	0.0584375	0.0567937640299538
HMX3	0.0	0	3200	0.0	0.0	0.0
HMX2	0.0	0	3200	0.0	0.0	0.0
BUB3	1781.0	890	3200	0.278125	0.5565625	0.44247986428546543
LINC02641	0.0	0	3200	0.0	0.0	0.0
AL160290.1	0.0	0	3200	0.0	0.0	0.0
AL357127.2	0.0	0	3200	0.0	0.0	0.0
AL357127.1	0.0	0	3200	0.0	0.0	0.0
GPR26	0.0	0	3200	0.0	0.0	0.0
CPXM2	193.0	170	3200	0.053125	0.0603125	0.058563675996412226
AC009987.1	0.0	0	3200	0.0	0.0	0.0
AC068058.1	0.0	0	3200	0.0	0.0	0.0
BX469938.1	0.0	0	3200	0.0	0.0	0.0
CHST15	754.0	596	3200	0.18625	0.235625	0.2115769149427443
OAT	840.0	640	3200	0.2	0.2625	0.23309388216737786
NKX1-2	0.0	0	3200	0.0	0.0	0.0
AL445237.1	0.0	0	3200	0.0	0.0	0.0
LHPP	802.0	626	3200	0.195625	0.250625	0.2236434263558608
FAM53B	684.0	546	3200	0.170625	0.21375	0.1937147406233976
AL513190.1	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
FAM53B-AS1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
EEF1AKMT2	408.0	358	3200	0.111875	0.1275	0.12000279239469636
ABRAXAS2	265.0	245	3200	0.0765625	0.0828125	0.0795618228361857
AL731577.2	0.0	0	3200	0.0	0.0	0.0
ZRANB1	534.0	452	3200	0.14125	0.166875	0.15432923531385
AL731577.1	0.0	0	3200	0.0	0.0	0.0
CTBP2	1605.0	1055	3200	0.3296875	0.5015625	0.406506232616575
AL731571.1	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
AL157888.1	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
TEX36-AS1	0.0	0	3200	0.0	0.0	0.0
TEX36	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AL158835.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
EDRF1-DT	100.0	92	3200	0.02875	0.03125	0.030771658666753687
AL158835.2	9.0	9	3200	0.0028125	0.0028125	0.002808552322038955
EDRF1	200.0	192	3200	0.06	0.0625	0.06062462181643484
EDRF1-AS1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
MMP21	0.0	0	3200	0.0	0.0	0.0
UROS	1328.0	928	3200	0.29	0.415	0.34712953109520095
BCCIP	938.0	704	3200	0.22	0.293125	0.25706176951767046
DHX32	350.0	310	3200	0.096875	0.109375	0.10379679368164356
FANK1	194.0	173	3200	0.0540625	0.060625	0.05885835700635371
FANK1-AS1	0.0	0	3200	0.0	0.0	0.0
ADAM12	129.0	115	3200	0.0359375	0.0403125	0.03952114878720703
AL589787.2	0.0	0	3200	0.0	0.0	0.0
LINC00601	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
C10orf90	0.0	0	3200	0.0	0.0	0.0
AL589787.1	0.0	0	3200	0.0	0.0	0.0
DOCK1	608.0	511	3200	0.1596875	0.19	0.173953307123438
AL359094.1	0.0	0	3200	0.0	0.0	0.0
AL359094.2	0.0	0	3200	0.0	0.0	0.0
INSYN2A	9.0	8	3200	0.0025	0.0028125	0.002808552322038955
NPS	0.0	0	3200	0.0	0.0	0.0
FOXI2	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
CLRN3	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
PTPRE	607.0	468	3200	0.14625	0.1896875	0.17369066759467944
AL158166.2	0.0	0	3200	0.0	0.0	0.0
AL158166.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AL390236.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
MKI67	642.0	320	3200	0.1	0.200625	0.18284225454068403
LINC01163	0.0	0	3200	0.0	0.0	0.0
AL390763.1	0.0	0	3200	0.0	0.0	0.0
LINC02667	0.0	0	3200	0.0	0.0	0.0
AL355537.1	0.0	0	3200	0.0	0.0	0.0
AL355537.2	0.0	0	3200	0.0	0.0	0.0
AL391869.1	0.0	0	3200	0.0	0.0	0.0
AL359508.1	0.0	0	3200	0.0	0.0	0.0
MGMT	1568.0	1023	3200	0.3196875	0.49	0.3987761199573678
AL355531.1	0.0	0	3200	0.0	0.0	0.0
AL157832.2	0.0	0	3200	0.0	0.0	0.0
AL157832.1	0.0	0	3200	0.0	0.0	0.0
LINC02666	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
EBF3	51.0	50	3200	0.015625	0.0159375	0.015811831516087425
AL354950.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AL354950.1	0.0	0	3200	0.0	0.0	0.0
AL354950.3	0.0	0	3200	0.0	0.0	0.0
C10orf143	110.0	107	3200	0.0334375	0.034375	0.033797379583290675
AL139123.1	8.0	8	3200	0.0025	0.0025	0.002496880198587199
GLRX3	1547.0	862	3200	0.269375	0.4834375	0.39436202976350015
LINC02646	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC016816.1	0.0	0	3200	0.0	0.0	0.0
TCERG1L	979.0	603	3200	0.1884375	0.3059375	0.2669211736600975
TCERG1L-AS1	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
LINC01164	0.0	0	3200	0.0	0.0	0.0
AL450307.1	0.0	0	3200	0.0	0.0	0.0
FP565171.1	0.0	0	3200	0.0	0.0	0.0
PPP2R2D	638.0	522	3200	0.163125	0.199375	0.1818005877798273
BNIP3	1081.0	768	3200	0.24	0.3378125	0.2910358173571282
AL162274.2	22.0	22	3200	0.006875	0.006875	0.0068514749491017735
AL162274.1	0.0	0	3200	0.0	0.0	0.0
JAKMIP3	9.0	9	3200	0.0028125	0.0028125	0.002808552322038955
AL512622.1	0.0	0	3200	0.0	0.0	0.0
DPYSL4	22.0	21	3200	0.0065625	0.006875	0.0068514749491017735
STK32C	226.0	193	3200	0.0603125	0.070625	0.0682425900962473
LRRC27	168.0	159	3200	0.0496875	0.0525	0.05116828657439943
PWWP2B	569.0	489	3200	0.1528125	0.1778125	0.16365890447931752
AL451069.2	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
AL451069.3	0.0	0	3200	0.0	0.0	0.0
C10orf91	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AL451069.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
LINC01165	0.0	0	3200	0.0	0.0	0.0
INPP5A	632.0	499	3200	0.1559375	0.1975	0.18023605030293327
NKX6-2	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
CFAP46	44.0	42	3200	0.013125	0.01375	0.013656326447485625
LINC01166	0.0	0	3200	0.0	0.0	0.0
LINC01167	3.0	2	3200	0.000625	0.0009375	0.0009370608213402288
LINC01168	0.0	0	3200	0.0	0.0	0.0
ADGRA1	0.0	0	3200	0.0	0.0	0.0
ADGRA1-AS1	0.0	0	3200	0.0	0.0	0.0
KNDC1	123.0	115	3200	0.0359375	0.0384375	0.037717179566776365
UTF1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
VENTX	25.0	24	3200	0.0075	0.0078125	0.007782140442054949
MIR202HG	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AL592071.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
ADAM8	330.0	237	3200	0.0740625	0.103125	0.09814706113952454
TUBGCP2	1356.0	944	3200	0.295	0.42375	0.35329423577925484
AL360181.2	0.0	0	3200	0.0	0.0	0.0
ZNF511	857.0	625	3200	0.1953125	0.2678125	0.23729297441862932
CALY	16.0	15	3200	0.0046875	0.005	0.004987541511039074
AL360181.1	0.0	0	3200	0.0	0.0	0.0
PRAP1	0.0	0	3200	0.0	0.0	0.0
FUOM	688.0	490	3200	0.153125	0.215	0.19474407679251177
ECHS1	2822.0	1392	3200	0.435	0.881875	0.6322686202538612
AL360181.4	0.0	0	3200	0.0	0.0	0.0
PAOX	203.0	189	3200	0.0590625	0.0634375	0.06150658571308781
MTG1	1150.0	821	3200	0.2565625	0.359375	0.3070250352949119
SPRN	10.0	9	3200	0.0028125	0.003125	0.003120127336243634
SCART1	14.0	14	3200	0.004375	0.004375	0.004365457509639981
CYP2E1	47.0	47	3200	0.0146875	0.0146875	0.014580683315028037
AL161645.1	0.0	0	3200	0.0	0.0	0.0
AL161645.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
SYCE1	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
AL731769.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AL731769.1	0.0	0	3200	0.0	0.0	0.0
FRG2B	0.0	0	3200	0.0	0.0	0.0
AC069287.1	0.0	0	3200	0.0	0.0	0.0
LINC01001	99.0	94	3200	0.029375	0.0309375	0.030468582440763507
AC069287.3	0.0	0	3200	0.0	0.0	0.0
BET1L	717.0	583	3200	0.1821875	0.2240625	0.2021752448780134
SCGB1C1	0.0	0	3200	0.0	0.0	0.0
ODF3	0.0	0	3200	0.0	0.0	0.0
AC069287.2	0.0	0	3200	0.0	0.0	0.0
RIC8A	1487.0	978	3200	0.305625	0.4646875	0.3816419091348882
SIRT3	461.0	394	3200	0.123125	0.1440625	0.1345855243324183
PSMD13	2637.0	1262	3200	0.394375	0.8240625	0.6010661564159732
NLRP6	0.0	0	3200	0.0	0.0	0.0
AC136475.3	0.0	0	3200	0.0	0.0	0.0
PGGHG	441.0	370	3200	0.115625	0.1378125	0.12910755938761553
IFITM5	0.0	0	3200	0.0	0.0	0.0
IFITM2	4065.0	1617	3200	0.5053125	1.2703125	0.8199174872165653
AC136475.2	0.0	0	3200	0.0	0.0	0.0
IFITM1	1647.0	689	3200	0.2153125	0.5146875	0.41520914705755807
AC136475.1	20.0	20	3200	0.00625	0.00625	0.006230549750636074
IFITM3	23005.0	2491	3200	0.7784375	7.1890625	2.1027994224484488
AC136475.4	0.0	0	3200	0.0	0.0	0.0
AC136475.8	0.0	0	3200	0.0	0.0	0.0
AC136475.7	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC136475.5	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
AC136475.9	0.0	0	3200	0.0	0.0	0.0
B4GALNT4	32.0	29	3200	0.0090625	0.01	0.009950330853168083
PKP3	799.0	537	3200	0.1678125	0.2496875	0.22289352005900046
SIGIRR	817.0	659	3200	0.2059375	0.2553125	0.22738454557146429
ANO9	129.0	121	3200	0.0378125	0.0403125	0.03952114878720703
PTDSS2	673.0	539	3200	0.1684375	0.2103125	0.19087859072693428
AC138230.1	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
RNH1	3834.0	1784	3200	0.5575	1.198125	0.7876047242461099
AC137894.3	0.0	0	3200	0.0	0.0	0.0
AC137894.1	0.0	0	3200	0.0	0.0	0.0
HRAS	1722.0	918	3200	0.286875	0.538125	0.4305641421631832
LRRC56	78.0	75	3200	0.0234375	0.024375	0.02408267051595708
LMNTD2	68.0	65	3200	0.0203125	0.02125	0.02102736719207559
AP006284.1	18.0	18	3200	0.005625	0.005625	0.005609238764510603
RASSF7	575.0	486	3200	0.151875	0.1796875	0.16524957289530717
MIR210HG	67.0	62	3200	0.019375	0.0209375	0.020721322813252247
PHRF1	393.0	346	3200	0.108125	0.1228125	0.11583669832570082
IRF7	740.0	524	3200	0.16375	0.23125	0.20802991350416158
CDHR5	0.0	0	3200	0.0	0.0	0.0
SCT	58.0	56	3200	0.0175	0.018125	0.017962700374172524
DRD4	70.0	64	3200	0.02	0.021875	0.021639175103481158
DEAF1	1178.0	859	3200	0.2684375	0.368125	0.3134411892949903
AC131934.1	0.0	0	3200	0.0	0.0	0.0
EPS8L2	2312.0	1313	3200	0.4103125	0.7225	0.5437767239056766
TMEM80	497.0	417	3200	0.1303125	0.1553125	0.144370870148814
AP006621.4	0.0	0	3200	0.0	0.0	0.0
TALDO1	4548.0	1798	3200	0.561875	1.42125	0.8842839357390686
GATD1	637.0	527	3200	0.1646875	0.1990625	0.18154000145913446
AP006621.3	118.0	112	3200	0.035	0.036875	0.036211381962571884
AP006621.2	0.0	0	3200	0.0	0.0	0.0
CEND1	30.0	29	3200	0.0090625	0.009375	0.009331327428884309
SLC25A22	321.0	247	3200	0.0771875	0.1003125	0.09559423036723459
PANO1	33.0	31	3200	0.0096875	0.0103125	0.010259688937615169
PIDD1	402.0	354	3200	0.110625	0.125625	0.11833843694808346
RPLP2	69701.0	3050	3200	0.953125	21.7815625	3.1259515465359735
PNPLA2	1623.0	1061	3200	0.3315625	0.5071875	0.410245331281154
AP006621.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
CRACR2B	329.0	267	3200	0.0834375	0.1028125	0.09786373488745215
CD151	9645.0	2360	3200	0.7375	3.0140625	1.389803820756166
POLR2L	15750.0	2574	3200	0.804375	4.921875	1.7786531217227544
TSPAN4	2987.0	1527	3200	0.4771875	0.9334375	0.659299506743171
AP006623.1	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
CHID1	2318.0	1416	3200	0.4425	0.724375	0.5448646659894134
AP2A2	994.0	742	3200	0.231875	0.310625	0.27050412267404733
MUC6	0.0	0	3200	0.0	0.0	0.0
LINC02688	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
MUC2	0.0	0	3200	0.0	0.0	0.0
MUC5AC	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC061979.1	0.0	0	3200	0.0	0.0	0.0
MUC5B	0.0	0	3200	0.0	0.0	0.0
MUC5B-AS1	0.0	0	3200	0.0	0.0	0.0
TOLLIP	1300.0	899	3200	0.2809375	0.40625	0.3409265869705932
TOLLIP-AS1	109.0	105	3200	0.0328125	0.0340625	0.033495219133794246
AC136297.1	0.0	0	3200	0.0	0.0	0.0
LINC02689	0.0	0	3200	0.0	0.0	0.0
BRSK2	16.0	15	3200	0.0046875	0.005	0.004987541511039074
AC091196.1	0.0	0	3200	0.0	0.0	0.0
MOB2	812.0	644	3200	0.20125	0.25375	0.2261390602940082
DUSP8	100.0	94	3200	0.029375	0.03125	0.030771658666753687
KRTAP5-AS1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
KRTAP5-1	0.0	0	3200	0.0	0.0	0.0
KRTAP5-2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
KRTAP5-3	0.0	0	3200	0.0	0.0	0.0
KRTAP5-4	0.0	0	3200	0.0	0.0	0.0
KRTAP5-5	0.0	0	3200	0.0	0.0	0.0
AP006285.1	0.0	0	3200	0.0	0.0	0.0
FAM99A	0.0	0	3200	0.0	0.0	0.0
FAM99B	0.0	0	3200	0.0	0.0	0.0
LINC02708	0.0	0	3200	0.0	0.0	0.0
KRTAP5-6	0.0	0	3200	0.0	0.0	0.0
IFITM10	96.0	92	3200	0.02875	0.03	0.0295588022415444
CTSD	16994.0	2796	3200	0.87375	5.310625	1.8422347207764485
AC068580.3	0.0	0	3200	0.0	0.0	0.0
AC068580.1	0.0	0	3200	0.0	0.0	0.0
AC068580.5	0.0	0	3200	0.0	0.0	0.0
AC068580.2	0.0	0	3200	0.0	0.0	0.0
SYT8	53.0	39	3200	0.0121875	0.0165625	0.016426837685533543
TNNI2	13.0	13	3200	0.0040625	0.0040625	0.004054270328040545
LSP1	697.0	500	3200	0.15625	0.2178125	0.1970562165508913
AC051649.1	0.0	0	3200	0.0	0.0	0.0
PRR33	0.0	0	3200	0.0	0.0	0.0
LINC01150	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
TNNT3	44.0	42	3200	0.013125	0.01375	0.013656326447485625
MRPL23	3285.0	1613	3200	0.5040625	1.0265625	0.7063410079627264
MRPL23-AS1	0.0	0	3200	0.0	0.0	0.0
LINC01219	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
H19	415.0	316	3200	0.09875	0.1296875	0.12194104580504715
IGF2	0.0	0	3200	0.0	0.0	0.0
AC132217.2	0.0	0	3200	0.0	0.0	0.0
AC132217.1	12.0	12	3200	0.00375	0.00375	0.003742986278834377
IGF2-AS	0.0	0	3200	0.0	0.0	0.0
INS	0.0	0	3200	0.0	0.0	0.0
TH	27.0	25	3200	0.0078125	0.0084375	0.00840210326414391
ASCL2	53.0	50	3200	0.015625	0.0165625	0.016426837685533543
C11orf21	21.0	21	3200	0.0065625	0.0065625	0.00654106054338091
TSPAN32	25.0	25	3200	0.0078125	0.0078125	0.007782140442054949
CD81-AS1	14.0	13	3200	0.0040625	0.004375	0.004365457509639981
CD81	14494.0	2634	3200	0.823125	4.529375	1.7100747892555133
TSSC4	1059.0	780	3200	0.24375	0.3309375	0.2858835811353956
AC124057.1	0.0	0	3200	0.0	0.0	0.0
TRPM5	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
KCNQ1	1128.0	775	3200	0.2421875	0.3525	0.3019547317384995
KCNQ1OT1	122.0	113	3200	0.0353125	0.038125	0.03741620138542227
KCNQ1-AS1	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
KCNQ1DN	0.0	0	3200	0.0	0.0	0.0
CDKN1C	485.0	411	3200	0.1284375	0.1515625	0.14111971583561905
SLC22A18AS	55.0	50	3200	0.015625	0.0171875	0.017041465854851702
SLC22A18	728.0	580	3200	0.18125	0.2275	0.2049795806865386
PHLDA2	3701.0	1090	3200	0.340625	1.1565625	0.7685155188327839
NAP1L4	2224.0	1287	3200	0.4021875	0.695	0.5276827408324136
AC131971.1	0.0	0	3200	0.0	0.0	0.0
CARS	1275.0	843	3200	0.2634375	0.3984375	0.3353555419211378
CARS-AS1	0.0	0	3200	0.0	0.0	0.0
AC108448.3	0.0	0	3200	0.0	0.0	0.0
OSBPL5	383.0	343	3200	0.1071875	0.1196875	0.1130496285171359
AC108448.1	0.0	0	3200	0.0	0.0	0.0
MRGPRG	0.0	0	3200	0.0	0.0	0.0
MRGPRG-AS1	0.0	0	3200	0.0	0.0	0.0
MRGPRE	57.0	51	3200	0.0159375	0.0178125	0.017655716488415574
AC109309.1	0.0	0	3200	0.0	0.0	0.0
AC123788.1	0.0	0	3200	0.0	0.0	0.0
ZNF195	314.0	289	3200	0.0903125	0.098125	0.09360417995922458
AC127526.1	0.0	0	3200	0.0	0.0	0.0
AC127526.5	876.0	636	3200	0.19875	0.27375	0.2419653055547975
AC127526.2	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
AC127526.4	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
ART5	45.0	38	3200	0.011875	0.0140625	0.013964540350372454
ART1	0.0	0	3200	0.0	0.0	0.0
CHRNA10	19.0	19	3200	0.0059375	0.0059375	0.005919942510990248
NUP98	830.0	650	3200	0.203125	0.259375	0.23061556615291076
PGAP2	478.0	399	3200	0.1246875	0.149375	0.1392183163764485
RHOG	1281.0	834	3200	0.260625	0.4003125	0.33669542599832514
AC090587.1	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
STIM1	957.0	737	3200	0.2303125	0.2990625	0.26164285046481955
AC090587.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
RRM1	898.0	575	3200	0.1796875	0.280625	0.24734824001102715
RRM1-AS1	0.0	0	3200	0.0	0.0	0.0
LINC02749	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
SSU72P5	0.0	0	3200	0.0	0.0	0.0
SSU72P2	0.0	0	3200	0.0	0.0	0.0
SSU72P4	0.0	0	3200	0.0	0.0	0.0
SSU72P3	0.0	0	3200	0.0	0.0	0.0
SSU72P7	0.0	0	3200	0.0	0.0	0.0
OR52B4	0.0	0	3200	0.0	0.0	0.0
TRIM21	207.0	181	3200	0.0565625	0.0646875	0.06268132887314865
OR52K2	0.0	0	3200	0.0	0.0	0.0
OR52K1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
OR52M1	0.0	0	3200	0.0	0.0	0.0
C11orf40	0.0	0	3200	0.0	0.0	0.0
OR52I2	0.0	0	3200	0.0	0.0	0.0
OR52I1	0.0	0	3200	0.0	0.0	0.0
TRIM68	229.0	208	3200	0.065	0.0715625	0.06911786367510243
OR51D1	0.0	0	3200	0.0	0.0	0.0
OR51E1	29.0	28	3200	0.00875	0.0090625	0.0090216819704573
OR51E2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
OR51C1P	0.0	0	3200	0.0	0.0	0.0
MMP26	0.0	0	3200	0.0	0.0	0.0
OR51F1	0.0	0	3200	0.0	0.0	0.0
OR52R1	0.0	0	3200	0.0	0.0	0.0
OR51F2	0.0	0	3200	0.0	0.0	0.0
OR51S1	0.0	0	3200	0.0	0.0	0.0
OR51T1	0.0	0	3200	0.0	0.0	0.0
OR51A7	0.0	0	3200	0.0	0.0	0.0
OR51G2	0.0	0	3200	0.0	0.0	0.0
OR51G1	0.0	0	3200	0.0	0.0	0.0
OR51A4	0.0	0	3200	0.0	0.0	0.0
OR51A2	0.0	0	3200	0.0	0.0	0.0
OR51L1	0.0	0	3200	0.0	0.0	0.0
OR52J3	0.0	0	3200	0.0	0.0	0.0
OR52E2	0.0	0	3200	0.0	0.0	0.0
AC113331.1	0.0	0	3200	0.0	0.0	0.0
OR52A5	0.0	0	3200	0.0	0.0	0.0
OR52A1	0.0	0	3200	0.0	0.0	0.0
OR51V1	0.0	0	3200	0.0	0.0	0.0
AC104389.2	0.0	0	3200	0.0	0.0	0.0
HBB	1628.0	378	3200	0.118125	0.50875	0.41128149342960424
HBD	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
BGLT3	0.0	0	3200	0.0	0.0	0.0
HBG1	12.0	4	3200	0.00125	0.00375	0.003742986278834377
HBG2	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
AC104389.5	0.0	0	3200	0.0	0.0	0.0
HBE1	0.0	0	3200	0.0	0.0	0.0
OR51B4	0.0	0	3200	0.0	0.0	0.0
OR51B5	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
OR51B2	0.0	0	3200	0.0	0.0	0.0
OR51B6	0.0	0	3200	0.0	0.0	0.0
OR51M1	0.0	0	3200	0.0	0.0	0.0
OR51Q1	0.0	0	3200	0.0	0.0	0.0
OR51I1	0.0	0	3200	0.0	0.0	0.0
OR51I2	0.0	0	3200	0.0	0.0	0.0
OR52D1	0.0	0	3200	0.0	0.0	0.0
UBQLN3	0.0	0	3200	0.0	0.0	0.0
UBQLNL	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
OR52H1	0.0	0	3200	0.0	0.0	0.0
OR52B6	0.0	0	3200	0.0	0.0	0.0
TRIM6	100.0	94	3200	0.029375	0.03125	0.030771658666753687
TRIM34	130.0	124	3200	0.03875	0.040625	0.0398214941866716
TRIM5	397.0	350	3200	0.109375	0.1240625	0.11694935490780603
TRIM22	1004.0	703	3200	0.2196875	0.31375	0.2728856432090238
OR56B1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
OR52N4	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
OR52N5	0.0	0	3200	0.0	0.0	0.0
OR52N1	0.0	0	3200	0.0	0.0	0.0
OR52N2	0.0	0	3200	0.0	0.0	0.0
OR52E6	0.0	0	3200	0.0	0.0	0.0
OR52E8	0.0	0	3200	0.0	0.0	0.0
OR52E4	0.0	0	3200	0.0	0.0	0.0
OR52E5	0.0	0	3200	0.0	0.0	0.0
OR56A3	0.0	0	3200	0.0	0.0	0.0
OR56A5	0.0	0	3200	0.0	0.0	0.0
OR52L1	0.0	0	3200	0.0	0.0	0.0
OR56A4	0.0	0	3200	0.0	0.0	0.0
OR56A1	0.0	0	3200	0.0	0.0	0.0
OR56B4	0.0	0	3200	0.0	0.0	0.0
AC022762.1	0.0	0	3200	0.0	0.0	0.0
OR52B2	0.0	0	3200	0.0	0.0	0.0
OR52W1	0.0	0	3200	0.0	0.0	0.0
AC022762.2	18.0	18	3200	0.005625	0.005625	0.005609238764510603
C11orf42	0.0	0	3200	0.0	0.0	0.0
FAM160A2	446.0	375	3200	0.1171875	0.139375	0.13047986645079043
CNGA4	0.0	0	3200	0.0	0.0	0.0
CCKBR	13.0	13	3200	0.0040625	0.0040625	0.004054270328040545
CAVIN3	1332.0	750	3200	0.234375	0.41625	0.34801253336007903
AC068733.3	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
AC068733.1	0.0	0	3200	0.0	0.0	0.0
SMPD1	1459.0	995	3200	0.3109375	0.4559375	0.3756500230289789
APBB1	749.0	614	3200	0.191875	0.2340625	0.2103115724988315
HPX	10.0	10	3200	0.003125	0.003125	0.003120127336243634
TRIM3	135.0	132	3200	0.04125	0.0421875	0.04132186956190618
ARFIP2	973.0	746	3200	0.233125	0.3040625	0.2654843918037347
TIMM10B	775.0	621	3200	0.1940625	0.2421875	0.21687393830061436
DNHD1	55.0	54	3200	0.016875	0.0171875	0.017041465854851702
RRP8	398.0	343	3200	0.1071875	0.124375	0.1172273257226605
AC091564.2	0.0	0	3200	0.0	0.0	0.0
ILK	2598.0	1360	3200	0.425	0.811875	0.5943622206937829
TAF10	6068.0	2033	3200	0.6353125	1.89625	1.0634167967644488
AC091564.3	0.0	0	3200	0.0	0.0	0.0
TPP1	2270.0	1262	3200	0.394375	0.709375	0.5361278066282089
AC091564.6	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
DCHS1	250.0	219	3200	0.0684375	0.078125	0.07522342123758753
AC091564.4	0.0	0	3200	0.0	0.0	0.0
AC091564.5	0.0	0	3200	0.0	0.0	0.0
MRPL17	2502.0	1214	3200	0.379375	0.781875	0.5776661806847994
OR2AG2	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
OR2AG1	0.0	0	3200	0.0	0.0	0.0
OR6A2	0.0	0	3200	0.0	0.0	0.0
AC087280.2	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
OR10A5	0.0	0	3200	0.0	0.0	0.0
OR10A2	0.0	0	3200	0.0	0.0	0.0
OR10A4	0.0	0	3200	0.0	0.0	0.0
OR2D2	0.0	0	3200	0.0	0.0	0.0
OR2D3	0.0	0	3200	0.0	0.0	0.0
ZNF215	36.0	35	3200	0.0109375	0.01125	0.011187189390564393
ZNF214	58.0	57	3200	0.0178125	0.018125	0.017962700374172524
NLRP14	0.0	0	3200	0.0	0.0	0.0
RBMXL2	0.0	0	3200	0.0	0.0	0.0
AC027804.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
SYT9	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
AC107884.1	14.0	14	3200	0.004375	0.004375	0.004365457509639981
OLFML1	77.0	73	3200	0.0228125	0.0240625	0.02377755991099668
PPFIBP2	674.0	527	3200	0.1646875	0.210625	0.19113675517912326
AC107884.2	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
CYB5R2	64.0	61	3200	0.0190625	0.02	0.019802627296179712
OVCH2	0.0	0	3200	0.0	0.0	0.0
AC104237.2	0.0	0	3200	0.0	0.0	0.0
AC104237.3	0.0	0	3200	0.0	0.0	0.0
AC104237.1	0.0	0	3200	0.0	0.0	0.0
AC044810.2	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
OR5P2	0.0	0	3200	0.0	0.0	0.0
OR5P3	0.0	0	3200	0.0	0.0	0.0
OR10A6	0.0	0	3200	0.0	0.0	0.0
OR10A3	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
NLRP10	0.0	0	3200	0.0	0.0	0.0
