target	mode	n	pooled_rho	pooled_p	sample_centered_rho	sample_centered_p	median_sample_rho	samples_rho_gt_0_2	class	neighbor_autocorr_pooled	neighbor_autocorr_weighted_sample	block_variance_fraction	target_sd	smoothness_expected_rho	smoothness_adjusted_residual
null_random_matched_096	raw_smoothed	3200	0.34462396348893853	6.490465674782022e-90	0.39066139850816456	3.605637456132296e-117	0.44353940837901135	14	random_matched	0.9288868333408072	0.9119505592189278	0.25345694922624906	0.19192565512306936	0.35512273107721976	0.035538667430944804
null_random_matched_097	raw_smoothed	3200	0.23029191158556592	8.774333683429194e-40	0.29265952886719027	3.168177178995361e-64	0.2410110015079811	10	random_matched	0.9209491387608733	0.8933935085851112	0.3067145166419652	0.19269418339786146	0.3397345666028899	-0.047075037735699654
null_random_matched_098	raw_smoothed	3200	0.27844724044356534	4.566845559985697e-58	0.3469777997650625	3.3520071968739163e-91	0.3359838987266818	13	random_matched	0.9152770909854053	0.8935613358149055	0.23066628577534123	0.1782201936866727	0.31581316995859976	0.03116462980646273
null_random_matched_099	raw_smoothed	3200	0.22810303291885983	4.8164237958555046e-39	0.2791767461822501	2.250030479619714e-58	0.2931030027942657	9	random_matched	0.9255404143169494	0.9029603612756018	0.27313980875197674	0.183263943150369	0.3194884239804828	-0.04031167779823275
null_random_matched_100	raw_smoothed	3200	0.22825309389068177	4.288194844711915e-39	0.26775838969960614	1.14216638446069e-53	0.37684497474335	10	random_matched	0.9159450574793994	0.896880686700664	0.2313848845468991	0.18311360295390255	0.3320681022766409	-0.06430971257703477
null_random_matched_101	raw_smoothed	3200	0.40667480177665727	9.918643566429833e-128	0.4468662090666529	6.44453348795519e-157	0.4462207138858256	14	random_matched	0.9226305390806188	0.9040027093831321	0.23387431434182215	0.18663555984450425	0.3433635943557434	0.10350261471090955
null_random_matched_102	raw_smoothed	3200	0.21531716738380818	7.051970491286608e-35	0.2678169681029982	1.0818461285927207e-53	0.2306185586402265	8	random_matched	0.9216128919190725	0.9029089664011548	0.24846441893936042	0.17705944848292954	0.3066902199213866	-0.03887325181838841
null_random_matched_103	raw_smoothed	3200	0.20072127043087787	1.9332757751585482e-30	0.25818930879339963	6.731869849828697e-50	0.23772573011385406	9	random_matched	0.9184496220554588	0.8992163134337574	0.24237690998762212	0.17675256971079573	0.3074383937086705	-0.04924908491527086
null_random_matched_104	raw_smoothed	3200	0.28814015151538186	3.149225139349665e-62	0.35293464383720774	1.6540345551112835e-94	0.3252177640532766	13	random_matched	0.9263415363085791	0.9111660471821946	0.32530602422116517	0.1929493966093157	0.33548714251643663	0.01744750132077111
null_random_matched_105	raw_smoothed	3200	0.34499231288643906	4.088941788506098e-90	0.4349426751127792	7.670528112047799e-148	0.4200970540631731	15	random_matched	0.9338504958741242	0.916000268325641	0.2757720239389687	0.2049896309184062	0.3917538842371228	0.04318879087565636
null_random_matched_106	raw_smoothed	3200	0.24882692690764033	2.3276635465686813e-46	0.2970978481998868	3.1877756594032267e-66	0.22728750663865813	8	random_matched	0.913526640266307	0.8979236526297464	0.27628695399694786	0.1697508221693924	0.2731557909111074	0.023942057288779406
null_random_matched_107	raw_smoothed	3200	0.39567854175776485	2.0455484933305367e-120	0.44197639776705	3.758825574417744e-153	0.4141055681021088	14	random_matched	0.9335897566048839	0.9159225733058386	0.22698767556888974	0.19320486024884764	0.3680597549254855	0.07391664284156452
null_random_matched_108	raw_smoothed	3200	0.289966162403085	4.961113590894103e-63	0.33879069066229633	8.99647906852711e-87	0.29261016228540354	11	random_matched	0.921987721824623	0.8993408538251545	0.24361574246380827	0.17643474448034685	0.305987277431696	0.03280341323060032
null_random_matched_109	raw_smoothed	3200	0.21159904255255432	1.0249474077262442e-33	0.2799103269787981	1.1017957635793429e-58	0.2430263416205215	9	random_matched	0.9198765492965306	0.891691404042053	0.30628829381757955	0.16891347519019007	0.2604527027978051	0.019457624180993005
null_random_matched_110	raw_smoothed	3200	0.32719095727727515	1.0071398073281062e-80	0.3746942203964877	3.298706370415713e-107	0.3263886491535236	13	random_matched	0.9238966213477618	0.9020767035570003	0.26507564828294616	0.19511983651039325	0.3615820407536021	0.01311217964288558
null_random_matched_111	raw_smoothed	3200	0.3785061582340302	1.5509756346575823e-109	0.42983709739784165	4.5825644957299275e-144	0.42111822314447334	15	random_matched	0.9278218741654377	0.9079015798993294	0.2864050694415004	0.20405461281473786	0.38483869785764746	0.04499839954019419
null_random_matched_112	raw_smoothed	3200	0.3126219708873993	1.7154312490222084e-73	0.3563265836701657	2.0110176964349245e-96	0.3623212800113981	12	random_matched	0.9314077424787589	0.9129348471475157	0.2594724205788828	0.190077185102991	0.3470765849832037	0.009249998686961969
null_random_matched_113	raw_smoothed	3200	0.2597750410078778	1.6372540950052554e-50	0.3207040955969031	1.873075254176961e-77	0.30954799513975406	13	random_matched	0.9206234208595268	0.8982498329300345	0.22494332162581407	0.17128251318089024	0.29472678356758025	0.025977312029322852
null_random_matched_114	raw_smoothed	3200	0.33566794069022776	4.058372579493993e-85	0.38437831479118895	3.493618288290514e-113	0.34066011269909646	12	random_matched	0.9168918901278943	0.8928881119048476	0.3057670221799974	0.18973520414183206	0.33014205882754843	0.05423625596364051
null_random_matched_115	raw_smoothed	3200	0.25966405606595233	1.8081315733973435e-50	0.3278151366147619	4.833274751950267e-81	0.37723443741042156	13	random_matched	0.926877431531214	0.9066045905055425	0.3068000658125645	0.20313813006048037	0.37518619779035567	-0.047371061175593754
null_random_matched_116	raw_smoothed	3200	0.36128914221289865	2.877035672123392e-99	0.4343785451965556	2.019646755609987e-147	0.4537288778308643	15	random_matched	0.9291393490834342	0.9114795228985598	0.2903264775988438	0.19788494379751853	0.36317195662272195	0.07120658857383366
null_random_matched_117	raw_smoothed	3200	0.36613681910840157	4.275792696269411e-102	0.4152139010669383	1.3283995109628508e-133	0.38728654809667973	16	random_matched	0.9323597933277035	0.913765814089694	0.26657710339692137	0.2024100313658379	0.3859854146628133	0.02922848640412501
null_random_matched_118	raw_smoothed	3200	0.3490937443377465	2.285125380873202e-92	0.3915077666636139	1.0311403556265127e-117	0.38121355948727487	12	random_matched	0.9206656508318232	0.9062136837801164	0.279472557791619	0.1815058617867208	0.3117514895725211	0.07975627709109284
null_random_matched_119	raw_smoothed	3200	0.2507412455060763	4.521872710279915e-47	0.26289900531729005	9.816637973359493e-52	0.24459653564764267	9	random_matched	0.9149505213882445	0.8915499009197319	0.2569043448134333	0.17532475194978603	0.29765259690956275	-0.0347535915922727
null_random_matched_120	raw_smoothed	3200	0.3058137843736241	2.998624424283227e-70	0.3669778650308897	1.3657922349087228e-102	0.4145303026239	10	random_matched	0.9161336159694221	0.9007250817622124	0.2345374617166894	0.1796416105136135	0.3196603483075609	0.04731751672332879
null_random_matched_121	raw_smoothed	3200	0.29006669460877393	4.4793709098459086e-63	0.3330016105613624	1.0132548029940108e-83	0.34245319936092977	13	random_matched	0.9223121708062919	0.904014951475865	0.30707954150673855	0.1858317207399363	0.3172348926863535	0.015766717875008884
null_random_matched_122	raw_smoothed	3200	0.22046101554812164	1.599399573085046e-36	0.2471657527313951	9.538147688173034e-46	0.1922800010303584	8	random_matched	0.9172350870374905	0.8978534032481074	0.30942499992075156	0.1678411938711439	0.25616749135636674	-0.009001738624971639
null_random_matched_123	raw_smoothed	3200	0.22974939632676017	1.3403748430527932e-39	0.2422518009620111	5.815561503550519e-44	0.24130019450854423	10	random_matched	0.9195517984317456	0.8970511926615989	0.29015513902191165	0.16155314615746683	0.24132299410218241	0.0009288068598286847
null_random_matched_124	raw_smoothed	3200	0.2792853014616148	2.0247027312770037e-58	0.31478340265781607	1.5377539526342315e-74	0.30893779224786583	12	random_matched	0.9233880855261909	0.907782817645305	0.2411814327008539	0.17614009509876352	0.30619057582210923	0.008592826835706835
null_random_matched_125	raw_smoothed	3200	0.3221371718998887	3.607273358905612e-78	0.34839911857755235	5.531077286297823e-92	0.2977926474165309	12	random_matched	0.923970192685915	0.9029826777695056	0.26630931887995735	0.18857885870918603	0.33940874050355735	0.008990378073994998
null_random_matched_126	raw_smoothed	3200	0.3517795185975384	7.334822158248734e-94	0.406482977356274	1.3379178112492035e-127	0.4623541383868035	12	random_matched	0.9242492855469064	0.9042715258800216	0.25340035824491275	0.20123311519200898	0.38582224819318023	0.02066072916309375
null_random_matched_127	raw_smoothed	3200	0.40018371926883856	2.2260369260195163e-123	0.4691520322533756	6.993195652902903e-175	0.4270800461435148	15	random_matched	0.9328120823951441	0.9174940731333401	0.2804264429704689	0.1971890015896361	0.36431082661911535	0.10484120563426025
null_random_matched_128	raw_smoothed	3200	0.20577570434705889	6.128600444755607e-32	0.24897246845175278	2.056050216571287e-46	0.28819801275289914	10	random_matched	0.9226069964966459	0.8981050176048951	0.2499213514651912	0.1956379747544644	0.3679732513730919	-0.11900078292133912
null_random_matched_129	raw_smoothed	3200	0.2963544887496687	6.92620084116053e-66	0.3340836548977864	2.756235627777648e-84	0.3201873743510411	10	random_matched	0.919614441412781	0.8952902414134488	0.3066366712428111	0.16928361924907853	0.2617493113277503	0.0723343435700361
null_random_matched_130	raw_smoothed	3200	0.3242845855414079	3.0053038446411645e-79	0.38634192267931444	2.0268723135912105e-114	0.37850435033509844	14	random_matched	0.920450308453536	0.8974423603750274	0.28704115834533034	0.17490767245926725	0.28689216265562795	0.0994497600236865
null_random_matched_131	raw_smoothed	3200	0.26472792946131135	1.856630833902725e-52	0.315917133353694	4.3047564605537477e-75	0.31663493754010974	13	random_matched	0.8884837241938756	0.8618576201928737	0.23966948912998778	0.15965329271310777	0.2494602304649696	0.06645690288872438
null_random_matched_132	raw_smoothed	3200	0.2808131142230907	4.562376586572844e-59	0.33036770084368855	2.3577488650246657e-82	0.36955241823910767	10	random_matched	0.9265310661316778	0.9040889373160564	0.2898224917326819	0.18999186047438257	0.3366447884135377	-0.006277087569849127
null_random_matched_133	raw_smoothed	3200	0.1617296267864323	3.388175460365305e-20	0.22169420544855944	6.36000037707424e-37	0.16603764508856014	8	random_matched	0.91099138137417	0.8920543488701966	0.2583555537552002	0.16530344692601054	0.26377932927709036	-0.04208512382853091
null_random_matched_134	raw_smoothed	3200	0.1957658878635071	5.214346994882045e-29	0.2475608580306817	6.826359783158069e-46	0.22080869858188604	9	random_matched	0.9242830693540667	0.9060101877204164	0.22934701646828015	0.1818103061675987	0.32881251902006947	-0.08125166098938777
null_random_matched_135	raw_smoothed	3200	0.32647649751478125	2.3288184954658864e-80	0.36702576141285465	1.2797183146616259e-102	0.31393386820122016	11	random_matched	0.9178582326664351	0.8969138808936284	0.25497073144999555	0.17853285651351877	0.3092330481917094	0.057792713221145264
null_random_matched_136	raw_smoothed	3200	0.18442156954865788	7.082282323616592e-26	0.24432673714329825	1.0368077913004364e-44	0.26381805119612867	10	random_matched	0.9210437289388006	0.8997793189178345	0.26763756113077464	0.18482168540429067	0.32629446633332376	-0.08196772919002551
null_random_matched_137	raw_smoothed	3200	0.30387138595413044	2.433958909868647e-69	0.3883196315641813	1.1295720526911795e-115	0.4277878300918272	14	random_matched	0.9187340576761539	0.9000273344991675	0.2898258251213914	0.20042625241373324	0.3712589709463755	0.017060660617805812
null_random_matched_138	raw_smoothed	3200	0.34722571480068387	2.4496823065578598e-91	0.39385296321911284	3.1515216157759356e-119	0.3861062280843218	14	random_matched	0.9272834855849624	0.9093779441148245	0.24141168472416438	0.1950132642711325	0.36915768875954363	0.024695274459569205
null_random_matched_139	raw_smoothed	3200	0.28865387416842486	1.8749886022750061e-62	0.3681174775426827	2.8935689454902895e-103	0.41874529893975077	11	random_matched	0.9251618580111877	0.9086215307178057	0.22750092000432903	0.19676952225238684	0.37943602866915926	-0.011318551126476561
null_random_matched_140	raw_smoothed	3200	0.33387773906392726	3.532562204475053e-84	0.39301166776568286	1.1049478964596941e-118	0.41459256906884	13	random_matched	0.9210606365804936	0.9041005123399821	0.2589876268247839	0.17515182559069778	0.29701288935055614	0.09599877841512672
null_random_matched_141	raw_smoothed	3200	0.38538296791147725	8.160590803223253e-114	0.4582571009139414	6.22221621004921e-166	0.46036109686979254	15	random_matched	0.9309261255722486	0.9142866953369058	0.2608964544596689	0.2100538667842943	0.4133311154733682	0.04492598544057319
null_random_matched_142	raw_smoothed	3200	0.21691407982987732	2.1995484779363702e-35	0.268470213483998	5.901863706371481e-54	0.2213640360417584	8	random_matched	0.909918583838595	0.8866551336711054	0.27753355597934215	0.1580949477404026	0.23332784019873026	0.03514237328526776
null_random_matched_143	raw_smoothed	3200	0.383508376338907	1.225621675944042e-112	0.445763548281794	4.610994620683296e-156	0.46164883362883746	13	random_matched	0.9233435028075639	0.9090135695442632	0.24743830885538018	0.1871597282636132	0.34100911424349867	0.10475443403829532
null_random_matched_144	raw_smoothed	3200	0.2733365952821445	6.126944044788437e-56	0.3152957823397325	8.655462142374283e-75	0.2901307281315091	12	random_matched	0.9320580529603003	0.9120844949942986	0.29778667310680734	0.1931196379705331	0.34491374789073465	-0.029617965551002157
null_random_matched_145	raw_smoothed	3200	0.28217555348086504	1.198411559058349e-59	0.32214056810629405	3.593180746654537e-78	0.3271134105762603	11	random_matched	0.9205025876670057	0.9047643952558104	0.2188600606917818	0.1900836155354074	0.3597126158461116	-0.03757204773981754
null_random_matched_146	raw_smoothed	3200	0.26085855427966187	6.195944336365263e-51	0.32023114186442575	3.2195276101134475e-77	0.37279200615468916	11	random_matched	0.9201128753174412	0.9051053384451976	0.2492684384862117	0.20138936075683167	0.3877071175763921	-0.06747597571196634
null_random_matched_147	raw_smoothed	3200	0.3361858313872124	2.164330963122311e-85	0.3825379281729133	4.948360459277435e-112	0.4348331178311304	13	random_matched	0.9347619068413303	0.9177132088069382	0.24521107477612694	0.21947061978524784	0.44993601269267935	-0.06739808451976603
null_random_matched_148	raw_smoothed	3200	0.2738794048753542	3.6595412070858253e-56	0.33105953849957837	1.0346561710868003e-82	0.3696533453430496	12	random_matched	0.9174249759003553	0.8952372354423329	0.29654994297680815	0.1760530609548265	0.28756151101609817	0.043498027483480195
null_random_matched_149	raw_smoothed	3200	0.3138178433431388	4.527967583728429e-74	0.3782936275475148	2.0951217949210358e-109	0.40514767306478305	12	random_matched	0.9215111449680767	0.9051085684917315	0.23887357894613867	0.18967759771773116	0.3519643423280868	0.026329285219427956
null_random_matched_150	raw_smoothed	3200	0.23532808238153757	1.6299689318913271e-41	0.29111462053958936	1.5406991685490204e-63	0.28518393606781617	11	random_matched	0.9204554795849544	0.8964161640313361	0.2979339942646771	0.1892639991933962	0.3312488724130018	-0.04013425187341246
null_random_matched_151	raw_smoothed	3200	0.22204345535740133	4.893159237452211e-37	0.266093843440539	5.306975638024931e-53	0.30613487463776967	9	random_matched	0.9159774830165456	0.8931501099233087	0.30011916049236637	0.17719906150717316	0.2901410210396592	-0.02404717759912023
null_random_matched_152	raw_smoothed	3200	0.3885749545796426	7.769681997049511e-116	0.46725683390738715	2.6597940521296333e-173	0.4652347738811766	15	random_matched	0.9228484472824279	0.9038027846782978	0.25848776763573106	0.19365131710227668	0.3588760394165608	0.10838079449082633
null_random_matched_153	raw_smoothed	3200	0.13312582424133634	3.9854135076980224e-14	0.14815072065155863	3.6409265282749454e-17	0.17449894163860408	6	random_matched	0.919209774962671	0.9040011561197818	0.28290829403044654	0.1761630143372933	0.29271983592699413	-0.1445691152754355
null_random_matched_154	raw_smoothed	3200	0.22210423060478074	4.674708044117245e-37	0.2840962764249693	1.7970058492372892e-60	0.3220579417666521	10	random_matched	0.9316596270988491	0.9136527032815189	0.28145140479275865	0.18494889097238834	0.32296247231373376	-0.03886619588876444
null_random_matched_155	raw_smoothed	3200	0.2957494511135731	1.3003325881513772e-65	0.34148341017442646	3.252114818220953e-88	0.2461916803759786	10	random_matched	0.9162157836344172	0.8947519599411143	0.24440196342342158	0.19243606512861916	0.3588975074829983	-0.017414097308571852
null_random_matched_156	raw_smoothed	3200	0.2297714506297198	1.3175136600517925e-39	0.2786997640200042	3.575226994081721e-58	0.2244497754478702	11	random_matched	0.910759322069277	0.8875196153696129	0.24880712364290883	0.177514772771425	0.3073582907427431	-0.028658526722738942
null_random_matched_157	raw_smoothed	3200	0.2942582514134257	6.101744143444044e-65	0.35368483747530827	6.266122244599784e-95	0.3877482429482084	12	random_matched	0.9250877998350182	0.9065979543974012	0.25679381671312324	0.1889517020999902	0.34387453551794855	0.009810301957359713
null_random_matched_158	raw_smoothed	3200	0.2634936889006909	5.72039642505964e-52	0.326152138861268	3.40475261952635e-80	0.3269451736222711	14	random_matched	0.9185574664939504	0.8990528381361522	0.2033321009241192	0.1823354482686387	0.3385619405395888	-0.012409801678320842
null_random_matched_159	raw_smoothed	3200	0.22128522662495925	8.64072346938935e-37	0.27558614982736696	7.183586177306929e-57	0.2342484476059789	8	random_matched	0.9118728704224696	0.8912436019005309	0.26432683233200943	0.17915606119301916	0.3080423162101988	-0.03245616638283183
null_random_matched_160	raw_smoothed	3200	0.2801783599354265	8.483336595826994e-59	0.353929229888535	4.564816202923692e-95	0.3861467455715748	12	random_matched	0.919506553097914	0.8904877838409314	0.25951855739661506	0.1784643074758826	0.30723819297285065	0.046691036915684325
null_random_matched_161	raw_smoothed	3200	0.3384572088813036	1.3540969116405087e-86	0.3839473432866434	6.509058478802123e-113	0.3895526623712545	14	random_matched	0.9307298948084918	0.9092536007585019	0.2976246397501601	0.19320677310089523	0.3451199996420594	0.03882734364458401
null_random_matched_162	raw_smoothed	3200	0.2937608741263163	1.0197673312453513e-64	0.3465272494440277	5.922491651030709e-91	0.33412356774301966	13	random_matched	0.9178735530410197	0.8951519352488202	0.237484798996135	0.1821977755583162	0.3269756919055975	0.019551557538430187
null_random_matched_163	raw_smoothed	3200	0.1951494892727229	7.807749409100339e-29	0.24463082991998014	8.041646422377325e-45	0.29051192147380384	10	random_matched	0.9233357122308595	0.9040574728765778	0.22045075829988162	0.17060706871042844	0.29419206514452145	-0.04956123522454131
null_random_matched_164	raw_smoothed	3200	0.28805078865337436	3.4461200848749472e-62	0.3582388212557151	1.6343999439269055e-97	0.38338118864980086	12	random_matched	0.9171108142164657	0.8969973569552314	0.23351114428129782	0.18666318951175545	0.3432346949573771	0.015004126298338027
null_random_matched_165	raw_smoothed	3200	0.2797008795746228	1.3512375778795902e-58	0.3513333582245131	1.301680590512669e-93	0.32552089601974055	15	random_matched	0.9209799175037185	0.9090881162115741	0.2728868887468245	0.1790942789065775	0.30595387119312245	0.045379487031390664
null_random_matched_166	raw_smoothed	3200	0.33016648694945916	2.9947271072971784e-82	0.39416973028984387	1.9632288663368368e-119	0.3907417826737032	14	random_matched	0.9250250187691506	0.9064685791333983	0.2566475357286298	0.19902784572067556	0.37753085158446725	0.016638878705376614
null_random_matched_167	raw_smoothed	3200	0.23064441951178505	6.658759512535127e-40	0.2916363971991361	9.040678794389769e-64	0.25859992509372365	11	random_matched	0.9227291482969058	0.9039554162715493	0.26588942910880803	0.17324004669576987	0.28841724888571096	0.003219148313425124
null_random_matched_168	raw_smoothed	3200	0.2844735271762397	1.2357454132924804e-60	0.33801743099069803	2.3200318626860066e-86	0.36180246642792113	13	random_matched	0.9198021471807208	0.8952540481649269	0.2818822284142969	0.19589267330998067	0.3584486244826902	-0.020431193491992183
null_random_matched_169	raw_smoothed	3200	0.2774144123658843	1.2395808767389934e-57	0.3164607879504231	2.33314923381153e-75	0.31975618398082584	12	random_matched	0.9253515910039668	0.9062696502350945	0.27770771585482035	0.19325973366191906	0.3515323364089035	-0.03507154845848043
null_random_matched_170	raw_smoothed	3200	0.24917610838272378	1.7281325460243655e-46	0.30993447840701194	3.346821704666027e-72	0.3313812385345577	11	random_matched	0.9238035794907882	0.9080075276019522	0.23130067103256194	0.18924873511092735	0.3530988018078314	-0.04316432340081944
null_random_matched_171	raw_smoothed	3200	0.39333378041898176	6.838009087482871e-119	0.4262021535137653	2.0431719083945417e-141	0.4407246334764706	14	random_matched	0.927545479056974	0.9062430822069959	0.2557552765199512	0.20938829828644492	0.4123699761007076	0.0138321774130577
null_random_matched_172	raw_smoothed	3200	0.3107533106398787	1.3581201873560858e-72	0.3709811153395021	5.699339820222497e-105	0.3642290215673751	12	random_matched	0.9269105590146587	0.9080549800720652	0.327957996845356	0.20221689631964065	0.36540580284606455	0.0055753124934375675
null_random_matched_173	raw_smoothed	3200	0.2696034885478635	2.0543562017160314e-54	0.30047805459205423	9.086309853622e-68	0.29023780650785524	11	random_matched	0.9156409044414761	0.8877338438803909	0.25029860719290525	0.17597167900144983	0.3017428703288124	-0.0012648157367581847
null_random_matched_174	raw_smoothed	3200	0.29378466222960664	9.950469172163364e-65	0.3627472810750634	4.106565033741676e-100	0.35828602348452143	14	random_matched	0.9275049528649749	0.903615538110929	0.29229799594066064	0.1898751140818995	0.33543960147264396	0.02730767960241942
null_random_matched_175	raw_smoothed	3200	0.3398879082497184	2.3348642502646685e-87	0.40562802719699	5.0663188432447956e-127	0.3857056516281183	12	random_matched	0.9222837173132448	0.8951866052346423	0.2684457604167818	0.19214792941808362	0.35025597207721704	0.055372055119772945
null_random_matched_176	raw_smoothed	3200	0.2765102653109275	2.960539868605152e-57	0.3457875474836534	1.504761064415815e-90	0.397187168451444	12	random_matched	0.9217927392580502	0.9064444132007428	0.22995692021971872	0.18833444457883275	0.3504036936933249	-0.00461614620967149
null_random_matched_177	raw_smoothed	3200	0.28642419910224765	1.7661631076654103e-61	0.33437552195395714	1.938274851361908e-84	0.32934495746001485	13	random_matched	0.9259169785670712	0.9090472824444135	0.2722857793884593	0.1905485494705206	0.3443577937423662	-0.009982271788409047
null_random_matched_178	raw_smoothed	3200	0.3372377411741163	6.013739549707994e-86	0.3785427296232525	1.4727237692925773e-109	0.38427795623076294	14	random_matched	0.931983270140615	0.9142929464142818	0.3377475950604921	0.1875341272046074	0.3135864820687264	0.06495624755452611
null_random_matched_179	raw_smoothed	3200	0.34527832523173635	2.8550488374327466e-90	0.41199362584196764	2.2820888373664405e-131	0.3818889178734355	15	random_matched	0.9342755848608175	0.9160789281263405	0.3041671886023882	0.19735097505829965	0.3571789057705091	0.054814720071458545
null_random_matched_180	raw_smoothed	3200	0.34695982438602885	3.4290604369558634e-91	0.3967405437360703	4.134489229166068e-121	0.40473843144234045	14	random_matched	0.9173487920212414	0.9038286729423131	0.23864364973750413	0.17570300860667604	0.30535478755763784	0.09138575617843248
null_random_matched_181	raw_smoothed	3200	0.24898855342342108	2.028038131885538e-46	0.3083800577062112	1.8398165055856127e-71	0.2505248722803205	10	random_matched	0.9119854123333	0.8909693249391932	0.23917098323699143	0.16936117754833246	0.283409132317551	0.024970925388660192
null_random_matched_182	raw_smoothed	3200	0.2783443723300948	5.0453565620227274e-58	0.3527469525358269	2.1078133585645397e-94	0.36101192232674373	12	random_matched	0.9336607650468606	0.9200771984536089	0.3303152868222676	0.21709976118461027	0.41488150923932954	-0.06213455670350265
null_random_matched_183	raw_smoothed	3200	0.3299237648366203	3.9951929876582656e-82	0.40992659998357434	6.026364736275812e-130	0.4042237473566521	14	random_matched	0.9349236541895563	0.9106186503085096	0.313559670695747	0.22790280968493215	0.45583353009509475	-0.045906930111520416
null_random_matched_184	raw_smoothed	3200	0.2852407416468339	5.76009630025307e-61	0.3364377626507344	1.593372035680949e-85	0.2753583873110117	11	random_matched	0.9314523255694089	0.9119878398189664	0.2725225062788719	0.196257207369945	0.3634686304354038	-0.0270308677846694
null_random_matched_185	raw_smoothed	3200	0.3112861105580449	7.540485317818137e-73	0.34071808378578644	8.383875719098088e-88	0.280168357443169	13	random_matched	0.9285712378016538	0.9103320695508714	0.27591499058946606	0.19024250952576072	0.3422362406672451	-0.0015181568814586766
null_random_matched_186	raw_smoothed	3200	0.3182318988260779	3.1440460830361405e-76	0.3548682197985106	1.3480474484412512e-95	0.3500870056566757	14	random_matched	0.932701611742449	0.9165946837290019	0.2521043166232426	0.19872045722035234	0.3784482448404124	-0.02358002504190182
null_random_matched_187	raw_smoothed	3200	0.2702839128374694	1.0875188208112995e-54	0.3123671639812673	2.276583187550788e-73	0.28330790360615415	12	random_matched	0.9245065893623834	0.9081576579507953	0.2532696066846403	0.18398090950400078	0.32849506399718237	-0.016127900015915075
null_random_matched_188	raw_smoothed	3200	0.332865981448792	1.1924171343644955e-83	0.3971437583373791	2.2496405938064094e-121	0.38856627252381704	14	random_matched	0.9289864165806794	0.9112429990724092	0.2875589411755967	0.20394318514287882	0.38425830591497745	0.012885452422401633
null_random_matched_189	raw_smoothed	3200	0.28687422352917225	1.1249964621524465e-61	0.33910045547730117	6.150750050594109e-87	0.38486186833746994	13	random_matched	0.9232246558924756	0.9061991550554482	0.26023166945326276	0.21319571411742477	0.4236362503518563	-0.08453579487455515
null_random_matched_190	raw_smoothed	3200	0.17223719768349427	9.915964433510079e-23	0.2241341300310859	1.0089307855949497e-37	0.18844257283413274	8	random_matched	0.8970908345624763	0.8729696569764113	0.24455547113951998	0.1509300060623402	0.21932810888909424	0.004806021141991662
null_random_matched_191	raw_smoothed	3200	0.33265636886539607	1.5333390190782313e-83	0.37912463488630804	6.456297447322754e-110	0.4079392737349031	14	random_matched	0.9314165991223667	0.9048210681325725	0.27137025765646566	0.19351400740165822	0.3543407483265266	0.02478388655978142
null_random_matched_192	raw_smoothed	3200	0.2608140430443888	6.44886289380726e-51	0.3300969871808235	3.252463510649703e-82	0.2791374732966056	12	random_matched	0.9190453000072701	0.8999274333886875	0.2737993650972088	0.17791960196236292	0.3013014811816459	0.028795505999177573
null_random_matched_193	raw_smoothed	3200	0.352518751309966	2.8297477847617427e-94	0.3800414131353991	1.7549269256489544e-110	0.38900772649518894	14	random_matched	0.8998103166894459	0.8780119304913389	0.3016261018024077	0.1644866348096241	0.2465184747137179	0.13352293842168117
null_random_matched_194	raw_smoothed	3200	0.10162708952597972	8.333400543613746e-09	0.1528301561754283	3.526369680658559e-18	0.11788913672179935	5	random_matched	0.9247910475433203	0.8999598885396972	0.2850041820429663	0.17685162560150416	0.2941512072934695	-0.1413210511180412
null_random_matched_195	raw_smoothed	3200	0.25396567723500346	2.772256444547197e-48	0.31547231564611006	7.098736023130527e-75	0.34576659111652697	11	random_matched	0.9169442516722179	0.8958917204584509	0.2144468305565075	0.17900942794939378	0.32375349835296163	-0.008281182706851575
null_random_matched_196	raw_smoothed	3200	0.30160003743511454	2.7600922726883834e-68	0.3775168527743072	6.276585345775169e-109	0.36280777136755726	12	random_matched	0.9269340148676426	0.9050191759240982	0.24722646428034453	0.2005608579545697	0.3855929863573886	-0.008076133583081402
null_random_matched_197	raw_smoothed	3200	0.2669803149972401	2.3450893003500456e-53	0.3408168325542436	7.420675157619126e-88	0.26049625923958675	11	random_matched	0.9156589338452952	0.9014265332672702	0.2355799858846561	0.17528594810655865	0.30482899776372085	0.035987834790522755
null_random_matched_198	raw_smoothed	3200	0.20781589890913665	1.4824746661141299e-32	0.2316669216989059	2.983274049530698e-40	0.19896128437707222	8	random_matched	0.9125926699705378	0.8934692542044331	0.22616709742248434	0.17031048414984046	0.290861711308597	-0.0591947896096911
null_random_matched_199	raw_smoothed	3200	0.2167336776049197	2.510133114562726e-35	0.2832294801494155	4.2387964895123844e-60	0.25580263081829996	9	random_matched	0.9244616140021518	0.9102653649256146	0.22519029736184698	0.17206411371967845	0.29783393244323997	-0.014604452293824455
null_random_matched_200	raw_smoothed	3200	0.3172037629562627	1.0081159357534419e-75	0.38431193241343553	3.845274505192999e-113	0.38822322895587974	14	random_matched	0.9200900482762011	0.9016855004735659	0.29883492257782185	0.1880462321719358	0.32715142008056186	0.05716051233287367
null_random_matched_201	raw_smoothed	3200	0.3190975914208923	1.174543158268245e-76	0.385493485374414	6.952033303471543e-114	0.3624580340780189	13	random_matched	0.9265977588817033	0.9045164498645042	0.2387245265785692	0.1837782363293507	0.33230231308230246	0.053191172292111566
