subset	n	n_avid	n_refractory	mean_refractory	mean_avid	cohens_d_refractory_vs_avid	mw_p	auc
all	39	4	35	0.09542146218837425	0.15392268328597528	-0.360627466220442	0.2890177627019732	0.32857142857142857
