dataset	contrast	score	n_atc	n_ptc	mean_atc	mean_ptc	cohen_d_atc_minus_ptc	p_mwu	expected_sign	direction_match	note
GSE232237	ATC_vs_PTC_pseudobulk_all_cells	RAI_8_score	5	7	-0.41323441591097554	0.2951674399364111	-1.0426310033452344	0.20202020202020204	-1	True	Pseudo-bulk across all cells; no malignant epithelial annotation used.
GSE232237	ATC_vs_PTC_pseudobulk_all_cells	DM1_like_score	5	7	0.41323441591097554	-0.2951674399364111	1.0426310033452344	0.20202020202020204	1	True	Pseudo-bulk across all cells; no malignant epithelial annotation used.
GSE232237	ATC_vs_PTC_pseudobulk_all_cells	THYROID_NONOVERLAP_score	5	7	-0.2873877857007332	0.205276989786238	-0.6295442396401586	0.26767676767676774	-1	True	Pseudo-bulk across all cells; no malignant epithelial annotation used.
GSE232237	ATC_vs_PTC_pseudobulk_all_cells	TF_collapse_score	5	7	-0.3268548537747676	0.2334677526962625	-0.5734182953617597	0.20202020202020204	-1	True	Pseudo-bulk across all cells; no malignant epithelial annotation used.
GSE232237	ATC_vs_PTC_pseudobulk_all_cells	STAT3_AP1_DNMT_score	5	7	-0.303243709683247	0.2166026497737479	-1.1229019178350361	0.148989898989899	1	False	Pseudo-bulk across all cells; no malignant epithelial annotation used.
