gene_symbol	PT10	PT12	PT3	PT5	PT7	PT8	PT9	AT9	AT13	AT16	AT17	AT20
DIO1	0.01801669524870746	0.025345058588019654	0.002091191310240441	0.0007916907559334748	0.005755477901907261	0.0009748176349381353	0.0002325533635690811	0.0	0.0	0.0	0.00025249314876811204	0.003155071184156811
DIO2	0.1602758998978917	0.16992982016222472	0.1346196224638785	0.24984849231168246	0.3030983477273363	0.2893666368351411	0.11879937761449381	0.2474207616015897	0.0	0.0	0.03534652088268051	0.19905527673433168
DNMT1	0.2883401031177435	0.2354158408711798	0.266791267839551	0.32285956513217845	0.26086711723821204	0.28259204235100227	0.2599285876071332	0.23380878536358934	0.42427716362560086	0.21704344777135987	0.2472071378371736	0.2959099540715203
DNMT3B	0.012842626753846167	0.014006298683317235	0.008123298936267339	0.008948204175157366	0.006816888567218949	0.007719896388539651	0.011222087800018817	0.009769815413756067	0.03200875307962974	0.004206402051428107	0.007792429913026808	0.006773303160815505
DUOX1	0.2816390901189729	0.38156730587354537	0.3220849749016596	0.2964889663743764	0.34463134906894427	0.4223434870014242	0.16342459606035895	0.20256368467169045	0.011730312922679596	0.0	0.08065872939438394	0.06619096588000158
DUOX2	0.09889114877987783	0.24022951104752416	0.16598058166432456	0.14057115231749823	0.5102211621788875	0.34492614777471775	0.1346563339038725	0.16085077037602302	0.008442463759688414	0.0	0.021964331784316123	0.010398141904080341
FOSL1	0.2553192873983492	0.2807068575292124	0.1842854567384123	0.5964441333564425	0.2648543283521287	0.30210605530144763	0.22446144475133034	0.03562335257517048	0.11488625100772848	0.22007174587436923	0.146656121353627	0.22685430889466152
FOXE1	0.860130789278651	0.8835339679373672	0.4043692266773167	0.6705707094247052	0.7528979510473611	0.831939443479015	0.6303763703264778	0.39553716469453315	0.011964966009808547	0.02018322506902791	0.1477898708113822	0.2548779259134607
GLIS3	0.1793025938203219	0.2553297859648986	0.10724939424398099	0.24895032075515922	0.23680034943712844	0.18624265639938287	0.12392727465581783	0.19935221178595375	0.016374891650448756	0.01534082603053404	0.04174871700004174	0.08935580022936246
HHEX	0.3676005886204073	0.4447297615242946	0.24317673665697753	0.32195130668683775	0.4769057549906476	0.5286481496429682	0.2424730177927241	0.6094437391157267	0.023433250820690834	0.021857068390602374	0.1381258336889705	0.13403966962977445
IYD	0.7432079494525032	0.674830271099133	0.484268353770328	0.38717242692514325	0.20488035724008163	0.1785616794078511	0.38833190028226106	0.0945773957400281	0.0	0.0	0.08514983350273878	1.2606639247376838
JUNB	1.9211944395670746	2.3017785127736397	2.014048084321496	2.019116001028434	2.763221471722618	2.267805743260777	2.014894962865502	1.286467125556224	1.1836624762488108	1.2161362738278914	1.9118891599712011	2.1348174532719906
NKX2-1	0.8665239168814599	1.1235657692693655	0.7600561786055886	0.9446757746712281	1.0676894643084305	1.2323680643921417	0.6326401202210021	1.3845835363089058	0.03666368427953036	0.0	0.48040166241513255	1.0666495345995026
PAX8	1.2122899668984366	1.3005082745828407	1.0558662739163107	1.3817219533164014	1.534880870436346	1.344175887187512	1.1542197600671373	0.972610711916694	0.2935023040247663	0.2296702805061953	0.5577352854288692	1.2763018419420666
SLC26A4	0.14177894713869707	0.3144603593022452	0.05645095323703522	0.20727231692759793	0.14883086197176243	0.16280582106907013	0.014453185346749971	0.08736223230772959	0.0	0.0	0.01659972675859675	0.11298760653968748
SLC5A5	0.00506872414676189	0.0	0.00010943937891426705	0.03265181496889363	0.00037555168075187404	0.00020199349135971244	0.0006479450909405047	0.0	0.0	0.0	0.001226719840845416	0.000921501940508006
STAT3	0.7545245364439699	0.8477896440285798	0.5749359621732808	0.8236549598037701	0.8503961177812793	0.6878989476797245	0.6939248641834229	0.5295043878421662	0.5428769781998636	0.5112101504163016	0.35564165209224446	0.5486217838053907
TACSTD2	1.7867483076260684	0.9329186187296478	2.162701345872922	1.443921247006383	2.0570735518905896	1.3100984993220577	1.534347291221781	2.2191359815400604	0.9601318940860063	2.0731673688306214	1.720093926549872	2.1718664442701274
TFF3	0.43687498432870314	0.5200863775558657	0.0329412071993568	0.04877078846340611	0.1895845067939148	0.044848500318642265	0.061907470580562646	0.00353669514109929	0.006736575776110239	0.0	0.045791537942111264	0.0281573278675123
TG	1.9625552525974161	2.428902148345261	2.090923757102814	2.187142591994162	3.3110383957250846	3.012847705390894	1.6716674211309652	1.3378399932887406	0.015864086654510588	0.0023907941201814628	1.0399049189292853	1.3256371470208204
TPO	0.3104919328239424	0.3788310752186815	0.018275137553146425	0.21709782353843574	0.08761333220072648	0.16782112116442244	0.06234208250077306	0.009924020490457607	0.007281684053646917	0.0	0.03132834534908614	0.13235507419338682
TSHR	0.7987228011718733	1.1876779601414742	0.7274819168422735	1.1203287423512047	1.0118025446513554	1.4604451576121664	0.3807611026700507	0.8532548968771091	0.005913283169244581	0.0	0.26271919756347223	1.1247638883944455
