sample_id	histology	n_cells	n_epithelial_enriched	pct_epithelial_enriched	RAI_8_score	DM1_like_score	THYROID_NONOVERLAP_score	TF_collapse_score	STAT3_AP1_DNMT_score
PT10	PTC	4709	378	0.08027181991930346	0.7034903722506927	-0.7034903722506927	0.5323674390345725	0.544873574964644	0.26105957828303644
PT12	PTC	4118	187	0.04541039339485187	1.0949457385509895	-1.0949457385509895	1.1890010161558586	0.8714964633945477	0.07547059958305073
PT3	PTC	8540	3628	0.42482435597189694	-0.1830371827826391	0.1830371827826391	-0.10142089967410911	-0.1436995392827639	-0.03639207258194858
PT5	PTC	8962	642	0.07163579558134345	0.8354211015311245	-0.8354211015311245	0.4405382467413511	0.480016872282263	0.6969300883758588
PT7	PTC	9479	3767	0.39740478953476105	0.5559794381251828	-0.5559794381251828	0.9109624131276115	0.9179853386681245	0.5562212818488225
PT8	PTC	8209	3075	0.3745888658789134	0.6673769074471441	-0.6673769074471441	0.6841429178058824	1.0328515999863295	0.05267365378174086
PT9	PTC	5421	899	0.16583656152001475	-0.22404519171251477	0.22404519171251477	-0.332643870916082	0.02051406768170763	-0.035627653978632996
AT9	ATC	3197	1103	0.3450109477635283	-0.13173215010160857	0.13173215010160857	0.19240150052394656	0.6573252032220692	-0.5870173632990409
AT13	ATC	7143	218	0.030519389612207754	-1.2871160474179548	1.2871160474179548	-1.2220350435177303	-1.6376299687187863	0.16144068996893635
AT16	ATC	8708	76	0.008727606798346348	-1.3246527701699327	1.3246527701699327	-1.2471639126665872	-1.6932036510158945	-0.6395302985190442
AT17	ATC	9923	819	0.08253552353119016	-0.7772136537342927	0.7772136537342927	-0.9107367372741095	-0.9546098476133724	-0.6016282158412475
AT20	ATC	6395	2234	0.3493354182955434	0.07058343801380873	-0.07058343801380873	-0.13541306934060426	-0.09592011356886829	0.09639971237846547
