dataset	contrast	score	n_atc	n_ptc	mean_atc	mean_ptc	cohen_d_atc_minus_ptc	p_mwu	expected_sign	direction_match	note
GSE232237	ATC_vs_PTC_epithelial_enriched_pseudobulk	RAI_8_score	5	7	-0.690026236681996	0.4928758833442828	-2.095507409893217	0.030303030303030304	-1	True	Marker-filtered epithelial-enriched cells; not CNV-defined malignancy.
GSE232237	ATC_vs_PTC_epithelial_enriched_pseudobulk	DM1_like_score	5	7	0.690026236681996	-0.4928758833442828	2.095507409893217	0.030303030303030304	1	True	Marker-filtered epithelial-enriched cells; not CNV-defined malignancy.
GSE232237	ATC_vs_PTC_epithelial_enriched_pseudobulk	THYROID_NONOVERLAP_score	5	7	-0.6645894524550169	0.47470675175358357	-1.9374728497700333	0.01767676767676768	-1	True	Marker-filtered epithelial-enriched cells; not CNV-defined malignancy.
GSE232237	ATC_vs_PTC_epithelial_enriched_pseudobulk	TF_collapse_score	5	7	-0.7448076755389704	0.532005482527836	-1.7433783088088541	0.04797979797979798	-1	True	Marker-filtered epithelial-enriched cells; not CNV-defined malignancy.
GSE232237	ATC_vs_PTC_epithelial_enriched_pseudobulk	STAT3_AP1_DNMT_score	5	7	-0.31406709506238617	0.22433363933027536	-1.5675172189856246	0.148989898989899	1	False	Marker-filtered epithelial-enriched cells; not CNV-defined malignancy.
