subset	n	n_avid	n_refractory	mean_refractory	mean_avid	cohens_d_refractory_vs_avid	mw_p	auc
primary_only	17	4	13	0.15630087026290068	0.15392268328597528	0.01303771622253874	0.7848739495798319	0.4423076923076923
