patient	LeftLN	P	RightLN	T
PTC1		0.45823250956005523		0.1468096823351724
PTC10				0.13571192512038158
PTC2		0.8422852102915446		-0.22658767700195312
PTC3	0.4740151406171029	0.8014663143683288	0.42645886855360904	0.5900912937863988
PTC5		0.7127442160061574	0.06586420131271117	0.23368366659969805
PTC8				0.6461046939357934
PTC9				0.7028525970393609
