mode	target	sample_id	metric	value	n
UNI_image_only	t00_spatial_cnv_signature	GSM7980863_N-4	spearman	0.040654016350408766	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980864_PTC-1	spearman	0.1404305107627691	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980865_PTC-2	spearman	-0.0341993549838746	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980866_PTC-3	spearman	0.07757593939848498	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980867_PTC-4	spearman	-0.0037380934523363087	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980868_LPTC-1	spearman	-0.1771124278106953	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980869_LPTC-2	spearman	0.034448361209030234	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980870_LPTC-3	spearman	0.038475961899047485	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980871_LPTC-4	spearman	0.07310582764569115	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980872_ATC-1	spearman	0.18322658066451666	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980873_ATC-2	spearman	0.1063481587039676	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980874_ATC-3	spearman	-0.09259431485787145	200
UNI_image_only	t00_spatial_cnv_signature	GSM7980875_ATC-4	spearman	-0.10435160879021978	200
UNI_image_only	t00_territory_high	GSM7980860_N-1	AUROC	0.8169050051072523	200
UNI_image_only	t00_territory_high	GSM7980861_N-2	AUROC	0.7222556089743589	200
UNI_image_only	t00_territory_high	GSM7980862_N-3	AUROC	0.6132452981192477	200
UNI_image_only	t00_territory_high	GSM7980863_N-4	AUROC	0.6021864561190404	200
UNI_image_only	t00_territory_high	GSM7980864_PTC-1	AUROC	0.7607996323529412	200
UNI_image_only	t00_territory_high	GSM7980865_PTC-2	AUROC	0.4602141927734962	200
UNI_image_only	t00_territory_high	GSM7980866_PTC-3	AUROC	0.38794915423881493	200
UNI_image_only	t00_territory_high	GSM7980867_PTC-4	AUROC	0.4832142857142857	200
UNI_image_only	t00_territory_high	GSM7980868_LPTC-1	AUROC	0.5674653215636822	200
UNI_image_only	t00_territory_high	GSM7980869_LPTC-2	AUROC	0.7610937318966515	200
UNI_image_only	t00_territory_high	GSM7980870_LPTC-3	AUROC	0.4086452762923351	200
UNI_image_only	t00_territory_high	GSM7980871_LPTC-4	AUROC	0.38988095238095244	200
UNI_image_only	t00_territory_high	GSM7980872_ATC-1	AUROC	0.5400975204896774	200
UNI_image_only	t00_territory_high	GSM7980873_ATC-2	AUROC	0.47998790200625063	200
UNI_image_only	t00_territory_high	GSM7980874_ATC-3	AUROC	0.2345360824742268	200
UNI_image_only	t00_territory_high	GSM7980875_ATC-4	AUROC	0.7032668946809766	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980860_N-1	spearman	0.005916962375049265	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980861_N-2	spearman	-0.04903586338573232	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980862_N-3	spearman	0.07396628165306342	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980863_N-4	spearman	0.06224553768533556	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980864_PTC-1	spearman	0.25922696002271817	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980865_PTC-2	spearman	0.16705900625839218	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980866_PTC-3	spearman	0.11021841682417538	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980867_PTC-4	spearman	0.022181411582250822	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980868_LPTC-1	spearman	0.17166232788153873	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980869_LPTC-2	spearman	0.12520424508825248	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980870_LPTC-3	spearman	0.062249839210738185	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980871_LPTC-4	spearman	0.11591759721632622	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980872_ATC-1	spearman	-0.04782496355845366	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980873_ATC-2	spearman	0.12716803882317465	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980874_ATC-3	spearman	-0.09298132453311334	200
UNI_plus_cell_morph	Macrophage_TAM_z	GSM7980875_ATC-4	spearman	0.0067601451578349825	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980860_N-1	spearman		200
UNI_plus_cell_morph	TACSTD2_z	GSM7980861_N-2	spearman	0.013534536045921813	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980862_N-3	spearman	0.07240731480484318	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980863_N-4	spearman	0.165805870419674	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980864_PTC-1	spearman	0.1867621040060239	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980865_PTC-2	spearman	0.24163273586040696	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980866_PTC-3	spearman	0.20508736756285767	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980867_PTC-4	spearman	0.3164635715138409	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980868_LPTC-1	spearman	0.051911557161674476	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980869_LPTC-2	spearman	0.4224730852148345	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980870_LPTC-3	spearman	0.3264183817804743	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980871_LPTC-4	spearman	0.40704569241216776	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980872_ATC-1	spearman	0.015039210184661271	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980873_ATC-2	spearman	-0.05244309501084702	200
UNI_plus_cell_morph	TACSTD2_z	GSM7980874_ATC-3	spearman		200
UNI_plus_cell_morph	TACSTD2_z	GSM7980875_ATC-4	spearman	-0.09118161400421237	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980860_N-1	spearman	0.09982449561239033	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980861_N-2	spearman	0.21564089102227557	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980862_N-3	spearman	0.035511887797194934	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980863_N-4	spearman	0.05938498462461563	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980864_PTC-1	spearman	0.1341918547963699	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980865_PTC-2	spearman	-0.02840321008025201	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980866_PTC-3	spearman	0.07872196804920123	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980867_PTC-4	spearman	0.020249006225155634	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980868_LPTC-1	spearman	-0.1655846396159904	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980869_LPTC-2	spearman	0.011995799894997376	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980870_LPTC-3	spearman	0.02946973674341859	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980871_LPTC-4	spearman	0.0369534238355959	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980872_ATC-1	spearman	0.18469061726543165	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980873_ATC-2	spearman	0.11354983874596868	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980874_ATC-3	spearman	-0.0899452486312158	200
UNI_plus_cell_morph	t00_spatial_cnv_signature	GSM7980875_ATC-4	spearman	-0.12994974874371862	200
UNI_plus_cell_morph	t00_territory_high	GSM7980860_N-1	AUROC	0.8358018386108275	200
UNI_plus_cell_morph	t00_territory_high	GSM7980861_N-2	AUROC	0.7155448717948718	200
UNI_plus_cell_morph	t00_territory_high	GSM7980862_N-3	AUROC	0.6203481392557023	200
UNI_plus_cell_morph	t00_territory_high	GSM7980863_N-4	AUROC	0.5944933697742687	200
UNI_plus_cell_morph	t00_territory_high	GSM7980864_PTC-1	AUROC	0.7537913602941176	200
UNI_plus_cell_morph	t00_territory_high	GSM7980865_PTC-2	AUROC	0.48883995596036434	200
UNI_plus_cell_morph	t00_territory_high	GSM7980866_PTC-3	AUROC	0.39165248723851465	200
UNI_plus_cell_morph	t00_territory_high	GSM7980867_PTC-4	AUROC	0.49416666666666664	200
UNI_plus_cell_morph	t00_territory_high	GSM7980868_LPTC-1	AUROC	0.5618957545187053	200
UNI_plus_cell_morph	t00_territory_high	GSM7980869_LPTC-2	AUROC	0.7391959216776735	200
UNI_plus_cell_morph	t00_territory_high	GSM7980870_LPTC-3	AUROC	0.37745098039215685	200
UNI_plus_cell_morph	t00_territory_high	GSM7980871_LPTC-4	AUROC	0.3949652777777778	200
UNI_plus_cell_morph	t00_territory_high	GSM7980872_ATC-1	AUROC	0.5695611577964519	200
UNI_plus_cell_morph	t00_territory_high	GSM7980873_ATC-2	AUROC	0.4985381590886178	200
UNI_plus_cell_morph	t00_territory_high	GSM7980874_ATC-3	AUROC	0.22508591065292097	200
UNI_plus_cell_morph	t00_territory_high	GSM7980875_ATC-4	AUROC	0.7136454770609741	200
cell_morph_only	Macrophage_TAM_z	GSM7980860_N-1	spearman	0.0618552659381064	200
cell_morph_only	Macrophage_TAM_z	GSM7980861_N-2	spearman	0.07902234643350509	200
cell_morph_only	Macrophage_TAM_z	GSM7980862_N-3	spearman	0.08646533485762398	200
cell_morph_only	Macrophage_TAM_z	GSM7980863_N-4	spearman	0.0009845384791610857	200
cell_morph_only	Macrophage_TAM_z	GSM7980864_PTC-1	spearman	0.0686353168740136	200
cell_morph_only	Macrophage_TAM_z	GSM7980865_PTC-2	spearman	-0.06372099426224467	200
cell_morph_only	Macrophage_TAM_z	GSM7980866_PTC-3	spearman	-0.27559065502122926	200
cell_morph_only	Macrophage_TAM_z	GSM7980867_PTC-4	spearman	0.011738928298342397	200
cell_morph_only	Macrophage_TAM_z	GSM7980868_LPTC-1	spearman	-0.14402127174377127	200
cell_morph_only	Macrophage_TAM_z	GSM7980869_LPTC-2	spearman	0.03561713264570842	200
cell_morph_only	Macrophage_TAM_z	GSM7980870_LPTC-3	spearman	0.08388855529191581	200
cell_morph_only	Macrophage_TAM_z	GSM7980871_LPTC-4	spearman	-0.168475960170615	200
cell_morph_only	Macrophage_TAM_z	GSM7980872_ATC-1	spearman	0.03676593293555083	200
cell_morph_only	Macrophage_TAM_z	GSM7980873_ATC-2	spearman	0.2589643251514457	200
cell_morph_only	Macrophage_TAM_z	GSM7980874_ATC-3	spearman	-0.035067876696917424	200
cell_morph_only	Macrophage_TAM_z	GSM7980875_ATC-4	spearman	-0.1713257128562158	200
cell_morph_only	TACSTD2_z	GSM7980860_N-1	spearman		200
cell_morph_only	TACSTD2_z	GSM7980861_N-2	spearman	-0.08961516599923536	200
cell_morph_only	TACSTD2_z	GSM7980862_N-3	spearman	0.17369194348995742	200
cell_morph_only	TACSTD2_z	GSM7980863_N-4	spearman	0.03610428116814548	200
cell_morph_only	TACSTD2_z	GSM7980864_PTC-1	spearman	0.20644466455239763	200
cell_morph_only	TACSTD2_z	GSM7980865_PTC-2	spearman	0.15775992691588125	200
cell_morph_only	TACSTD2_z	GSM7980866_PTC-3	spearman	0.2025658510136114	200
cell_morph_only	TACSTD2_z	GSM7980867_PTC-4	spearman	0.24763048076331293	200
cell_morph_only	TACSTD2_z	GSM7980868_LPTC-1	spearman	0.1373604829253003	200
cell_morph_only	TACSTD2_z	GSM7980869_LPTC-2	spearman	0.1596909108744589	200
cell_morph_only	TACSTD2_z	GSM7980870_LPTC-3	spearman	0.3871798709810841	200
cell_morph_only	TACSTD2_z	GSM7980871_LPTC-4	spearman	0.2487179067134838	200
cell_morph_only	TACSTD2_z	GSM7980872_ATC-1	spearman	0.055904331897930176	200
cell_morph_only	TACSTD2_z	GSM7980873_ATC-2	spearman	0.132493084417439	200
cell_morph_only	TACSTD2_z	GSM7980874_ATC-3	spearman		200
cell_morph_only	TACSTD2_z	GSM7980875_ATC-4	spearman	-0.06778775577451755	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980860_N-1	spearman	0.10316435284436905	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980861_N-2	spearman	0.17396534913372838	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980862_N-3	spearman	-0.040022500562514066	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980863_N-4	spearman	0.023456086402160056	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980864_PTC-1	spearman	0.038927473186829674	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980865_PTC-2	spearman	0.027122178054451367	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980866_PTC-3	spearman	-0.02136503412585315	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980867_PTC-4	spearman	-0.008746718667966702	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980868_LPTC-1	spearman	-0.046010650266256656	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980869_LPTC-2	spearman	-0.016036900922523065	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980870_LPTC-3	spearman	-0.0547828695717393	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980871_LPTC-4	spearman	-0.2790024750618766	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980872_ATC-1	spearman	-0.08155103877596942	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980873_ATC-2	spearman	0.1748743718592965	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980874_ATC-3	spearman	-0.09830345758643967	200
cell_morph_only	t00_spatial_cnv_signature	GSM7980875_ATC-4	spearman	0.03047026175654392	200
cell_morph_only	t00_territory_high	GSM7980860_N-1	AUROC	0.7898365679264556	200
cell_morph_only	t00_territory_high	GSM7980861_N-2	AUROC	0.7087339743589742	200
cell_morph_only	t00_territory_high	GSM7980862_N-3	AUROC	0.635454181672669	200
cell_morph_only	t00_territory_high	GSM7980863_N-4	AUROC	0.48952323109626483	200
cell_morph_only	t00_territory_high	GSM7980864_PTC-1	AUROC	0.6943933823529411	200
cell_morph_only	t00_territory_high	GSM7980865_PTC-2	AUROC	0.6226603943549194	200
cell_morph_only	t00_territory_high	GSM7980866_PTC-3	AUROC	0.5268741867680913	200
cell_morph_only	t00_territory_high	GSM7980867_PTC-4	AUROC	0.48892857142857143	200
cell_morph_only	t00_territory_high	GSM7980868_LPTC-1	AUROC	0.6192728036990333	200
cell_morph_only	t00_territory_high	GSM7980869_LPTC-2	AUROC	0.5901981230448383	200
cell_morph_only	t00_territory_high	GSM7980870_LPTC-3	AUROC	0.3299910873440285	200
cell_morph_only	t00_territory_high	GSM7980871_LPTC-4	AUROC	0.3948412698412698	200
cell_morph_only	t00_territory_high	GSM7980872_ATC-1	AUROC	0.674447556800498	200
cell_morph_only	t00_territory_high	GSM7980873_ATC-2	AUROC	0.7495715293880431	200
cell_morph_only	t00_territory_high	GSM7980874_ATC-3	AUROC	0.1254295532646048	200
cell_morph_only	t00_territory_high	GSM7980875_ATC-4	AUROC	0.5251798561151079	200
stage_text_only	Macrophage_TAM_z	GSM7980860_N-1	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980861_N-2	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980862_N-3	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980863_N-4	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980864_PTC-1	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980865_PTC-2	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980866_PTC-3	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980867_PTC-4	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980868_LPTC-1	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980869_LPTC-2	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980870_LPTC-3	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980871_LPTC-4	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980872_ATC-1	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980873_ATC-2	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980874_ATC-3	spearman		200
stage_text_only	Macrophage_TAM_z	GSM7980875_ATC-4	spearman		200
stage_text_only	TACSTD2_z	GSM7980860_N-1	spearman		200
stage_text_only	TACSTD2_z	GSM7980861_N-2	spearman		200
stage_text_only	TACSTD2_z	GSM7980862_N-3	spearman		200
stage_text_only	TACSTD2_z	GSM7980863_N-4	spearman		200
stage_text_only	TACSTD2_z	GSM7980864_PTC-1	spearman		200
stage_text_only	TACSTD2_z	GSM7980865_PTC-2	spearman		200
stage_text_only	TACSTD2_z	GSM7980866_PTC-3	spearman		200
stage_text_only	TACSTD2_z	GSM7980867_PTC-4	spearman		200
stage_text_only	TACSTD2_z	GSM7980868_LPTC-1	spearman		200
stage_text_only	TACSTD2_z	GSM7980869_LPTC-2	spearman		200
stage_text_only	TACSTD2_z	GSM7980870_LPTC-3	spearman		200
stage_text_only	TACSTD2_z	GSM7980871_LPTC-4	spearman		200
stage_text_only	TACSTD2_z	GSM7980872_ATC-1	spearman		200
stage_text_only	TACSTD2_z	GSM7980873_ATC-2	spearman		200
stage_text_only	TACSTD2_z	GSM7980874_ATC-3	spearman		200
stage_text_only	TACSTD2_z	GSM7980875_ATC-4	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980860_N-1	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980861_N-2	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980862_N-3	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980863_N-4	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980864_PTC-1	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980865_PTC-2	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980866_PTC-3	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980867_PTC-4	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980868_LPTC-1	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980869_LPTC-2	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980870_LPTC-3	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980871_LPTC-4	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980872_ATC-1	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980873_ATC-2	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980874_ATC-3	spearman		200
stage_text_only	t00_spatial_cnv_signature	GSM7980875_ATC-4	spearman		200
stage_text_only	t00_territory_high	GSM7980860_N-1	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980861_N-2	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980862_N-3	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980863_N-4	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980864_PTC-1	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980865_PTC-2	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980866_PTC-3	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980867_PTC-4	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980868_LPTC-1	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980869_LPTC-2	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980870_LPTC-3	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980871_LPTC-4	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980872_ATC-1	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980873_ATC-2	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980874_ATC-3	AUROC	0.5	200
stage_text_only	t00_territory_high	GSM7980875_ATC-4	AUROC	0.5	200
