arm	expected_for_true_CNA	mean_high	mean_low	delta_high_low	direction_matches_true_CNA_expectation	cohen_d	mw_p
7p	high>low	0.12910367947298268	-0.01758464745207921	0.1466883269250619	True	1.151001112759518	0.0
7q	high>low	0.05477255756921366	-0.05946585848575944	0.1142384160549731	True	1.3839607959961757	0.0
12q	high>low	0.10949499446860046	-0.05749464704315635	0.16698964151175683	True	1.4081493402862415	0.0
16p	high>low	0.07164105693056011	-0.0733409180940434	0.14498197502460353	True	1.4623903818794743	0.0
16q	high>low	0.08079328281481649	-0.07488449029551209	0.15567777311032857	True	1.3201355012941791	0.0
2p	high<low	0.07440868054620133	-0.04435060708324648	0.1187592876294478	False	1.1721375794518158	0.0
2q	high<low	0.07430078768400843	-0.036484994407091874	0.1107857820911003	False	1.1499297811645226	0.0
