sample_id	condition	n_spots	high_fraction	low_fraction	mean_signature_high	mean_signature_low	delta_high_low	knn_same_territory_obs	knn_same_territory_null_mean	knn_same_territory_z	knn_same_territory_perm_p
GSM7980860_N-1	N	3401	0.15348426933254924	0.4625110261687739	0.012791313627374979	-0.015381082425967946	0.028172396053342923	0.7441860465116279	0.38443259755616865	76.29774572559089	0.001996007984031936
GSM7980861_N-2	N	3839	0.4996092732482417	0.18129721281583747	0.012367050122728202	-0.011419475672455973	0.023786525795184175	0.6761547192875229	0.38397502837684455	70.468778250175	0.001996007984031936
GSM7980862_N-3	N	4547	0.4365515724653618	0.16406421816582362	-0.005122528864628434	-0.015158300086596495	0.010035771221968061	0.56090026478376	0.3767300676669608	43.99927189076049	0.001996007984031936
GSM7980863_N-4	N	3030	0.4775577557755776	0.14026402640264027	0.015252259209135375	-0.0005279429159919472	0.015780202125127322	0.5055212014134276	0.39370097173144875	23.756150358934075	0.001996007984031936
GSM7980864_PTC-1	PTC	2270	0.32863436123348017	0.307488986784141	-0.01593719963930579	-0.039189720979396346	0.023252521340090555	0.7244746966558153	0.3345386208937556	68.22140830685522	0.001996007984031936
GSM7980865_PTC-2	PTC	4952	0.4697092084006462	0.17366720516962844	0.008842466588176948	-0.0023474438887529214	0.01118991047692987	0.5738370912045501	0.37789857133184374	51.890255804904804	0.001996007984031936
GSM7980866_PTC-3	PTC	4524	0.490053050397878	0.10389036251105217	0.0011473731552136125	-0.00491943892874561	0.006066812083959223	0.6001772394948675	0.41575481869876674	46.29380459993293	0.001996007984031936
GSM7980867_PTC-4	PTC	4748	0.2512636899747262	0.22788542544229148	0.005034566087412685	-0.011685956904251085	0.01672052299166377	0.6699985921441645	0.3862866394481205	76.02820526133912	0.001996007984031936
GSM7980868_LPTC-1	LPTC	1520	0.40328947368421053	0.1769736842105263	-0.003215411698733707	-0.026013465879785983	0.022798054181052275	0.6219726992514311	0.36958168207837955	37.447538147132576	0.001996007984031936
GSM7980869_LPTC-2	LPTC	4174	0.27647340680402493	0.31887877335888837	0.019562955324544436	-0.015495798899663306	0.03505875422420774	0.581494262097745	0.34185474681004735	59.44364622369901	0.001996007984031936
GSM7980870_LPTC-3	LPTC	4633	0.23311029570472697	0.46147204834880207	0.003313601780108769	-0.02440035674734874	0.02771395852745751	0.6914893617021277	0.3603071356202055	83.84910764402893	0.001996007984031936
GSM7980871_LPTC-4	LPTC	4737	0.21279290690310323	0.6569558792484695	0.014077673468208958	-0.01620978644568072	0.030287459913889675	0.6904189074440985	0.493610953863572	57.97610291445365	0.001996007984031936
GSM7980872_ATC-1	ATC	4722	0.44578568403218977	0.2013977128335451	0.07352771618053928	0.00872749984023215	0.06480021634030714	0.6792385822856737	0.3636292350308971	80.1612632358866	0.001996007984031936
GSM7980873_ATC-2	ATC	2684	0.3301043219076006	0.496274217585693	0.005635417202826542	-0.016460141641635857	0.022095558844462397	0.7829563913532426	0.3850521054604524	78.1299294080056	0.001996007984031936
GSM7980874_ATC-3	ATC	1622	0.040073982737361284	0.3631319358816276	-0.022139311170933134	-0.028477314447708308	0.006338003276775174	0.6065064235391628	0.489123912142561	17.410984122486667	0.001996007984031936
GSM7980875_ATC-4	ATC	2594	0.36314572089437164	0.13801079414032383	-0.0017858657711787632	-0.02199675162478106	0.020210885853602294	0.6095643207012117	0.39952951791698893	38.5577841607203	0.001996007984031936
