scope	condition	axis	n_high	n_low	mean_high	mean_low	delta_high_low	cohen_d	mw_p
GSM7980867_PTC-4	PTC	n_fib	60	30	103.4	69.93333333333334	33.46666666666667	1.4673496369961598	2.1245231494237225e-07
GSM7980868_LPTC-1	LPTC	TACSTD2_z	613	269	2.399909640179114	1.081637325512008	1.3182723146671058	0.8362535104864027	1.668891135007642e-19
GSM7980868_LPTC-1	LPTC	CAF_ECM_z	613	269	0.3969705096825961	0.5864035945362968	-0.18943308485370064	-0.19726073344045017	0.2669383561499089
GSM7980868_LPTC-1	LPTC	TLS_B_z	613	269	0.25031815752102204	0.10341319317092884	0.1469049643500932	0.48972533521603445	5.654330496922182e-27
GSM7980868_LPTC-1	LPTC	Tcell_cytotoxic_z	613	269	0.07493298943382103	0.048591298645918365	0.02634169078790266	0.0509630152260547	1.2654048047193202e-09
GSM7980868_LPTC-1	LPTC	Macrophage_TAM_z	613	269	0.6153477491301804	0.44353936788547105	0.17180838124470937	0.19735498417977865	4.289145830936733e-06
GSM7980868_LPTC-1	LPTC	RAI_thyroid_z	613	269	-0.9036581437839978	-1.2819966041221496	0.37833846033815177	1.08041433353683	2.0250515971271073e-38
GSM7980868_LPTC-1	LPTC	EMT_stress_z	613	269	1.072803550468025	0.7730136451750833	0.2997899052929416	0.916106107338137	1.64504065427997e-30
GSM7980868_LPTC-1	LPTC	DM1_like_score	78	46	-0.15650747106410257	0.2980451723347826	-0.4545526433988852	-1.1749412645947845	3.456517247324958e-08
GSM7980868_LPTC-1	LPTC	RAI_8_score	78	46	0.15650747106410257	-0.2980451723347826	0.4545526433988852	1.1749412645947845	3.456517247324958e-08
GSM7980868_LPTC-1	LPTC	TROP2_raw	613	269	9.29593479973819	3.321387760288076	5.974547039450114	1.6406312042203048	6.106019281302058e-73
GSM7980868_LPTC-1	LPTC	n_lym	78	46	0.0	0.0	0.0		1.0
GSM7980868_LPTC-1	LPTC	n_fib	78	46	87.23076923076923	57.97826086956522	29.252508361204008	0.9586496808967894	1.843990511398657e-06
GSM7980869_LPTC-2	LPTC	TACSTD2_z	1154	1331	2.9715813901065586	0.19060836704534526	2.7809730230612133	1.4871761752907642	9.140865043650621e-228
GSM7980869_LPTC-2	LPTC	CAF_ECM_z	1154	1331	1.1600291023768765	1.1027228038886911	0.05730629848818536	0.0515501384156416	0.1752074514668206
GSM7980869_LPTC-2	LPTC	TLS_B_z	1154	1331	0.39714503370350956	0.6636674808553985	-0.26652244715188894	-0.30820625133107804	1.5515859913998368e-21
GSM7980869_LPTC-2	LPTC	Tcell_cytotoxic_z	1154	1331	0.09357918606854002	-0.0020951764205427914	0.0956743624890828	0.16700445121437474	1.4122987440103237e-29
GSM7980869_LPTC-2	LPTC	Macrophage_TAM_z	1154	1331	0.7129368319162284	0.320502014046694	0.3924348178695344	0.4347943098814562	2.753280697298323e-56
GSM7980869_LPTC-2	LPTC	RAI_thyroid_z	1154	1331	-0.9271933068135034	-1.889000084408935	0.9618067775954315	1.6867346652776154	1.2062075312110889e-237
GSM7980869_LPTC-2	LPTC	EMT_stress_z	1154	1331	0.9554834725254112	0.2525823181514247	0.7029011543739865	1.3789032681670919	8.716145401248878e-211
GSM7980869_LPTC-2	LPTC	DM1_like_score	63	53	-0.42419657392492066	0.3145668947924528	-0.7387634687173734	-2.2783069147559516	9.981025549189111e-16
GSM7980869_LPTC-2	LPTC	RAI_8_score	63	53	0.42419657392492066	-0.3145668947924528	0.7387634687173734	2.2783069147559516	9.981025549189111e-16
GSM7980869_LPTC-2	LPTC	TROP2_raw	1154	1331	8.763125601042244	0.797876056303184	7.96524954473906	2.3358408077944155	0.0
GSM7980869_LPTC-2	LPTC	n_lym	63	53	0.0	0.0	0.0		1.0
GSM7980869_LPTC-2	LPTC	n_fib	63	53	69.77777777777777	74.43396226415095	-4.656184486373178	-0.20269856887204662	0.29853988022669653
GSM7980870_LPTC-3	LPTC	TACSTD2_z	1080	2138	1.2395935477043551	0.20307807549405404	1.0365154722103012	0.44327082670958345	2.3523735461260203e-64
GSM7980870_LPTC-3	LPTC	CAF_ECM_z	1080	2138	1.3630700881720155	0.3252897504862034	1.0377803376858121	0.9071976454547576	5.977275837200658e-117
GSM7980870_LPTC-3	LPTC	TLS_B_z	1080	2138	0.2949362491239193	0.003996795940154048	0.29093945318376524	0.6152486196157513	2.353321570170014e-105
GSM7980870_LPTC-3	LPTC	Tcell_cytotoxic_z	1080	2138	-0.029136584488909788	-0.09810262397267325	0.06896603948376345	0.19908849991374175	1.9877551726873015e-15
GSM7980870_LPTC-3	LPTC	Macrophage_TAM_z	1080	2138	0.6890562136204084	0.05647903690790817	0.6325771767125002	0.6929130064292304	6.940454135930323e-123
GSM7980870_LPTC-3	LPTC	RAI_thyroid_z	1080	2138	-1.6252396597110559	-2.158341615159236	0.5331019554481802	0.7699527910177596	4.479374277247587e-67
GSM7980870_LPTC-3	LPTC	EMT_stress_z	1080	2138	0.9297428855327734	0.19984641938043074	0.7298964661523426	1.1070747562760188	2.2385181557665617e-172
GSM7980870_LPTC-3	LPTC	DM1_like_score	68	50	0.2344284585	0.360237405732	-0.12580894723200003	-0.4450573678424978	0.08662816811252452
GSM7980870_LPTC-3	LPTC	RAI_8_score	68	50	-0.2344284585	-0.360237405732	0.12580894723200003	0.4450573678424978	0.08662816811252452
GSM7980870_LPTC-3	LPTC	TROP2_raw	1080	2138	2.891000037442576	0.5883428524981804	2.3026571849443958	0.7360935008252858	2.9043962857000004e-78
GSM7980870_LPTC-3	LPTC	n_lym	68	50	0.0	0.0	0.0		1.0
GSM7980870_LPTC-3	LPTC	n_fib	68	50	75.88235294117646	76.2	-0.31764705882353894	-0.01278450111824339	0.9175705752448788
GSM7980871_LPTC-4	LPTC	TACSTD2_z	1008	3112	2.389709647972413	4.603177395160875	-2.2134677471884623	-1.452973222981905	2.335818904505762e-167
GSM7980871_LPTC-4	LPTC	CAF_ECM_z	1008	3112	1.2912930686711748	0.17171267719247799	1.1195803914786968	1.3989828068677483	1.1767233865226026e-176
GSM7980871_LPTC-4	LPTC	TLS_B_z	1008	3112	0.49916440067622503	0.00978212578141011	0.4893822748948149	0.984889753691515	2.7104088676513164e-120
GSM7980871_LPTC-4	LPTC	Tcell_cytotoxic_z	1008	3112	0.046619527895625866	-0.053558896028935994	0.10017842392456186	0.3016029161248846	0.08942059648954499
GSM7980871_LPTC-4	LPTC	Macrophage_TAM_z	1008	3112	0.9252508408271775	0.6265795428041507	0.2986712980230267	0.24943676293388606	1.3380773057837238e-28
GSM7980871_LPTC-4	LPTC	RAI_thyroid_z	1008	3112	-1.4841143297029822	-1.1413604091586642	-0.34275392054431797	-0.9533061107559452	6.973029561018347e-103
GSM7980871_LPTC-4	LPTC	EMT_stress_z	1008	3112	0.734506842023418	1.1138201907341923	-0.37931334871077427	-1.2253163023936262	7.405727589290852e-171
GSM7980871_LPTC-4	LPTC	DM1_like_score	56	117	0.29712302459464285	-0.27405867312820514	0.571181697722848	1.4666397152331805	7.409483034021793e-13
GSM7980871_LPTC-4	LPTC	RAI_8_score	56	117	-0.29712302459464285	0.27405867312820514	-0.571181697722848	-1.4666397152331805	7.409483034021793e-13
GSM7980871_LPTC-4	LPTC	TROP2_raw	1008	3112	6.390018283543735	11.288764611644774	-4.89874632810104	-1.8273588310338595	0.0
GSM7980871_LPTC-4	LPTC	n_lym	56	117	0.0	0.0	0.0		1.0
GSM7980871_LPTC-4	LPTC	n_fib	56	117	64.89285714285714	86.83760683760684	-21.944749694749703	-1.076798556338673	8.885489372236521e-08
GSM7980872_ATC-1	ATC	TACSTD2_z	2105	951	0.8773380085909087	0.06268175370486041	0.8146562548860483	0.6028172803939816	5.418974144254032e-114
GSM7980872_ATC-1	ATC	CAF_ECM_z	2105	951	0.2529203386559725	0.2343086687664841	0.018611669889488425	0.03167156814164384	0.06602777716996272
GSM7980872_ATC-1	ATC	TLS_B_z	2105	951	0.4471707573762879	0.24182245715767775	0.20534830021861017	0.29956176849707233	4.1271533112516e-32
GSM7980872_ATC-1	ATC	Tcell_cytotoxic_z	2105	951	0.7542087922284624	0.32569508990974716	0.4285137023187152	0.3806073882302275	4.782969657517232e-85
GSM7980872_ATC-1	ATC	Macrophage_TAM_z	2105	951	1.8096235349563337	1.2227874101795284	0.5868361247768052	0.5052330911886922	2.1518290412285546e-48
GSM7980872_ATC-1	ATC	RAI_thyroid_z	2105	951	-2.936358397941739	-2.93321012087732	-0.0031482770644188918	-0.022023498820972296	4.3993247131259734e-63
GSM7980872_ATC-1	ATC	EMT_stress_z	2105	951	0.9725602319358874	0.5761735333116247	0.3963866986242627	0.8767370596330633	1.0502966701466807e-95
GSM7980872_ATC-1	ATC	DM1_like_score	81	36	-0.009258210586419754	0.09983251972222222	-0.10909073030864197	-0.6220047956649103	3.1272706270422906e-06
GSM7980872_ATC-1	ATC	RAI_8_score	81	36	0.009258210586419754	-0.09983251972222222	0.10909073030864197	0.6220047956649103	3.1272706270422906e-06
GSM7980872_ATC-1	ATC	TROP2_raw	2105	951	5.601054599331401	0.6801368214945164	4.920917777836885	1.1616846310083255	8.647805780899583e-149
GSM7980872_ATC-1	ATC	n_lym	81	36	0.0	0.0	0.0		1.0
GSM7980872_ATC-1	ATC	n_fib	81	36	128.2469135802469	105.0	23.24691358024691	1.0693458685422335	4.4555481586530087e-07
GSM7980873_ATC-2	ATC	TACSTD2_z	886	1332	-0.1948121827402377	-0.341726417168269	0.1469142344280313	0.3036033476841892	2.521188909530992e-35
GSM7980873_ATC-2	ATC	CAF_ECM_z	886	1332	0.009678095987695654	-0.34816641454372227	0.3578445105314179	0.8349083963090557	9.299235904135181e-106
GSM7980873_ATC-2	ATC	TLS_B_z	886	1332	1.0201000188263587	0.3613153760088987	0.65878464281746	0.7645323839270671	1.1755389566096159e-114
GSM7980873_ATC-2	ATC	Tcell_cytotoxic_z	886	1332	6.528878732674543	1.9223358390243341	4.606542893650209	2.0808308689676154	2.1804965963074317e-247
GSM7980873_ATC-2	ATC	Macrophage_TAM_z	886	1332	1.9892497305902888	0.8230700676915651	1.1661796628987235	1.34973311614714	5.159949080610198e-174
GSM7980873_ATC-2	ATC	RAI_thyroid_z	886	1332	-3.0186754799765723	-3.0191604847169446	0.0004850047403723856	0.019367522337873408	2.0922483209285858e-05
GSM7980873_ATC-2	ATC	EMT_stress_z	886	1332	0.913808814375429	-0.017944357318277822	0.9317531716937069	1.5992876186753566	7.599204661186462e-204
GSM7980873_ATC-2	ATC	DM1_like_score	91	74	-0.00807219991208791	-0.10995780740540541	0.1018856074933175	0.17670170844793073	0.8555441980682131
GSM7980873_ATC-2	ATC	RAI_8_score	91	74	0.00807219991208791	0.10995780740540541	-0.1018856074933175	-0.17670170844793073	0.8555441980682131
GSM7980873_ATC-2	ATC	TROP2_raw	886	1332	1.1421755276184902	0.03457372510126319	1.107601802517227	0.560047926286672	1.2304059025942944e-35
GSM7980873_ATC-2	ATC	n_lym	91	74	0.0	0.0	0.0		1.0
GSM7980873_ATC-2	ATC	n_fib	91	74	118.92307692307692	84.55405405405405	34.36902286902287	1.09681871024135	4.490641229815148e-11
GSM7980874_ATC-3	ATC	TACSTD2_z	65	589	-0.3701257742849035	-0.3644980183301112	-0.005627755954792313	-0.07198425836880003	0.5664330319046197
GSM7980874_ATC-3	ATC	CAF_ECM_z	65	589	0.30092277833879694	0.5272804256639587	-0.22635764732516178	-0.7345921263303477	4.770428172806901e-07
GSM7980874_ATC-3	ATC	TLS_B_z	65	589	0.2035084013030327	0.1564635375855424	0.04704486371749028	0.11242104405830924	0.9096747567263198
GSM7980874_ATC-3	ATC	Tcell_cytotoxic_z	65	589	0.21959489096412452	0.6417044542780233	-0.4221095633138987	-0.5415457739446375	9.65879118213511e-10
GSM7980874_ATC-3	ATC	Macrophage_TAM_z	65	589	1.5547401569285237	1.851562702631035	-0.2968225457025113	-0.31390915687944354	4.7792651186505535e-05
GSM7980874_ATC-3	ATC	RAI_thyroid_z	65	589	-3.0182936163071816	-3.017999692402725	-0.00029392390445659444	-0.015544332073473223	0.40250139807865093
GSM7980874_ATC-3	ATC	EMT_stress_z	65	589	0.8310950622053457	1.1396690852009799	-0.3085740229956342	-0.8699424652072727	1.3037090528539523e-08
GSM7980874_ATC-3	ATC	DM1_like_score	6	65	0.032965567	-0.060294962661538457	0.09326052966153846	0.2219257745288564	0.5519056776891608
GSM7980874_ATC-3	ATC	RAI_8_score	6	65	-0.032965567	0.060294962661538457	-0.09326052966153846	-0.2219257745288564	0.5519056776891608
GSM7980874_ATC-3	ATC	TROP2_raw	65	589	0.0	0.04691225993366646	-0.04691225993366646	-0.0752797156219129	0.566431816454576
GSM7980874_ATC-3	ATC	n_lym	6	65	0.0	0.0	0.0		1.0
GSM7980874_ATC-3	ATC	n_fib	6	65	44.333333333333336	95.84615384615384	-51.512820512820504	-1.1570981034190395	0.0033223078651542634
GSM7980875_ATC-4	ATC	TACSTD2_z	942	358	-0.3058968184261245	-0.34858204250491154	0.042685224078787054	0.10926737648305589	0.0034299981068403175
GSM7980875_ATC-4	ATC	CAF_ECM_z	942	358	1.8048757216768854	1.4927928508908144	0.312082870786071	0.2506104657924781	2.704141974453993e-06
GSM7980875_ATC-4	ATC	TLS_B_z	942	358	0.5646969898386814	0.3384301400322949	0.22626684980638656	0.3921753090089767	1.8830431095134014e-14
GSM7980875_ATC-4	ATC	Tcell_cytotoxic_z	942	358	0.4484327860216302	0.04670716669407418	0.401725619327556	0.45233388947655145	4.876998878262042e-25
GSM7980875_ATC-4	ATC	Macrophage_TAM_z	942	358	1.4151838282575264	0.6946800112605163	0.7205038169970102	0.6009962503902102	1.162707919519125e-27
GSM7980875_ATC-4	ATC	RAI_thyroid_z	942	358	-1.6880240403304836	-2.0158921939937633	0.3278681536632797	0.5363362530640735	5.6350887324974184e-14
GSM7980875_ATC-4	ATC	EMT_stress_z	942	358	1.2802943694369306	0.9607070093258505	0.31958736011108013	0.7918058516704162	3.028006853419741e-30
GSM7980875_ATC-4	ATC	DM1_like_score	61	29	-0.02952397264754097	0.2309461827586207	-0.26047015540616164	-0.5513639642370589	0.01774867927384785
GSM7980875_ATC-4	ATC	RAI_8_score	61	29	0.02952397264754097	-0.2309461827586207	0.26047015540616164	0.5513639642370589	0.01774867927384785
GSM7980875_ATC-4	ATC	TROP2_raw	942	358	0.2767141390791731	0.025727487058593616	0.25098665202057946	0.18303136855976213	0.0033159436080260393
GSM7980875_ATC-4	ATC	n_lym	61	29	0.0	0.0	0.0		1.0
GSM7980875_ATC-4	ATC	n_fib	61	29	117.14754098360656	87.79310344827586	29.354437535330703	0.7899723545790599	0.0012778816524561354
pooled_cancer_spots	PTC_LPTC_ATC	TACSTD2_z	14335	13190	1.925957564107918	1.2228851264140923	0.7030724376938258	0.30585753326886694	2.2257584496144742e-243
pooled_cancer_spots	PTC_LPTC_ATC	CAF_ECM_z	14335	13190	0.5571101342631497	0.45349692836149985	0.10361320590164985	0.09795365256019295	1.2979013396476832e-10
pooled_cancer_spots	PTC_LPTC_ATC	TLS_B_z	14335	13190	0.503138578333197	0.27828545927459747	0.2248531190585995	0.24125568398836952	8.575745627288304e-260
pooled_cancer_spots	PTC_LPTC_ATC	Tcell_cytotoxic_z	14335	13190	0.5711682041762489	0.21098791863774746	0.36018028553850145	0.2459285431761283	3.312108309244759e-198
pooled_cancer_spots	PTC_LPTC_ATC	Macrophage_TAM_z	14335	13190	0.9625972397400986	0.5830096177731033	0.37958762196699525	0.3381089010361953	9.195934341513944e-296
pooled_cancer_spots	PTC_LPTC_ATC	RAI_thyroid_z	14335	13190	-1.5431534192745606	-1.9438425864263649	0.40068916715180425	0.46610101182876323	0.0
pooled_cancer_spots	PTC_LPTC_ATC	EMT_stress_z	14335	13190	0.8828752402598109	0.5286226084712127	0.3542526317885982	0.6326828841777847	0.0
pooled_cancer_spots	PTC_LPTC_ATC	DM1_like_score	828	609	-0.05202937411892512	0.10672079309688014	-0.15875016721580526	-0.35238621057726577	3.866201994840247e-18
pooled_cancer_spots	PTC_LPTC_ATC	RAI_8_score	828	609	0.05202937411892512	-0.10672079309688014	0.15875016721580526	0.35238621057726577	3.866201994840247e-18
pooled_cancer_spots	PTC_LPTC_ATC	TROP2_raw	14335	13190	6.456963076578113	3.2831462664915474	3.1738168100865654	0.6360211128712764	0.0
pooled_cancer_spots	PTC_LPTC_ATC	n_lym	828	609	0.0	0.0	0.0		1.0
pooled_cancer_spots	PTC_LPTC_ATC	n_fib	828	609	100.81521739130434	81.4367816091954	19.378435782108937	0.5993814572564259	1.3784868383817648e-27
slide_median_effect	PTC_LPTC_ATC	CAF_ECM_z	12	12			0.03795898418883689	0.04161085327864272	
slide_median_effect	PTC_LPTC_ATC	DM1_like_score	12	12			-0.27318999639102726	-0.6666145942026984	
slide_median_effect	PTC_LPTC_ATC	EMT_stress_z	12	12			0.40569981839197067	0.9433165809674784	
slide_median_effect	PTC_LPTC_ATC	Macrophage_TAM_z	12	12			0.34555305794628055	0.3501293014704996	
slide_median_effect	PTC_LPTC_ATC	RAI_8_score	12	12			0.27318999639102726	0.6666145942026984	
slide_median_effect	PTC_LPTC_ATC	RAI_thyroid_z	12	12			0.35310330700071574	0.6531445220409166	
slide_median_effect	PTC_LPTC_ATC	TACSTD2_z	12	12			1.0509824109023111	0.5230440535517825	
slide_median_effect	PTC_LPTC_ATC	TLS_B_z	12	12			0.1761266322843517	0.3458685387530245	
slide_median_effect	PTC_LPTC_ATC	TROP2_raw	12	12			4.439618369086073	1.068386731624048	
slide_median_effect	PTC_LPTC_ATC	Tcell_cytotoxic_z	12	12			0.08399561593481014	0.18304647556405823	
slide_median_effect	PTC_LPTC_ATC	n_fib	12	12			26.24971097072546	0.9728665519668093	
slide_median_effect	PTC_LPTC_ATC	n_lym	12	12			0.0		
