target	model	n	pooled_rho	pooled_p	slide_centered_rho	slide_centered_p	median_slide_rho	slides_rho_gt_0_2	features
DM1_like_score	UNI_HE	3200	0.39203272244272835	4.734887749428379e-118	0.44041596786431836	5.805947770780421e-152	0.37274881872046806	12	1024
DM1_like_score	ResNet50_HE	3200	0.27006128722408795	1.3393882301274246e-54	0.29791586436565254	1.3535555942535845e-66	0.24721818045451138	9	2048
DM1_like_score	Coord_only	3200	0.10896205617912393	6.417319307060333e-10	0.1325201726392915	5.201428922277974e-14	0.1102720467823505	7	2
DM1_like_score	QC_only	3200	0.4234212222674819	2.0664585888982932e-139	0.4763032111911164	6.189094753634442e-181	0.47797569939248485	14	3
DM1_like_score	Coord_QC	3200	0.42811660364407456	8.300052000166691e-143	0.4736131543845624	1.2176272813005774e-178	0.4402205055126379	15	5
DM1_like_score	Stage_only	3200	-0.03959991456539124	0.025083595255670145	0.05269165191635328	0.0028674949481866064	NA	0	4
DM1_like_score	Coord_QC_stage	3200	0.4196398593923987	1.0263622031441116e-136	0.46973389321912123	2.27787540963856e-175	0.43919447986199667	15	9
TDS_like_score	UNI_HE	3200	0.3807456048157699	6.433981783880375e-111	0.40985584326435837	6.738221270385224e-130	0.3379021975549389	12	1024
TDS_like_score	ResNet50_HE	3200	0.25202188513008766	1.4991580880660964e-47	0.26028309023949064	1.0386966849077213e-50	0.19852171304282612	8	2048
TDS_like_score	Coord_only	3200	0.12439772836719418	1.644855102673296e-12	0.15085124114450538	9.5504022493958e-18	0.18039178946670928	7	2
TDS_like_score	QC_only	3200	0.3858467183473642	4.1633884663152656e-114	0.4288637507696773	2.3642145602753336e-143	0.4105235130878273	13	3
TDS_like_score	Coord_QC	3200	0.3927811383861127	1.557239328206099e-118	0.42894853015947343	2.0498102633222195e-143	0.4118742968574215	13	5
TDS_like_score	Stage_only	3200	-0.063466739617846	0.0003275957960565172	-0.026029189215669688	0.14099187090997584	NA	0	4
TDS_like_score	Coord_QC_stage	3200	0.388326894580035	1.117617238756451e-115	0.4246186656206948	2.8460170852322563e-140	0.4118090452261307	13	9
MAPK_output_score	UNI_HE	3200	0.2983050342148531	8.996335448339513e-67	0.32827867409583994	2.798774211274098e-81	0.3065038879282219	12	1024
MAPK_output_score	ResNet50_HE	3200	0.27896914489511265	2.752774744340305e-58	0.29885451604792795	5.0478349747906585e-67	0.2513155328883222	12	2048
MAPK_output_score	Coord_only	3200	0.04005186508958244	0.023469786685828217	0.02621729965576788	0.1381408852191962	0.03698150957122273	3	2
MAPK_output_score	QC_only	3200	0.5135730224410143	6.384341705910241e-215	0.6144772150970553	0.0	0.5883849513029058	16	3
MAPK_output_score	Coord_QC	3200	0.5100984444041401	1.4283665079760535e-211	0.6063108068261948	0.0	0.5841113415423684	16	5
MAPK_output_score	Stage_only	3200	0.048848141545037124	0.0057125806743848285	0.0029358829355030217	0.8681458616498741	NA	0	4
MAPK_output_score	Coord_QC_stage	3200	0.4700409685959409	1.2590984851939223e-175	0.6061430481339886	0.0	0.5835008265736894	16	9
CAF_ECM_score	UNI_HE	3200	0.3183898561605291	2.627662258154019e-76	0.3913422668149219	1.3175046681250957e-117	0.28949298732468315	9	1024
CAF_ECM_score	ResNet50_HE	3200	0.1970940152913201	2.174866035721513e-29	0.21801139374550163	9.824249962875977e-36	0.08757969804098206	7	2048
CAF_ECM_score	Coord_only	3200	-0.13402238062987934	2.681045311017037e-14	-0.1374971011242886	5.624234769859912e-15	-0.1337602340470638	5	2
CAF_ECM_score	QC_only	3200	0.20422636804123212	1.782692711957584e-31	0.2491369224923033	1.7869086696752405e-46	0.2853341333533339	10	3
CAF_ECM_score	Coord_QC	3200	0.12765462585530574	4.2270425274309614e-13	0.1546870207780368	1.3679668016867863e-18	0.2188089702242556	9	5
CAF_ECM_score	Stage_only	3200	-0.04107586345256625	0.02014294311581132	0.006260428261242173	0.7233325814603667	NA	0	4
CAF_ECM_score	Coord_QC_stage	3200	0.11358755178354542	1.1649099564699973e-10	0.17065691736297667	2.443130758391636e-22	0.23140403510087754	10	9
Epithelial_score	UNI_HE	3200	0.24368998843156284	1.7630871465118507e-44	0.30354531957151715	3.453749199533514e-69	0.27357908947723697	12	1024
Epithelial_score	ResNet50_HE	3200	0.24236129719988211	5.311899716480226e-44	0.27968591164759277	1.3710795459409155e-58	0.24170820994853173	10	2048
Epithelial_score	Coord_only	3200	0.04348679870822078	0.013886444450314865	0.03186482979237722	0.07149815903075335	0.0014047851196279906	4	2
Epithelial_score	QC_only	3200	0.5076885152973849	2.854158444871412e-209	0.6136931126313938	0.0	0.5512570314257857	15	3
Epithelial_score	Coord_QC	3200	0.5049343343015591	1.1540619765398823e-206	0.602394585275664	0.0	0.546497412435311	15	5
Epithelial_score	Stage_only	3200	0.053504385920146065	0.002464622827687908	0.033857357219002106	0.05548458652579183	NA	0	4
Epithelial_score	Coord_QC_stage	3200	0.47321492908402363	2.6506441208356487e-178	0.6024568237461373	0.0	0.545657391434786	15	9
