sample_id	stage	domain	n_spots	mean_array_row	mean_array_col	obs_DM1_like_score	pred_DM1_like_score	obs_TDS_like_score	pred_TDS_like_score	obs_MAPK_output_score	pred_MAPK_output_score	obs_CAF_ECM_score	pred_CAF_ECM_score	obs_Epithelial_score	pred_Epithelial_score
GSM7980860_N-1	PT	1	37	60.08108108108108	17.864864864864863	1.4665666610439505	1.1767368701261443	-1.4926831797020381	-1.1815525388244439	-0.23667308913881788	-0.4245835955040781	0.8164261499775698	-0.13113524885596456	-0.8067516816176391	-0.5366798393629693
GSM7980860_N-1	PT	2	34	32.1764705882353	68.70588235294117	-0.6460860147786838	0.05595401836120908	0.627629673014904	0.006631344008971663	0.14025003270133496	-0.20291737041107433	-0.11842863773405628	0.13771732798640562	0.2250067460923838	-0.12132981775657219
GSM7980860_N-1	PT	3	40	30.925	23.825	0.05548347276436398	0.6378905368968845	0.030640811289615117	-0.607813560590148	-0.3209740848570752	-0.3604764690622687	-0.13913627277849958	-0.1828328794799745	-0.09818685575704393	-0.409764195990283
GSM7980860_N-1	PT	4	26	18.73076923076923	105.88461538461539	0.1296499053415302	1.1519885865541606	-0.1577680871238695	-1.1359844276538262	-0.25484806494205564	-0.587903515364115	-0.34898048362166023	-0.09866081264156562	-0.1919610504727062	-0.7223330426674622
GSM7980860_N-1	PT	5	36	9.805555555555555	50.80555555555556	-0.04435202932718579	0.28202871706000426	-0.005877370928978012	-0.23998593769243193	-0.04498597361468884	-0.24056607672375524	-0.05590772341134509	0.29022484593507314	-0.17522676856474242	-0.2806404680143007
GSM7980860_N-1	PT	6	27	54.77777777777778	74.70370370370371	-0.7926163189211158	-0.35530031343956514	0.7917233499517278	0.38018501756919754	0.21673845068521477	-0.1367451637741868	-0.06793418237418988	-0.11609090526622755	0.3733202272962424	-0.04375479232381891
GSM7980861_N-2	PT	1	29	59.206896551724135	102.93103448275862	0.026556087454980025	-0.17381275368147883	-0.044553145315798785	0.15126746904169178	0.10461968482689013	0.05982731780486888	-0.1155736213679527	-0.4116203258263654	-0.01836228197853524	-0.1113848795407805
GSM7980861_N-2	PT	2	35	34.57142857142857	16.914285714285715	-0.4254349753767845	-0.40128987346376693	0.47383384699888315	0.3307234138250351	-0.13321247455711607	0.20318437589864646	-0.12092015499339603	-0.32424434843872274	0.12356567734132377	0.19933772645890713
GSM7980861_N-2	PT	3	40	38.9	88.25	0.19809433568454057	-0.2986388740129769	-0.3110670476605827	0.2072439211420715	-0.23418453494747063	0.2955329101998359	-0.14404314469873142	-0.5051779221277684	-0.08011724063268369	0.13707323953858577
GSM7980861_N-2	PT	4	38	61.078947368421055	34.44736842105263	-0.044326045187398085	-0.3217323390080741	0.05437143830702179	0.2798815648635163	0.05527411062913551	0.1397303254588654	-0.013840500694125948	-0.38888878157166273	-0.04236476082611281	0.05309096145394601
GSM7980861_N-2	PT	5	31	21.741935483870968	65.2258064516129	-0.0946871072549148	-0.16306188029627647	0.06566398153811394	0.054544979631299936	0.12731323607733633	0.2371205049717138	-0.06704978303549763	-0.47783357337597876	-0.11438257972542484	0.05945645567149886
GSM7980861_N-2	PT	6	27	11.703703703703704	26.22222222222222	0.7876747752442651	-0.3275113613517196	-0.8064899892375016	0.24291457249610512	0.06442475291341031	0.27654618086914223	0.2864687293687398	-0.4634158365186994	-0.31632033049632646	0.12223646417260169
GSM7980862_N-3	PT	1	47	60.638297872340424	30.76595744680851	0.33987579459601136	-0.7265746482509248	-0.22787573667205452	0.7692101256961518	-0.22151830317818003	0.13109189860443485	-0.02199214556022425	-0.5299689581102514	-0.39794676871049844	0.06330745777937564
GSM7980862_N-3	PT	2	26	12.846153846153847	106.84615384615384	-0.2935426679222232	-0.794171022107968	0.224002351829574	0.8032644264973127	0.42011978872871464	0.39942507130595356	0.3093089007096553	-0.5017887336703447	0.26069279296931763	0.3983777749996919
GSM7980862_N-3	PT	3	40	24.925	64.575	-0.15902970794085286	-0.9738561067730188	0.1347501550724548	1.0149835094809532	-0.00446274030036323	0.29039178155362605	0.16185710127558237	-0.626630445662886	-0.017639695769043767	0.3220228023827076
GSM7980862_N-3	PT	4	31	43.12903225806452	103.58064516129032	-0.17755553907003802	-0.9151232281038838	0.18410483379541606	0.9660767509091285	0.17757167367168397	0.3068703456721719	-0.055324071537400814	-0.46327610422045956	0.37179307156323943	0.37614745574612773
GSM7980862_N-3	PT	5	31	21.741935483870968	19.93548387096774	-0.09288286813379641	-0.5139005321768984	0.08731004737029302	0.5565422612201092	-0.02268237461162317	0.20129546865580544	-0.14780518775881418	-0.3812381369362195	0.3025245430295515	0.2161698117852211
GSM7980862_N-3	PT	6	25	67.56	85.48	0.05355890498467227	-0.8371789349615574	-0.0964433956851281	0.8749968239665031	0.01709567412885149	0.2724688196927309	0.008003592640815462	-0.648803780078888	0.03945455394493112	0.28016323208808896
GSM7980863_N-4	PT	1	38	55.578947368421055	27.36842105263158	0.14538394159480153	-0.3437735027339506	-0.19844907893956848	0.5006331285755885	-0.05143810585726185	-0.5815049386338184	0.17495231641332415	0.5602182888082767	0.07693519622867133	-0.31269617417925283
GSM7980863_N-4	PT	2	36	17.555555555555557	52.111111111111114	-0.34277398225118283	-0.5526679882572757	0.39571416015101973	0.6402413393888209	-0.07910524870432639	-0.27755729967935217	-0.27215129911632646	0.3586013041721243	0.041945356378652716	0.07943466185436893
GSM7980863_N-4	PT	3	27	48.925925925925924	89.74074074074075	0.5055414352774563	-0.42542029196327485	-0.5412625216599873	0.5531274756347692	0.039690687644690074	-0.34281600963462283	0.31997310304724524	0.3694094060747712	-0.37292800888382516	-0.14021727166793965
GSM7980863_N-4	PT	4	36	27.11111111111111	106.38888888888889	-0.4151251076869164	-0.7224122809453143	0.51447415909846	0.8255670571492778	-0.23725199137783207	-0.10990660151259767	-0.1736981460192739	0.21803373324736539	0.37020461836096413	0.30193881216433105
GSM7980863_N-4	PT	5	25	35.96	15.88	0.4657659535884001	-0.23968258652836083	-0.5561133623644194	0.3859731018543243	-0.15411691436538738	-0.6431868624687195	0.11291662017808539	0.496162633895874	-0.44148093578669	-0.3917747616767883
GSM7980863_N-4	PT	6	38	35.76315789473684	64.07894736842105	-0.04159951534530704	-0.6063725434145645	0.02986162132407953	0.7524435218227538	0.051084627180864206	-0.2801145824946855	-0.051888691024703185	0.20746502485493884	-0.1372188316525301	-0.011124785768946535
GSM7980864_PTC-1	PTC	1	39	42.794871794871796	90.02564102564102	0.11274590477031729	0.19433685936606848	-0.11983789949011465	-0.20769789824501061	0.35305686703360495	0.2514680859943231	0.5144812499433686	0.7316167898691044	0.38950863876125574	0.01908243896487431
GSM7980864_PTC-1	PTC	2	30	27.8	19.333333333333332	0.36027743017051167	0.5289603364964326	-0.48303260866873193	-0.5223071458439033	0.23653037939866062	-0.4815280725558599	-1.232424573176637	0.0856340649848183	0.8237697786684434	-0.5211408215264479
GSM7980864_PTC-1	PTC	3	27	22.48148148148148	97.07407407407408	-0.8527771047237714	0.0018806910073315697	0.8685568176402572	0.01256255224278128	-0.22259325373623234	0.02818387484660854	-0.32346165219083606	0.3577334185441335	-0.5286747085968544	-0.2136522417681085
GSM7980864_PTC-1	PTC	4	37	59.648648648648646	60.567567567567565	0.7162503087037306	0.4183281085177048	-0.8755632280080277	-0.3888501808852763	0.8665238681816856	-0.14935838874127413	1.1336224653387608	0.5237946380433198	0.6211571449893928	-0.2110386454324062
GSM7980864_PTC-1	PTC	5	36	65.77777777777777	88.61111111111111	-0.5647093621703394	-0.11745994196583827	0.680921439159775	0.09777257735064875	0.23395206287660045	0.22694362844857904	1.2254266606221373	0.6495064611210384	0.10227336693182876	0.03541602486641043
GSM7980864_PTC-1	PTC	6	31	26.741935483870968	52.67741935483871	0.5822865084085157	0.6317580183667522	-0.5215060100869596	-0.5404486161085867	-1.1560461167310114	-0.68654459618753	-0.9414165771358071	-0.5004735774090213	-1.2773078872920778	-0.5807770163782181
GSM7980865_PTC-2	PTC	1	34	11.382352941176471	104.91176470588235	0.35420042333859497	0.08338158399633624	-0.38994555495872396	0.012674498070469671	0.23221995778650983	-0.39178118997198697	0.7289302531952949	0.8369365606237861	0.03696357505206982	-0.4636489157325259
GSM7980865_PTC-2	PTC	2	26	65.15384615384616	78.15384615384616	-0.5497921309689235	-0.3444926946495588	0.5290815835143532	0.36815364203917295	0.2246312554270381	-0.047322188074199044	-0.3945533062253674	0.3966399880199998	0.37456021121110555	-0.05165621456511033
GSM7980865_PTC-2	PTC	3	28	18.964285714285715	16.321428571428573	-0.15154827135667231	-0.2861608232238463	0.20851170164962848	0.3501104422778423	-0.06278964946786052	-0.2642696400705193	-0.6982251691706066	0.24219258580082428	-0.09155991073513078	-0.24213767983019352
GSM7980865_PTC-2	PTC	4	30	48.666666666666664	109.53333333333333	-0.8510617708907925	-0.2913005844069024	0.8496238141624471	0.3505639670115973	0.4525632490586092	-0.17832294441759586	-0.5973842654411544	0.28604762217049334	0.36115066307816696	-0.14080332192437103
GSM7980865_PTC-2	PTC	5	33	61.63636363636363	29.333333333333332	0.5651420323076339	0.3455117080417095	-0.5083219034251325	-0.23537486286438775	-0.9381079635333817	-0.6287098770368506	0.6647296569492889	0.9811905311900332	-0.8538629682231161	-0.6380118486669027
GSM7980865_PTC-2	PTC	6	49	29.06122448979592	61.59183673469388	0.0770337321953241	-0.033297359487231906	-0.1259244195334093	0.11486501847298777	-0.042528629170906704	-0.3016197721388343	0.19026480530120765	0.5519900191195157	0.12850771951422682	-0.3512570473528229
GSM7980866_PTC-3	PTC	1	38	23.44736842105263	22.92105263157895	0.01877375831330738	-0.37040600614426167	-0.22428208979465067	0.17518244653106912	0.3448734262944291	0.5801577154350909	-0.8015645014523635	-0.5929814435933766	0.13373273861934737	0.616634933400507
GSM7980866_PTC-3	PTC	2	32	44.5	61.625	0.013056241638034547	-0.5779724542517215	-0.03869711100658875	0.4251741350744851	0.45443480895396965	0.6671478098724037	-0.7262540398178469	-0.9303451688028872	0.41943460462173776	0.6280833085038466
GSM7980866_PTC-3	PTC	3	38	62.28947368421053	103.44736842105263	-0.16643769223114463	-0.09534277453234322	0.13310381061669965	0.012649301660100093	0.2901235991922298	0.23410546921781802	0.02677250948024016	-0.4027812543668245	0.35152594348981087	0.3069190788818033
GSM7980866_PTC-3	PTC	4	40	65.25	40.25	-0.047875800317242236	-0.3417716487310827	0.04029708708783455	0.18339827390154823	0.42314379581840544	0.5424432700965554	-0.8011180208673319	-0.6797776478342712	0.4384204560015276	0.47435610912216364
