comparison	n_id	n_ood	AUROC_entropy	AUROC_pstd
ID_vs_ITSNdb_no_overlap	2041	103	0.6356916227054128	0.5375815205757696
ID_vs_ITSNdb_in_master	2041	208	0.47487327102099275	0.4423783590246109
ID_vs_ITSNdb_combined	2041	311	0.528134654376283	0.4739086665479849
