subset	n	n_pos	AUROC	ECE	Brier	NLL	mean_pred	mean_entropy	mean_p_std
in_domain_kfold	2041	716	0.8171171076209549	0.10606728565898786	0.1726608926464999	0.526015741205358	0.3959063026179787	0.6149543757968773	0.08404958995569281
ITSNdb_combined	311	130	0.7840628984275395	0.10567242565916399	0.1939635232382934	0.5702010756224102	0.4029944491961414	0.6196048981640055	0.08260150099678455
ITSNdb_main	192	124	0.5638045540796963	0.17215002005208332	0.2574194188003689	0.7098199248314067	0.48529034390625	0.6592523608010508	0.08684689351041668
ITSNdb_Val	119	6	0.7831858407079646	0.23309919319327732	0.09158090182721361	0.34493368866335705	0.2702145182352941	0.5556358828168405	0.0757517920672269
ITSNdb_no_overlap	103	32	0.4106514084507042	0.22030873330097084	0.2631703392068755	0.7241171241798646	0.4364699962135922	0.6506401362136428	0.08723854163106798
ITSNdb_in_master	208	98	0.9384972170686456	0.2014282361057692	0.1596928403307744	0.4939830323463629	0.3864176158173077	0.6042364870144257	0.08030527414423078
