population	China Canton Han	China Hubei Han	China Southwest Dai	China Yunnan Hani	China Yunnan Province Han	China Yunnan Province Lisu	China Yunnan Province Nu	China Zhejiang Han	Germany DKMS - China minority	India Andhra Pradesh Telugu Speaking	India Central UCBB	India East UCBB	India Karnataka Kannada Speaking	India Kerala Malayalam speaking	India Mumbai Maratha	India North UCBB	India North pop 2	India Northeast UCBB	India South UCBB	India Tamil Nadu	India West UCBB	Japan Central	Japan Hyogo	Japan pop 16	Japan pop 3	Malaysia Jelebu Temuan	Malaysia Kedah Baling Kensiu	Malaysia Peninsular Chinese	Malaysia Peninsular Indian	Malaysia Peninsular Malay	Malaysia Perak Grik Jehai	Malaysia Sarawak Bau Bidayuh	Pakistan Baloch	Pakistan Brahui	Pakistan Burusho	Pakistan Kalash	Pakistan Karachi Parsi	Pakistan Mixed Pathan	Pakistan Mixed Punjabi	Pakistan Mixed Sindhi	Philippines Ivatan	Singapore Riau Malay	Singapore SGVP Chinese CHS	Singapore SGVP Malay MAS	Singapore SGVP. Indian INS	South Korea pop 1	South Korea pop 3	Sri Lanka Colombo	Taiwan Ami	Taiwan Atayal	Taiwan Bunun	Taiwan Hakka	Taiwan Han Chinese	Taiwan Minnan pop 1	Taiwan Paiwan	Taiwan Pazeh	Taiwan Puyuma	Taiwan Rukai	Taiwan Saisiat	Taiwan Siraya	Taiwan Tao	Taiwan Taroko	Taiwan Thao	Taiwan Tsou	Taiwan pop 2	Thailand	Thailand Northeast	Thailand Northeast pop 2	Vietnam Hanoi Kinh pop 2	Vietnam Kinh
China Canton Han	0.0	0.16717894722662774	0.1510027621928334	0.47959630097529216	0.29069724905495736	0.8791147456538008	0.7825450008439713	1.1386078917522506	0.9557641093211018	0.36419510979591574	0.37533792923140963	0.3947857664979187	0.4101131783490081	0.7395428883376876	0.44138117774188723	0.3838332694746798	0.37746449118301	0.43334694012968766	0.3546896479922341	0.295042507357281	0.3665837104478082	0.5215882772302977	0.6367115330832478	0.5453989106964902	0.5450961719259159	0.37141693589116304	0.3860722300668035	0.3676139423303184	0.4507475442245467	0.3999498857810477	0.839207781327992	0.4803974157146051	1.045959540401608	1.092388690938628	1.8614719380294575	1.0045304365172865	1.2590206165608862	1.1090903451479308	0.49447034142916757	1.0281336329207116	0.523988496962137	0.49452936927437463	0.5387687370425284	0.6011256080381963	0.7311953176537074	0.4745320330563228	0.5268404198139777	0.46005186991009683	0.27413089701936266	0.27413089701936266	0.27413089701936266	0.27413089701936266	0.25832590180907417	0.6051817996658447	0.27413089701936266	0.27413089701936266	0.27413089701936266	0.27413089701936266	0.27413089701936266	0.15597451497824852	0.34396694427612645	0.27413089701936266	0.1677366682831687	0.27413089701936266	0.2498760988341535	0.45327320622685563	0.7507704376884666	0.5621251989952812	0.4357650274204752	0.4296883868754932
China Hubei Han	0.16717894722662774	0.0	0.37700275508906733	0.15323963714926644	0.3472044535837055	0.3474722812608822	0.39127050907173927	0.5896455246787106	0.43212730617751155	0.21768042765998755	0.22144674500620953	0.18052207150697308	0.20070372888482144	0.5140235876800582	0.3277066687468975	0.2456438363066362	0.24396159141197504	0.12249591652895818	0.16923112051146028	0.166932746433026	0.18019586617836003	0.37835013818852997	0.47962292955433883	0.3670723828919247	0.36667817761194454	0.3216545231494253	0.3389520080507891	0.27556891756155627	0.31120501301322806	0.29823880865181424	0.5472043769310119	0.4361844030284249	0.7370198737989572	0.7708328605997892	0.8786752868674398	0.6491862257475176	0.8318580758942046	0.7743189614083805	0.3563286384052855	0.6801183383698085	0.39626756368104415	0.37478653651315014	0.42003049261418	0.4652438715945239	0.5072923679003254	0.35421976975706587	0.35939338982419594	0.3455432379598165	0.19050500614325602	0.19050500614325602	0.19050500614325602	0.19050500614325602	0.150827798275785	0.29029951182742525	0.19050500614325602	0.19050500614325602	0.19050500614325602	0.19050500614325602	0.19050500614325602	0.19932536341240958	0.28190152126563167	0.19050500614325602	0.20367678168061967	0.19050500614325602	0.13282565453570241	0.3274419784474211	0.6514896061993856	0.4166974933561065	0.31497859046098897	0.3100064143703711
China Southwest Dai	0.1510027621928334	0.37700275508906733	0.0	1.5942182245295071	0.24155958015617687	2.9359843713819433	1.4534710128259036	1.6140605597852333	1.7150102176393063	0.5098116339072898	0.5025716074857071	0.5317563111605831	0.5213175717890736	0.7646058440070314	0.5378764945030913	0.5166730184277145	0.5109631537150484	0.8161662931579597	0.5018873785837314	0.4565939416101197	0.5086535922137431	0.6240165935139932	0.6820509383208427	0.6047477859982419	0.6043170177918432	0.4551705611406128	0.4443479284380347	0.4253468214546045	0.49562165089785465	0.4728499384977873	1.545513802413943	0.6534712379420559	2.617897308466651	2.6631856592591885	2.142246724908689	1.7063177818581963	2.031972530773166	2.6821733947371844	0.5388619931139712	1.8487723007203758	0.5601538464965582	0.5774890297468841	0.5946945501357286	0.6754586771510117	0.8416915875372455	0.5295533368354141	0.5977837256269647	0.510790701000896	0.2799616160573227	0.2799616160573227	0.2799616160573227	0.2799616160573227	1.20837790217155	1.2780173732494347	0.2799616160573227	0.2799616160573227	0.2799616160573227	0.2799616160573227	0.2799616160573227	0.1918830568931523	0.4106601822375966	0.2799616160573227	0.17666522493166703	0.2799616160573227	1.1769596551478214	0.49988624804815657	1.6386388487586034	0.621859023698934	0.4986877948964257	0.49234412801357824
China Yunnan Hani	0.47959630097529216	0.15323963714926644	1.5942182245295071	0.0	1.3899268810308172	0.42722683195705863	0.5846974350917928	1.0196996407302745	1.2543047437884858	0.4956765864609331	0.47904359719235273	0.38939895413297965	0.4284776959795893	0.8025208764403682	0.6356167021498026	0.5296071151233247	0.48129043578082076	0.2190090325433496	0.41644640172221187	0.42877032593427433	0.43271163988418687	0.4721141325670641	0.5586800233495656	0.4471844705033372	0.4468266340790424	0.5074115821445042	0.46451038396514993	0.4099131332825449	0.4508647712442669	0.4602125035546983	0.6757324605630769	0.7435238176171769	1.721635527289281	1.7683079268088424	1.6682954242485046	0.813298106681564	1.158023381418969	1.7854715084045598	0.47229898131184705	0.9524093011967464	0.4960815495133675	0.5244642379222729	0.5268591067971077	0.5867472767242744	0.6103345679932777	0.4447702160955416	0.45794416844263913	0.45017777873905956	0.2528221151241087	0.2528221151241087	0.2528221151241087	0.2528221151241087	0.22386172060481296	0.20062733934299237	0.2528221151241087	0.2528221151241087	0.2528221151241087	0.2528221151241087	0.2528221151241087	0.36802661070245407	0.34088712821127604	0.2528221151241087	0.4357423262646557	0.2528221151241087	0.21126106907475442	0.45054456207713445	1.6130540109439468	0.5663507411037079	0.44892453337550026	0.4459146713360549
China Yunnan Province Han	0.29069724905495736	0.3472044535837055	0.24155958015617687	1.3899268810308172	0.0	1.7299150150485605	0.5186769151144817	0.6712609375123825	0.47736919909494074	0.25699347529289474	0.24601641143609612	0.25686905607780486	0.20754360229346383	0.2753416414832118	0.24280798832275938	0.2596493140374529	0.24154057613906488	0.6068690226247159	0.22531034085888488	0.1969694377726314	0.21612669834995243	0.4494437351204909	0.48377694637573493	0.42550844826698847	0.42568829404071856	0.4283122976734372	0.4608204776308451	0.3387671207945871	0.2889741726815515	0.35069452591085537	0.6666385822203833	0.5604680642218643	1.7059903170725323	1.708258657704629	0.8530791461682502	0.7407797100424102	0.901338485884151	1.6625455747817173	0.36544278018557547	0.8288742295302969	0.429292131012084	0.42087266473175394	0.4426592344801052	0.5148474064754162	0.5376056426509405	0.37055030224075075	0.389981638920123	0.3500791682250082	0.35334365726966915	0.35334365726966915	0.35334365726966915	0.35334365726966915	1.3329252032353833	0.510120134695511	0.35334365726966915	0.35334365726966915	0.35334365726966915	0.35334365726966915	0.35334365726966915	0.30777368974406816	0.41987690102640096	0.35334365726966915	0.3212816751617598	0.35334365726966915	1.3188409632857883	0.3455030459941563	1.4587149841585356	0.4409783523356552	0.34466932679635476	0.3433638419745371
China Yunnan Province Lisu	0.8791147456538008	0.3474722812608822	2.9359843713819433	0.42722683195705863	1.7299150150485605	0.0	0.5073779583430054	1.0001826661853668	1.3856095692885786	0.7826449980391702	0.7816066305529271	0.6432767688733714	0.6811183151551602	1.1953066608241463	0.885510136284144	0.8512914593013883	0.7346106052165581	0.35682524875185484	0.6608473429679661	0.7083614874800818	0.6908025070020227	0.6273586076745449	0.7489635915289407	0.6656749148818591	0.6667720487619975	0.8047640474715113	0.746526424470587	0.6286899596328608	0.6678954227473959	0.6554981163724013	1.714414833508761	1.0522096503039942	2.653991265689859	2.693940620040182	2.694935611319544	1.8084038658411983	2.087734631276533	2.730905518043896	0.6564913020119807	1.891367775025805	0.714408543418422	0.6803920602050332	0.7334500275586774	0.8191494455807374	0.9625347149263662	0.614683891977448	0.615809810280682	0.6290559432053203	0.5592979852246531	0.5592979852246531	0.5592979852246531	0.5592979852246531	0.7569308338195821	0.32477573994884434	0.5592979852246531	0.5592979852246531	0.5592979852246531	0.5592979852246531	0.5592979852246531	1.7097927575548901	0.5860678242917116	0.5592979852246531	2.1129500098302008	0.5592979852246531	0.8654983888730869	0.6408934451755598	1.8234805052203595	0.7874327099361923	0.6020878701722712	0.5996752494583735
China Yunnan Province Nu	0.7825450008439713	0.39127050907173927	1.4534710128259036	0.5846974350917928	0.5186769151144817	0.5073779583430054	0.0	0.41664935868657843	0.3367195685103502	0.5203557203083009	0.5701772887652597	0.4665828266537085	0.3908108472337319	0.531978070913628	0.5343967703489638	0.616007161312112	0.49863994407139306	0.3841222846043941	0.43817493272946084	0.4587498592393353	0.46533147071930836	0.4656714456684945	0.555564235502427	0.4725590151713363	0.4752101600410336	0.6752172102972208	0.6575041254956647	0.4729682260822205	0.4524022229434701	0.4668390440492621	1.5314200792381671	0.7224312354172193	1.7034761784288535	1.712796431694979	2.5108414934100893	1.6270549527496856	1.8193107168834814	1.6912063243191835	0.42830579919680173	1.6107972134332638	0.5302316906828551	0.45466586961638744	0.51977095069754	0.6015950038494474	0.7875583227818567	0.4321268607308415	0.35863925029367305	0.4378538956995736	0.48336779307912536	0.48336779307912536	0.48336779307912536	0.48336779307912536	0.889657862724801	0.330273394504902	0.48336779307912536	0.48336779307912536	0.48336779307912536	0.48336779307912536	0.48336779307912536	1.454768468711911	0.5183310243259287	0.48336779307912536	1.7262894127635633	0.48336779307912536	0.9742419270867552	0.4205367973139111	0.718243869440783	0.5362613198838516	0.3850239025584679	0.38671581664501115
China Zhejiang Han	1.1386078917522506	0.5896455246787106	1.6140605597852333	1.0196996407302745	0.6712609375123825	1.0001826661853668	0.41664935868657843	0.0	0.20798522997052393	0.4790018298952287	0.40403964836580714	0.3270195558678217	0.31934615116342097	0.4544966386195204	0.29222711557752795	0.4659780511933376	0.30993504352069234	0.3571533467711478	0.37119813500113447	0.4022145604512208	0.32079783208722995	0.4542876939445735	0.44627291433313115	0.45951949957271526	0.4622091524715177	0.6747952389158742	0.7813131657787139	0.4714070117501224	0.32796769631049255	0.4168849562480015	0.9269557917761894	0.693460873987286	1.0676363857864006	1.0295198404333215	0.9596974743334205	0.966549662804896	0.9034886549272813	0.9630285035963642	0.3981534910310915	0.8734754957115176	0.4875784916608307	0.42654843581443425	0.5071567396116937	0.5477786872213403	0.6277817893783528	0.36794773805877207	0.38448811001223243	0.3742747256636261	1.0553600404654164	1.0553600404654164	1.0553600404654164	1.0553600404654164	1.115226710582406	0.7185627106238849	1.0553600404654164	1.0553600404654164	1.0553600404654164	1.0553600404654164	1.0553600404654164	1.4466767572442067	0.8978659999043969	1.0553600404654164	1.4924575432856813	1.0553600404654164	1.1730632997372021	0.38999334747179887	0.6941766932211056	0.5051303616535373	0.3693545374228984	0.36659924462564275
Germany DKMS - China minority	0.9557641093211018	0.43212730617751155	1.7150102176393063	1.2543047437884858	0.47736919909494074	1.3856095692885786	0.3367195685103502	0.20798522997052393	0.0	0.33184309570039544	0.337104295895237	0.2513249598653544	0.18830533477679848	0.24834561608698824	0.3793781750673963	0.3821962458718278	0.3472520780646026	0.25579224523546423	0.2533917672217113	0.2566378162705125	0.25024257912765085	0.436970772707948	0.4716263182308516	0.4161259627261058	0.4177023597552177	0.67709311749078	0.7970198776564472	0.4582888922802954	0.32852417441884013	0.44331215805288254	0.7685053981763478	0.6986043242112822	1.016739450631355	0.986856517942352	0.9615318749975215	0.8782002562361092	0.9011450215918851	0.8982236545288721	0.3916864067534707	0.8017922614681403	0.48864045876502965	0.4627209255556954	0.48108418945956766	0.5312784013412537	0.5528377077734937	0.38458097391178464	0.35701360400767007	0.376029407775439	1.2996108237546462	1.2996108237546462	1.2996108237546462	1.2996108237546462	0.842062705083289	0.579994547845506	1.2996108237546462	1.2996108237546462	1.2996108237546462	1.2996108237546462	1.2996108237546462	1.5533533447615249	1.376875864240935	1.2996108237546462	1.5626745277826812	1.2996108237546462	0.8922466378222773	0.39508063257077364	0.7421768820613206	0.5221831784593651	0.38739968549805887	0.3919127629573264
India Andhra Pradesh Telugu Speaking	0.36419510979591574	0.21768042765998755	0.5098116339072898	0.4956765864609331	0.25699347529289474	0.7826449980391702	0.5203557203083009	0.4790018298952287	0.33184309570039544	0.0	0.0972052623608617	0.08141850170371716	0.11487764600357399	0.2855663826727106	0.1938230171426183	0.10899709545391824	0.18408651028365497	0.18608172128689096	0.01491580059792097	0.10915215605542833	0.04900917137577961	0.38580650185383125	0.44671409213966645	0.37145391270733247	0.37161917425234076	0.3561675060291806	0.46500095466577673	0.28166431074001214	0.25681531118789863	0.28149118694664094	0.6352571696080611	0.3793155541363089	0.8013205201397247	0.7918370491386448	0.8051897449355433	0.7069418489135684	0.7548910405819425	0.7355647451029363	0.3143002351166604	0.6643294857076999	0.3972605542844154	0.3503118769359199	0.3946608745477473	0.4498940965456691	0.49360959840989116	0.3233402697055519	0.3383247839785939	0.30279423099353125	0.3906391676627998	0.3906391676627998	0.3906391676627998	0.3906391676627998	0.40400117170191546	0.5557879945161477	0.3906391676627998	0.3906391676627998	0.3906391676627998	0.3906391676627998	0.3906391676627998	0.3424883211253463	0.4522260299361811	0.3906391676627998	0.35219442733538625	0.3906391676627998	0.3885629602525789	0.28715162865575183	0.5400773785246571	0.36445128538645793	0.28450619503013713	0.2803367062679085
