population	China Canton Han	China Hubei Han	China Southwest Dai	China Yunnan Hani	China Yunnan Province Han	China Yunnan Province Lisu	China Yunnan Province Nu	China Zhejiang Han	Germany DKMS - China minority	India Andhra Pradesh Telugu Speaking	India Central UCBB	India East UCBB	India Karnataka Kannada Speaking	India Kerala Malayalam speaking	India Mumbai Maratha	India North UCBB	India North pop 2	India Northeast UCBB	India South UCBB	India Tamil Nadu	India West UCBB	Japan Central	Japan Hyogo	Japan pop 16	Japan pop 3	Malaysia Jelebu Temuan	Malaysia Kedah Baling Kensiu	Malaysia Peninsular Chinese	Malaysia Peninsular Indian	Malaysia Peninsular Malay	Malaysia Perak Grik Jehai	Malaysia Sarawak Bau Bidayuh	Pakistan Baloch	Pakistan Brahui	Pakistan Burusho	Pakistan Kalash	Pakistan Karachi Parsi	Pakistan Mixed Pathan	Pakistan Mixed Punjabi	Pakistan Mixed Sindhi	Philippines Ivatan	Singapore Riau Malay	Singapore SGVP Chinese CHS	Singapore SGVP Malay MAS	Singapore SGVP. Indian INS	South Korea pop 1	South Korea pop 3	Sri Lanka Colombo	Taiwan Ami	Taiwan Atayal	Taiwan Bunun	Taiwan Hakka	Taiwan Han Chinese	Taiwan Minnan pop 1	Taiwan Paiwan	Taiwan Pazeh	Taiwan Puyuma	Taiwan Rukai	Taiwan Saisiat	Taiwan Siraya	Taiwan Tao	Taiwan Taroko	Taiwan Thao	Taiwan Tsou	Taiwan pop 2	Thailand	Thailand Northeast	Thailand Northeast pop 2	Vietnam Hanoi Kinh pop 2	Vietnam Kinh
India Central UCBB	0.37533792923140963	0.22144674500620953	0.5025716074857071	0.47904359719235273	0.24601641143609612	0.7816066305529271	0.5701772887652597	0.40403964836580714	0.337104295895237	0.0972052623608617	0.0	0.02013377115984424	0.11929855930054052	0.33022701908965907	0.11180026323842997	0.0060708311127601255	0.09884777965762505	0.18957028618833136	0.069264786134807	0.10032352028270232	0.04483039010408175	0.3292132322641037	0.37529656131583783	0.31942203437632993	0.3197640262709935	0.29585741216340516	0.3927149697654167	0.23196031609524423	0.19125301921492213	0.22926544701417517	0.5706699096361609	0.32316628740924175	0.7138934183769745	0.7052014676267163	0.6527985671827793	0.621328658163042	0.6507859062553935	0.6539980942856155	0.26202206352007734	0.5894375757029963	0.3342875565477157	0.3003443160070087	0.3361285311891223	0.38736642591983667	0.41586343155930305	0.26701095768641864	0.2930257700341167	0.2490591315072821	0.40334050783985104	0.40334050783985104	0.40334050783985104	0.40334050783985104	0.3912329311108798	0.5635467251755238	0.40334050783985104	0.40334050783985104	0.40334050783985104	0.40334050783985104	0.40334050783985104	0.33964151512919516	0.37863886515766126	0.40334050783985104	0.3661774641168609	0.40334050783985104	0.3778310091647145	0.2387707574366578	0.4694956773647691	0.30884897666449534	0.24422169449123535	0.2378135658084679
India East UCBB	0.3947857664979187	0.18052207150697308	0.5317563111605831	0.38939895413297965	0.25686905607780486	0.6432767688733714	0.4665828266537085	0.3270195558678217	0.2513249598653544	0.08141850170371716	0.02013377115984424	0.0	0.06690467111857858	0.26347340552754445	0.11461278624880407	0.037648631941160804	0.11621037040573695	0.11114421966251854	0.04404369248194725	0.09766765445007146	0.02834300659427594	0.30474893875720327	0.35639745361964853	0.2923701030109387	0.2927913272115679	0.31646038195751053	0.3958917100328187	0.2315965028275555	0.18601319241384898	0.2281977012559531	0.52010366212722	0.34543560796570394	0.6701105581193595	0.663328837272024	0.6168586283914729	0.5756233970932213	0.6129518497492873	0.6116380708019372	0.25116054001649685	0.5472785515999545	0.32571540098309354	0.2922219526627741	0.32553424149746285	0.373984454159262	0.38798332272280867	0.25405489475863957	0.2658598158553025	0.2396531595695597	0.3759757495254675	0.3759757495254675	0.3759757495254675	0.3759757495254675	0.3710513894581149	0.4616505321743274	0.3759757495254675	0.3759757495254675	0.3759757495254675	0.3759757495254675	0.3759757495254675	0.36380754320066216	0.3714144046065973	0.3759757495254675	0.3874641527261972	0.3759757495254675	0.3592241500493997	0.23085241915422136	0.4693637887898354	0.2998268412903914	0.23582314728448792	0.23041156474261684
India Karnataka Kannada Speaking	0.4101131783490081	0.20070372888482144	0.5213175717890736	0.4284776959795893	0.20754360229346383	0.6811183151551602	0.3908108472337319	0.31934615116342097	0.18830533477679848	0.11487764600357399	0.11929855930054052	0.06690467111857858	0.0	0.13178844659304753	0.13190073630088497	0.1443763667000698	0.18210279748169522	0.15206571969510416	0.06515565619514055	0.10645004333894499	0.05348668950003399	0.3601761556644442	0.41611055584311857	0.33960252360523846	0.34035564193732454	0.4147496727128414	0.46719668614183857	0.30333949596721793	0.2315682220740245	0.290103616030369	0.563763476252975	0.4451323265634324	0.7620421173374664	0.7517190778900352	0.7398293119166337	0.6513383473568665	0.7088414134836839	0.6912018186188468	0.30144298603309466	0.6196616813301875	0.3834680948398787	0.35083617380971327	0.3891206895997899	0.433901837014573	0.4504665230532569	0.3090200716368348	0.3039320085467277	0.2909960436860375	0.4019184690057484	0.4019184690057484	0.4019184690057484	0.4019184690057484	0.46541736160691277	0.4310594932172802	0.4019184690057484	0.4019184690057484	0.4019184690057484	0.4019184690057484	0.4019184690057484	0.44281088157982057	0.44950038418440874	0.4019184690057484	0.4575442445584483	0.4019184690057484	0.45404598951907493	0.28951096330615467	0.5665287481138451	0.38014191197513664	0.29038527154921434	0.2872917634504265
India Kerala Malayalam speaking	0.7395428883376876	0.5140235876800582	0.7646058440070314	0.8025208764403682	0.2753416414832118	1.1953066608241463	0.531978070913628	0.4544966386195204	0.24834561608698824	0.2855663826727106	0.33022701908965907	0.26347340552754445	0.13178844659304753	0.0	0.3112387326184237	0.35724552697446366	0.397218811711167	0.446628226727613	0.2506582345772104	0.34100495155430915	0.2541292586478245	0.5173640814034286	0.540186180487716	0.48193677129817153	0.48363076099550995	0.6508153019197213	0.7184038509122591	0.47568953854052926	0.36368444063185085	0.4591800550299931	0.736117177661618	0.6711384848798144	1.030982286332164	1.0088526751827003	0.9880284972769231	0.8633572373854775	0.9457531395705092	0.9164363589440477	0.42979434337247496	0.829655145368757	0.5239465301165865	0.5112564539394642	0.5284305408017594	0.5882532383630081	0.5933553100430018	0.43100061177168686	0.41882662867162707	0.4132999018504764	0.6580118076207131	0.6580118076207131	0.6580118076207131	0.6580118076207131	0.8751070466198373	0.5663974239935021	0.6580118076207131	0.6580118076207131	0.6580118076207131	0.6580118076207131	0.6580118076207131	0.7812720518664644	0.7394882265607835	0.6580118076207131	0.7854959465565484	0.6580118076207131	0.8793384752571188	0.42875223261054013	0.7597093762523137	0.561299225929209	0.4392791299092242	0.43986505456465186
India Mumbai Maratha	0.44138117774188723	0.3277066687468975	0.5378764945030913	0.6356167021498026	0.24280798832275938	0.885510136284144	0.5343967703489638	0.29222711557752795	0.3793781750673963	0.1938230171426183	0.11180026323842997	0.11461278624880407	0.13190073630088497	0.3112387326184237	0.0	0.14392880851378634	0.10791003591671922	0.2852201934753274	0.14868366793969992	0.14886181677330643	0.08615295836645649	0.34618713752381	0.3646639651148427	0.3364566621659153	0.3371394285170393	0.33268836926732076	0.3976373905166495	0.2611866983436512	0.19130215849803078	0.23476916029749914	0.5277371952922686	0.34812998569906695	0.7155711375763624	0.702127747223054	0.6189663215508544	0.5846785448277745	0.6160073294148717	0.6529377186169918	0.271363711268186	0.5696103590410785	0.3386520232692061	0.2930726380641327	0.35591576064476954	0.3957428983509663	0.4221900485078036	0.26511077849511977	0.3095810777390722	0.2518885461678874	0.5283352637043907	0.5283352637043907	0.5283352637043907	0.5283352637043907	0.5880322779181874	0.6268342179822586	0.5283352637043907	0.5283352637043907	0.5283352637043907	0.5283352637043907	0.5283352637043907	0.4845473495554478	0.40223826205144175	0.5283352637043907	0.5237388721733053	0.5283352637043907	0.573230623421065	0.24515489528464626	0.49377018667421196	0.3071063814158505	0.2438249763528747	0.2369104861733681
India North UCBB	0.3838332694746798	0.2456438363066362	0.5166730184277145	0.5296071151233247	0.2596493140374529	0.8512914593013883	0.616007161312112	0.4659780511933376	0.3821962458718278	0.10899709545391824	0.0060708311127601255	0.037648631941160804	0.1443763667000698	0.35724552697446366	0.14392880851378634	0.0	0.10976723045255599	0.2318771444907758	0.08527873770611172	0.11488212407020458	0.06566465273971361	0.35782106548039144	0.4019261918100378	0.3473634451242609	0.3477097149513321	0.3097977789632436	0.4151837174721698	0.24806469372116713	0.21122953073176876	0.24810134904803546	0.6118648587574266	0.34354356054476837	0.7609093425926851	0.7523683739680456	0.6963481116593758	0.6631123016025625	0.6943755482411026	0.7011358093105713	0.28657779751383133	0.6330103756570254	0.3559483591661834	0.32343343413002745	0.35808749554512326	0.4134303286091289	0.4442451496673699	0.2902592616449158	0.3186333921733558	0.2706788447166422	0.4139605926036594	0.4139605926036594	0.4139605926036594	0.4139605926036594	0.42095981352418205	0.5971576336466077	0.4139605926036594	0.4139605926036594	0.4139605926036594	0.4139605926036594	0.4139605926036594	0.3399956946789613	0.4008211322082998	0.4139605926036594	0.36464873710412343	0.4139605926036594	0.4071323492585342	0.2602499150266682	0.5038288001830892	0.33659140728915826	0.2651071998543982	0.25877009768972353
India North pop 2	0.37746449118301	0.24396159141197504	0.5109631537150484	0.48129043578082076	0.24154057613906488	0.7346106052165581	0.49863994407139306	0.30993504352069234	0.3472520780646026	0.18408651028365497	0.09884777965762505	0.11621037040573695	0.18210279748169522	0.397218811711167	0.10791003591671922	0.10976723045255599	0.0	0.24991023340897964	0.13945701377113826	0.10318468274955093	0.10596800620034301	0.2843481641043207	0.29070222357419157	0.2771932586082935	0.27821440358338195	0.2502019616055707	0.3160994146442269	0.196801820605461	0.13938549866492525	0.17689864287071508	0.45775728373444746	0.2860429931403823	0.5794558312894676	0.5678372852225245	0.48879396746871456	0.4912210597636372	0.5025370000406235	0.5301564429955329	0.23327275614376866	0.4719104900594299	0.26583032562959286	0.23474025319886258	0.2989423061755027	0.3295004969709245	0.35155049083524775	0.20784924155194676	0.2511573736394114	0.20486453204014712	0.42340381428968116	0.42340381428968116	0.42340381428968116	0.42340381428968116	0.4611316154184755	0.5057861471033597	0.42340381428968116	0.42340381428968116	0.42340381428968116	0.42340381428968116	0.42340381428968116	0.41085663755292307	0.30787928419635696	0.42340381428968116	0.43674426556860385	0.42340381428968116	0.451986884874634	0.2007217913667896	0.4065593632496	0.26551840969225465	0.19776110131563107	0.19047126282295343
India Northeast UCBB	0.43334694012968766	0.12249591652895818	0.8161662931579597	0.2190090325433496	0.6068690226247159	0.35682524875185484	0.3841222846043941	0.3571533467711478	0.25579224523546423	0.18608172128689096	0.18957028618833136	0.11114421966251854	0.15206571969510416	0.446628226727613	0.2852201934753274	0.2318771444907758	0.24991023340897964	0.0	0.12007318589266162	0.17612680525622507	0.12280246789644313	0.36037264127616825	0.44014370133010194	0.3493414762799258	0.3490933665512757	0.4396158330957403	0.4941811211352251	0.3193793333131929	0.29693777039560143	0.326719248755279	0.6029776146720272	0.536584831349238	0.9436577244232867	0.9478360887739821	0.7691237148500331	0.6345256472139355	0.7633114599260139	0.9202799993497921	0.3288453898694631	0.6873967361098696	0.4184016459369863	0.3672698431178876	0.418189466209782	0.48163144866212315	0.48727202003713216	0.3327300006625691	0.3251382920006916	0.3281322646186337	0.3511478665703978	0.3511478665703978	0.3511478665703978	0.3511478665703978	0.2825677167035485	0.3818881736723137	0.3511478665703978	0.3511478665703978	0.3511478665703978	0.3511478665703978	0.3511478665703978	0.40977125852324114	0.40416143625629547	0.3511478665703978	0.4232804052588974	0.3511478665703978	0.2693379609418201	0.30866264552486755	0.782425191254478	0.3721112996757667	0.2958937388982381	0.2914299511520366
India South UCBB	0.3546896479922341	0.16923112051146028	0.5018873785837314	0.41644640172221187	0.22531034085888488	0.6608473429679661	0.43817493272946084	0.37119813500113447	0.2533917672217113	0.01491580059792097	0.069264786134807	0.04404369248194725	0.06515565619514055	0.2506582345772104	0.14868366793969992	0.08527873770611172	0.13945701377113826	0.12007318589266162	0.0	0.06863993320780713	0.015830310319268296	0.34553917814399765	0.40574644546920097	0.33022652388282697	0.33049122674613823	0.3397669535546732	0.4311845267749031	0.25920124752169166	0.2211153321625526	0.2540220560077284	0.5624700628386242	0.36678752456896385	0.714168955061454	0.7036745923248899	0.7100407550315525	0.6319647953476929	0.6674386954347588	0.6499548132941068	0.2862854207583988	0.5857783198097554	0.36307589710499083	0.31927758255873334	0.36618579852122896	0.41262357931422317	0.44043508637038853	0.2925961767194566	0.30011340525591407	0.27454087902115937	0.3746510939242888	0.3746510939242888	0.3746510939242888	0.3746510939242888	0.36748686318323304	0.4796298199352835	0.3746510939242888	0.3746510939242888	0.3746510939242888	0.3746510939242888	0.3746510939242888	0.35520239337165754	0.42107209323279937	0.3746510939242888	0.3686205752264858	0.3746510939242888	0.3542291546607547	0.26269838837553267	0.5096124751869728	0.3422802799611613	0.25795131291106904	0.2543047427764206
India Tamil Nadu	0.295042507357281	0.166932746433026	0.4565939416101197	0.42877032593427433	0.1969694377726314	0.7083614874800818	0.4587498592393353	0.4022145604512208	0.2566378162705125	0.10915215605542833	0.10032352028270232	0.09766765445007146	0.10645004333894499	0.34100495155430915	0.14886181677330643	0.11488212407020458	0.10318468274955093	0.17612680525622507	0.06863993320780713	0.0	0.05202503455519878	0.3798217699081778	0.44870882932718775	0.3620623496713256	0.3621687088641788	0.3684543366083886	0.442450154206166	0.28697403322950316	0.24522992993455972	0.2871189653487791	0.5952832389683379	0.40056350423810616	0.7873172412517552	0.7799446810741179	0.7837500288832223	0.6794886582480966	0.7448066477199776	0.7247310750547139	0.3245894644766016	0.6500288120193144	0.3961462829246784	0.3457987311202027	0.40227469468104243	0.44837453205211036	0.4772974273434423	0.33142634242412233	0.32624277541455254	0.31179883961722804	0.3876709412505343	0.3876709412505343	0.3876709412505343	0.3876709412505343	0.37064468750373036	0.5024461751758368	0.3876709412505343	0.3876709412505343	0.3876709412505343	0.3876709412505343	0.3876709412505343	0.3619306777879163	0.4421922563387582	0.3876709412505343	0.3750839455282255	0.3876709412505343	0.36143862631989565	0.29780150585751314	0.5608681024333465	0.37853549141301474	0.2866416558104561	0.28439775741153417
India West UCBB	0.3665837104478082	0.18019586617836003	0.5086535922137431	0.43271163988418687	0.21612669834995243	0.6908025070020227	0.46533147071930836	0.32079783208722995	0.25024257912765085	0.04900917137577961	0.04483039010408175	0.02834300659427594	0.05348668950003399	0.2541292586478245	0.08615295836645649	0.06566465273971361	0.10596800620034301	0.12280246789644313	0.015830310319268296	0.05202503455519878	0.0	0.3309351417840028	0.38044057083830235	0.3164799949451718	0.31678309996719894	0.3255014212695488	0.41123317275488463	0.2473494979997596	0.19755484646917928	0.23719712669665605	0.5469188378400847	0.3495946965030379	0.6998323483610176	0.6865671816519582	0.653661967914239	0.6083203813496509	0.6313307846136977	0.6339942803170221	0.2724405151150709	0.5692838861473115	0.3442203383446827	0.3023303731299543	0.3519272831907907	0.39403335873087375	0.4225534887081044	0.2749360768376156	0.29098790313908024	0.2573042556752079	0.4089764783654384	0.4089764783654384	0.4089764783654384	0.4089764783654384	0.3799120021222584	0.5141269898443046	0.4089764783654384	0.4089764783654384	0.4089764783654384	0.4089764783654384	0.4089764783654384	0.3790885345298097	0.40912872537918615	0.4089764783654384	0.4011463795453178	0.4089764783654384	0.3672982514690919	0.24835992330895382	0.4886139850729156	0.32310051177893856	0.24578630185771444	0.24091730849637974
Japan Central	0.5215882772302977	0.37835013818852997	0.6240165935139932	0.4721141325670641	0.4494437351204909	0.6273586076745449	0.4656714456684945	0.4542876939445735	0.436970772707948	0.38580650185383125	0.3292132322641037	0.30474893875720327	0.3601761556644442	0.5173640814034286	0.34618713752381	0.35782106548039144	0.2843481641043207	0.36037264127616825	0.34553917814399765	0.3798217699081778	0.3309351417840028	0.0	0.11559365256092914	0.03760407264879078	0.03805581722009383	0.2900303531158181	0.28097162397220604	0.1454078497060751	0.15051742036891855	0.15964982641848055	0.2500283037879327	0.3254410246816772	0.5213911379056236	0.5202329708278884	0.43376312899121694	0.3714639109625321	0.501137297850656	0.5057831306259657	0.14817011862288557	0.45003118048543894	0.14001264221938584	0.17622764858554577	0.15958877115989809	0.21612139088796975	0.24301351681769043	0.08741739400087194	0.1705660074661144	0.1020134916748107	0.3423022263947397	0.3423022263947397	0.3423022263947397	0.3423022263947397	0.5306748531751291	0.41138759075942183	0.3423022263947397	0.3423022263947397	0.3423022263947397	0.3423022263947397	0.3423022263947397	0.4628530089839922	0.2464962319568895	0.3423022263947397	0.4893294333811066	0.3423022263947397	0.5369424208077654	0.11803834808808679	0.31730082795523673	0.182178663207589	0.12379594772716111	0.13150735793907334
Japan Hyogo	0.6367115330832478	0.47962292955433883	0.6820509383208427	0.5586800233495656	0.48377694637573493	0.7489635915289407	0.555564235502427	0.44627291433313115	0.4716263182308516	0.44671409213966645	0.37529656131583783	0.35639745361964853	0.41611055584311857	0.540186180487716	0.3646639651148427	0.4019261918100378	0.29070222357419157	0.44014370133010194	0.40574644546920097	0.44870882932718775	0.38044057083830235	0.11559365256092914	0.0	0.12454997611460504	0.12440700942782956	0.30377939728026454	0.2714983525239464	0.16426048646455252	0.17605734924678282	0.17151108913082513	0.243763449544127	0.3170935950633143	0.5376596709290351	0.5431855091091343	0.5173040623224026	0.4076226207620734	0.5519607228480253	0.5153917148810415	0.1608348336085834	0.47325212260877336	0.20023176827572808	0.18210214493554863	0.15380505969656663	0.21263495510450448	0.280404538408527	0.04974289816516241	0.19363042876313988	0.14216932528381002	0.41569055888304257	0.41569055888304257	0.41569055888304257	0.41569055888304257	0.6090087690120748	0.4762841976167789	0.41569055888304257	0.41569055888304257	0.41569055888304257	0.41569055888304257	0.41569055888304257	0.5266553878763788	0.23197963018996318	0.41569055888304257	0.5751749813062791	0.41569055888304257	0.6430810074464884	0.1354260162126286	0.24729372587233664	0.1724084182761496	0.1517910618341627	0.14841715328522964
Japan pop 16	0.5453989106964902	0.3670723828919247	0.6047477859982419	0.4471844705033372	0.42550844826698847	0.6656749148818591	0.4725590151713363	0.45951949957271526	0.4161259627261058	0.37145391270733247	0.31942203437632993	0.2923701030109387	0.33960252360523846	0.48193677129817153	0.3364566621659153	0.3473634451242609	0.2771932586082935	0.3493414762799258	0.33022652388282697	0.3620623496713256	0.3164799949451718	0.03760407264879078	0.12454997611460504	0.0	0.0001755485906582265	0.2901464901053749	0.26188148602296757	0.13794993898207122	0.15047019197816766	0.1494530898628831	0.21901370925594002	0.3215675807163476	0.5332804346018398	0.5333295359100223	0.45052644391683133	0.38835383644976756	0.5179766287985501	0.520615535641903	0.1557717325157076	0.46459205559834366	0.12245084677809008	0.17983913916527303	0.17813343167035892	0.2302022594309783	0.27564805314396673	0.10467692666704742	0.16952078512123306	0.1219792255089432	0.3079801191335226	0.3079801191335226	0.3079801191335226	0.3079801191335226	0.5496626626913946	0.3951842088775393	0.3079801191335226	0.3079801191335226	0.3079801191335226	0.3079801191335226	0.3079801191335226	0.44471026105317385	0.223090265015654	0.3079801191335226	0.4705465440166699	0.3079801191335226	0.5391109782997167	0.11129347965409501	0.3146850956950363	0.17198538754804646	0.11891485209519237	0.12319179064730024
Japan pop 3	0.5450961719259159	0.36667817761194454	0.6043170177918432	0.4468266340790424	0.42568829404071856	0.6667720487619975	0.4752101600410336	0.4622091524715177	0.4177023597552177	0.37161917425234076	0.3197640262709935	0.2927913272115679	0.34035564193732454	0.48363076099550995	0.3371394285170393	0.3477097149513321	0.27821440358338195	0.3490933665512757	0.33049122674613823	0.3621687088641788	0.31678309996719894	0.03805581722009383	0.12440700942782956	0.0001755485906582265	0.0	0.28967538280297006	0.26015119174335716	0.13727701231658682	0.15075039899473633	0.14891192112693039	0.21522847501258355	0.32077049198443447	0.5333284389650422	0.5333675548205176	0.4516733200937551	0.38935841360213924	0.5187785750167783	0.5208889266299837	0.15601857637998948	0.4651713317822148	0.121662675842456	0.1775853981862617	0.17605651458030283	0.2277848432946967	0.274934636271484	0.1045914944484297	0.1695229853229506	0.12184677476110212	0.30721439069709633	0.30721439069709633	0.30721439069709633	0.30721439069709633	0.548019634345981	0.39808039786368016	0.30721439069709633	0.30721439069709633	0.30721439069709633	0.30721439069709633	0.30721439069709633	0.4447459912695055	0.2227782858176225	0.30721439069709633	0.47057533319429307	0.30721439069709633	0.5374458614824532	0.10990022883472537	0.3134542383975143	0.17107831307211305	0.11791861984758906	0.12211565545926834
Malaysia Jelebu Temuan	0.37141693589116304	0.3216545231494253	0.4551705611406128	0.5074115821445042	0.4283122976734372	0.8047640474715113	0.6752172102972208	0.6747952389158742	0.67709311749078	0.3561675060291806	0.29585741216340516	0.31646038195751053	0.4147496727128414	0.6508153019197213	0.33268836926732076	0.3097977789632436	0.2502019616055707	0.4396158330957403	0.3397669535546732	0.3684543366083886	0.3255014212695488	0.2900303531158181	0.30377939728026454	0.2901464901053749	0.28967538280297006	0.0	0.12584615913471955	0.06436448584714656	0.17353129847272086	0.10244169329155357	0.31199309612862086	0.15647104326036534	0.618038455275339	0.6334111731663936	0.5376146502225166	0.48573185299777827	0.6206865997161731	0.6491173754880619	0.23756873774892226	0.5744390338836134	0.18900376642298658	0.17734071917545557	0.2047450146960875	0.24552004140303926	0.38152429586151865	0.21591492794841352	0.2867717744785308	0.21424553089943776	0.2888157107988778	0.2888157107988778	0.2888157107988778	0.2888157107988778	0.44078722355700933	0.4840164535406177	0.2888157107988778	0.2888157107988778	0.2888157107988778	0.2888157107988778	0.2888157107988778	0.24842618661825866	0.17329118070555358	0.2888157107988778	0.2743138146339395	0.2888157107988778	0.42102910968319557	0.17891008091030178	0.3972480276550226	0.19844848093517367	0.19405843348467144	0.18785943078223868
Malaysia Kedah Baling Kensiu	0.3860722300668035	0.3389520080507891	0.4443479284380347	0.46451038396514993	0.4608204776308451	0.746526424470587	0.6575041254956647	0.7813131657787139	0.7970198776564472	0.46500095466577673	0.3927149697654167	0.3958917100328187	0.46719668614183857	0.7184038509122591	0.3976373905166495	0.4151837174721698	0.3160994146442269	0.4941811211352251	0.4311845267749031	0.442450154206166	0.41123317275488463	0.28097162397220604	0.2714983525239464	0.26188148602296757	0.26015119174335716	0.12584615913471955	0.0	0.10885594904463138	0.2216751118700966	0.16238555728989756	0.16266036499389597	0.30561098699908734	0.6039474269908515	0.6291810385021157	0.5340063348691676	0.48885341502608154	0.6386537067297645	0.6586748357166151	0.2750818180215346	0.584826363485031	0.23848944214239579	0.24584341070563864	0.2625422744423644	0.3192807760413637	0.38894725415832404	0.21795170939552408	0.3195304984314364	0.2414038184763405	0.24515112640991865	0.24515112640991865	0.24515112640991865	0.24515112640991865	0.4740291001338373	0.4123005141496809	0.24515112640991865	0.24515112640991865	0.24515112640991865	0.24515112640991865	0.24515112640991865	0.2868410164122653	0.12962659631659446	0.24515112640991865	0.31272864442794607	0.24515112640991865	0.45660249851831164	0.22175274297616251	0.4527497572326269	0.27267102947787397	0.23644858533243496	0.23156937992845486
Malaysia Peninsular Chinese	0.3676139423303184	0.27556891756155627	0.4253468214546045	0.4099131332825449	0.3387671207945871	0.6286899596328608	0.4729682260822205	0.4714070117501224	0.4582888922802954	0.28166431074001214	0.23196031609524423	0.2315965028275555	0.30333949596721793	0.47568953854052926	0.2611866983436512	0.24806469372116713	0.196801820605461	0.3193793333131929	0.25920124752169166	0.28697403322950316	0.2473494979997596	0.1454078497060751	0.16426048646455252	0.13794993898207122	0.13727701231658682	0.06436448584714656	0.10885594904463138	0.0	0.09085117316322167	0.03975083608303315	0.16423508380560337	0.14070309286058744	0.4290323423172792	0.43694310359525373	0.37804602837413065	0.28984753506349137	0.44775685375791774	0.44331444912799495	0.12506843340888701	0.38792611692922785	0.11249108454658228	0.10203058743276809	0.09974334825773856	0.15647228556220885	0.2319347121182603	0.10544051744474632	0.1479345047685112	0.11646223691277792	0.2275842320645475	0.2275842320645475	0.2275842320645475	0.2275842320645475	0.41300111107965676	0.33844040067517306	0.2275842320645475	0.2275842320645475	0.2275842320645475	0.2275842320645475	0.2275842320645475	0.2579412298276693	0.1401605892006973	0.2275842320645475	0.283533676705183	0.2275842320645475	0.3942630347697766	0.08211468366143626	0.2636094486116449	0.10919607474311105	0.09493006181391933	0.08762220017995116
Malaysia Peninsular Indian	0.4507475442245467	0.31120501301322806	0.49562165089785465	0.4508647712442669	0.2889741726815515	0.6678954227473959	0.4524022229434701	0.32796769631049255	0.32852417441884013	0.25681531118789863	0.19125301921492213	0.18601319241384898	0.2315682220740245	0.36368444063185085	0.19130215849803078	0.21122953073176876	0.13938549866492525	0.29693777039560143	0.2211153321625526	0.24522992993455972	0.19755484646917928	0.15051742036891855	0.17605734924678282	0.15047019197816766	0.15075039899473633	0.17353129847272086	0.2216751118700966	0.09085117316322167	0.0	0.0742793334624427	0.26338163317255464	0.22834228319745864	0.4282098715333759	0.4190306205761294	0.31496110121545073	0.3288961696630657	0.35659398930729513	0.3781832458840733	0.10935628865463685	0.32851200663025676	0.12649013425015787	0.12230963906504642	0.14257910815894798	0.16814342003536012	0.18415081705636763	0.09932084763933968	0.15332805022125165	0.08073013998217517	0.3127598186932574	0.3127598186932574	0.3127598186932574	0.3127598186932574	0.48354228946286026	0.4026724893487657	0.3127598186932574	0.3127598186932574	0.3127598186932574	0.3127598186932574	0.3127598186932574	0.3837764853796759	0.19686595595513223	0.3127598186932574	0.412401539320981	0.3127598186932574	0.4673231447530442	0.08925370212645871	0.2791934786434111	0.14314282941921205	0.09888786462719741	0.09886207984667778
Malaysia Peninsular Malay	0.3999498857810477	0.29823880865181424	0.4728499384977873	0.4602125035546983	0.35069452591085537	0.6554981163724013	0.4668390440492621	0.4168849562480015	0.44331215805288254	0.28149118694664094	0.22926544701417517	0.2281977012559531	0.290103616030369	0.4591800550299931	0.23476916029749914	0.24810134904803546	0.17689864287071508	0.326719248755279	0.2540220560077284	0.2871189653487791	0.23719712669665605	0.15964982641848055	0.17151108913082513	0.1494530898628831	0.14891192112693039	0.10244169329155357	0.16238555728989756	0.03975083608303315	0.0742793334624427	0.0	0.19849097042928868	0.09503428163128769	0.445574249052273	0.4437468151039017	0.37392941403700775	0.31022216068266467	0.42230452109742717	0.44346045227558967	0.12491128393375885	0.3794200664675878	0.09596888594783885	0.08527981763044525	0.12297033794238453	0.12489189909283134	0.23068519176708988	0.10253016655770934	0.17177301204289097	0.11134257754164582	0.2769884583570004	0.2769884583570004	0.2769884583570004	0.2769884583570004	0.4680580631656543	0.3842603725983089	0.2769884583570004	0.2769884583570004	0.2769884583570004	0.2769884583570004	0.2769884583570004	0.3121752606651182	0.16275234288178939	0.2769884583570004	0.33991254143729294	0.2769884583570004	0.4480854104802075	0.07897208868965434	0.2891638073317605	0.09589091844315185	0.0889865318501809	0.08314678132746739
