target	mode	n	pooled_rho	sample_centered_rho	sample_centered_p	median_sample_rho	samples_rho_gt_0_2	class	neighbor_autocorr_pooled	neighbor_autocorr_weighted_sample	block_variance_fraction	target_sd	smoothness_expected_rho	smoothness_adjusted_residual
null_random_matched_024	raw_smoothed	15489	0.5518865847631135	0.5766534762595584	0.0	0.5094522493635255	4	random_matched	0.9519529499000763	0.9399238590380202	0.3253923436860749	0.26986252161494173	0.5049829698168282	0.07167050644273021
null_random_matched_025	raw_smoothed	15489	0.6212353777166735	0.5934856654938305	0.0	0.5031211603356317	4	random_matched	0.9732666051715485	0.9531695280220176	0.3379699403055715	0.34416034947374063	0.5985528048804403	-0.0050671393866097425
null_random_matched_026	raw_smoothed	15489	0.4115366561908772	0.3946836478428807	0.0	0.3094026464322329	3	random_matched	0.9485373188698528	0.934474022608637	0.2739016894757548	0.2633472482886501	0.4545574335362989	-0.059873785693418224
null_random_matched_027	raw_smoothed	15489	0.6402546467580822	0.6153135633221276	0.0	0.4874870329434203	4	random_matched	0.963559134831431	0.9442158533083599	0.36811770403204636	0.333178042256068	0.583621497151073	0.03169206617105458
null_random_matched_028	raw_smoothed	15489	0.4774717976724211	0.5471416354248931	0.0	0.4059836937870258	3	random_matched	0.9649265395146543	0.9413544965335048	0.35174591552692697	0.32654597628392673	0.5613968200521974	-0.01425518462730424
null_random_matched_029	raw_smoothed	15489	0.5614195749014124	0.4882406290489338	0.0	0.4011854368652315	4	random_matched	0.9530028324462275	0.9334876232252168	0.2826818540694237	0.2755621868760271	0.4648357384465593	0.023404890602374495
null_random_matched_030	raw_smoothed	15489	0.6422333171978059	0.5529154052442948	0.0	0.4893057959179491	4	random_matched	0.9783389847047109	0.9593929816411101	0.34008233123279463	0.3446073479693024	0.6179718733697463	-0.06505646812545152
null_random_matched_031	raw_smoothed	15489	0.662348542899925	0.63787491329814	0.0	0.5045476372833823	4	random_matched	0.9726539664646361	0.9583808374700294	0.39053865800559157	0.34338411162422944	0.6442165432717128	-0.006341629973572904
null_random_matched_032	raw_smoothed	15489	0.3048578517461481	0.4247712069441397	0.0	0.3113516364085817	4	random_matched	0.9636885404364941	0.9438418874880428	0.2844526471165031	0.2751310602932877	0.4953494827775851	-0.07057827583344539
null_random_matched_033	raw_smoothed	15489	0.5323867791446217	0.5404390949099259	0.0	0.4611237198056095	4	random_matched	0.953281349964886	0.9373292555089552	0.31258820192277786	0.2798107541774618	0.49636649280472617	0.044072602105199754
null_random_matched_034	raw_smoothed	15489	0.2498093742959279	0.2482699866688189	2.8969143147090005e-216	0.2427482623812727	3	random_matched	0.9514018604234417	0.9416658172024929	0.2833419476438138	0.25391419633270734	0.474715897695842	-0.2264459110270231
null_random_matched_035	raw_smoothed	15489	0.5365482111808338	0.5705168625053058	0.0	0.4675142001101957	4	random_matched	0.9566871944922304	0.9445075837399581	0.320997469169319	0.3232542767569982	0.5500769965279257	0.020439865977380012
null_random_matched_036	raw_smoothed	15489	0.6497424446766711	0.5775964076295121	0.0	0.4712996301087733	4	random_matched	0.9778832243619628	0.9575643948498666	0.39431639410305125	0.3395540106596327	0.641635817698932	-0.06403941006941982
null_random_matched_037	raw_smoothed	15489	0.4567743040531946	0.4276557623995234	0.0	0.3236148203212503	3	random_matched	0.9449746862688643	0.9275832852345011	0.3007673182169433	0.2530157076705904	0.44402490124298	-0.016369138843456588
null_random_matched_038	raw_smoothed	15489	0.5137256638983706	0.5153875676992885	0.0	0.4726886840121108	4	random_matched	0.9446199115140252	0.9343374595950218	0.2927937413603031	0.25817888200950523	0.46203352314858076	0.05335404455070775
null_random_matched_039	raw_smoothed	15489	0.4727450612423286	0.5164833700037065	0.0	0.3973493938798866	3	random_matched	0.9479219840289499	0.9334088603059449	0.3325701097711338	0.2778464485746746	0.4956931275152758	0.0207902424884307
null_random_matched_040	raw_smoothed	15489	0.6206096609610869	0.5935176282937574	0.0	0.4924012842404283	4	random_matched	0.9620309728581493	0.9484770641860922	0.3363296491889124	0.3024458048884328	0.5571181373150021	0.03639949097875528
null_random_matched_041	raw_smoothed	15489	0.6379024262466019	0.5762963588988904	0.0	0.4871020181448353	4	random_matched	0.9686834850210683	0.950825651250241	0.3232808326750286	0.32353727870557053	0.5697632195191789	0.006533139379711561
null_random_matched_042	raw_smoothed	15489	0.6373236015933307	0.628320453248471	0.0	0.5617665345616103	4	random_matched	0.9679944188319848	0.9554501704586079	0.3643120932137078	0.32537579030523905	0.6085858913627282	0.01973456188574274
null_random_matched_043	raw_smoothed	15489	0.4898756591954452	0.5453176766220207	0.0	0.4660020379590088	4	random_matched	0.9518682531581527	0.9363052163070065	0.30072814198297165	0.27963139863008407	0.48627068565424697	0.059046990967773716
null_random_matched_044	raw_smoothed	15489	0.5267150938367736	0.5143925956405434	0.0	0.4686978638831039	4	random_matched	0.9732597694368709	0.9566847253966103	0.3157278923954972	0.3134169332419071	0.575564412162767	-0.06117181652222359
null_random_matched_045	raw_smoothed	15489	0.6503237448698186	0.5615983625357793	0.0	0.4240648713406447	4	random_matched	0.9771917664062882	0.9449086174043867	0.34336913739446706	0.34122617247147125	0.5761302508366815	-0.01453188830090213
null_random_matched_046	raw_smoothed	15489	0.5692581244390932	0.5561385906943497	0.0	0.4538495616168791	4	random_matched	0.9569681772780844	0.945242904894232	0.3585194768960481	0.30439476119649894	0.5622574567461975	-0.00611886605184786
null_random_matched_047	raw_smoothed	15489	0.4818073013125388	0.5411637523414546	0.0	0.3875469725852624	3	random_matched	0.9465892418066104	0.9315639262397168	0.3224856455417754	0.2820624113656139	0.48713615103348973	0.05402760130796491
null_random_matched_048	raw_smoothed	15489	0.5239640230770052	0.5142127642859792	0.0	0.3956905909349515	3	random_matched	0.9491011119702573	0.935128454580598	0.30928378157789604	0.27952141927586466	0.48789672596043854	0.026316038325540636
null_random_matched_049	raw_smoothed	15489	0.4882815663268811	0.5204231409851084	0.0	0.3745335160463993	3	random_matched	0.9491616720067035	0.936196425545397	0.30516153940908464	0.27687195689971383	0.4868042731865346	0.03361886779857387
null_random_matched_050	raw_smoothed	15489	0.6650273011784501	0.6178958816238429	0.0	0.543685631932856	4	random_matched	0.9754192165442175	0.9563245028130063	0.3549339022040227	0.33135359730948916	0.6093985390088675	0.008497342614975367
null_random_matched_051	raw_smoothed	15489	0.5908299596163488	0.5377006730378622	0.0	0.406260226277376	4	random_matched	0.959007345626502	0.9393311065932644	0.317162194357721	0.3040202577129765	0.5204906841601785	0.017209988877683657
null_random_matched_052	raw_smoothed	15489	0.5648707263576278	0.5708906208230298	0.0	0.4585090246462106	4	random_matched	0.9673377501689214	0.9507474471129302	0.33145609948513693	0.3166255401952758	0.5699194072252641	0.0009712135977656411
null_random_matched_053	raw_smoothed	15489	0.5437908356752709	0.5479283884635348	0.0	0.4913920575945629	4	random_matched	0.957606805071069	0.9464135236427383	0.3101477847471656	0.2927916675149229	0.5294085602884331	0.01851982817510167
null_random_matched_054	raw_smoothed	15489	0.5624388869617208	0.4949137668940009	0.0	0.347183590154682	4	random_matched	0.961844656609845	0.9368854764131614	0.3046202025631887	0.295783468900292	0.5006949359737227	-0.005781169079721815
null_random_matched_055	raw_smoothed	15489	0.5343992407656046	0.5441082929541091	0.0	0.4253615379724814	4	random_matched	0.9565381371137673	0.9444114294706951	0.3187949729083547	0.30162809288128495	0.5345051044757722	0.009603188478336966
null_random_matched_056	raw_smoothed	15489	0.6281761801195952	0.5086881622992718	0.0	0.3977940859623763	4	random_matched	0.9738607089711986	0.9452967968318131	0.33946749305012086	0.31520104370425894	0.558095806801919	-0.04940764450264712
null_random_matched_057	raw_smoothed	15489	0.6344749488096724	0.5725508651482375	0.0	0.5051976393063745	4	random_matched	0.9709696773376516	0.9556063342717961	0.33916381203977797	0.3238493988104414	0.593122935538454	-0.020572070390216468
null_random_matched_058	raw_smoothed	15489	0.4091598998732049	0.4983571246449753	0.0	0.4065639424709115	3	random_matched	0.9529120532852098	0.9334007489560062	0.3144807343995616	0.28322607256055754	0.4884144693106106	0.00994265533436467
null_random_matched_059	raw_smoothed	15489	0.573691772944923	0.5525508098868765	0.0	0.4567186025526453	3	random_matched	0.9640794965883062	0.9447207295054371	0.29707961578212977	0.3132217398153965	0.5300058160702196	0.022544993816656977
null_random_matched_060	raw_smoothed	15489	0.2791664636968562	0.4113791944198732	0.0	0.3181208863496211	3	random_matched	0.9527218616840375	0.9370185610745059	0.2953665429239824	0.2810435288898746	0.4860512967234699	-0.07467210230359672
null_random_matched_061	raw_smoothed	15489	0.6353646353169097	0.5540656791733986	0.0	0.4699245056726189	4	random_matched	0.9707640330361664	0.9465501496153691	0.3269990219777175	0.3164832825691742	0.555125967609736	-0.001060288436337431
null_random_matched_062	raw_smoothed	15489	0.5432572664351693	0.5179746933057615	0.0	0.4423083322161466	4	random_matched	0.9492709423518563	0.93622457908816	0.2881883418418195	0.268665808482264	0.47150438691140906	0.046470306394352456
null_random_matched_063	raw_smoothed	15489	0.5873500702110054	0.5782063798909902	0.0	0.4913089629751733	4	random_matched	0.9562849297835562	0.9399583446611077	0.3125044277267827	0.30206754280626136	0.5182651404011849	0.05994123948980534
null_random_matched_064	raw_smoothed	15489	0.619641822000455	0.599997839278453	0.0	0.5318674863103576	4	random_matched	0.960103257439069	0.9475478555491328	0.322159254418916	0.2996587086221616	0.5442368745131971	0.05576096476525583
null_random_matched_065	raw_smoothed	15489	0.4534174897089987	0.4877670322103334	0.0	0.4020990820914908	3	random_matched	0.9524553478915982	0.9342535534244385	0.2927604956918029	0.2647310258526927	0.4660109536868181	0.0217560785235153
null_random_matched_066	raw_smoothed	15489	0.5546466979678115	0.479364708873491	0.0	0.2901611941567759	3	random_matched	0.9667395583751683	0.9325345147930271	0.2948247212417218	0.279462629397376	0.471827128456102	0.007537580417389
null_random_matched_067	raw_smoothed	15489	0.5689690101586978	0.5857861685451895	0.0	0.5441531920912073	4	random_matched	0.9622328801114531	0.9524595498287757	0.3426695317342459	0.28217673622558176	0.559209080361462	0.026577088183727504
null_random_matched_068	raw_smoothed	15489	0.1982739438306319	0.3463587183978993	0.0	0.2756646314462824	3	random_matched	0.9479763580944305	0.9293682144781342	0.2849330064246119	0.24993196279845814	0.43776043608392107	-0.09140171768602179
null_random_matched_069	raw_smoothed	15489	0.5099819725388831	0.4554646155826688	0.0	0.4538661118819671	4	random_matched	0.9515502606925746	0.9338259272791337	0.2754319200168251	0.25433678638128526	0.4477756410736048	0.007688974509064028
null_random_matched_070	raw_smoothed	15489	0.6255757464044471	0.6182591862318517	0.0	0.5352509995670243	4	random_matched	0.9669047880453527	0.9526585640968692	0.3734652776613898	0.31232089287831355	0.5975547795602387	0.020704406671612996
null_random_matched_071	raw_smoothed	15489	0.5381869426343091	0.5571728831084264	0.0	0.3968912273194426	4	random_matched	0.9544420126049	0.937346086362806	0.35378052875417015	0.2934576798490374	0.5296876848172614	0.027485198291165025
null_random_matched_072	raw_smoothed	15489	0.5424479867441916	0.5703098544246802	0.0	0.4764253700107587	4	random_matched	0.9569075006254456	0.9435919771329939	0.3080797578922853	0.2948032961271613	0.5213778398063946	0.04893201461828556
null_random_matched_073	raw_smoothed	15489	0.5658730213155088	0.5486707015914736	0.0	0.4109947396737243	3	random_matched	0.9612626315369905	0.9452812055440115	0.30645748079362056	0.30392711841526243	0.5311688990498203	0.017501802541653233
null_random_matched_074	raw_smoothed	15489	0.6459136217681063	0.6166613327639675	0.0	0.5480359017566956	4	random_matched	0.9676785694563429	0.9519161224547384	0.3525220787579316	0.32203076910046424	0.5892741948693984	0.027387137894569147
null_random_matched_075	raw_smoothed	15489	0.5954865773596819	0.5758997930811163	0.0	0.4916831029184626	4	random_matched	0.9557789870824265	0.9416851577157521	0.3224378663307002	0.28259225026196466	0.5165228893020208	0.059376903779095436
null_random_matched_076	raw_smoothed	15489	0.6060571924112707	0.4959369059182246	0.0	0.4487731261232792	4	random_matched	0.9695993955429456	0.9404737105564075	0.27704999782783696	0.28699515561296746	0.4889557389813464	0.006981166936878169
null_random_matched_077	raw_smoothed	15489	0.5862345138999944	0.5915599307311156	0.0	0.4900130533903354	4	random_matched	0.9645880013350278	0.9480919582604086	0.382381004822713	0.2879872095513541	0.573988671299304	0.017571259431811592
null_random_matched_078	raw_smoothed	15489	0.6151719429271305	0.5657522010564369	0.0	0.4556123302570088	4	random_matched	0.9662989123718457	0.9434586804818521	0.30706562450052616	0.31477715099068776	0.5333129628224195	0.0324392382340174
null_random_matched_079	raw_smoothed	15489	0.6449984642501004	0.6142037955699335	0.0	0.4984726348703241	4	random_matched	0.9707990542258937	0.9551587650083291	0.4131236166930823	0.31357746824799576	0.6290843528230567	-0.014880557253123206
null_random_matched_080	raw_smoothed	15489	0.659210008788643	0.6060172141565382	0.0	0.5153184960536539	4	random_matched	0.9678774739847361	0.951318201589717	0.3287804546613924	0.32061699653426273	0.5725528191137862	0.033464395042752004
null_random_matched_081	raw_smoothed	15489	0.5319732663267001	0.5353093062321784	0.0	0.4504388913699934	3	random_matched	0.9509883054930275	0.936866345206503	0.30239551902313144	0.2818779843731067	0.4903251582297747	0.044984148002403745
null_random_matched_082	raw_smoothed	15489	0.4327301054395167	0.5059918414574666	0.0	0.4003683154362233	4	random_matched	0.9485736647974464	0.9385680673187559	0.32018403900295905	0.2750611804493995	0.5013604045772997	0.004631436880166873
null_random_matched_083	raw_smoothed	15489	0.4143932540809926	0.4677813341006403	0.0	0.386744818783666	3	random_matched	0.9556225873350997	0.9413548789905342	0.3288910696071359	0.30188289208828195	0.5318817457341344	-0.06410041163349406
null_random_matched_084	raw_smoothed	15489	0.5427976432453271	0.5326265672104721	0.0	0.4632435299775155	4	random_matched	0.9590387025063112	0.9476928807132603	0.3436369977532706	0.2870214808811867	0.5492251344640073	-0.016598567253535257
null_random_matched_085	raw_smoothed	15489	0.652292996542523	0.5702404017091564	0.0	0.4889664935161817	4	random_matched	0.9751173440611551	0.9502377958183381	0.3245816142123407	0.32693811323762245	0.571046388981046	-0.0008059872718896299
null_random_matched_086	raw_smoothed	15489	0.5779685694079643	0.5584844730429345	0.0	0.4880018949335248	4	random_matched	0.9660569842021389	0.9515689582480175	0.32850876246138494	0.3113501902175612	0.5671177416689059	-0.008633268625971469
null_random_matched_087	raw_smoothed	15489	0.6569618527745764	0.6316714090366528	0.0	0.541755693640634	4	random_matched	0.9646535654621017	0.9511779213704008	0.3087774541179338	0.31051639687472266	0.5537456885062078	0.077925720530445
null_random_matched_088	raw_smoothed	15489	0.6578394109011926	0.6044427485233453	0.0	0.5186236502503261	4	random_matched	0.9710997852424236	0.9574294636877368	0.34337637477650096	0.3180677219764618	0.597119849394698	0.007322899128647364
null_random_matched_089	raw_smoothed	15489	0.5655460173291292	0.5088843705583711	0.0	0.3726641487237992	4	random_matched	0.9618194502798155	0.9447083402888641	0.3748602098782845	0.2783120634348818	0.553548068515687	-0.04466369795731595
null_random_matched_090	raw_smoothed	15489	0.5654462624889368	0.535588461636763	0.0	0.4273793139049633	4	random_matched	0.9579980071637625	0.9416393968287655	0.34610263097035293	0.2653496228599632	0.5192820699324956	0.016306391704267398
null_random_matched_091	raw_smoothed	15489	0.5598993749298191	0.5918574590431269	0.0	0.455338479342936	4	random_matched	0.9610519223855134	0.9476340925809589	0.3148679317639101	0.31170380463851166	0.5479487844237766	0.04390867461935033
null_random_matched_092	raw_smoothed	15489	0.578703189342731	0.5555115901288956	0.0	0.3986270998481963	4	random_matched	0.9645558217187988	0.9451452707926092	0.36498143352932	0.28758645161421914	0.5549395982350485	0.0005719918938471569
null_random_matched_093	raw_smoothed	15489	0.5040093212469494	0.5459975550640094	0.0	0.4373124635914833	4	random_matched	0.9633366086637095	0.9487267827952071	0.3364485224061552	0.3039244970597293	0.5588624515476555	-0.012864896483646082
null_random_matched_094	raw_smoothed	15489	0.6288664940693653	0.6079586819875146	0.0	0.5236109737561979	4	random_matched	0.9701273342846606	0.9548793740189775	0.34377925896503947	0.3227910580975413	0.5930892571117805	0.01486942487573406
null_random_matched_095	raw_smoothed	15489	0.6103303300337165	0.586243676974228	0.0	0.5058737112836956	4	random_matched	0.9632893024628543	0.9466411182264727	0.30915823080598454	0.314187563039433	0.5433147286379403	0.04292894833628769
null_random_matched_096	raw_smoothed	15489	0.6813689559897641	0.6314227222654198	0.0	0.5505384601943528	4	random_matched	0.9793006234835432	0.9629127629615174	0.3592404731017226	0.35301876153257794	0.6448923234313524	-0.013469601165932543
null_random_matched_097	raw_smoothed	15489	0.1837364473168684	0.3597577501336974	0.0	0.3424941471769651	3	random_matched	0.9440722663752634	0.9252090169612234	0.25353219005412825	0.24922309180600047	0.4067202223536661	-0.04696247221996874
null_random_matched_098	raw_smoothed	15489	0.375940972208491	0.3992251994429896	0.0	0.31994625220626	3	random_matched	0.94684727298081	0.9345761325252189	0.2914752193564507	0.276506670453216	0.47379172046638496	-0.07456652102339534
null_random_matched_099	raw_smoothed	15489	0.5508801547654288	0.5328280633175455	0.0	0.4172478378652609	4	random_matched	0.953672392107511	0.9360326726105196	0.30470617002017186	0.2818749931975555	0.4892998211571081	0.043528242160437436
null_random_matched_100	raw_smoothed	15489	0.6177520929792679	0.4901853395646661	0.0	0.35858723549525	4	random_matched	0.9820623588415188	0.9495507842177696	0.3171422141420493	0.3499235804787443	0.5795259761705236	-0.0893406366058575
null_random_matched_101	raw_smoothed	15489	0.4821179856204743	0.4529839934080156	0.0	0.3128862458901517	3	random_matched	0.9537681339618829	0.9329158510216862	0.274678400185116	0.2870963955421479	0.4659044990394787	-0.01292050563146313
null_random_matched_102	raw_smoothed	15489	0.6102530843745442	0.5439558216871672	0.0	0.4191901749817095	4	random_matched	0.9714767443656516	0.9451031680409082	0.3156122719936201	0.31275219800441795	0.5417987873301779	0.002157034356989218
null_random_matched_103	raw_smoothed	15489	0.6186967097941112	0.5678790627323209	0.0	0.4717713937785186	4	random_matched	0.9614556225102295	0.9450140741022524	0.35893765995637134	0.29454639938850147	0.5554780383635471	0.012401024368773772
null_random_matched_104	raw_smoothed	15489	0.2778063812084737	0.3705522718171354	0.0	0.3703973338945157	3	random_matched	0.942051710712281	0.9338597812553568	0.3234627747518845	0.25047871396714994	0.4738811487367681	-0.10332887691963272
null_random_matched_105	raw_smoothed	15489	0.6645052852139843	0.6374880919395557	0.0	0.5001575844384625	4	random_matched	0.9718983770925528	0.95471744328035	0.3860480420367849	0.344224210658132	0.631572217265782	0.005915874673773636
null_random_matched_106	raw_smoothed	15489	0.6011831817666492	0.6045980129745013	0.0	0.4850696579426322	4	random_matched	0.971813152365705	0.9571057464151406	0.4211426696275965	0.3320153253199536	0.6513620814372287	-0.046764068462727404
null_random_matched_107	raw_smoothed	15489	0.5561983203603829	0.5221269964550779	0.0	0.3983507446097519	4	random_matched	0.9599188597027531	0.9389786216470093	0.32236184725976874	0.308387923292392	0.5253890951363847	-0.00326209868130678
null_random_matched_108	raw_smoothed	15489	0.6370491542997493	0.6060431587376027	0.0	0.5223358449611801	4	random_matched	0.9742546498011624	0.956674201979043	0.37457042209479813	0.35104231232310756	0.634791674610126	-0.02874851587252325
null_random_matched_109	raw_smoothed	15489	0.5581353590478945	0.5851452881599191	0.0	0.5019896405143822	4	random_matched	0.9598603533097937	0.9478793403651088	0.3499000528637968	0.28842928007945945	0.5543881385562331	0.030757149603685918
null_random_matched_110	raw_smoothed	15489	0.2968231207313519	0.4191851439131062	0.0	0.2921261310145556	3	random_matched	0.9515234864023083	0.9306619278261663	0.2619592259374904	0.2877033223299463	0.4522747125758349	-0.03308956866272872
null_random_matched_111	raw_smoothed	15489	0.5915547536594816	0.5963349903495514	0.0	0.5268082164072239	4	random_matched	0.9577819803092636	0.9468225638295859	0.29749694468934956	0.3063950264562103	0.5318750433078516	0.06445994704169977
null_random_matched_112	raw_smoothed	15489	0.5868412733802799	0.5649877276132269	0.0	0.494051423894287	4	random_matched	0.9618912452035695	0.9478122323424548	0.3265129369337227	0.3019380051854734	0.5490542930357377	0.01593343457748919
null_random_matched_113	raw_smoothed	15489	0.6188077109728226	0.5784639527389478	0.0	0.4936147155320808	4	random_matched	0.9751023828913239	0.9540074085716745	0.3467450888300371	0.32402693857660836	0.5931440904879783	-0.014680137749030542
