evidence	n	n_groups	n_spatial_blocks	sample_centered_rho	sample_centered_p	spatial_block_centered_rho	spatial_block_centered_p	top10_precision	top10_precision_lift	top10_tp_over_expected	top10_or	top10_fisher_p	top10_domain_stratified_perm_p	domain_stratified_null_tp_mean	domain_stratified_null_tp_p95	observed_tp
GSE250521 UNI DM1/RAI smoothed	3200	16	64	0.44041596786431836	5.805947770780421e-152	0.3798702205650464	2.2389099304199684e-110	0.35	3.4999999999999996	3.499999999999999	6.9171597633136095	2.5484213231208323e-39	0.000999000999000999	52.717	62.0	112
GSE230424 H&E DM1/low-RAI smoothed	15489	4	43	0.6443833509054786	0.0	0.49710566063698913	0.0	0.33268858800773693	3.3223813924254273	3.3223813924254273	6.215265700483092	2.1469345452829896e-161	0.000999000999000999	265.716	287.0	516
GSE230424 H&E DM1/low-RAI coord+QC residual	15489	4	43	0.2322668209810756	8.685163507716306e-189	0.19801727553992796	9.777033811209951e-137	0.16312056737588654	1.6289970780690566	1.6289970780690564	1.8980961583661957	2.5070877173033534e-16	0.000999000999000999	176.249	193.0	253
